accepted_species,estimate
t3,0.029795941
t10,0.064821705
t11,0.064821705
t103,0.25690648
t248,0.81577843
t390,0.5646192
t127,0.23298228
t249,0.1655874
t185,0.25351685
t180,1.1026291
t354,0.88319844
t276,0.9371597
t283,1.0351987
t148,0.06490522
t265,-0.28703734
t137,0.76843715
t221,0.66400075
t305,0.64250094
t141,0.7278095
t365,0.9598362
t110,0.57167965
t406,-0.07510991
t407,-0.07510991
t188,0.050174728
t190,0.050174728
t112,0.056657612
t88,0.6345566
t48,-0.302077
t55,-0.24173148
t278,-1.6266372
t279,-1.7244663
t289,-1.4455934
t226,-1.2068459
t255,-0.99372804
t270,-0.9532903
t167,-1.3407242
t201,-0.7274209
t113,-0.643961
t30,0.119128376
t12,-0.031967476
t13,-0.031967476
t1,0.4633836
