accepted_species,estimate
t31,0.47998545
t19,0.43758148
t14,0.44052202
t138,0.21063367
t25,0.15934767
t336,0.122757584
t253,0.122757584
t95,0.1241661
t316,0.10630599
t298,0.102494694
t277,0.104171336
t278,0.104171336
t150,0.102494694
t332,0.104171336
t300,0.106897056
t314,0.106897056
t273,0.104171336
t304,0.102494694
t275,0.106134884
t269,0.106134884
t325,0.106134884
t80,-0.1379362
t214,-0.1444322
t296,-0.1733499
t297,-0.1733499
t103,-0.13082805
t59,-0.10663961
t177,-0.10029337
t257,-0.102099195
t195,-0.10282673
t117,-0.10333661
t58,0.4454914
t196,0.4038949
t233,0.3994596
t99,0.41164082
t28,0.30741632
