,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,4.1249037,0.8413793,-1.7563373,2.4657533,1.5951763,6.245403,5.320567,2.7734776,5.789779,4.748683,5.970371,5.5136743,0.5172334,8.022491,7.7801433,10.168792,4.8345385
t2,4.1333866,0.8206612,-1.7196344,2.4066796,1.5779475,6.1963754,5.3466372,2.7591124,5.850932,4.742402,5.9399104,5.5492077,0.53310436,8.006184,7.820055,10.209476,4.852592
t3,4.144765,0.76407903,-1.7556704,2.474615,1.5786499,6.2694826,5.380654,2.7433631,5.7834697,4.6679134,5.8841314,5.5269885,0.5851982,8.000556,7.8623343,10.250313,4.8866444
t4,4.171909,0.72902906,-1.8510344,2.576858,1.638881,6.439354,5.3975716,2.7432861,5.677818,4.639761,5.8037524,5.440243,0.6516404,8.114465,7.9249744,10.2975645,4.842766
t5,4.1067224,0.7940766,-1.7789391,2.4730144,1.562985,6.2877316,5.35362,2.785434,5.7848325,4.7207932,5.854147,5.505225,0.58636576,8.009874,7.8966866,10.281158,4.898118
t6,4.105769,0.7834807,-1.8174075,2.5581791,1.6022953,6.423672,5.336524,2.8245933,5.6942983,4.642541,5.791621,5.476976,0.63266176,8.105115,7.9421225,10.319685,4.847735
t7,4.131677,0.73515826,-1.8200618,2.45264,1.5929333,6.327573,5.394043,2.7705133,5.8035684,4.6853733,5.835136,5.4851336,0.6506026,8.009082,7.9239554,10.312642,4.9050045
t8,4.1684093,0.76459694,-1.8221582,2.4137595,1.6367954,6.291866,5.3853054,2.7296436,5.838886,4.749091,5.908509,5.450903,0.6024719,8.10212,7.8654838,10.252798,4.808112
t9,4.105545,0.84664834,-1.7963194,2.3287432,1.5853822,6.1714563,5.309174,2.7927823,5.93077,4.797142,5.949287,5.4700894,0.5226413,8.131362,7.803383,10.189777,4.775005
t10,4.1478844,0.80639905,-1.6822089,2.438937,1.5516777,6.156184,5.369936,2.724596,5.8211102,4.708845,5.932216,5.5846686,0.52463794,7.9481072,7.8223457,10.212611,4.890807
t11,4.1758513,0.71708465,-1.8340288,2.5836067,1.64016,6.456203,5.417161,2.7323368,5.6678014,4.622161,5.776691,5.459684,0.6634626,8.114216,7.9584837,10.327233,4.8530507
t12,11.450428,10.261389,2.3684037,11.077679,3.452026,5.821385,8.950865,1.9856907,8.585119,5.33481,9.633956,6.4429255,3.6851978,8.047027,5.2088227,4.9734554,6.2459188
t13,11.641751,10.274343,2.4185438,11.033982,3.5327196,5.7677975,8.854608,2.0560956,8.452955,5.3283396,9.708308,6.4082623,3.777168,7.953919,5.02153,4.9435062,6.2813487
t14,-0.8553696,9.819727,2.6232035,7.1888785,4.966673,4.203758,5.3494973,6.4914074,6.804475,5.1832004,5.027729,4.778061,5.787811,5.660217,6.291261,4.440129,4.9027967
t15,-0.9125833,9.773055,2.651926,7.115304,4.9199114,4.154108,5.2950726,6.445166,6.8342957,5.1014767,5.042923,4.8024225,5.8106756,5.7295985,6.255623,4.359174,4.91318
