accepted_species,estimate
t109,0.020735715
t128,0.23442051
t45,0.7132925
t38,-0.24063845
t75,-0.0372895
t265,0.27751684
t306,0.15727557
t248,0.13359675
t220,0.53968906
t136,0.37897295
t254,-0.27480456
t271,-0.28860414
t280,0.50418574
t282,1.0010029
t238,-0.061515465
t302,-1.6149187
t151,-0.5645191
t259,-0.8709183
t260,-0.8709183
t142,0.04722465
t314,1.7275394
t216,0.1567102
t214,-0.48554906
t304,0.5950227
t177,-0.3453843
t39,0.095014825
t27,-0.047718834
t147,0.53079426
t324,-1.7325789
t284,-1.6814126
t210,-1.53773
t12,-0.013914478
