,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
t17,-0.25749418,1.4277935,-0.5837917,-0.12329807,3.9873226,6.9705877,-0.018016178,-0.6189024,-0.60817486,-0.64727455,-0.32986847,0.0446842,1.9618081,-0.7089887,-0.11735866,-0.10692617,1.9466745,0.21968147,-0.443426,0.07346516,-0.02599984,0.060066372,-0.124629,2.788257,-0.14545032,-0.24004003,6.9452257,16.12169,2.4029624,-0.1302357,-0.26764283,1.5194889,3.7083416,-0.25961927,-0.42392665,2.8685224,-0.6242764,4.1195693,-0.78019994,4.2184963
t18,-0.12827355,1.1925659,-0.2589158,-0.079203084,1.2402784,4.774838,-0.013825349,-0.34682167,-0.2997002,-0.40375745,0.12126769,0.035336036,0.72380155,-0.36677432,-0.05721772,-0.057760507,0.5531214,0.10252874,-0.19372123,0.1567531,0.5427951,0.011188954,-0.20618388,1.3940904,-0.10578196,-0.084061556,3.4076002,8.8931875,1.194179,-0.042353336,-0.255286,1.4527252,0.9538674,-0.10801344,-0.23950094,2.135746,-0.29546538,1.9742445,-0.4490237,2.2434182
t140,-0.35217786,10.865992,-0.45077437,-0.05567684,-0.088909246,11.821697,-0.12636842,-0.5227991,-0.21652955,-0.54613364,-0.18538183,0.10405278,-0.21851553,-0.37166446,-0.08106789,-0.17071691,-0.10649969,0.018259063,0.56421196,-0.065857075,8.661908,0.34644482,-0.05742244,0.023657525,-0.056400716,-0.13115712,2.4326577,7.8467407,0.0026935127,7.8036594,-0.14135674,8.983434,-0.018106563,-0.65173787,1.1116204,1.2759725,-0.21124619,-0.058489293,1.1029761,8.219815
t153,-0.3563672,10.945407,-0.45608357,-0.051403783,-0.09403537,11.8659725,-0.12841861,-0.52194405,-0.21664773,-0.5425021,-0.19773959,0.105342954,-0.2296798,-0.36373562,-0.08235237,-0.17059484,-0.11045814,0.018169178,0.765243,-0.072534345,8.910343,0.07338284,-0.041560423,0.026346259,-0.047651995,-0.13397345,2.3342297,7.787395,0.0031206755,8.223116,-0.1415886,9.190465,-0.018689575,-0.6663386,1.3704882,1.2508774,-0.20692946,-0.067207724,1.4561932,8.378052
t170,-0.3232218,10.57121,-0.42522106,-0.051295105,-0.09595371,10.987071,-0.1093636,-0.44278276,-0.19860114,-0.49947104,-0.17037389,0.095227554,-0.23245685,-0.3184719,-0.07863675,-0.16704246,-0.121810146,0.24026036,2.0913782,-0.08522409,9.823535,0.003916086,0.3140404,0.040309224,0.22517027,-0.14108177,1.5821725,6.916119,0.0055958964,10.093964,-0.14017394,9.575241,-0.02037389,-0.7541318,2.9301777,1.0699846,-0.16246676,-0.10895487,3.4031334,9.071188
t173,-0.306372,10.414524,-0.41190407,-0.052428197,-0.092318565,10.600454,-0.10159526,-0.41326743,-0.19022086,-0.4857461,-0.15794563,0.08945398,-0.22654018,-0.30335602,-0.077245355,-0.1651542,-0.12491738,0.44813284,2.6164784,-0.086689815,10.156111,0.0038838696,0.5526744,0.046359897,0.5200683,-0.14381349,1.3278233,6.5745792,0.0066265287,10.802142,-0.13306329,9.635381,-0.020861857,-0.7911757,3.5403972,0.92380524,-0.14560582,-0.12750837,4.152646,9.351574
t174,-0.32196248,10.554716,-0.4227604,-0.05135806,-0.09581732,10.956122,-0.10857016,-0.44074634,-0.19748339,-0.49860016,-0.16911715,0.09471189,-0.2307659,-0.31720367,-0.078382224,-0.16660228,-0.12222374,0.2600404,2.1235216,-0.08541821,9.83818,0.0036247638,0.32957006,0.04096898,0.2407518,-0.14106251,1.5680392,6.88592,0.005626217,10.141886,-0.13883996,9.572644,-0.02043726,-0.75673705,2.9791794,1.0509958,-0.16072743,-0.11018655,3.4559658,9.086082
t227,-0.23661323,10.070154,-0.3469595,-0.0686685,-0.08646318,9.392427,-0.082651265,-0.28468436,-0.16492541,-0.48179796,-0.05086982,0.07014261,-0.1906869,-0.24997504,-0.07586544,-0.14762226,-0.14324827,1.3115673,5.455056,-0.08715961,12.098269,0.0064372513,1.6529752,0.06397605,1.752235,-0.15445586,0.2790658,5.1952605,0.007139184,14.555567,-0.11695351,10.11047,-0.024783129,-0.9767669,6.423535,0.45924082,-0.084580205,-0.19699925,8.028939,11.022237
t228,-0.12255979,9.189547,-0.20346843,-0.0829716,-0.08498702,7.2895555,-0.0468652,-0.107618734,-0.15739918,-0.44406316,0.83653814,0.041852344,-0.09681322,-0.18999237,-0.079352535,-0.12889616,-0.14689176,2.4625905,8.98471,-0.08840819,14.9782295,0.0020975948,3.6473887,0.08678774,3.592773,-0.16673562,-0.03295855,3.214466,0.01008197,19.37299,-0.104870334,10.540331,-0.032191023,-1.1703814,10.12114,0.13437515,0.021975666,-0.27581048,12.692619,13.264798
t299,-0.13144866,9.29163,-0.20735478,-0.08435464,-0.088436864,7.393276,-0.05029077,-0.11801973,-0.16623403,-0.44288254,0.7759051,0.041492216,-0.10151438,-0.2009223,-0.07956552,-0.12764019,-0.14718916,2.3496869,8.932789,-0.09397218,14.935373,0.0033602046,3.5272162,0.08686049,3.5043714,-0.16443856,-0.033611495,3.3438334,0.0095261615,19.42833,-0.11203281,10.675356,-0.031668887,-1.1802737,10.143559,0.14367002,-0.0020776803,-0.28061807,12.669769,13.33204
