,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
t17,7.6917276,11.881065,3.2159421,4.454201,4.6083984,2.2021499,4.8368464,5.7160754,5.8960557,5.7732363,5.733941,5.916469,4.9372783,4.0090837,4.4994555,5.058065,5.3733196,5.1907477,6.411163,4.8114324,5.5810184,4.24955,3.3071723,2.8778622,6.5968947,5.659814,4.5133166,7.171499,4.7050004,7.308418,4.8369856,5.0813217,5.2507744,3.44431,4.518946,5.216328,4.8389893,4.5667596,3.9588807,4.662341
t18,7.5592246,11.680573,3.2824922,4.291187,4.6911006,2.141199,4.9514265,5.6321745,5.8844156,5.7273,5.6184983,6.011938,4.9267597,4.0192704,4.5260253,5.101763,5.3912582,5.1092944,6.5224814,4.856616,5.6138854,4.2420106,3.2359614,2.8553884,6.6671376,5.58414,4.533877,7.143202,4.606494,7.392706,4.7640867,5.0252366,5.272404,3.3939312,4.48229,5.279621,4.8291144,4.646726,4.0026917,4.742447
t140,-2.5391932,1.7204535,3.9383674,4.490848,4.883588,5.6937547,5.8327928,5.0254316,6.183628,6.015684,4.7461286,6.610028,4.241149,4.803725,4.2757154,5.1767807,5.8776927,3.7653267,6.5310874,5.362479,6.4474993,3.6591856,3.549824,3.7456007,5.835611,5.3692822,4.822581,6.9217033,5.752502,7.193595,5.4628735,4.948904,3.7907784,3.9584827,5.2863154,6.1247745,4.8875227,5.0914335,3.6682348,4.8332005
t153,-2.5319898,1.7220942,3.9446182,4.4948096,4.8795347,5.701634,5.8377767,5.0186586,6.190357,6.0113688,4.7409506,6.602613,4.242444,4.807899,4.2703557,5.176671,5.870581,3.770607,6.528181,5.3633885,6.4405403,3.6667993,3.5504837,3.7478042,5.831114,5.3673377,4.827433,6.923469,5.757796,7.1885796,5.459592,4.951218,3.7848089,3.960838,5.280105,6.1188436,4.882877,5.086307,3.6619935,4.8385105
t170,-2.4609933,1.7244414,4.014476,4.4676404,4.834514,5.728847,5.849667,4.9352603,6.2513223,5.9998116,4.7223415,6.5660377,4.2644296,4.913628,4.2448077,5.2183404,5.7932725,3.8655295,6.5429664,5.3946624,6.374852,3.700616,3.5692556,3.8028154,5.804232,5.396212,4.8495784,6.910082,5.7416825,7.1974673,5.4211335,4.941023,3.7923253,3.9441164,5.1980805,6.0728793,4.889837,5.0690703,3.6608856,4.829778
t173,-2.4090545,1.7324951,4.0691915,4.4613976,4.86798,5.7622867,5.846995,4.898685,6.268521,6.0197906,4.711475,6.583283,4.2193766,4.9822598,4.2603364,5.2111483,5.7578335,3.8984144,6.5314393,5.400792,6.384759,3.7178001,3.5290601,3.8206315,5.8182783,5.4388847,4.8517895,6.8708105,5.7194066,7.2229767,5.386356,4.955926,3.7722235,3.9270587,5.147147,6.073924,4.89109,5.0913157,3.6199894,4.8436103
t174,-2.4348361,1.7245431,4.042911,4.4869537,4.887499,5.7450976,5.8478236,4.959139,6.2160807,6.018849,4.6991277,6.595651,4.2131524,4.908197,4.2796626,5.1943836,5.8100157,3.8314035,6.5148687,5.3724346,6.425468,3.7126918,3.519799,3.7855124,5.8406377,5.419063,4.8443975,6.8930697,5.736959,7.2062874,5.3920074,4.9859757,3.7404203,3.9475958,5.2058663,6.0944867,4.896083,5.0882673,3.6153617,4.8421054
t227,-2.3627687,1.7284615,4.1171694,4.438819,4.8500834,5.7768955,5.864571,4.877559,6.2882204,6.0145216,4.7172356,6.604918,4.22438,5.082793,4.232471,5.213665,5.7378526,3.926252,6.5238037,5.444321,6.3784237,3.72572,3.5441384,3.8371768,5.817189,5.4788957,4.8623533,6.8422666,5.6897073,7.257573,5.3749914,4.933086,3.8081062,3.9141586,5.0956554,6.0628676,4.8806486,5.1167703,3.6157997,4.8552785
t228,-2.2087274,1.9190314,4.3304796,4.2688913,4.2269163,6.1387095,5.518765,4.261083,7.0348253,6.162434,5.248133,6.635097,4.7755523,6.1918597,4.1470323,5.137069,5.053715,4.736189,6.8016872,5.6254435,5.868069,3.3119626,3.969418,4.3003945,5.307131,5.546784,4.7729564,6.450176,5.636713,7.35623,5.5937095,4.4119296,4.4500685,3.5137954,4.406726,6.1208553,4.533781,5.2660213,3.9278142,4.9920797
t299,-2.252444,1.8956226,4.336125,4.291053,4.239848,6.1282406,5.505666,4.2651505,7.0112576,6.1786227,5.2233763,6.608385,4.75377,6.1666083,4.1827855,5.15229,5.072209,4.704216,6.812735,5.585441,5.875643,3.3154206,3.9307535,4.293211,5.340981,5.5212545,4.7586336,6.45507,5.651914,7.332866,5.5885844,4.459225,4.439349,3.544773,4.4316826,6.135376,4.5495605,5.2347593,3.938021,4.9689507
t357,-2.2338858,1.9162667,4.2786455,4.259591,4.2556405,6.105621,5.5558486,4.2930784,7.010862,6.1449666,5.214253,6.6542287,4.742888,6.1247373,4.1385922,5.1827526,5.092958,4.69866,6.7871695,5.629714,5.9024687,3.3455853,3.9629807,4.26324,5.347167,5.520927,4.800933,6.488673,5.6451735,7.3544354,5.5914316,4.437381,4.4239883,3.5541945,4.4555936,6.1331253,4.56729,5.260123,3.8999875,4.9988503
t358,-2.226156,1.9141492,4.320993,4.266393,4.2276196,6.1364865,5.52474,4.265951,7.0303,6.158218,5.240351,6.6331997,4.77255,6.1727266,4.1578,5.1511855,5.0582542,4.725215,6.799971,5.610397,5.8709664,3.317005,3.9558043,4.2977915,5.3212214,5.5352745,4.7787476,6.455303,5.6416364,7.3547144,5.594331,4.4317884,4.451789,3.5265613,4.4215503,6.1276717,4.538711,5.2601533,3.9263172,4.9926863
t338,-2.2210107,1.914449,4.305656,4.2611465,4.2393126,6.1249027,5.536711,4.2810307,7.0250587,6.150583,5.2326965,6.6468096,4.7590714,6.17755,4.144072,5.157912,5.0739098,4.713768,6.793108,5.6248183,5.883619,3.3253024,3.9634862,4.2840123,5.3267856,5.5351324,4.7857895,6.4660964,5.639906,7.359323,5.592585,4.424961,4.4402537,3.5340793,4.427378,6.127541,4.54532,5.2644844,3.9167576,4.997459
t307,-2.2335563,1.9129211,4.2738414,4.2486353,4.247178,6.111748,5.5638213,4.308406,7.016863,6.1283154,5.218745,6.6649847,4.745711,6.137582,4.1357427,5.1802025,5.0977616,4.6933126,6.7798715,5.628428,5.897286,3.3412914,3.9600375,4.265287,5.345135,5.523732,4.8058968,6.486471,5.6436644,7.3661404,5.5946126,4.439246,4.4317107,3.5531793,4.4543176,6.1309566,4.556262,5.265302,3.9019904,5.0070033
t179,-2.3242059,1.7506006,4.1515303,4.4324493,4.8398595,5.7968774,5.823008,4.827569,6.336765,6.037263,4.7348523,6.5841303,4.2317104,5.11276,4.257875,5.2256436,5.686855,3.9757361,6.5526266,5.4281216,6.353635,3.7081664,3.5417402,3.8730743,5.788137,5.473049,4.856124,6.8242893,5.693621,7.2473598,5.3669233,4.925617,3.8054686,3.8905404,5.057521,6.0678086,4.8811827,5.111375,3.6148145,4.8519425
t190,-2.3669124,1.7538863,4.108868,4.42605,4.8264127,5.782721,5.8243713,4.845373,6.316596,6.0462627,4.733335,6.5637465,4.243316,5.051102,4.268825,5.2248383,5.704824,3.9533954,6.563018,5.4054694,6.3440995,3.7143662,3.576821,3.8657908,5.7971754,5.445694,4.842755,6.835995,5.7016964,7.244695,5.3796797,4.9082828,3.8372402,3.8936296,5.092087,6.057791,4.8890214,5.0896564,3.6291633,4.8375883
t264,-2.0859466,1.845149,4.117167,4.1462984,4.4211335,5.966825,5.705264,4.612587,6.930066,6.0165234,5.138903,6.863314,4.5779266,6.578658,3.9412503,5.207122,5.2498865,4.521857,6.6456957,5.847363,6.070894,3.4387333,4.0671864,4.13082,5.380307,5.562722,4.8653083,6.560684,5.5892186,7.491511,5.5442705,4.2632008,4.3088384,3.6176994,4.4676614,6.1487594,4.535639,5.386838,3.8120916,5.1091933
t280,-2.0770926,1.8546828,4.101341,4.1427045,4.4315577,5.958624,5.719456,4.6144414,6.9219956,6.012097,5.1398635,6.867898,4.5820103,6.5847216,3.939342,5.199068,5.2519,4.520137,6.6368756,5.8470616,6.0845356,3.4465003,4.066022,4.1289225,5.3795023,5.5677176,4.8723316,6.558479,5.5845165,7.491978,5.541748,4.265293,4.3087864,3.6116571,4.4661593,6.146245,4.5351095,5.393519,3.816394,5.106263
t294,-2.065387,1.8774288,4.092341,4.1558924,4.4494452,5.955878,5.725957,4.652772,6.898004,6.0254683,5.1384645,6.8646283,4.5807858,6.5921974,3.9203699,5.178309,5.2678313,4.5103774,6.6416926,5.860828,6.09919,3.450995,4.0819683,4.1169133,5.3751607,5.581899,4.860951,6.5751266,5.577553,7.476097,5.5332565,4.2623587,4.289623,3.5987747,4.486883,6.12132,4.5538845,5.3828597,3.8102326,5.0838075
t353,-2.0698836,1.8108044,4.123675,4.136647,4.418169,5.958145,5.706061,4.569668,6.9484477,5.9902825,5.1255,6.9072056,4.5356245,6.6702623,3.9014063,5.235579,5.2700796,4.4939494,6.634554,5.8994613,6.070528,3.439325,4.0921717,4.112711,5.3857036,5.558065,4.868486,6.572651,5.5911636,7.5186605,5.544235,4.214944,4.284207,3.6455317,4.3934703,6.164022,4.5311856,5.396686,3.7849267,5.1349816
t354,-2.0577095,1.8861215,4.146471,4.1962605,4.404601,5.991032,5.680931,4.5638504,6.936413,6.049505,5.160698,6.865267,4.588517,6.6895447,3.8907452,5.171721,5.25575,4.5501976,6.6853943,5.898488,6.051857,3.4141424,4.1245313,4.1263733,5.338176,5.586069,4.8292413,6.578867,5.5888352,7.4465184,5.5449615,4.2211056,4.2760367,3.5799406,4.38263,6.106087,4.5712705,5.3481107,3.7997808,5.0523252
t363,-2.037526,1.8866675,4.138149,4.194074,4.4085464,5.987168,5.689962,4.574753,6.940147,6.040621,5.167015,6.885484,4.5868573,6.7549105,3.8704672,5.166798,5.256934,4.5513735,6.679345,5.921161,6.0579367,3.414492,4.141267,4.123891,5.3261867,5.5931287,4.832818,6.5767198,5.584044,7.4525056,5.5449753,4.1981053,4.27143,3.571877,4.3601437,6.104414,4.5694385,5.354404,3.7977698,5.0523977
t364,-2.0561256,1.8733011,4.1417465,4.2002473,4.417751,5.983716,5.6845775,4.580544,6.9280386,6.047588,5.145009,6.8769884,4.56256,6.7447124,3.8732743,5.1836367,5.276141,4.5249906,6.683661,5.918566,6.0632463,3.4212592,4.132804,4.1089525,5.3523235,5.5879574,4.822453,6.598375,5.5857096,7.450147,5.5370564,4.209408,4.2508283,3.5977752,4.370613,6.09842,4.5889463,5.341264,3.7805703,5.0529447
t345,-2.0300264,1.8854724,4.1010194,4.1540003,4.4394884,5.959274,5.7252617,4.6243076,6.9217873,6.015845,5.1597333,6.896319,4.592754,6.6736465,3.8909888,5.1703973,5.2555575,4.538113,6.64461,5.896925,6.0898337,3.4433,4.110678,4.123701,5.3410563,5.5927043,4.866813,6.5607667,5.571915,7.4812093,5.537193,4.2196155,4.294474,3.5772326,4.430145,6.1232996,4.5371275,5.394641,3.810559,5.081907
t361,-2.0693624,1.8449163,4.107593,4.168918,4.4612455,5.9482875,5.7146635,4.6322846,6.8967023,6.026179,5.1052876,6.8871818,4.526068,6.6927886,3.887878,5.2158594,5.3058414,4.4680204,6.6526976,5.9026847,6.1039324,3.460329,4.0973763,4.083668,5.402506,5.580488,4.8427625,6.6155734,5.5748844,7.480043,5.517757,4.234811,4.2396073,3.6427536,4.424067,6.1103086,4.5864086,5.362873,3.7634988,5.084321
t362,-2.0648928,1.8457314,4.122246,4.180612,4.441628,5.9595423,5.7041936,4.595906,6.9181685,6.025161,5.120999,6.8913565,4.5380645,6.7353797,3.8875449,5.211179,5.2917004,4.492198,6.661645,5.9061465,6.0861855,3.4454472,4.1059813,4.094662,5.381864,5.5776215,4.842178,6.602953,5.5816774,7.474054,5.528573,4.2236886,4.2459936,3.6272302,4.3863587,6.1163664,4.585131,5.3559337,3.7699995,5.076386
t342,-2.068181,1.902763,4.155648,4.2140326,4.3978915,6.005074,5.667146,4.558498,6.937634,6.0667315,5.169218,6.851241,4.6049285,6.6883464,3.902851,5.166779,5.237399,4.5626216,6.702674,5.886422,6.043497,3.4076617,4.1161594,4.140179,5.339529,5.5930448,4.813019,6.574763,5.585237,7.428712,5.5423226,4.232436,4.280132,3.575689,4.395609,6.086795,4.587873,5.3319263,3.8114958,5.0328236
t273,-2.0493677,1.9046375,4.151445,4.1895385,4.3806863,6.005069,5.67625,4.5491447,6.9528694,6.0487003,5.189429,6.8576207,4.625625,6.6716137,3.8998706,5.149157,5.224396,4.591358,6.6852427,5.887056,6.0331974,3.3973067,4.128248,4.1529307,5.3094006,5.5876513,4.836026,6.5498114,5.5931044,7.4452567,5.5595326,4.2199845,4.3097067,3.548992,4.3840127,6.1147256,4.5462985,5.360211,3.8282704,5.0545306
t188,-2.385867,1.7371058,4.1087527,4.431155,4.862814,5.757464,5.8205814,4.865578,6.2990184,6.045473,4.7386813,6.597334,4.21495,5.0482116,4.2742743,5.2103906,5.7267914,3.9344172,6.5519934,5.4086504,6.3800564,3.6966305,3.5300605,3.8415537,5.820265,5.467175,4.834074,6.832964,5.686529,7.255815,5.386477,4.93145,3.807088,3.8978353,5.107656,6.0837245,4.899528,5.1151743,3.6325858,4.833622
t157,-2.4853716,1.73074,3.9893508,4.498859,4.878174,5.7363205,5.8459215,4.968611,6.215344,6.0129895,4.725483,6.5868764,4.2301393,4.8596435,4.269382,5.178466,5.8327007,3.817763,6.5220146,5.3655405,6.419492,3.6913471,3.536913,3.7648067,5.8268747,5.381143,4.838809,6.9091115,5.757837,7.1886897,5.434203,4.962841,3.7660365,3.9565601,5.2416334,6.102099,4.8776817,5.081388,3.6322894,4.8513756
t186,-2.4285326,1.7449372,4.0522246,4.443313,4.7960005,5.7288113,5.799384,4.846285,6.331152,6.0298314,4.773272,6.555666,4.294694,5.012995,4.2630467,5.222573,5.7276115,3.9601815,6.589097,5.3895783,6.3297615,3.6598282,3.5824342,3.8371785,5.7704387,5.396888,4.826809,6.881271,5.729949,7.2026114,5.444344,4.904436,3.8257146,3.9070475,5.1452694,6.086275,4.8920636,5.0770316,3.6966927,4.819217
t351,-2.282106,1.9063833,4.2669053,4.2858458,4.2839184,6.075752,5.5464983,4.285025,6.9918594,6.1616287,5.1792154,6.6305485,4.69341,6.0200024,4.1695933,5.203556,5.147658,4.6617346,6.8022256,5.5963726,5.924373,3.3515341,3.930438,4.229029,5.3905306,5.4948425,4.7924547,6.510533,5.6630187,7.3260784,5.5913305,4.4877768,4.393405,3.5975122,4.506335,6.1422834,4.6041756,5.226691,3.9015906,4.976743
t352,-2.266356,1.9092196,4.2336802,4.273765,4.3184023,6.0412,5.574814,4.314281,6.9717007,6.1506343,5.1528473,6.6538815,4.65889,5.972297,4.1400814,5.2202106,5.1829057,4.629575,6.7854543,5.6288424,5.9586616,3.377781,3.9514272,4.194548,5.408302,5.492558,4.8107877,6.5390735,5.658614,7.333818,5.585025,4.468437,4.3594327,3.6203017,4.527605,6.1452684,4.62544,5.239519,3.8783073,4.9874315
t276,-2.2704277,1.9156408,4.235877,4.2753654,4.313436,6.0455365,5.5741987,4.299933,6.9733057,6.1519384,5.1553655,6.645707,4.6671124,5.974362,4.1475105,5.2196746,5.1774817,4.640006,6.7875414,5.6195226,5.9538145,3.3779404,3.9480352,4.197866,5.407441,5.4927907,4.8130617,6.5397544,5.659373,7.33123,5.5871334,4.4750905,4.362946,3.6170273,4.535155,6.1414075,4.628402,5.237915,3.8776383,4.9871054
t151,-2.4992702,1.72789,3.9743261,4.474601,4.8146276,5.718748,5.8457756,4.938803,6.25306,5.9945807,4.7376504,6.551406,4.2876306,4.8812346,4.239076,5.2144094,5.805801,3.863089,6.5541043,5.385742,6.361206,3.68748,3.5944302,3.792222,5.791384,5.370059,4.8448925,6.927372,5.7594914,7.180331,5.449654,4.926508,3.8093998,3.9501057,5.2262526,6.073922,4.8816624,5.056825,3.6831195,4.8296685
t144,-2.5815253,1.7122151,3.898861,4.484701,4.9050984,5.6584854,5.8152084,5.07699,6.1359124,6.031893,4.7692194,6.6443863,4.2339544,4.7574863,4.3016677,5.167825,5.9283195,3.7111561,6.5358286,5.3507338,6.4911532,3.6227083,3.5475335,3.7246742,5.8563757,5.36636,4.7999096,6.9195914,5.73899,7.2076707,5.4838824,4.942457,3.8145957,3.9572864,5.3333573,6.156589,4.9005218,5.112944,3.689818,4.815927
t107,-2.7413945,1.6800019,3.7478411,4.460752,4.9767523,5.522348,5.753287,5.2827935,5.9682117,6.0892773,4.8618903,6.7804494,4.2143435,4.6038094,4.3937445,5.125394,6.1225467,3.4922762,6.5480123,5.3157387,6.656601,3.4839346,3.548416,3.6448884,5.927142,5.3551564,4.7135663,6.908264,5.685544,7.262096,5.568484,4.9112577,3.9060955,3.9547067,5.49996,6.281463,4.941818,5.20008,3.7653553,4.759087
t155,-2.6078653,1.7133422,3.8543646,4.519822,4.9476976,5.668272,5.823246,5.12404,6.077838,6.0413003,4.771424,6.663314,4.1988006,4.710347,4.315071,5.1190996,5.972738,3.6571138,6.5021644,5.32527,6.5326834,3.6188102,3.5137663,3.6869147,5.8784633,5.3584666,4.7884808,6.9085956,5.760149,7.2046814,5.5022216,4.9618587,3.792676,3.973243,5.3750076,6.1841316,4.8728614,5.1344023,3.6598759,4.8509974
t191,-2.4426396,1.7454737,4.0083513,4.4192786,4.7361655,5.74632,5.8326983,4.8416104,6.340808,6.0126457,4.768773,6.54043,4.337088,5.043232,4.222248,5.227608,5.7188244,3.983961,6.5900536,5.4324093,6.2895436,3.6877477,3.6638582,3.8483717,5.7608213,5.401762,4.84225,6.878841,5.721283,7.226994,5.453318,4.8521423,3.9009237,3.904645,5.1212893,6.048686,4.872143,5.073504,3.7109783,4.8337197
t197,-2.3256123,1.9625565,4.211382,4.30542,4.331704,6.019109,5.5756145,4.201109,6.9821243,6.181446,5.12828,6.601063,4.644865,5.650698,4.1914597,5.2550044,5.2041984,4.663659,6.8128786,5.577144,5.9695325,3.4000232,3.9262304,4.164032,5.444738,5.4655805,4.8342037,6.5828686,5.683138,7.290187,5.6036987,4.53536,4.3381763,3.6450684,4.640762,6.13694,4.692641,5.212139,3.8518674,4.979271
