"accepted_species","trait_ARD"
"t19","1"
"t73","1"
"t74","1"
"t91","1"
"t92","1"
"t76","1"
"t83","1"
"t84","1"
"t81","0"
"t82","0"
"t29","1"
"t38","1"
"t77","1"
"t78","1"
"t51","1"
"t52","1"
"t48","1"
"t49","1"
"t23","1"
"t71","1"
"t72","1"
"t17","0"
"t68","0"
"t69","0"
"t63","0"
"t14","0"
"t57","1"
"t65","1"
"t70","1"
"t97","1"
"t98","1"
"t66","0"
"t67","0"
"t64","1"
"t46","1"
"t9","0"
"t58","1"
"t59","1"
"t8","0"
"t2","0"
"t20","0"
"t28","0"
"t13","1"
"t79","1"
"t80","1"
"t25","1"
"t16","1"
"t55","1"
"t56","1"
"t85","1"
"t86","1"
"t21","0"
"t10","0"
"t34","0"
"t35","0"
"t32","0"
"t33","0"
"t39","0"
"t40","0"
"t11","1"
"t44","0"
"t45","0"
"t54","0"
"t75","0"
"t18","1"
"t12","1"
"t7","0"
"t5","1"
"t4","1"
"t95","1"
"t96","1"
"t6","1"
"t27","0"
"t36","0"
"t37","0"
"t24","0"
"t1","0"
"t87","1"
"t88","1"
"t50","0"
"t47","1"
"t31","1"
"t60","1"
"t61","1"
"t53","1"
"t43","1"
"t22","1"
"t41","1"
"t42","1"
"t93","1"
"t94","1"
"t26","1"
"t15","0"
"t62","0"
"t99","0"
"t100","0"
"t30","1"
"t89","0"
"t90","0"
"t3","0"
