,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
t1,3.8597972,8.991124,4.275724,5.078968,9.217829,4.380091,4.671014,4.447308,5.118463,4.2491684,4.9385214,5.988718,7.3560157,4.553846,5.522233,5.9712324,5.4360995,5.390425,4.196591,5.915804,3.4701202,6.084244,6.4660015,7.604493,5.9825897,6.0878034,3.2767732,3.3704531,4.137711,5.89371,1.9987165,5.144339
t2,3.8480375,9.070094,4.3325133,5.0414834,9.219938,4.354786,4.6677413,4.5044885,5.087543,4.2244825,4.9684587,5.9690104,7.3338675,4.5908847,5.546778,5.9972253,5.4402947,5.304357,4.132287,5.8802123,3.446599,6.1062574,6.472823,7.545283,5.9640813,6.1053824,3.2658286,3.3359694,4.1174245,5.9318495,1.937932,5.137536
t6,3.7867477,8.986783,4.3347936,5.175923,9.223346,4.3476157,4.669948,4.430203,5.081204,4.2533154,4.9462633,6.008833,7.347415,4.5359507,5.5564175,6.035232,5.463531,5.325832,4.171651,5.897834,3.428941,6.1257257,6.4527593,7.5575414,5.95932,6.120863,3.2510233,3.3748841,4.1365223,5.9088383,1.9426,5.142506
t21,3.8159955,8.820228,4.022981,5.4110985,9.169169,4.4056225,4.6313987,4.295279,5.219319,4.207239,4.8745995,6.0487485,7.3711815,4.49457,5.550885,6.038648,5.389838,5.4661627,4.2564626,5.89821,3.5393624,6.0178742,6.42978,7.6912866,5.9268484,6.1541414,3.2740722,3.3801408,4.114397,5.8784,1.9920007,5.163954
t53,4.5777164,8.472492,0.51515,7.9000626,8.917851,4.2728105,4.555382,4.1682534,5.83137,3.6341524,4.081375,5.455477,7.8784995,3.95599,5.8503246,6.2090216,5.0201497,5.976906,4.4259043,5.6376176,3.7884655,5.4759483,5.9470596,7.998579,6.0457854,6.5087667,3.4927528,2.8590264,3.6684895,5.889854,1.9140366,5.004711
t67,4.5129037,8.455901,0.4921735,7.91131,8.981198,4.2865257,4.5223846,4.2127995,5.794175,3.6366215,4.1538873,5.451222,7.842903,3.9599383,5.801021,6.193143,5.012987,5.9364223,4.379939,5.667809,3.8437703,5.4982047,6.0196037,8.019334,6.001668,6.4675045,3.5194888,2.9145544,3.705043,5.900264,1.9257371,5.020089
t139,4.993386,7.9049625,0.9100796,7.3641915,9.697004,3.908267,3.9669483,3.759882,6.372705,3.0349147,3.9421084,4.9388695,8.125988,3.3636038,5.043749,6.5991926,4.130596,6.37305,3.602625,5.1350307,4.4405904,5.9438815,6.768674,8.338143,6.374401,6.855181,3.8057966,2.5392733,3.121655,5.4861007,1.0229826,4.1675916
t182,5.0290465,7.888116,0.9418109,7.3017387,9.756854,3.9097357,3.9129095,3.7000604,6.4145617,3.0081937,3.9225056,4.9135776,8.159654,3.3268244,4.9704814,6.613579,4.0581646,6.401017,3.5351098,5.092759,4.4767203,5.947471,6.818823,8.348414,6.386756,6.9097457,3.8066025,2.5211413,3.078652,5.4813957,0.94679224,4.125858
t313,5.0522027,7.905174,0.960447,7.3147073,9.725667,3.9024599,3.9414542,3.688187,6.4033527,3.0122736,3.9528856,4.90415,8.140111,3.3353198,4.995074,6.5709,4.0909476,6.410071,3.5785956,5.118866,4.4756894,5.932879,6.7977996,8.298969,6.3412557,6.920582,3.77449,2.538399,3.0907898,5.471218,0.9735583,4.1687746
t314,5.0761395,7.8646526,1.0145303,7.2933235,9.772531,3.8572397,3.9155016,3.704544,6.4449563,2.9617226,3.93999,4.8644986,8.149153,3.2897782,4.975334,6.589608,4.056298,6.44087,3.538808,5.085447,4.518523,5.9734917,6.8458796,8.307604,6.356225,6.90102,3.7981694,2.5049117,3.048426,5.4159217,0.941837,4.1417813
t271,5.0738916,7.932642,0.95317525,7.257879,9.759096,3.934111,3.898762,3.6488862,6.424214,3.0205736,3.9384506,4.90756,8.173976,3.3255513,4.9434667,6.5438128,4.0531893,6.420073,3.5442889,5.093151,4.4832773,5.896792,6.8045144,8.276362,6.312592,6.95952,3.7417216,2.5389857,3.0687878,5.500948,0.93181515,4.192856
t282,5.039684,7.8715134,0.9826095,7.3128834,9.755002,3.8756635,3.923349,3.7351282,6.4203777,2.9874537,3.9320514,4.8955536,8.146886,3.3148763,5.001016,6.608376,4.083508,6.411527,3.5504463,5.0937424,4.490432,5.975504,6.825693,8.335688,6.3774495,6.8716555,3.81645,2.511592,3.0727475,5.4410973,0.9731626,4.1368895
t283,5.0419264,7.8956776,0.96287316,7.3108225,9.739557,3.8967533,3.9296947,3.7125788,6.4086814,3.0072923,3.9405005,4.9071493,8.146695,3.3298614,4.9989223,6.5859647,4.0908365,6.4061594,3.565112,5.1059256,4.477598,5.946898,6.806166,8.316217,6.3558984,6.895613,3.7910109,2.5275114,3.0847769,5.46432,0.9772172,4.1589203
t253,5.117034,7.7908306,1.028991,7.2452626,9.851849,3.8102448,3.861044,3.6703274,6.51097,2.8919272,3.9135816,4.8047447,8.174326,3.2221997,4.875019,6.665364,3.9350126,6.4934926,3.4403806,5.0240164,4.581824,6.0219736,6.9298944,8.381348,6.441577,6.9344554,3.839894,2.4486377,2.98218,5.3810244,0.8234779,4.0305305
t265,5.0823665,7.850768,1.0175419,7.2916813,9.79654,3.838681,3.9108348,3.698027,6.4570093,2.9410586,3.9387925,4.8487654,8.150274,3.2736108,4.9201336,6.616057,3.974248,6.4506164,3.4940922,5.078134,4.5337977,5.9720297,6.8763003,8.335242,6.3892384,6.9079013,3.8021703,2.4959235,3.0366056,5.4031544,0.86077017,4.0896516
