,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
t1,8.928242,7.1973615,1.0099839,0.51109546,-0.069720685,-0.097750284,-0.22585335,-0.0032197684,2.2724693,3.9883382,-0.35294825,3.7857966,6.6262064,11.070756,-0.16304441,-0.028701603,0.44613707,-0.076439016,-0.13043676,-0.2814917,0.031891108,-0.05700971,1.4672818,0.23758477,-0.4109896,2.4106293,4.237388,-0.002652097,-0.0009895687,-0.020185186,2.3770287,3.2946196
t2,10.970253,8.604497,1.2685035,0.6310368,-0.1031319,-0.11383495,-0.2952906,-0.0045438427,3.0702453,4.8217063,-0.43255982,4.598727,8.027035,13.557418,-0.18849996,-0.038045526,0.49684563,-0.083818406,-0.16751532,-0.34605816,0.03946652,-0.050274234,1.7833099,0.28905702,-0.51339275,2.9769351,5.143772,-0.0038769743,-0.0011281263,-0.021831008,2.9471579,4.304639
t6,10.38347,8.763904,1.3252555,0.5457503,-0.038655523,-0.10172166,-0.291317,-0.004027555,2.4674752,4.374347,-0.38985834,4.285143,6.6326685,12.215721,-0.07798675,0.009297551,0.13876973,-0.061234657,-0.15407477,-0.32386345,0.030903239,-0.06723792,1.2419369,0.26326665,-0.43873763,2.8645205,4.5186534,0.4026437,-0.0013962953,-0.021290507,2.3481398,4.032749
t21,9.6484785,10.246745,0.9622249,0.3207934,3.86242,-0.10194275,-0.17422669,-0.00056677416,0.014394017,3.464108,-0.2750334,4.134114,2.7482889,8.230687,2.145048,2.1486576,-0.039522618,-0.06008227,-0.08620813,-0.2791969,0.82097435,-0.09947378,-0.045020107,0.20744233,-0.22637539,2.1948986,3.591575,1.8863572,-0.0028032644,-0.029388517,0.0037576053,1.8172411
t53,7.994288,13.540035,-0.06298789,0.12904885,8.034717,-0.10725981,4.3786345,-0.00025625274,-0.30886108,4.2252045,-0.008012515,5.446787,0.06496598,1.4435612,6.8715854,4.318458,3.5922663,-0.12982877,1.9420315,-0.25124285,5.70704,1.4245754,1.8611934,0.13008487,-0.015374397,2.5136318,0.0978948,4.2398314,-0.0030297088,-0.040958624,-0.19364722,-0.11212495
t67,8.321382,14.09039,-0.0659649,0.13322565,8.392752,-0.11072167,4.54492,-0.0002634234,-0.32873198,4.3434,-0.00884797,5.6040826,0.06648566,1.4914236,7.2000985,4.454732,3.7942002,-0.13286677,1.9790701,-0.263552,6.033391,1.5669892,1.975258,0.13774808,-0.015918566,2.6243908,0.17832536,4.4306483,-0.0030946326,-0.043006063,-0.20594382,-0.11662441
t139,6.8611345,15.939634,-0.13796161,0.13991776,8.771007,-0.10701509,8.955042,-0.0043278346,-0.4236213,5.297481,2.2180123,7.713083,0.11152537,-0.016566547,10.073264,5.4648247,7.950399,-0.12712575,5.565327,-0.21771824,7.683089,2.8393693,5.529745,0.095507674,-0.020557744,3.8734047,-0.0899127,5.945415,-0.0051035546,-0.03559208,-0.22131102,-0.18395372
t182,5.720977,17.023724,-0.18560858,0.13782771,8.944562,-0.10235118,11.935564,-0.008162781,-0.43672192,5.7841873,3.5237586,9.080152,0.12803613,-0.039483916,11.635871,6.1873055,10.564345,-0.12282218,7.9069643,-0.17232426,8.782956,3.6979883,7.789258,0.06678406,-0.03963312,4.3910823,-0.14544578,6.5297785,-0.006245726,-0.029955303,-0.23177613,-0.21750313
t313,5.281887,18.02079,-0.22356375,0.15465274,9.22416,-0.1020453,14.049341,-0.010051066,-0.44218042,6.318187,4.1834583,9.925759,0.13548316,-0.05041579,13.013583,6.7847567,12.190689,-0.10779055,9.505116,-0.15212448,9.615672,4.3086705,9.091523,0.051370986,-0.041088924,4.8278666,-0.17276816,7.1399393,-0.0069965664,-0.023088476,-0.24098422,-0.23869751
t314,5.2810807,18.021103,-0.22356336,0.15466368,9.223959,-0.10203679,14.048992,-0.010050637,-0.44218498,6.318141,4.18417,9.925453,0.13550162,-0.050428025,13.012332,6.7848887,12.190565,-0.10784599,9.50508,-0.15212977,9.614658,4.307679,9.09168,0.051369023,-0.041108012,4.8278303,-0.17278452,7.1391964,-0.0069966465,-0.023087012,-0.24090102,-0.23869891
t271,5.3095207,17.976974,-0.22237134,0.15205455,9.199771,-0.102172405,13.945144,-0.009995568,-0.43882963,6.2212677,4.1780972,9.896891,0.13502522,-0.04986492,12.96943,6.715787,12.0988245,-0.10810602,9.472379,-0.15239327,9.60529,4.2936563,9.029291,0.052324135,-0.041298456,4.8555393,-0.1728645,7.0444865,-0.006989177,-0.023211226,-0.24025226,-0.2391632
t282,5.281082,18.006935,-0.22352983,0.15367784,9.196392,-0.10209445,13.989432,-0.010013365,-0.4412045,6.227144,4.2093616,9.91991,0.13517654,-0.05075509,13.008743,6.706914,12.168347,-0.10909749,9.536583,-0.15181476,9.63059,4.29318,9.077391,0.05208954,-0.04089503,4.872387,-0.17425899,7.076485,-0.0070313932,-0.02281259,-0.23948722,-0.2403464
t283,5.280259,18.008434,-0.22343668,0.15371661,9.192729,-0.10209165,13.993986,-0.010027899,-0.4406261,6.232038,4.2137303,9.922473,0.13540392,-0.050694443,13.013127,6.7036123,12.17351,-0.10894889,9.551486,-0.15215571,9.637074,4.297739,9.0915985,0.05202838,-0.04072812,4.8715253,-0.17429392,7.096398,-0.007044713,-0.022854446,-0.24037969,-0.2405042
