,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
t2,-0.06332359,-0.31801933,-0.1685411,2.8809123,-1.2499964,-0.14262308,0.048745885,3.414714,0.13552827,3.8334692,1.7283735,0.0018032786,0.044465903,-0.22073047,8.340685,-0.039092645,-0.5178251,0.052440684,-0.08761962,-0.3625578,-1.9704413,-0.46048185,-0.5781335,0.04519786,0.4319969,0.09106461,-0.040257398,7.3614106,-0.18498473,-0.115224496,-0.57338405,17.79611,-0.057513602,-0.16144004,-0.030722478,0.07540553,6.8587103,-0.37716573,-0.29762602,-0.047568884,-0.5667681,-2.0454657,0.017128604,-0.14586706,-0.059450474,0.22447625,-0.17587703
t5,-0.31510562,-0.2758167,-0.14437902,1.2489346,-1.0622165,-0.066254415,0.039405283,2.8542633,0.16853903,1.8108453,0.009124314,0.008738218,0.0129548125,-0.13692687,5.363605,-0.018967528,-0.6409352,0.15149733,-0.12047576,-0.3937375,-1.8023299,-0.5185646,-0.5860001,0.0339519,-0.0010047331,0.17838748,-0.06832502,4.7116766,-0.11791894,2.3648167,-0.6071944,17.010485,0.5849534,-0.19690473,-0.044781458,0.062209528,10.196009,-0.21820813,-0.34586066,-0.01961174,-0.46458694,-1.1532894,0.016367517,-0.09848794,-0.018077943,0.2730766,-0.20248283
t9,-0.28276545,-0.31623286,-0.1687124,1.7052196,-1.2490715,-0.1020454,0.047087528,3.3160005,0.18468472,2.5068293,0.06999171,0.007581636,0.0216901,-0.18618295,6.679688,-0.023756934,-0.69438404,0.14648463,-0.12550631,-0.4301182,-2.0595608,-0.5831199,-0.66627425,0.03964439,0.17911729,0.1813984,-0.076045886,5.958731,-0.14419784,1.8368206,-0.6662561,19.099163,0.064419,-0.21662547,-0.05612618,0.073659115,10.772104,-0.3138266,-0.38050252,-0.030236866,-0.53720146,-1.3962263,0.019102179,-0.1349317,-0.029762452,0.29140323,-0.22429565
t32,-0.4833875,-0.17104314,0.026594495,-0.013222528,-0.5540204,2.0843067,0.028595677,1.6200755,0.19010247,-0.16413228,0.094993666,0.010582372,1.8325365,1.2409781,0.1501106,-3.9309093e-06,-0.9041636,0.21050045,-0.13785528,-0.3077523,-1.1167573,-0.48108664,-0.51543325,0.0078916205,-0.04330772,0.22404815,-0.089134775,0.43112746,0.37805557,5.54136,-0.39598766,11.516047,3.1364734,-0.24013962,-0.03613353,0.03144257,14.499634,0.2737924,-0.24162437,0.32726994,-0.13583918,6.5126567,0.007980537,-0.05311958,1.4756246,0.25380576,-0.26666462
t43,-0.47256327,-0.22748841,-0.06266557,0.25031355,-0.7527314,0.49490172,0.0322396,2.1015224,0.18500824,-0.12580287,0.102957696,0.010191386,0.7904623,-0.052494287,1.4925375,-0.013588529,-0.85976243,0.21428774,-0.13250814,-0.33917788,-1.437637,-0.559447,-0.5926971,0.016054733,-0.028746387,0.23688959,-0.10985827,1.8319536,-0.019458512,3.986637,-0.45886558,13.312839,2.5996869,-0.22055401,-0.048660815,0.04442969,13.773244,-0.117834345,-0.2882582,-0.004452916,-0.2607081,4.119358,0.01248153,-0.02088541,0.35177612,0.257699,-0.28702644
t177,-0.58779496,-0.15214771,5.1793194,-0.045942705,-0.4417009,7.8917546,0.03282442,0.404311,0.3065356,-0.2986118,0.22810677,0.007720628,5.371011,6.614434,-0.31091642,0.8399194,-1.2196604,0.15863724,-0.15996884,-0.20328467,-0.5528728,-0.46842986,-0.46738064,4.0264373,-0.10685238,0.23229475,-0.13824388,-0.13606599,7.796143,12.232729,-0.21302657,5.9346685,5.0445447,-0.23517501,-0.034706354,0.04695028,18.99353,1.8646009,-0.15205519,0.32538903,4.690843,24.833185,0.008243323,-0.060830593,0.68049127,0.1600438,-0.3076496
t315,-0.72290325,-0.14208671,11.899291,-0.025638675,-0.4407792,14.660991,0.03498318,0.0039975327,0.41091216,-0.34320655,0.39865273,0.004008957,8.486088,13.695479,-0.49627241,2.6952207,-1.3900043,0.09149134,-0.17142317,-0.031364378,-0.2697094,-0.5048807,-0.3803608,9.654622,-0.18061651,0.20341787,-0.23644166,-0.38124162,15.088926,21.321222,-0.04512615,-0.004913541,6.632164,-0.11167502,-0.06693681,0.061082285,20.93806,5.8021364,-0.13297285,1.9737034,10.862313,38.865498,0.01426061,-0.08839631,-0.035964165,0.06416749,-0.33307078
t316,-0.67422646,-0.1492719,9.585506,-0.033126965,-0.4505318,12.348249,0.035525985,0.0018209701,0.38011023,-0.33054906,0.34249103,0.005070842,7.489931,11.155921,-0.44351283,1.921533,-1.3368404,0.11462668,-0.16700679,-0.090688765,-0.35562202,-0.50825375,-0.42169026,7.71507,-0.15660624,0.21740022,-0.20508762,-0.3013537,12.718304,18.055527,-0.094451055,1.7815684,6.156711,-0.15646131,-0.05901889,0.058533758,20.441252,4.33802,-0.14107096,1.2278317,8.850204,34.72949,0.012710696,-0.0751303,-0.020510258,0.093025446,-0.325276
t321,-0.6841673,-0.14650673,10.369533,-0.031060662,-0.44502646,13.074788,0.03551162,0.0026757016,0.38963953,-0.33523893,0.36090463,0.004790307,7.817778,11.943567,-0.4593572,2.1513455,-1.351022,0.10723311,-0.1682696,-0.07213421,-0.32910144,-0.5082999,-0.40738443,8.326943,-0.16409175,0.21284208,-0.21597445,-0.3255964,13.489771,19.094973,-0.07912273,1.1442256,6.311556,-0.14214894,-0.061485693,0.059391428,20.605095,4.799916,-0.13976963,1.452489,9.481152,36.073196,0.013368295,-0.07704696,-0.025533788,0.0842288,-0.32708123
t322,-0.7467459,-0.1361223,13.1225605,-0.023268119,-0.4397546,15.927932,0.0332415,0.0049869856,0.4392397,-0.34223443,0.4244951,0.0031685827,8.851247,14.900674,-0.5133484,3.0030484,-1.4411147,0.08074812,-0.17533216,-0.008828271,-0.22771758,-0.50551146,-0.36111954,10.710508,-0.19492213,0.20430805,-0.2506186,-0.41831592,16.215767,23.124273,-0.004091298,-0.023993539,6.8797255,-0.07140822,-0.06845342,0.061799474,21.288527,6.6316457,-0.12503006,2.2223501,12.0668125,40.88615,0.014856,-0.09599054,-0.045970812,0.061899316,-0.33628294
