accepted_species,estimate
t741,-1.4082309
t808,-2.196295
t147,-0.46391588
t839,-1.6246526
t704,-0.18476608
t255,-1.9811529
t408,-0.90920246
t604,-1.5640805
t834,-0.5390957
t559,-0.33235547
t799,0.30764905
t610,-1.0303967
t842,-0.2454859
t745,-0.65384245
t746,-0.65384245
t232,-1.0711187
t89,0.11475999
t761,0.2199269
t679,-0.61010104
t617,0.7675145
t775,0.5436933
t592,-0.3596777
t328,-0.4803939
t547,0.3285002
t453,-0.046434596
t913,-0.6138783
t914,-0.6138783
t212,-0.41815707
t121,-1.0251986
t954,-0.23198645
t251,-0.20862016
t87,-1.7829272
t906,-2.36202
t489,-0.6720886
t859,-0.72543484
t225,0.4851828
t873,0.10070213
t434,-0.7533692
t131,0.1671779
t494,-0.83937484
t23,-1.1882654
t141,-1.5009513
t275,-1.6022874
t200,-0.569076
t403,-0.53089195
t149,-0.7957993
t635,-0.81236506
t815,-0.7801155
t880,-1.26098
t80,-0.75369513
t973,-0.3440732
t711,-1.6916589
t749,-0.6375716
t622,1.0378466
t625,0.7530985
t821,0.071100764
t734,0.8871421
t219,0.8871131
t248,1.11846
t765,1.8077394
t61,1.5875863
t363,0.566006
t651,0.4088148
t246,0.6421741
t900,1.5939195
t208,0.50538814
t465,1.7080102
t73,1.8267199
t348,0.097215354
t305,1.7310706
t594,1.9209621
t379,-0.08667166
t545,0.8089776
t115,1.0407155
t57,-0.052627057
t355,0.80498856
t293,-0.23083077
t330,0.7366698
t176,-0.038271178
t271,0.106128864
t460,0.6971871
t95,0.8839158
t716,0.044617906
t717,0.044617906
t911,1.0692211
t952,-0.20400861
t391,0.10706138
t924,-0.30677488
t934,0.25728333
t518,1.0937904
t996,0.4197741
t124,0.19242956
t325,0.7215804
t747,1.2668356
t235,0.3982551
t336,0.3643339
t878,0.307218
t883,-0.53524303
t969,-0.3894322
t9,0.5671443
