,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t1,0.91990393,8.643142,1.5586478,5.259426,7.2636433,5.869545,5.495615,3.0990183,3.6221268,5.1386704,6.1166916,4.2099915,6.0256753,5.5621285,6.5777326,7.1434994,5.5148506,6.4519978,4.32881,5.981353,3.8245685
t2,0.85655224,8.669839,1.5664753,5.220801,7.2374315,5.9048777,5.542069,3.123712,3.5967624,5.12853,6.1499085,4.176847,6.0551925,5.597983,6.534956,7.1789656,5.498439,6.483712,4.3108835,5.971453,3.8295817
t3,0.87504995,8.620884,1.5198842,5.3130517,7.3263054,5.932563,5.497182,3.142821,3.7032075,5.180445,6.0842037,4.256336,5.989746,5.498477,6.6207013,7.2006197,5.5903177,6.498678,4.2594905,6.01304,3.788262
t4,0.9603118,8.512938,1.5755067,5.3190346,7.297775,5.8478284,5.4686,3.1431048,3.6672344,5.132147,6.074475,4.229887,6.0167794,5.5076523,6.6176653,7.1605024,5.5324574,6.4427776,4.309898,6.0181785,3.7242708
t5,0.97920305,8.379607,1.6038214,5.3318973,7.295611,5.7935653,5.4300003,3.2308583,3.641039,5.0812836,6.0666513,4.1973205,6.0003924,5.529275,6.5932083,7.2427053,5.4873514,6.4751067,4.3337,6.082931,3.6385791
t6,0.99699813,8.4371,1.6520435,5.326012,7.276283,5.76472,5.4025083,3.1951175,3.6075702,5.047991,6.0545716,4.180986,6.0094943,5.5400167,6.5906496,7.212035,5.4646482,6.457078,4.33279,6.104359,3.7005718
t7,1.0777354,8.588926,1.6483562,5.294861,7.244547,5.7575693,5.3591523,3.065313,3.5840263,5.070106,6.0667615,4.2374997,6.013665,5.5328135,6.640906,7.085963,5.4714146,6.37929,4.378903,6.0779476,3.752133
t8,1.0270808,8.462158,1.5525672,5.2841463,7.259925,5.8247337,5.428272,3.0914538,3.6506999,5.1707625,6.1176906,4.2818418,5.9897294,5.5298705,6.637156,7.0951996,5.514925,6.4135504,4.3990016,5.9971848,3.6788542
t9,1.0413492,8.47849,1.5907265,5.2668023,7.23841,5.8015904,5.4042225,3.099057,3.602707,5.1252117,6.119044,4.247792,6.0040097,5.56102,6.610962,7.097503,5.4743576,6.407852,4.399227,6.0448065,3.6591737
t10,1.0767897,8.49393,1.6199768,5.2880664,7.2311883,5.7877035,5.3768334,3.0680645,3.5975707,5.1211596,6.096441,4.281758,6.006173,5.5373874,6.6432133,7.05881,5.491887,6.3672357,4.4144244,6.0281854,3.662232
