,0,1,2,3,4,5,6,7,8,9,10,11,12,13
t1,-0.47131655,-0.07254083,1.2952242,5.674326,2.8626466,11.071963,1.4739299,1.1657257,-0.15729026,0.6616309,1.479817,1.51026,2.425507,0.97975844
t2,-1.5918844,-0.34478292,7.458343,8.363406,19.06074,28.681122,-3.3329878,8.4151,-0.739912,2.042951,-0.022777112,-0.33383143,10.664301,5.232354
t3,-0.6007905,-0.008798282,2.6257346,0.7810752,20.112997,13.219514,-3.1422648,6.1307735,-0.6698498,1.5727961,-0.20659986,-0.5583238,5.8796697,0.54185295
t4,-1.0317028,-0.32127604,3.6084042,7.298055,-0.33761564,14.979832,3.3834589,-0.096569166,-0.1442865,0.6974252,-0.65043265,15.542364,2.2678604,8.112084
t5,-1.2418877,-0.23062997,7.213773,9.086316,-0.062238954,18.141422,3.1605582,-0.0074034906,-0.23688285,1.6255189,2.0311604,8.70208,4.2241783,4.2752867
t6,-1.764371,-0.2204569,11.109913,7.0032725,2.7936108,25.153654,-1.2487506,1.4138479,-0.39362836,2.0014734,-0.124074936,6.586769,9.806697,4.8879557
t7,-0.431428,-0.039010763,0.59919566,0.18042158,22.52934,8.37217,-2.3001804,4.367472,-0.6936462,1.1901387,-0.23583315,-0.5289816,4.16405,-0.13236704
t8,0.9475042,2.882875,-0.7070058,0.38302013,10.70475,-0.08219296,-0.06933217,-0.015955035,-0.31107947,0.1875408,-0.06254523,-0.26004058,0.21257646,-0.25857082
t9,-1.4674038,-0.35997155,3.8875563,9.385389,0.6201992,23.956942,0.93371093,0.20901997,-0.265687,1.0020285,-0.60974324,12.039338,3.4371872,9.295925
t10,-0.3205573,-0.35349673,3.294356,6.9014325,-0.8170172,2.9589055,9.151378,-0.29110524,-0.023858795,0.18939796,-0.8166229,23.057272,0.05549421,6.6830115
t11,-0.055579066,1.0396699,2.0620162,0.0121152485,18.344893,12.729077,-4.0769587,6.5139093,-0.6248187,1.7691506,-0.09230218,-0.64680386,5.6841793,-0.06664341
t12,-0.21697666,-0.07162745,-0.1971424,0.25339016,23.119736,4.8349657,-1.6690059,2.208416,-0.6969922,0.737522,-0.27139243,-0.44834784,2.4994395,-0.18664081
t13,-1.2982681,-0.08850149,11.082737,5.1103315,-0.3753003,16.487568,-0.038113378,-0.10442048,-0.1978503,1.7997079,-0.060300287,10.598321,8.198488,3.1502593
t14,0.7769977,1.7566341,-0.7837562,0.44523633,12.688519,-0.051965725,-0.18315874,-0.01644296,-0.3554146,0.11363158,-0.066794924,-0.2564156,0.17412281,-0.29759863
t15,-1.4065611,-0.10100583,11.161262,5.291241,-0.26687634,18.323265,-0.3020013,-0.07567115,-0.22993974,1.8558902,-0.09306456,9.72513,8.6146555,3.5158248
t16,-1.4775611,-0.12155197,11.302252,5.472402,-0.18287957,19.548544,-0.49730423,-0.05325723,-0.25958943,1.8948855,-0.10495154,9.191611,8.96996,3.742267
t17,-0.23442702,-0.07297275,10.6035595,3.9371185,-1.0472707,-0.02594329,7.3812675,-0.3453047,-0.017785735,1.1011193,0.11242102,18.797184,5.7086816,-0.058780517
t18,-0.086732075,-0.0923052,-0.33428004,0.3288469,22.337034,3.0648046,-1.2037548,1.764859,-0.6735042,0.5598942,-0.21785577,-0.38113317,1.4979633,-0.3032905
t19,-1.1583945,-0.047936894,11.239821,4.4737663,-0.538734,13.6637745,0.66124123,-0.15809104,-0.1553022,1.7097752,-0.10006054,12.241491,8.048946,2.5434728
t20,1.9498779,2.4257126,0.3531031,0.08907522,14.026136,7.953082,-3.0327678,4.564183,-0.4828871,1.2900964,-0.047050893,-0.5420012,3.3876941,-0.15106645
t21,-0.87536716,-0.042062853,10.838593,4.0688305,-0.7069642,9.138648,2.5500445,-0.2138184,-0.10023875,1.4676169,-0.07490428,14.247207,7.244614,1.5162793
t22,3.7824123,3.574481,-0.15162554,0.10749605,11.069988,4.9503107,-2.4011137,3.5042481,-0.3943757,1.06006,0.5291403,-0.4953835,1.9326347,-0.19856875
t23,6.9939833,6.3885274,-0.5693123,0.20527059,3.8285565,-0.08634364,-1.0741601,-0.014941741,-0.1869239,0.5558564,1.9147406,-0.3187996,0.17907134,-0.32223827
t24,0.36782598,0.47769228,-0.7052109,0.4903212,16.414755,-0.026944622,-0.12282979,-0.011118248,-0.47641495,0.221338,-0.035239864,-0.2934463,0.08393907,-0.37374583
t25,0.3791842,1.1814356,-0.81035376,0.44844025,14.576921,-0.038231704,-0.06875922,-0.011969018,-0.41812888,0.1442386,-0.04798585,-0.30387697,0.09152319,-0.31394988
t26,-1.0096636,-0.031944446,10.893943,3.9547937,-0.6312836,11.261204,1.4610134,-0.18959711,-0.12084922,1.5534244,-0.107758574,13.195514,7.577422,1.8185701
t27,-0.20103437,-0.23097937,8.811861,9.261328,-0.8964186,-0.053100143,13.716613,-0.2976323,-0.07786065,1.4122149,3.7329361,19.459646,1.3360454,0.7476852
t28,-0.18803452,-0.16409336,9.594688,7.6690855,-0.92692554,-0.006731722,11.068529,-0.29362634,-0.05144005,1.3605446,2.0572653,18.835152,2.771781,0.21247119
t29,-0.61276233,-0.13389397,9.715363,8.001,-0.67444915,6.4367075,8.025011,-0.20212026,-0.10649013,1.61299,1.9066608,15.742009,3.6907701,1.3269919
t30,-1.1085223,-0.36714792,3.077743,8.192417,-0.34516457,16.919748,3.8791807,-0.12662168,-0.17006867,0.58310187,-0.9304471,18.023369,2.1127632,9.550772
t31,0.2152831,-0.0058268625,-0.6977449,0.4815466,17.600426,-0.025273774,-0.16554585,-0.01824213,-0.5057877,0.13953617,-0.07445355,-0.23601693,0.09117986,-0.40644428
t32,-0.5899419,-0.2375426,8.495223,9.209025,-0.67585504,5.473848,10.864521,-0.20963721,-0.13278125,1.5311247,3.38229,16.654541,2.0779815,1.5996794
t33,-0.81957924,-0.3880769,2.98064,7.4550967,-0.5735321,11.127703,6.526614,-0.20125602,-0.10877534,0.39623928,-0.9905054,21.332243,1.0211935,8.7063265
t34,0.21466318,0.02682605,-0.70350534,0.49074906,17.501501,-0.02921523,-0.1956139,-0.0137098795,-0.50125784,0.16329046,-0.04857077,-0.24139665,0.09039182,-0.41237128
t35,-0.14728397,-0.1316385,-0.3615787,0.32351163,24.338558,3.5178957,-1.2262245,1.8832228,-0.7292426,0.53414994,-0.23440175,-0.37949684,1.7492499,-0.3249933
t36,2.0475771,3.5507565,-0.6325712,0.2811882,6.632739,-0.06599425,0.15932126,-0.0517339,-0.22383063,0.1356869,0.96437454,-0.272168,0.21711126,-0.225654
t37,2.3011274,3.9647589,-0.68434423,0.26852986,6.4940357,-0.06258295,0.13988066,-0.05590446,-0.2176646,0.11291473,0.95967126,-0.29003972,0.21635391,-0.22210975
t38,-0.8206823,-0.36408287,2.927495,7.3807254,-0.5672041,11.690959,5.650188,-0.20173426,-0.10964296,0.36493888,-1.0271963,20.863628,1.2643288,9.009943
t39,11.770922,8.253946,-0.6454299,0.24224159,3.5777302,-0.08695664,-1.9049493,-0.022045474,-0.24195066,0.9390527,4.3326516,-0.47053587,0.2652522,-0.43484867
t40,0.6404492,1.4207816,-0.80641997,0.5119404,13.143696,-0.0686352,-0.19895843,-0.00914041,-0.35723913,0.122711234,-0.008593179,-0.24087143,0.13416253,-0.36923432
t41,-0.20079629,-0.026049292,10.6745405,3.3635588,-1.0971948,-0.06766976,7.0502696,-0.37364334,-0.0045616617,1.0597972,-0.113616504,19.261858,6.208346,-0.05693523
t42,-0.21961805,-0.021204563,10.957051,3.158907,-1.1174316,-0.07327586,7.0610375,-0.38656026,-0.0036987886,1.0860944,-0.10993299,19.523838,6.1941667,-0.08291124
t43,-0.38075632,-0.034815665,11.076102,3.2569149,-1.0338324,0.9474711,6.1665263,-0.34743378,-0.025471484,1.1831639,-0.08010456,18.344389,6.6392465,-0.03835107
t44,0.20288678,0.15320903,-0.7539875,0.49587974,17.783932,-0.013714194,-0.12452191,-0.018068707,-0.5144155,0.12730461,-0.027912252,-0.29328522,0.090200074,-0.38242406
t45,0.16803159,-0.0141138425,-0.7067882,0.4884036,18.277779,-0.013563327,-0.09978495,-0.012310307,-0.53068393,0.1598472,-0.07008569,-0.25514352,0.08980419,-0.41784734
t46,-0.4815558,-0.32387638,3.170881,6.3654604,-0.85144854,5.0728545,7.1247926,-0.26334321,0.063709944,0.14583978,-0.83049226,22.47399,0.49898562,7.4040413
t47,-0.21300597,-0.24629857,8.766102,10.048654,-0.90448403,0.31274804,13.791068,-0.27925143,-0.0898587,1.4051741,4.045951,19.552156,1.1311373,1.1968502
t48,-0.355491,-0.34053418,3.1962209,6.2386613,-0.94373715,2.8597136,8.365748,-0.29775319,0.43140778,0.051160924,-0.8660304,23.888409,0.37841585,7.273981
t49,-0.60011905,-0.034147628,12.032406,3.2098489,-0.99260026,3.7619379,4.479675,-0.3172272,-0.052896284,1.4096485,-0.12203125,17.498198,7.630078,0.52754307
t50,-0.3719917,-0.39918023,2.7670312,6.9671655,-0.8247145,4.1608586,8.958094,-0.3108941,-0.03666448,0.038922846,-1.0482695,24.774208,0.030620648,7.5423217
t51,-0.08469014,7.829532,-1.2454157,0.17713527,11.482639,1.3285451,-0.035658408,0.72955316,-0.27022275,0.07634946,-0.4174291,-0.42786387,0.3170444,-0.1360966
t52,12.834274,8.686704,-0.6457974,0.24466197,3.7052546,-0.084386334,-2.081881,-0.015349875,-0.26326033,1.0523837,4.9070067,-0.5074445,0.27427658,-0.48434097
t53,0.9214759,2.5934882,-0.8599227,0.61653984,11.635649,-0.10656141,-0.3630775,-0.01926882,-0.29454046,0.25052962,-0.13494,-0.29666227,0.35254163,-0.2890756
t54,-0.36117935,-0.33819512,3.2445052,6.2044315,-0.9538391,2.5853856,8.3279295,-0.2993851,0.6186719,0.038574986,-0.8304711,23.795685,0.36083183,7.254007
