"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102"
"t13",-0.0248710515944768,-0.0253098749330648,-0.0431244082969915,0.0345619475460721,0.0413289867658607,-0.0227821826425872,0.00981025808236424,-0.00361212255963004,0.019919591816143,-0.000626095402314524,0.00728592676463619,-0.00929258284137606,0.0581102719771801,-0.0111451503412019,0.00477329933048757,0.0322583481165833,-0.121314797535245,0.00141829790197735,-0.00048511182771407,0.00639774081685024,-0.646327314632248,0.0675682398478151,-0.104436497942824,0.0392801471869269,-0.0315459375663326,0.00313302974575126,-0.0162634425876757,0.000677908688213386,-0.12115940032686,3.15997108342163e-05,0.000152084061850108,-0.0659264942690211,0.00347273101559141,-0.000958141280622966,0.0534624094518763,-0.000995562518663699,0.004966614518579,-0.0382055803530568,0.0110820107976077,-0.0128279346739164,0.00175583146491376,0.00193566255981704,0.00684401409220774,-0.0005546185526498,-0.000852104871389034,0.0257614622546852,-0.0118411553729718,-0.00698133954392451,0.000279483343403363,0.000447159387940326,0.000699707174631408,0.00262912953833334,0.000100643745355112,-0.00813538924829832,-0.00734531126894373,-3.97219719199895e-06,-0.00110177495217646,-8.47583895478573e-06,-8.36302865998637e-06,-9.52501265070613e-05,-0.000243689275800551,0.00733259409761199,0.000104984295924465,0.000111147540231339,0.00135264214608492,-0.00409750353827859,-0.00162573147293976,0.00424442720175618,-7.13935504758849e-05,-2.39356343797149e-06,-3.26455223593218e-15,2.36593661412601e-05,1.81131757451052e-13,8.99065404506591e-14,2.53178869067609e-14,9.20979296567968e-14,1.51842562029721e-06,-0.709194163047246,-9.16378891074957e-14,-4.67359962979099e-13,-2.95144589790187e-14,-4.23931814946405e-15,-4.54980775572472e-14,-3.28108724850409e-14,-1.22115697815196e-15,2.29297388613692e-05,2.65303636962651e-16,2.57097401173279e-12,5.42828205133087e-16,1.02482708082648e-14,1.03583272019824e-15,1.29406845835628e-14,8.98751167512793e-15,8.49826335899736e-15,-3.74070034389338e-17,2.4015860756195e-15,9.96580542576384e-16,2.42892141706675e-15,9.57861032699953e-16,2.33738200556106e-15,1.70324300448596e-15,2.16760910270784e-16
"t14",-0.0248747778141222,-0.0253194818180591,-0.0431455447494861,0.0345818895664775,0.0413622922405586,-0.0228064822783023,0.00982084039106291,-0.00361674693851008,0.0199470892535242,-0.000627014147134619,0.00730202371748872,-0.00931601621114765,0.058267834738748,-0.0111840474961718,0.00479059120777066,0.0323755191400047,-0.121799661178881,0.00142446255790605,-0.000487814904002492,0.00643347131979941,-0.650011838994291,0.0679626151329333,-0.105134745930862,0.0395509662884834,-0.0318104006094731,0.00315995354601132,-0.0164157595935854,0.000684329465116741,-0.122562088449857,3.19942127170918e-05,0.00015398976657405,-0.0667643032282668,0.00351745775545793,-0.000971483593647605,0.054381048902292,-0.00101443823846831,0.00506355056506148,-0.0390801018428277,0.0113740975712639,-0.0131748675804087,0.00180489312329753,0.00199190608492251,0.0070465214357652,-0.000573035315915172,-0.000883750306173152,0.026816324253181,-0.0123437438031866,-0.00727810617803375,0.000291801948697427,0.000467005990337975,0.000734957106793173,0.0027665150102323,0.000105929023856022,-0.00857488262065146,-0.0077426117594563,-4.19121828085953e-06,-0.00116503139716446,-8.96347979239053e-06,-8.85847028470025e-06,-0.000101160068864032,-0.000258917282292694,0.00783060308203194,0.000112366389866022,0.000119538056738529,0.00145689350030458,-0.00442213323167254,-0.00175741226877979,0.00460006408990041,-7.82681325197329e-05,-2.62829980121285e-06,3.17100084291189e-15,-7.00046456317535e-05,-1.79607406921855e-13,-8.982991660683e-14,-2.51955950371811e-14,-9.16160480939125e-14,-1.72803331607723e-06,0.705011777478525,9.09441960301547e-14,4.64787824452834e-13,2.9420890165604e-14,4.21666829333555e-15,4.51402575599517e-14,3.26744693904019e-14,1.16717870693744e-15,7.90288528094658e-08,-3.10035121753248e-16,1.64906457285661e-13,-5.33464688916452e-16,-1.02388207785239e-14,-1.19241310927075e-15,-1.2993902309953e-14,-8.97425516345506e-15,-8.4788443343518e-15,8.38275663459821e-18,-2.41417008496195e-15,-1.16635982924322e-15,-2.41128123153157e-15,-9.27301068817671e-16,-2.44840419060157e-15,-1.73265149220204e-15,-3.32123328623048e-16
"t4",-0.0827893488937561,0.00776521983314682,-0.0483326942754032,-0.067371636728225,0.0001249983344076,-0.0159519815054911,-0.0129701077226907,-0.000294874707642659,0.00675214039760262,-0.00167356203466206,0.00188374226358134,-0.00478926897772448,0.171444743653643,0.00113723931942866,4.15127868515306e-05,0.000478120132581174,-0.00481509483473401,8.14097032178346e-05,-4.03394888800055e-05,0.000715799994831164,-0.0548464521238451,-0.00239028489341918,-0.00912418672273026,0.00343861393123668,0.0201250855220844,-0.00219261907940001,-0.00113786935282946,4.69592289102144e-05,0.0618714578878118,-2.14796705973072e-05,-3.86104626498552e-07,0.000391751579177438,-0.00277558774981187,4.46458162420684e-05,-0.344552456060209,-0.0696622663114792,-0.000327151093162394,0.586595603047818,0.00701131020827506,-0.0522072485407285,0.198985615346741,0.000428451087866823,0.00142214559153496,-0.000643985677052077,0.000378792199121702,-0.475696226057947,-0.325316738724384,0.174835699216053,-0.0415759457945309,0.000531547323833439,0.000411785963394255,0.038164610573907,1.16542977822006e-06,0.212271397812864,-0.11637098283245,-0.00212820717079962,0.0650331026450651,-0.00460987065258283,-0.000491500500269933,-6.10971045248313e-05,-0.00990987290477856,0.00413723618743923,5.76208651654276e-05,5.95169049013106e-05,0.000736960802976841,-0.0122932996261693,-0.0007730921746903,0.0122507102670081,0.00687754302052496,-1.05643039607415e-06,4.07728410006362e-16,-8.01273321270138e-06,1.66765006900695e-15,-2.75527134135792e-18,-4.02466314677508e-16,8.08511314541116e-17,-3.90748464572547e-08,0.000762273006056302,-6.88220046807642e-16,-1.22312218028107e-16,2.07189710319568e-16,-7.38168457464816e-17,1.25566160037823e-16,2.89541504523967e-16,-5.12700417148807e-16,3.86552335744153e-06,-1.61875398060283e-16,4.57800930009567e-13,2.57515016741554e-16,-6.8627580194975e-17,-1.73060371130174e-16,5.8110237731522e-16,-2.39220381988185e-16,1.62769774595151e-16,-6.77328164413918e-16,2.15624409824819e-16,-4.5782353812925e-16,-5.20361656513426e-17,3.33120012417563e-16,-6.41297394766221e-17,4.52171737636381e-18,-1.69370365097536e-16
"t28",-0.0910245839716537,0.010591825912287,-0.078121965498651,-0.133734118143759,-0.00169540279314873,6.70727470356292e-05,-0.000486496053159327,-0.000136715161566884,0.003979307135103,-0.00113891612627753,0.00258367678840428,-0.00872182906981997,0.38343168272404,0.0262505371922208,-0.00160355809775663,-0.0154512468307198,0.0214362210218921,-0.000195670305500442,3.9217003474056e-05,-0.000696238997902405,0.0569578513411455,0.143061645364357,0.00399336531783031,-0.00139152347894099,-0.00460974972681058,0.000463192084055643,0.000176719819153737,-6.97809074224313e-06,-0.00282019533396498,2.71297168536169e-07,4.27262593382695e-09,-2.01602816592844e-06,-1.2024631071755e-06,1.44337597346683e-06,-0.0423682270662058,-0.0266638432531113,-3.67570455456247e-05,0.149880678314918,0.00289696445318654,-0.0240020514944575,0.106497161310187,0.000285457943691417,0.00107060719551417,-0.00482895999718078,-0.000241143106608734,0.0783816232723795,0.0203134351669517,-0.0101922432909334,-0.00174285837710818,3.30230158204087e-05,0.000396480351169941,0.158585428769411,8.16837666423195e-06,-0.509375601618116,0.262949095679919,0.0023079918452981,-0.622718685018163,0.0189910627261091,0.00045151268277612,3.47804406664786e-05,0.00536903169586764,-0.00147182499461051,-1.80291736809977e-05,-1.49476556203233e-05,-0.000174912065217756,0.00271758691407595,0.000161901945019026,-0.00237183625386718,0.0102962245562946,1.45455728269091e-07,8.26189096833596e-16,-2.96334493428317e-08,2.55096258684136e-15,-7.69357384602131e-16,-2.15553415097585e-16,4.17774172092073e-16,-2.12594313571504e-10,4.35402290324682e-06,-4.53495210620513e-16,1.04948486687634e-16,-2.529105431329e-16,-4.72980213900585e-16,-5.52983243636148e-16,4.69634481184394e-16,2.11047669337507e-16,3.73998559767347e-08,-2.54267765013224e-16,6.38371170965401e-15,-9.37600282907189e-18,2.34070128475896e-16,-4.35972328873686e-16,1.70231308556262e-16,6.58417729453742e-16,-7.80564373166228e-17,6.46038695223464e-16,-1.3597807108447e-16,2.87768606764374e-16,8.25488137356824e-16,3.60760767779126e-16,-2.5430011616624e-16,8.89604130510339e-16,-1.10041405104596e-15
"t30",-0.0921003752202311,0.0109148067689616,-0.0812255094628691,-0.140032776037376,-0.00180904329182585,7.31546921887705e-05,-0.00053115583049243,-0.00015186941955693,0.00445906049866338,-0.00128599389159053,0.00312098917410684,-0.0108546659468872,0.486133808027144,0.0360523551676965,-0.00223397719970126,-0.0215482465253142,0.0311261010544644,-0.000295809667991297,6.92695301830243e-05,-0.00123194120355761,0.102414830112711,0.262221464246501,0.00832697874423409,-0.00300316768166486,-0.0132579076509388,0.00139775088307401,0.000651023726519729,-2.65090216861092e-05,-0.0282332033522739,9.1737185818218e-06,1.64400776831163e-07,-0.000164918658742831,0.00115621617573178,-1.75914610481186e-05,0.126798492830137,0.0565539926041873,7.14348369038002e-05,-0.193443227630409,-0.00278042362176105,0.0219218951914281,-0.0914999440791945,-0.000228439668020939,-0.000829585617763577,0.00307908039680826,0.000128974063511404,-0.0362682471061427,-0.00892682002215517,0.00446936804767358,0.000726137092914834,-1.36253891009889e-05,-0.000137645061812531,-0.0524556945418434,-2.68434984730427e-06,0.161320575258356,-0.0831434864225588,-0.000711837942324399,0.182352794478218,-0.0055464559573466,-0.000127059895918881,-9.23555943543763e-06,-0.00141311192063744,0.000349638492342568,4.10640942783875e-06,3.12712730327297e-06,3.5704058494899e-05,-0.000536999711531994,-3.11733110218823e-05,0.000439001360292148,-0.00162493544371533,-2.24859207659248e-08,-3.11404529025784e-13,-4.02564244112791e-12,0.707106781186546,3.66846368190861e-13,-1.04814421877656e-13,-2.24300687508097e-14,-5.73077779926023e-13,1.4430511952046e-08,-1.29535399342917e-14,5.11825815508928e-15,-4.20629550359506e-14,-1.1333362664038e-14,1.85106286839478e-14,-6.24080121655963e-15,7.25301410362327e-15,3.61618283592908e-10,-1.71693722768082e-14,-2.11344377032797e-15,9.02442332966049e-15,3.07336182890024e-15,3.1050740533096e-15,1.2348568216463e-15,3.75464087998426e-15,-1.24636873450369e-14,-1.09412023636723e-14,-1.46303234641685e-15,-1.67971917113228e-15,-1.2438050047036e-14,-2.14005934841375e-15,-5.6363635146292e-15,-7.70460637778145e-16,4.0487145498943e-16
"t31",-0.0921003752202311,0.0109148067689616,-0.0812255094628692,-0.140032776037376,-0.00180904329182618,7.31546921889856e-05,-0.000531155830492125,-0.000151869419556921,0.00445906049866344,-0.00128599389159057,0.00312098917410676,-0.0108546659468871,0.486133808027144,0.0360523551676965,-0.00223397719970101,-0.0215482465253141,0.0311261010544643,-0.00029580966799131,6.92695301828411e-05,-0.00123194120355725,0.10241483011271,0.262221464246501,0.00832697874423421,-0.00300316768166512,-0.0132579076509387,0.00139775088307401,0.000651023726519311,-2.65090216859913e-05,-0.028233203352274,9.17371858225747e-06,1.64400776884424e-07,-0.000164918658742755,0.00115621617573243,-1.75914610476735e-05,0.126798492830138,0.0565539926041877,7.14348369038574e-05,-0.193443227630408,-0.00278042362176168,0.0219218951914267,-0.0914999440791928,-0.000228439668020447,-0.000829585617763083,0.00307908039680855,0.000128974063511116,-0.0362682471061434,-0.00892682002215633,0.00446936804767603,0.000726137092914071,-1.36253891017995e-05,-0.000137645061813602,-0.0524556945418397,-2.68434984699536e-06,0.161320575258356,-0.0831434864225589,-0.000711837942324566,0.182352794478215,-0.00554645595734692,-0.000127059895917252,-9.23555943605228e-06,-0.00141311192063743,0.000349638492343003,4.10640942881861e-06,3.12712730254912e-06,3.5704058493944e-05,-0.000536999711528635,-3.11733110225788e-05,0.000439001360291858,-0.0016249354437159,-2.24859196911328e-08,3.10700616871865e-13,-3.86321004483201e-12,-0.707106781186548,-3.66291703199564e-13,1.05077492368656e-13,2.20548125725763e-14,-6.52178704717656e-13,1.44301514071188e-08,1.33163112364276e-14,-5.11611447496365e-15,4.21483342278322e-14,1.17019622164469e-14,-1.81611963211449e-14,5.74445137356353e-15,-7.56801568923529e-15,3.61640166936434e-10,1.72880478805302e-14,1.55507228319498e-15,-9.01933594624513e-15,-3.24765638806221e-15,-2.97937780970309e-15,-9.731769003708e-16,-4.1975592203104e-15,1.23412940103875e-14,1.05477368392447e-14,1.44824765961181e-15,1.33172182136375e-15,1.19591190440229e-14,2.02147590429009e-15,5.35199964257963e-15,1.28765069672174e-16,2.65043603850125e-16
"t34",-0.0942616574743976,0.0119202856583401,-0.0935093194639642,-0.17082797550199,-0.00297983416343418,0.015778145042184,0.0119746357719558,8.50414170587913e-05,-0.00084049174505596,2.73111473222641e-05,0.000976229332337833,-0.00355286495037565,0.159032368859983,0.0105212513934733,-0.000631018641611739,-0.00607133864949453,0.00786035554795878,-6.51559057976697e-05,8.61490498339947e-07,-7.38251451698696e-06,-0.00870081240916218,-0.171250329773191,0.000632752704619067,-0.000133966861763212,0.00179117161121731,-0.000222346957423803,-0.000160961523762167,6.87609679210052e-06,0.014319339167274,-5.67895291827902e-06,-1.02727015758867e-07,0.000106749278461365,-0.000773586577129651,1.41851527268354e-05,-0.170699451984018,-0.174083274441388,3.32719699881138e-06,0.354068542971379,0.00697764174764785,-0.058212918341309,0.261296962554768,0.00071370420337022,0.00270610794819476,-0.0136962019558142,-0.000887720487306155,0.566080931405462,0.329514883204826,-0.176010514248953,0.0366818188055744,-0.000458661561909271,-0.000306261584079274,-0.0461771715591606,-1.92634704485529e-06,-0.0394946527338336,0.0243054400752482,0.000908574608496062,0.402314615814688,-0.0101639171935943,8.39144333506042e-06,9.52071308207457e-06,0.001607655308521,-0.000744468280175568,-1.01449772136398e-05,-9.72529299818222e-06,-0.000117361073900581,0.00188877271139681,0.000115283413296445,-0.00174197705936196,-0.0590319151266075,1.382692017813e-07,-5.62688578032662e-16,-3.05975435772913e-08,-9.37505546654425e-16,-2.15843117191379e-16,-6.86656684215733e-17,-2.34202699903242e-16,-2.1983845893323e-10,4.50339570823299e-06,6.00589780013388e-16,3.18167389429201e-16,-7.52859196748454e-17,1.2487318001076e-16,-2.49137159209126e-16,-5.12534474820154e-16,5.70543739801955e-16,3.88094298825378e-08,4.65465983052091e-16,4.53531504614474e-15,-9.28101514933501e-17,-1.03239761042465e-18,4.55913406194411e-16,4.65252981162817e-16,-3.41129418295561e-16,-2.68616705913948e-16,4.4178274115874e-16,2.60829877637642e-16,5.37441381587782e-16,-4.02489894022568e-16,-4.60510151581958e-18,1.93230241663385e-16,1.13841083324552e-16,3.9464656506301e-16
"t56",-0.101643423554064,0.0147517698772875,-0.125238150143769,-0.245330630223823,-0.00538377870179763,0.042842002351603,0.0333562034239946,0.000441125524007276,-0.00832321320220092,0.00178486051034206,-0.000867467628393931,0.00166261071499109,-0.0493978466830665,0.00066980958537579,-6.8140943555773e-05,-0.000674556865658135,0.0017455078283386,-2.10562820559959e-05,6.75914506080918e-07,-5.84567917983735e-06,-0.00750041106754848,-0.163932717515187,0.00159327918115534,-0.000544343160864113,-0.00195299646895874,0.000200086250054003,8.2207373018648e-05,-3.27956680178863e-06,-0.00155743082511076,1.02632144198988e-07,1.41711592009381e-09,2.60855936389665e-07,-1.38204437761137e-05,1.57679687950627e-06,-0.103689771915926,-0.490627529547145,0.000580122288170953,-0.17171646059815,-0.00139828562116748,0.00996854366939868,-0.0362273639260443,-7.43300450517818e-05,-0.000241844006304678,6.93334716389929e-05,-6.87198304097047e-05,0.097415891832981,0.0725657075310485,-0.0391641490764222,0.0104914157029552,-0.000137865990879248,-0.000328306356460543,-0.121088682151964,-6.23089328339676e-06,0.418259975009978,-0.217599225134134,-0.00239880529007343,-0.4324040520145,0.0106021523574121,-6.19188298980192e-06,-4.78325564935061e-06,-0.000769180297896684,0.000222689366178513,2.56989321878137e-06,1.75501380890358e-06,1.89758899881464e-05,-0.000258654744438323,-1.34126364498426e-05,0.000140778385980396,0.385514126645172,-1.13734562137681e-07,-6.70807334129654e-16,2.41346151177031e-10,-4.92246727659529e-16,-8.3895415461223e-17,-2.48190601279538e-16,5.5837275325059e-16,1.31582733689573e-12,-2.561322937078e-08,-5.09585379317621e-16,1.22798944720375e-16,-1.91671706026909e-16,-5.40915529504654e-16,1.13038903853975e-16,4.76192118248684e-16,1.20761080757832e-18,-5.34504047450837e-11,2.02919744860178e-16,-2.8165555700422e-16,4.00956337561506e-16,-3.50989360752163e-16,-4.86692907121314e-16,-1.58419908847928e-15,-1.07913259323912e-16,-3.79389496557845e-16,-4.51374107287827e-16,-4.875469130201e-16,-5.17093777457638e-16,-2.61863555297201e-16,-5.71351970514753e-17,-1.82283774892504e-16,-7.21934728323698e-16,9.86138086244637e-16
"t69",-0.104134509228311,0.0157339364121092,-0.136396230883052,-0.27182164525491,-0.00626471653447475,0.0531276199497923,0.0414964753441694,0.000580810564120765,-0.0113043200821462,0.00249478213544015,-0.00171789283990774,0.00423229233200732,-0.156683556656688,-0.00564229991905831,0.000309352170406656,0.00295726277997987,-0.00300796593334102,1.96657531400684e-05,-5.59994554734052e-08,4.59911355168486e-07,0.000320918444472185,0.000751646516214059,0.000270196978484266,-0.000109479917067362,-0.000708967718928782,7.60908458342429e-05,3.59318500299625e-05,-1.45684581814344e-06,-0.000883553738134119,6.30683363047097e-08,8.74188387070584e-10,1.63284844867384e-07,-8.77164341622858e-06,1.08480579924519e-06,-0.0899376084317268,-0.48343250366404,0.00059584863875751,-0.233356098102743,-0.00279540975388526,0.0219859184170729,-0.0923882723263235,-0.000235731149357548,-0.000869080906935422,0.00385158635880692,0.000235399478565122,-0.152682199531999,-0.0915331048698679,0.0489712500980394,-0.0107236037490758,0.000135742429079611,0.000164999495548042,0.0490747684171938,2.44813356286931e-06,-0.135975589859433,0.0701204693898517,0.000668321496719303,0.0824764004426189,-0.00197520620642847,7.70332097528117e-07,1.22127562140012e-07,7.60678631800893e-06,4.3725770884899e-05,7.86689084464865e-07,1.12416494636478e-06,1.50718371409802e-05,-0.00028001577489617,-1.93338027544476e-05,0.000362219234213217,-0.696598704089336,1.72843336648236e-07,-1.64941924184255e-16,-2.35050662930652e-12,2.27326302095487e-16,5.58993594933842e-16,3.5269899964683e-18,-1.0504301816702e-15,-3.95844214289796e-15,8.11518074961270e-11,5.34704700244099e-16,-4.40019939416005e-16,8.3875638408392e-17,5.90561342354419e-16,5.35297078580616e-16,-1.70472570892938e-16,-4.01998813321958e-16,-5.11878373008249e-13,-2.00301173287532e-16,-4.88119104687974e-16,-5.25499664475045e-16,1.63409806302838e-16,6.09127513739107e-16,1.99269758527552e-15,2.88534950564056e-16,7.73379244197803e-16,8.82594482977183e-18,6.67923048354589e-16,5.20816449774625e-16,2.45335298712464e-16,-1.92154046570063e-16,3.14487988070908e-16,2.35936966992897e-16,-6.82201104421268e-16
"t70",-0.105896978334189,0.0164353876447906,-0.144401649202109,-0.290896419708101,-0.00690514513966847,0.0606884426795276,0.0474833835639734,0.000684441178391157,-0.0135256295120558,0.00302578324674002,-0.00237553411628126,0.00624847959260191,-0.241617504888921,-0.010832656562755,0.000621835645053612,0.00596509748158436,-0.00701891628924789,5.46641527333865e-05,-7.29554117303053e-07,6.26707283155905e-06,0.00757328707966464,0.15469594379949,-0.00103345923704987,0.000324842176728672,0.000670685223431902,-6.36492303839236e-05,-1.95679928755854e-05,7.48868094021431e-07,0.000117310430817863,-2.44053549536217e-09,-3.01672437572932e-11,-3.08356695732925e-09,3.92399002544647e-08,7.83358880414829e-08,-0.0213065219509576,-0.146299172966646,0.000191486165648722,-0.0989088559744618,-0.00145761838696658,0.0118915728882734,-0.0523380315053239,-0.000141203302820156,-0.000534366514065677,0.00281523898677501,0.000207793122059022,-0.163808646928565,-0.106648526103091,0.0572663171065652,-0.0137417497194423,0.000177217645177285,0.000330825542356355,0.117016126252061,5.99241309585342e-06,-0.39284376268205,0.20419618100602,0.00222379278650551,0.394577331746985,-0.0096703637475319,5.63471427051107e-06,4.40698466528685e-06,0.000711359170799016,-0.00022520940708833,-2.78223407179969e-06,-2.38970011973621e-06,-2.85998580366721e-05,0.000464051531409308,2.90377498187695e-05,-0.000474523501108168,0.585514638960275,-1.38367899236224e-07,1.10579469125099e-15,3.42704117918557e-14,-6.29352428122938e-16,-5.39152572498682e-16,2.48486274202119e-16,7.48576881660206e-16,-1.73806163282194e-15,-6.4939720267887e-13,-1.34181214149038e-16,-1.8272919718448e-16,3.55162748266237e-16,-4.46143566957139e-16,-6.90745344423389e-16,-2.11159147701423e-17,7.12741291615107e-16,-3.12653413358718e-15,-1.13430800860818e-16,5.11293893875511e-16,4.26593120329084e-16,-2.56898099165353e-16,1.44937927461181e-16,-1.10165272671497e-15,4.1719501814466e-17,-3.98734317565311e-16,3.34438091223048e-16,-3.43133395474796e-16,-4.94260636136502e-16,7.84798582404907e-17,-3.01747727460728e-16,7.1134201527953e-16,5.27486206206268e-16,-1.21815525659148e-16
