"accepted_species","trait_ARD"
"t17","1"
"t82","0"
"t83","0"
"t61","1"
"t62","0"
"t45","1"
"t58","1"
"t69","1"
"t70","1"
"t3","0"
"t37",NA
"t38","0"
"t84","1"
"t85",NA
"t63","1"
"t13","1"
"t10","0"
"t33","1"
"t19","1"
"t59",NA
"t60","1"
"t99","0"
"t100","0"
"t80","0"
"t81","0"
"t8","0"
"t12","1"
"t15",NA
"t40","1"
"t89","1"
"t90","1"
"t50","0"
"t51","1"
"t4","1"
"t91","0"
"t92","0"
"t53",NA
"t93","0"
"t94","0"
"t66","1"
"t29","1"
"t41",NA
"t42","1"
"t1","0"
"t64","1"
"t65","0"
"t32","1"
"t54","1"
"t97","1"
"t98","1"
"t14","1"
"t86","0"
"t87","0"
"t55","0"
"t77",NA
"t67","0"
"t68","0"
"t26","0"
"t6","0"
"t48","0"
"t49",NA
"t23","1"
"t27","0"
"t28","1"
"t35","1"
"t71","0"
"t72","0"
"t31","0"
"t36","1"
"t56","1"
"t57","0"
"t88","0"
"t44","0"
"t25",NA
"t9","1"
"t39","0"
"t24",NA
"t20","0"
"t95","0"
"t96","0"
"t7","1"
"t2","0"
"t78","1"
"t79","1"
"t34","0"
"t75","0"
"t76","0"
"t5","0"
"t73","1"
"t74","1"
"t52","1"
"t46","0"
"t47","1"
"t43","1"
"t18","0"
"t21","0"
"t22","1"
"t16","0"
"t11","0"
"t30","0"
