,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t1,0.06855128,4.9121943,1.7335937,2.231355,5.09617,3.2649877,6.3401036,6.924586,4.1597486,4.4838295,6.3982825,7.4011927,3.95807,5.9775968,3.3631573,2.8245103,3.9320998,5.813133,3.7995844,2.647064,3.658558
t2,0.081991106,4.9130135,1.7945793,2.2286234,5.0273232,3.2805252,6.323414,6.93547,4.1774163,4.466846,6.381738,7.358808,3.9383836,5.97761,3.4043634,2.7871337,3.9751585,5.8056846,3.8021939,2.6581564,3.669885
t3,0.06432715,4.994319,1.6766137,2.2556217,5.133583,3.3282428,6.3140807,6.953492,4.133153,4.4994807,6.340846,7.412274,3.9483771,5.958111,3.388406,2.843824,3.8719587,5.8182597,3.7785807,2.6940053,3.7038825
t4,0.075235195,4.926559,1.7610437,2.2380824,5.0510073,3.2879398,6.318706,6.9426923,4.165817,4.47921,6.370342,7.3743124,3.9418986,5.972427,3.4019327,2.8046305,3.944344,5.8089066,3.7946193,2.665989,3.6729894
t5,0.04295909,5.0177374,1.7706625,2.2784145,5.1164365,3.368581,6.2705746,6.990206,4.096126,4.5333486,6.348861,7.4308877,3.963981,5.9738126,3.448213,2.8638015,3.9049425,5.797645,3.7719533,2.7361348,3.75169
t6,0.014929012,4.9851446,1.708485,2.2454147,5.1442103,3.3295608,6.3268805,6.9610343,4.1527143,4.4895725,6.343946,7.450469,3.9955397,5.989488,3.3924975,2.8808618,3.871159,5.834805,3.7859786,2.7082648,3.7020097
t7,-0.039332796,5.0003796,1.5710703,2.212122,5.2212806,3.3171597,6.3731446,6.936073,4.2068048,4.4449816,6.3107443,7.5131545,4.0426126,6.008729,3.336965,2.9468617,3.7676697,5.881611,3.806289,2.6966016,3.6541598
t8,0.049483422,5.3852406,1.2812644,2.3878608,5.361777,3.6204653,6.161849,7.0750575,3.9899325,4.6241193,6.1539397,7.522287,3.9183342,5.8763757,3.4793465,2.9723365,3.6107194,5.8049,3.6877105,2.8603745,3.9265373
t9,-0.18098234,3.158318,3.701733,1.9787276,5.119933,2.0382378,6.955046,6.4365892,4.1597853,4.3938875,7.0377603,7.4544973,4.207793,6.1627784,3.052178,2.9870217,4.930327,5.6360273,4.133216,2.4433682,2.9193213
t10,-0.00994185,5.5322547,1.1046044,2.4276257,5.460082,3.7778113,6.160606,7.0898027,4.0267973,4.729975,6.043797,7.563195,3.973039,5.8890805,3.5803847,2.9689784,3.4931016,5.7102695,3.7399826,2.9025722,4.062087
t11,0.023635976,5.118897,1.5486389,2.2879827,5.22958,3.4191449,6.280578,6.9925427,4.098739,4.53117,6.2875185,7.482843,3.9752357,5.955735,3.406995,2.9164634,3.7776961,5.8308663,3.7561178,2.753396,3.771307
t12,0.034133,5.468845,1.2251186,2.431832,5.4320154,3.6848056,6.1336837,7.1019783,3.9604228,4.6807885,6.088322,7.5635896,3.9112616,5.854266,3.5340457,3.0006266,3.5372286,5.776191,3.6853154,2.9106066,3.9855342
t13,-0.19911726,3.0691836,3.7893636,1.9595125,5.1128,1.9728944,6.9877825,6.3983445,4.160035,4.3742833,7.069513,7.446758,4.2150865,6.1678815,3.0341308,2.9982593,4.9867616,5.6321144,4.1534953,2.4330566,2.8721502
t14,-0.19023682,2.9946408,3.8450458,1.9647341,5.1179485,1.9403083,7.012267,6.376534,4.1477346,4.3934455,7.1117125,7.4786067,4.271365,6.169349,3.0226445,2.993154,5.008094,5.6347046,4.1574893,2.437524,2.8676302
t15,0.40075827,4.7085667,1.7429565,2.1820607,4.37564,3.1267867,6.168991,6.8562484,4.361196,4.2769947,6.3307796,6.881962,3.5411572,5.8571367,3.6493456,2.3461776,4.2074857,5.6658587,3.8829668,2.4584296,3.4522305
t16,0.33243534,4.7709384,1.7373922,2.1959388,4.463929,3.1881425,6.204579,6.8944707,4.307392,4.339074,6.327099,6.9605174,3.6182652,5.870128,3.580736,2.420927,4.146976,5.704845,3.8535733,2.518025,3.515074
t17,0.45391586,4.7091846,1.6935301,2.1690423,4.2138605,3.1532936,6.16074,6.893087,4.4171095,4.2902637,6.2693458,6.760921,3.512952,5.7991347,3.6349337,2.2332592,4.2672877,5.6631455,3.8622115,2.451511,3.454588
t18,0.96400815,12.492602,9.631709,4.9082365,5.4874034,4.596754,7.915798,6.574653,4.2241974,7.082497,7.380411,6.099104,3.2522595,5.402244,3.085181,5.2551928,5.469973,4.646981,3.956922,0.7504265,5.8525224
t19,-0.061199084,5.719377,0.60006684,2.4480746,5.515896,4.2942324,6.133709,7.106512,4.0582824,4.7562885,6.040648,7.584725,4.0889153,5.890675,3.8219295,2.9994872,3.3890486,5.301955,3.8578494,2.9486446,4.3851533
t20,-0.008018024,5.4803224,1.1977879,2.457691,5.4478855,3.6902502,6.173607,7.117732,3.9555237,4.704006,6.0985007,7.5997825,3.9569066,5.8980694,3.458686,3.0355566,3.5310965,5.8375616,3.6682265,2.916573,4.003669
t21,0.4613117,4.7337027,1.6121525,2.182114,4.08783,3.2285361,6.2040477,6.8893976,4.431266,4.392146,6.194969,6.6310945,3.6269038,5.721426,3.6060321,2.1786768,4.2980556,5.616367,3.8371115,2.480935,3.594261
t22,0.428382,4.6595855,1.7533677,2.1739762,4.3030443,3.103918,6.1470814,6.8340163,4.3638306,4.252838,6.3328233,6.840335,3.4966338,5.8609734,3.6848445,2.312615,4.2126403,5.646284,3.9124622,2.4293938,3.4377031
t23,0.42207947,4.714005,1.7084327,2.1826153,4.24713,3.1742494,6.1764317,6.8675995,4.384475,4.319391,6.2762513,6.7876797,3.5583942,5.8138533,3.6265404,2.2760372,4.2360015,5.6503353,3.8780146,2.4667108,3.4972894
