"accepted_species","trait_ARD"
"t4","1"
"t6","0"
"t7",NA
"t95","0"
"t96","0"
"t23","1"
"t41","1"
"t42","1"
"t19","1"
"t31","0"
"t32","0"
"t5","0"
"t1","1"
"t85","0"
"t86","0"
"t17","0"
"t43","0"
"t44","0"
"t75","0"
"t76","0"
"t27","0"
"t13",NA
"t37","0"
"t38","1"
"t8","1"
"t26","1"
"t87","1"
"t88","1"
"t20","1"
"t21","1"
"t10","1"
"t11","0"
"t9","0"
"t35","1"
"t36","1"
"t77","1"
"t78","1"
"t54","1"
"t14","0"
"t24","1"
"t25","0"
"t28","0"
"t29","0"
"t22","0"
"t18",NA
"t55","0"
"t56","0"
"t53","0"
"t62","0"
"t63","0"
"t83","1"
"t84","1"
"t68","1"
"t69","1"
"t60","0"
"t61","1"
"t79","0"
"t80",NA
"t74","0"
"t49","0"
"t34","0"
"t30","0"
"t45","1"
"t46","1"
"t72","0"
"t73","0"
"t39","0"
"t12","0"
"t2","0"
"t15",NA
"t16",NA
"t47",NA
"t48","1"
"t99","1"
"t100","1"
"t65","0"
"t66",NA
"t64","1"
"t97","1"
"t98","1"
"t52","0"
"t58",NA
"t59","0"
"t50","0"
"t51",NA
"t33","1"
"t93","0"
"t94","0"
"t3","0"
"t40","1"
"t67","1"
"t81","1"
"t82","1"
"t70","0"
"t71","0"
"t91","0"
"t92","0"
"t57","0"
"t89","0"
"t90","0"
