,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
t1,12.096936,0.3870735,7.6688704,-1.3329659,18.658516,6.246526,-0.03824517,0.019299127,-0.063035466,-1.1354232,-0.050936636,-0.4568238,0.0313758,0.005239254,0.036423866,-0.06685314,2.409573,0.024092533,5.118066,6.014286,-0.12117534,6.1153173,7.11132,3.4649465,-0.0020313456,3.313584,0.2622841,-0.010789381,-0.1186936,-0.35197818,-0.591211,-0.16754417
t35,8.1480255,0.36144984,8.780429,-0.96284246,8.32985,4.304113,-0.017875135,5.079697,1.1685562,-0.74428827,-0.05601358,-0.24120787,0.070812665,0.00569886,0.028303567,-0.0525548,8.389261,0.8336716,0.61758065,2.8136652,-0.09692568,5.039203,4.3726926,-0.047770716,-0.09737204,5.986648,1.6493428,-0.11443539,-0.07419833,-0.053287063,-0.6524835,-0.23799406
t36,8.18122,0.36248413,8.827486,-0.9697935,8.471065,4.323704,-0.018183604,5.072913,1.127255,-0.7474677,-0.056115657,-0.2452342,0.0708024,0.005682659,0.029935326,-0.052131232,8.398922,0.79250365,0.6261826,2.839694,-0.09713945,5.1112576,4.382421,-0.042962696,-0.0966457,5.9792786,1.6101904,-0.11497056,-0.07487157,-0.058926836,-0.6559121,-0.23966037
t31,9.798483,0.4208055,9.914146,-1.1090633,9.930631,4.8062377,-0.020812795,5.808705,0.83808136,-0.8624777,-0.06373399,-0.28101414,0.076873876,0.0065313205,0.022365602,-0.058558986,9.547617,0.90037245,0.73121667,3.4190207,-0.1061746,5.6804566,4.8922863,-0.040972583,-0.10579173,7.1613865,1.7429243,-0.14222921,-0.090145335,-0.10564276,-0.7546196,-0.27315024
t53,7.955165,0.408166,8.856918,-0.4237693,4.1301293,2.5909014,-0.01639426,9.684543,1.3801366,-0.6604497,-0.07262517,-0.1273914,0.09925431,0.0070713577,0.028832337,-0.037708625,12.982145,1.9658645,-0.18138784,1.9040327,-0.10773517,3.364637,2.1195078,-0.2448052,-0.18101373,10.097425,0.8166717,-0.18791077,-0.06481432,-0.053145286,-0.695239,-0.2653876
t61,7.996781,0.4159937,8.740327,-0.31038523,3.4024918,2.2104695,-0.015773652,10.381932,1.2510768,-0.6421649,-0.075730085,-0.1082098,0.10365671,0.007262793,0.028427877,-0.032331362,13.633125,2.1384797,-0.22532636,1.756562,-0.11086213,2.9026961,1.5840268,-0.2780365,-0.19430442,10.89224,0.6952283,-0.19916038,-0.0619961,-0.06869442,-0.6953744,-0.27350625
t126,4.9030757,0.3721073,5.0137043,3.7583919,-0.03333059,-0.011362845,-0.0043222983,10.373783,-0.022946162,-0.3884804,-0.06514838,1.9099965,0.08681819,0.006165313,0.06694786,0.2732905,11.011112,3.1664524,-0.32319114,0.0575818,-0.11319126,0.05986382,-0.081799395,-0.25130585,-0.21947625,9.928495,-0.04243899,-0.13407972,-0.024443474,-0.23870522,-0.42883244,-0.17047508
t127,4.4943676,0.35914284,4.5003734,4.0328584,-0.03991432,-0.013697867,-0.006079237,10.281524,-0.022216056,-0.3694767,-0.06364654,2.1098356,0.08396542,0.005974131,0.06724383,0.51719564,10.467435,3.3182807,-0.3105072,-0.01101071,-0.11213179,0.08011067,-0.088743255,-0.2510668,-0.21571034,9.364755,-0.04595617,-0.13182439,-0.025522143,-0.22166258,-0.423499,-0.1634952
t231,0.0013807749,0.20250109,-0.0045215935,6.3281083,-0.10433605,-0.037908014,-0.0257562,9.120086,-0.022317737,-0.2123001,-0.046251442,4.1614614,0.05548236,0.00406822,0.0646919,3.568342,5.15151,4.5085244,-0.21559215,-0.06186757,-0.09413836,0.28067055,-0.1647989,-0.25093406,-0.1688264,3.503525,-0.09904752,-0.108693495,-0.043629974,-0.02579787,-0.37017754,-0.10926575
t232,0.001511737,0.20340878,-0.0044187736,6.34376,-0.10403243,-0.03802478,-0.025559044,9.1453905,-0.02261561,-0.21484938,-0.046252023,4.1509438,0.055604056,0.004071436,0.06475489,3.6061723,5.1611304,4.5025315,-0.2173098,-0.06354706,-0.09387841,0.28257397,-0.16593343,-0.2514563,-0.16858354,3.505021,-0.09959227,-0.108672336,-0.043903302,-0.026672484,-0.3714111,-0.11043508
