,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
t1,12.659808,2.501102,-0.022780344,0.10217251,6.991547,6.023097,3.937476,5.3691745,3.6319861,5.0342436,6.1095104,5.192964,3.4408388,4.804639,4.997098,4.5915527,5.700541,4.192191,4.850428,4.14213,5.4701724,5.41133,5.127293,3.5907934,3.4147835,4.451508,6.3296895,4.6744986,3.7935498,5.271344,5.6888933,4.3192344
t35,10.719519,8.442437,6.2232304,10.839836,7.8824973,6.078346,8.385458,5.4283853,2.2575011,2.9983895,6.6483135,6.242902,6.817922,2.7473633,5.0199313,4.213316,5.6281047,2.2804298,2.8229144,5.875252,5.0844455,5.372069,4.6327043,5.6290364,3.0380697,3.6292944,5.5562863,5.538895,3.889703,4.79847,3.959269,4.7298713
t36,10.689997,8.451923,6.234148,10.826992,7.8793354,6.0555663,8.392762,5.444644,2.2331307,2.9981086,6.6587076,6.228664,6.8213053,2.750213,5.003639,4.193261,5.6371107,2.271355,2.8264973,5.8517203,5.084306,5.3709826,4.6226306,5.6507897,3.0894535,3.6334567,5.59076,5.5433426,3.8672872,4.7876363,3.9733942,4.7403398
t31,10.644434,8.402217,6.1847816,10.709073,7.9035172,6.095127,8.387884,5.4116044,2.3278801,3.0989885,6.6221347,6.3176594,6.7483277,2.7385154,5.0876975,4.217673,5.6163125,2.3267653,2.937583,5.909764,5.102553,5.306079,4.6053596,5.6685185,3.1643033,3.7005713,5.514161,5.535092,3.8912091,4.8134727,3.901517,4.724286
t53,10.741889,8.423444,6.041066,10.189913,7.9079795,5.975997,8.266841,5.0482984,2.5596473,3.2608802,6.378855,6.525313,6.4433303,2.3243968,5.3788586,4.4187274,5.412269,2.4881334,3.2866075,6.175335,4.891593,5.0244837,4.1112776,6.185178,2.861172,3.9115124,5.3026533,5.631407,3.9835107,4.723705,3.9799945,4.8353834
t61,10.756817,8.423239,6.0389915,10.174914,7.9016857,5.9599757,8.265711,5.034729,2.5690565,3.2677217,6.3692822,6.5307765,6.4398417,2.303452,5.374436,4.4295106,5.4050293,2.4923537,3.2980406,6.1829276,4.8827386,5.009802,4.0920715,6.2062416,2.83133,3.9048667,5.2992506,5.633156,3.9825613,4.7227097,3.9842172,4.844413
t126,6.469787,3.6256018,6.5695357,5.2936463,3.649284,5.4157624,6.515477,6.1052127,4.829392,4.8222303,4.9974985,4.9596,5.6855054,4.3290043,5.966489,5.875902,5.141762,4.9753275,5.611931,6.105981,5.297374,5.6389775,5.318559,5.433233,4.2438273,5.665327,5.4780498,4.0990343,4.503094,4.7460227,4.907758,3.841084
t127,6.5180945,3.5767508,6.5948954,5.232886,3.606985,5.303201,6.5557547,6.07728,4.8372016,4.8951516,4.9337144,4.8871636,5.7276683,4.3667693,5.9191866,5.9389005,5.19726,5.0384893,5.6696553,6.173812,5.3544574,5.57219,5.346606,5.473411,4.3053923,5.651454,5.531676,4.086367,4.4348702,4.791892,4.991895,3.8027096
t231,5.0041313,2.7032897,7.7582006,3.7588878,2.3912177,4.103198,6.083379,5.973814,4.779341,4.392436,4.5508795,4.324767,5.2399535,4.383103,5.531857,6.680867,4.9810677,5.164531,6.327218,5.774169,4.943177,6.246587,5.6682744,4.251544,5.7584825,6.137148,5.7808146,3.9637356,4.588593,4.2578664,4.9599013,2.4206796
t232,4.9548717,2.672798,7.7974243,3.6877756,2.3280013,4.066163,6.064026,5.987953,4.7461247,4.392873,4.5303507,4.291712,5.2275286,4.385302,5.5446105,6.7007985,4.980298,5.162671,6.299407,5.790718,5.0097504,6.237337,5.641541,4.1790304,5.8345976,6.150139,5.77081,3.944011,4.5672708,4.260448,4.9588656,2.4134254
t124,6.424289,3.5588593,6.625566,5.2336364,3.6031346,5.357126,6.5064125,6.0884027,4.8645935,4.808582,4.982194,4.9016347,5.6660037,4.358174,5.923074,5.8810143,5.134932,4.9882812,5.6335897,6.1068544,5.3363357,5.6303763,5.3293266,5.3954077,4.3180084,5.6493416,5.5216303,4.1085224,4.50021,4.7480783,4.9639325,3.793198
t122,6.513476,3.6427321,6.6014147,5.271419,3.64807,5.387604,6.546769,6.0976143,4.8101254,4.8712125,4.9654264,4.9626,5.7321467,4.318007,5.9627166,5.895437,5.193061,4.9883413,5.6389613,6.12859,5.285662,5.618088,5.3424973,5.4761825,4.2310467,5.6770554,5.4816604,4.080485,4.4614854,4.767105,4.8966427,3.8350532
