,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,8.0729885,1.0000886,5.6436157,6.6910353,7.6854844,4.10857,4.1196766,3.448214,4.3963056,6.529211,6.3593125,6.5912495,4.514611,6.58675,4.4548783,6.2607346,5.8704224
t2,7.942993,1.0489198,5.730012,6.7232428,7.661526,4.1882644,4.170864,3.432584,4.4188747,6.498616,6.341724,6.6617136,4.4921103,6.606853,4.502365,6.231984,5.861489
t3,8.183305,1.0132929,5.6425266,6.6092653,7.713226,4.089129,4.148998,3.4750564,4.4523973,6.588767,6.4224653,6.562271,4.4777346,6.545047,4.388769,6.260479,5.818424
t4,8.12089,1.913117,6.2331486,5.440423,7.745356,4.529019,4.719947,3.4556005,5.219141,7.08703,7.146042,6.8582687,4.112033,6.210846,4.11679,6.00746,5.234845
t5,8.2593565,0.968763,5.603614,6.612524,7.711436,4.045686,4.1349893,3.4917326,4.4273124,6.5895553,6.4163976,6.5215173,4.477567,6.5485697,4.3617997,6.2701797,5.836218
t6,7.5749846,1.7109624,6.4271846,5.620651,7.677239,4.601353,4.7051053,3.2513611,5.1020126,7.071119,7.041374,6.7813497,4.0745664,6.253778,4.4227138,5.833982,5.2795696
t7,7.579151,1.7337506,6.4997077,5.478503,7.619533,4.5746245,4.695079,3.2382088,5.151375,7.143178,7.124449,6.7371683,4.068835,6.2031574,4.419469,5.749884,5.2688627
t8,7.6296864,1.7666217,6.4500237,5.531034,7.6724324,4.6083145,4.733759,3.274873,5.1368294,7.1036468,7.089845,6.786955,4.0673184,6.2355685,4.3746104,5.802418,5.2749653
t9,6.0941906,1.4127173,6.7393866,7.335808,7.227413,5.117839,4.657044,3.2892067,4.473118,5.9395003,5.9184556,7.506903,4.3102107,7.0215816,5.1865377,5.934168,5.981029
t10,7.4316006,1.6821554,6.673116,5.2561774,7.462286,4.542781,4.647534,3.163125,5.2203608,7.301864,7.245223,6.6363945,4.088098,6.1163707,4.5171404,5.5545254,5.3166575
t11,8.284029,1.0262266,5.693772,6.5347095,7.6853695,4.124385,4.2237473,3.4531708,4.4843025,6.6032906,6.451126,6.5939283,4.4118066,6.5506682,4.3861346,6.201684,5.8098564
t12,6.041532,1.431797,6.7660756,7.3449826,7.200285,5.150276,4.6543055,3.2714334,4.452652,5.910102,5.8898554,7.5253763,4.3168583,7.048631,5.2056108,5.9354186,6.0081935
t13,5.9645214,1.424205,6.8504233,7.3984113,7.2366323,5.169206,4.749435,3.3072808,4.5260153,5.9161253,5.9045897,7.613059,4.2687817,7.026432,5.265474,5.8595495,5.961366
t14,7.539059,1.6791978,6.564319,5.3981075,7.5318675,4.5103173,4.6285677,3.1580265,5.142514,7.1592546,7.165258,6.653581,4.0660195,6.180971,4.4891586,5.663512,5.2625866
t15,8.437929,0.8420229,5.4977274,6.6792545,7.696033,3.9251766,4.0593166,3.5382283,4.343881,6.556694,6.3723044,6.42153,4.511797,6.5732355,4.3303704,6.3222947,5.8956923
t16,5.7018433,1.3939416,6.921233,7.5069795,7.212011,5.2032413,4.7836847,3.2994614,4.499502,5.8171487,5.7991548,7.7120414,4.308283,7.091043,5.3163166,5.852305,6.0318375
t17,5.775455,1.4305906,6.927387,7.5231533,7.1694875,5.259879,4.749179,3.2861693,4.463312,5.7996306,5.7802734,7.6939244,4.307116,7.137521,5.335529,5.8587594,6.073176
t18,5.9372206,1.488425,6.874271,7.4703307,7.1021175,5.2748303,4.623361,3.231854,4.371975,5.785089,5.7614393,7.597531,4.3458066,7.170528,5.2941227,5.9470234,6.1148458
t19,8.929351,2.1396422,5.9422975,5.0448523,8.221745,4.605957,4.8066382,4.030301,5.8122177,7.5835643,7.5465765,6.884637,4.1343646,5.8016143,3.5502272,6.4421334,4.851436
t20,4.724794,0.95778924,7.350768,7.936962,7.5981827,4.9435964,5.3304605,3.6024458,4.8505936,5.6455793,5.6906314,8.295524,4.1791205,6.910284,5.645225,5.450139,5.937016
t21,5.9189034,1.4728191,6.87786,7.395729,7.1674595,5.1972637,4.733395,3.253336,4.476066,5.902651,5.8697324,7.618651,4.316494,7.0920973,5.2518926,5.886015,6.033394
t22,9.758827,0.5059802,5.1511083,6.470993,7.8327236,3.1740808,3.9506476,4.094956,4.498225,6.430489,5.89786,5.5021925,4.336191,6.3759413,3.3867383,6.577201,5.9342604
t23,8.947523,2.1178834,5.847222,5.1254315,8.159066,4.5606594,4.725336,3.9723659,5.765488,7.5923924,7.4102917,6.956211,4.156687,5.8581543,3.642724,6.505318,4.878366
t24,5.806213,1.4365268,6.871043,7.4542837,7.154258,5.2076626,4.6816983,3.247468,4.4166374,5.807592,5.7832985,7.630041,4.349714,7.121471,5.261965,5.933488,6.0724072
t25,8.9691725,2.0946908,5.899755,5.0557923,8.236352,4.5321646,4.7344923,4.004261,5.7723413,7.590139,7.473334,6.8772287,4.1056676,5.849909,3.5537834,6.4834175,4.7912827
t26,6.581516,1.1969817,7.529466,4.600096,6.898364,4.6652703,4.5280294,2.707647,5.2501283,8.040959,7.3964834,5.8690023,4.1099105,5.8398633,5.1366563,4.7034845,5.7341332
t27,4.9906054,1.1765958,7.1648297,7.7991705,7.3395934,5.006653,5.144811,3.4584775,4.7401075,5.7543335,5.765385,8.071536,4.163419,6.9817486,5.5498776,5.598858,6.0241075
t28,8.729996,2.9211025,6.163706,4.3314943,7.9408865,4.471115,5.1860886,4.1882486,6.6575613,8.124544,8.569153,6.710647,3.637483,5.2317433,3.0050964,5.888332,4.6416926
t29,8.96861,2.2109363,5.8480654,5.0502644,8.131643,4.5599327,4.7582407,3.9649727,5.8489094,7.6370134,7.498264,6.9784026,4.1143675,5.825696,3.6020598,6.4800177,4.8352857
t30,8.723535,0.67777056,5.3510923,6.737902,7.593608,3.7498977,3.946835,3.6860144,4.2438483,6.411958,6.263908,6.290928,4.5576205,6.6426053,4.2839055,6.4762235,5.9647045
t31,8.946907,2.1999104,5.897833,5.0189743,8.160978,4.5865593,4.8020163,3.9889226,5.8677335,7.6389527,7.549333,6.9460754,4.1119914,5.789175,3.573485,6.439319,4.840625
t32,8.046137,2.012724,6.3384047,5.310345,7.6947317,4.558778,4.774989,3.435006,5.2824564,7.1314588,7.240703,6.8519297,4.0668554,6.1741047,4.1253104,5.908836,5.2283654
t33,8.199512,1.9256216,6.1827974,5.3948436,7.8179126,4.532863,4.733364,3.5034678,5.309862,7.1846094,7.205277,6.850478,4.095323,6.14602,4.0634766,6.064623,5.1600876
t34,8.905172,2.3239338,5.9378805,4.925441,8.104087,4.5743446,4.8532567,3.9527495,5.941156,7.668801,7.6549206,6.919362,4.046564,5.771497,3.5505683,6.3556495,4.7954903
t35,8.781335,0.6003116,5.3060274,6.77493,7.7034774,3.6750648,3.9265049,3.6390922,4.202179,6.5001187,6.299173,6.1901054,4.5438223,6.596821,4.21675,6.412307,5.9979286
t36,7.947915,1.956346,6.3809295,5.367615,7.6306725,4.565748,4.7282786,3.3969035,5.1879864,7.047431,7.1668496,6.8610716,4.1140513,6.242823,4.189605,5.8670526,5.287534
t37,8.146475,1.914179,6.221995,5.504638,7.709094,4.504274,4.6987596,3.4509768,5.14149,6.997312,7.086242,6.8893676,4.135359,6.256902,4.122035,6.0218005,5.2986007
t38,4.751164,0.9186934,7.3663597,7.965752,7.6421676,4.9425735,5.3004093,3.6181571,4.8198347,5.6067815,5.713935,8.329492,4.184616,6.9445934,5.6627154,5.4768634,5.952792
t39,9.005423,2.148882,5.8972993,5.018476,8.237559,4.5825043,4.789647,4.0417857,5.8655825,7.6503744,7.532088,6.9055634,4.129668,5.7773194,3.510957,6.486998,4.80589
t40,8.985683,0.5184372,5.1964912,6.7961283,7.692545,3.553342,3.864344,3.7193289,4.1646924,6.4802504,6.21849,6.071914,4.561327,6.6197057,4.117344,6.4726863,6.061735
t41,8.905532,0.5809713,5.196998,6.8546515,7.633804,3.6157396,3.8170507,3.6728399,4.100024,6.423968,6.270945,6.201276,4.635448,6.682886,4.24609,6.5056515,6.1006145
t42,8.689344,2.4627461,6.141127,4.7305117,8.08165,4.5409207,4.926999,3.7977095,5.9253983,7.61518,7.8685827,6.7435617,3.8898346,5.828993,3.6050518,6.0766373,4.653704
t43,5.060255,1.3670208,7.055477,7.746965,7.2020245,5.289152,4.907216,3.3214579,4.51621,5.6687403,5.645902,7.936804,4.3533483,7.146544,5.482666,5.773435,6.127857
