,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,12.914179,5.422829,5.5315304,1.1422213,1.9202554,6.138603,7.2146745,5.3710704,2.8483582,5.8583374,3.856564,5.5652432,5.9867887,4.648423,5.2427135,4.8838644,6.307558,4.559852,6.691828
t2,12.970447,5.3815207,5.5656314,1.1530359,1.8286173,6.2272124,7.1481934,5.372146,2.8544488,5.8482685,3.774583,5.638354,5.9722204,4.5911894,5.1767426,4.956894,6.39021,4.482558,6.731873
t3,12.847201,5.4116993,5.5724425,1.1289086,1.944991,6.115412,7.218304,5.3462386,2.8470976,5.8516736,3.893014,5.586985,6.02921,4.6934834,5.2892256,4.879279,6.298731,4.5779824,6.6778483
t4,12.677688,5.439654,5.6080275,1.1065995,2.0548754,6.0097313,7.2574086,5.326158,2.8534758,5.836579,4.023041,5.540805,6.15052,4.828104,5.418602,4.8433175,6.2408447,4.6884804,6.618272
t5,13.130958,5.4475727,5.4134283,1.1741989,1.8351396,6.220132,7.143711,5.4628916,2.866802,5.861756,3.7275627,5.525127,5.818832,4.4536004,5.084672,4.9428825,6.373215,4.4615884,6.7877264
t6,13.107596,5.4345317,5.4344964,1.1849831,1.8159256,6.2366877,7.14598,5.432245,2.8636293,5.8746843,3.734362,5.5917296,5.847509,4.4807467,5.105178,4.9085913,6.3546886,4.456532,6.7368402
t7,13.210059,5.4350033,5.36169,1.2497865,1.7993207,6.3173532,7.153816,5.465292,2.8255458,5.8486543,3.6325805,5.562383,5.7431474,4.454802,5.007525,4.8828144,6.34164,4.4415355,6.726857
t8,13.011081,5.419226,5.4874806,1.1609129,1.8498238,6.2015686,7.146757,5.4043083,2.8757384,5.8748126,3.7977405,5.6261992,5.9244127,4.54315,5.1854706,4.919426,6.360495,4.4703655,6.7291584
t9,13.227733,5.4370914,5.3965235,1.1995279,1.7311931,6.3182287,7.091246,5.4332304,2.8685746,5.908205,3.6267033,5.63312,5.7583313,4.38357,4.9875393,4.8902407,6.377715,4.405066,6.713431
t10,12.259379,5.4486604,5.795963,0.9912109,2.2998095,5.7779994,7.3922,5.238125,2.8005998,5.7594447,4.3423243,5.399091,6.537777,5.1245217,5.7612214,4.8324704,6.1435575,4.9190297,6.523263
t11,12.238243,5.4042063,5.8800497,0.91796833,2.317605,5.803325,7.409257,5.23375,2.7687604,5.740205,4.3595796,5.4059925,6.6177516,5.1368823,5.771955,4.87761,6.188966,4.894847,6.5668445
t12,12.246867,5.4864516,5.723866,1.039605,2.3091106,5.745521,7.38338,5.2425632,2.8246372,5.771785,4.34656,5.3874164,6.492475,5.127444,5.7675714,4.7947636,6.100876,4.948992,6.485017
t13,12.696023,5.3597817,5.784093,1.049677,1.9667472,6.074375,7.2571664,5.282331,2.8363888,5.8404937,3.9800065,5.574971,6.2505484,4.8118134,5.4120235,4.9390535,6.325638,4.625803,6.692362
t14,13.17516,5.487319,5.444299,1.1471397,1.7544628,6.190525,7.0846395,5.494435,2.9212215,5.9134574,3.7436306,5.5524855,5.834318,4.364148,5.076005,4.989824,6.424138,4.4000683,6.841284
t15,13.269021,5.4694915,5.3760357,1.2184776,1.7487915,6.3187227,7.106891,5.481147,2.8622541,5.9071927,3.6221073,5.6009293,5.738287,4.39194,4.9668484,4.895392,6.370202,4.4076786,6.7371936
t16,13.207469,5.431427,5.3808775,1.2100848,1.7053618,6.2993526,7.063673,5.444749,2.8997552,5.894093,3.6791565,5.669565,5.788711,4.363189,5.0371537,4.941281,6.417857,4.394287,6.742868
t17,1.3986926,8.593929,6.569791,3.2060986,3.3449836,4.5342894,5.703108,6.723184,5.2621274,5.180813,5.184926,7.391101,7.135645,7.4879065,6.596236,3.8453724,4.6237397,4.369122,6.702463
t18,12.424069,5.370489,5.91514,0.9183905,2.178038,5.953677,7.3045163,5.277025,2.846815,5.8328547,4.2049417,5.5403137,6.50897,5.0033793,5.5947533,4.8724775,6.251515,4.761572,6.6638556
t19,14.6243105,6.875989,-0.67370856,0.48697612,1.9754516,5.9273043,7.787556,2.87947,3.7992609,6.974443,6.118425,4.235038,6.1052623,5.564563,7.570448,2.0171201,2.124442,6.686052,5.333858
t20,12.391446,5.3799043,5.9179077,0.887595,2.2091572,5.914508,7.320321,5.2779427,2.8474386,5.8247676,4.2623615,5.5235257,6.536997,5.053678,5.6285014,4.844204,6.2416835,4.7987146,6.6616426
t21,12.23873,5.3741956,5.9487376,0.82439464,2.3440123,5.8348017,7.3995566,5.2661943,2.7698405,5.742913,4.3832893,5.4360447,6.67422,5.1535,5.752389,4.881036,6.2123923,4.873741,6.631827
t22,12.256282,5.317878,6.073798,0.844528,2.2376866,5.88796,7.433546,5.1890283,2.7084625,5.7088494,4.3283634,5.431933,6.70683,5.1233587,5.778897,4.9849286,6.272723,4.8233852,6.642878
t23,12.335218,5.423416,5.837852,0.9159825,2.2933776,5.871198,7.3047047,5.3058844,2.8769047,5.842998,4.2809362,5.5116887,6.512498,5.060934,5.6447678,4.799927,6.172692,4.850767,6.614536
t24,12.284412,5.3592534,5.9773793,0.89825356,2.2626007,5.873494,7.3943825,5.2303057,2.7564447,5.7451324,4.3016195,5.447655,6.6245003,5.0937886,5.7353115,4.932416,6.2370086,4.8431196,6.613749
t25,1.4325666,8.548271,6.5877566,3.2048008,3.3745968,4.559471,5.7264223,6.697248,5.2969794,5.17887,5.2222548,7.408944,7.0979195,7.4600368,6.626461,3.872377,4.624065,4.388743,6.7306004
t26,1.1273203,9.135765,6.5622697,3.2653294,3.073869,4.365643,5.589991,6.871807,4.95612,5.1375737,4.8328843,7.3271475,7.4786897,7.640235,6.336425,3.7806923,4.502366,4.206334,6.5261908
t27,12.444822,5.338345,5.9702706,0.8106165,2.208105,5.9441767,7.3474636,5.296328,2.8045628,5.7793694,4.3111835,5.528516,6.5768356,5.1033607,5.601854,4.861723,6.3053017,4.7542286,6.726745
t28,12.449203,5.373466,5.88651,0.88977593,2.2197556,5.933946,7.323813,5.3103123,2.825174,5.7975864,4.2544403,5.522628,6.4800544,5.051514,5.584223,4.853502,6.2619357,4.7804117,6.6783676
t29,12.428084,5.2389455,6.248535,0.7672124,1.9824421,6.055043,7.302276,5.1830435,2.863501,5.8867517,4.2087235,5.6194825,6.775102,4.9711556,5.6236043,4.9621816,6.393809,4.6344843,6.814433
t30,12.354171,5.2959847,6.1323075,0.81730014,2.127131,5.961033,7.3564224,5.19944,2.8043118,5.80806,4.2783556,5.5306983,6.7117014,5.056682,5.6867585,4.939021,6.31938,4.7428737,6.72294
t31,12.395802,5.246692,6.207382,0.8387744,1.9998082,6.0130897,7.3352666,5.131264,2.8019805,5.8346896,4.2133365,5.5695295,6.727171,4.9725957,5.6580224,4.997398,6.370482,4.657654,6.7798796
t32,14.630547,6.888292,-0.62686235,0.53145736,2.0074365,5.933317,7.759277,2.9046972,3.7906382,6.97818,6.123723,4.265671,6.0619555,5.552149,7.5522246,2.0675178,2.1930377,6.7038755,5.2937846
t33,12.237968,5.5343304,5.6333084,1.0752707,2.3233337,5.7120757,7.3596525,5.249674,2.8762033,5.810462,4.361298,5.387697,6.4485493,5.1345367,5.774251,4.7250237,6.0343995,4.991658,6.448244
t34,1.3327128,8.648611,6.5571322,3.2133799,3.289896,4.4779725,5.706178,6.7519045,5.2043257,5.1723423,5.122108,7.335339,7.200744,7.486214,6.533024,3.8529577,4.615528,4.307467,6.6447415
t35,1.4089807,8.549448,6.4740677,3.0985458,3.3894873,4.5679893,5.7261095,6.7763224,5.270767,5.2884717,5.186177,7.4223166,7.1375813,7.594337,6.6072497,3.821218,4.6717286,4.324416,6.7381682
t36,1.6563514,8.4922495,6.6795793,3.2200618,3.3865016,4.637964,5.8332515,6.6747413,5.37056,5.168594,5.3878293,7.456042,6.8897414,7.4306555,6.8027487,4.020582,4.7111607,4.566301,6.6859765
t37,12.706136,5.340983,5.8101993,1.030021,1.9518609,6.0923843,7.258081,5.279043,2.829812,5.8435373,3.9699774,5.584317,6.2639203,4.7977495,5.4001694,4.9467463,6.3405237,4.6069274,6.714534
t38,12.667581,5.3321548,5.8423944,1.0006902,1.9879335,6.086803,7.260015,5.2970943,2.8361006,5.8436456,4.0199833,5.5866303,6.31337,4.8245034,5.4262033,4.950633,6.3551044,4.605009,6.728262
t39,1.0910999,9.044858,6.4857817,3.2774932,3.0872958,4.3987007,5.579011,6.8263326,5.0418944,5.1020393,4.8620973,7.387027,7.468264,7.5871544,6.359245,3.7278671,4.5678077,4.152087,6.4664583
t40,12.416721,5.19177,6.37078,0.7446534,1.9221004,6.0727696,7.319543,5.126019,2.836454,5.875322,4.207565,5.634286,6.8460574,4.96003,5.647743,5.0222435,6.4257164,4.6146784,6.8401036
t41,1.0325567,9.139415,6.445206,3.2959437,3.067124,4.3681545,5.5470343,6.82085,5.0470524,5.087794,4.829023,7.3710537,7.5090866,7.5619636,6.3230324,3.6942875,4.568956,4.0901775,6.446689
t42,0.17766505,4.3653607,5.9243646,1.8045154,3.907949,4.2210503,6.3391547,6.9270687,6.4994392,6.270117,5.812509,5.8554015,7.1130123,6.9810386,6.6361856,3.0611434,5.2827053,4.381298,7.7800574
t43,12.444041,5.198938,6.363788,0.73913616,1.8955132,6.105463,7.2821717,5.138715,2.8724127,5.910072,4.1882415,5.6687145,6.820855,4.936881,5.6272287,5.006029,6.43348,4.5878067,6.8526216
t44,12.450402,5.159632,6.3016033,0.7136894,1.9668115,6.087909,7.3236003,5.1730285,2.8068578,5.848456,4.1839147,5.6379814,6.8361716,4.9407454,5.604285,5.047453,6.4513555,4.6022296,6.8682804
t45,0.19792643,4.235658,5.93569,1.7803718,3.864852,4.284046,6.4227366,6.9503055,6.5608816,6.2798367,5.868294,5.806378,7.0853276,6.951356,6.60539,3.013654,5.2924323,4.440189,7.842252
t46,1.1055319,9.185935,6.4677296,3.2829008,3.141968,4.335475,5.560641,6.8023725,5.087744,5.119053,4.880567,7.305828,7.4520435,7.5060263,6.3455405,3.7147663,4.5481176,4.101853,6.5614386
t47,0.6581665,10.840138,6.2153234,3.9506207,2.2384508,3.5777726,4.963127,6.735385,4.844911,4.628552,3.9342136,7.7564306,8.388323,7.5576916,6.1011267,3.200456,4.312065,3.9764507,6.2566314
t48,0.8843397,9.58966,6.4466615,3.3495464,2.83753,4.2376623,5.464788,6.917766,4.8238363,5.074667,4.5735736,7.399222,7.7784076,7.686615,6.1880956,3.6654172,4.4888005,4.0726967,6.344608
t49,1.4997354,8.534667,6.644166,3.2576542,3.391742,4.5925126,5.731718,6.654112,5.3140574,5.1302414,5.2730193,7.438974,7.0273237,7.41387,6.6763544,3.9189048,4.6253595,4.456739,6.7249494
