,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,0.4326262,-0.7370001,0.07225043,0.08844932,-0.9283147,-0.12588577,-0.062355567,-0.16912077,4.433734,13.086102,-0.035508446,12.898147,-0.010803797,-0.052484363,-1.4112278,4.506572,0.026421953,0.48669982,-0.20853694
t2,0.6836534,-0.711131,0.07241217,0.0814199,-0.790122,-0.1655137,-0.066808365,-0.13879736,4.163445,12.605562,-0.041856598,13.6130705,-0.004860119,-0.053067807,-1.4686908,3.5667412,0.0244727,0.6080773,-0.23728317
t3,0.0041320776,-0.7864349,0.12182775,0.11118014,-1.4070699,0.41613936,-0.047830794,-0.24618036,5.235869,15.061497,-0.0039790496,10.402309,-0.0025447384,-0.025930805,-1.2743336,6.9474497,0.028040605,-0.07277831,-0.118772246
t4,0.023201527,-0.7516495,0.19447303,0.1465923,-2.0720992,2.654553,-0.03675037,-0.28802633,6.8214555,17.402761,1.8427088,7.168908,0.4661743,-0.0037333283,-1.0999041,10.338096,0.021151442,-0.23435432,-0.011137289
t5,1.7303042,-0.6326706,0.08881038,0.066276945,-0.28256604,-0.3345758,-0.10390075,-0.04313757,3.635824,10.748415,-0.07490472,17.78304,0.6761042,-0.12388207,-1.8720173,-0.08566609,0.006432661,-0.071152106,-0.44379878
t6,1.2288284,-0.762508,0.1207404,0.07165076,-0.47500315,-0.24620259,-0.08278889,-0.10865382,3.9073138,11.963704,-0.06379111,16.560488,0.08229553,-0.08553148,-1.7624779,1.7942127,0.022377953,-0.11458395,-0.3175569
t7,2.0358505,-0.60769844,0.6785034,0.0635531,-0.027728647,-0.30609223,-0.1092008,-0.021479703,2.6426115,9.740803,-0.08482007,18.157093,0.8540443,-0.1286019,-1.7455218,-0.26325515,0.011717575,-0.056801014,-0.45768896
t8,1.1217885,-0.75449723,0.09834869,0.074531846,-0.46159628,-0.19921331,-0.07767707,-0.11454903,3.782692,11.404365,-0.06028948,15.813866,-0.003406523,-0.07335344,-1.6259749,2.0696084,0.019370351,-0.07677346,-0.2952913
t9,2.3913617,-0.6330568,0.5613834,0.064065285,-0.08949469,-0.378673,-0.1245557,-0.030323062,3.2939672,10.770729,-0.09218191,19.834997,0.6699274,-0.1432935,-1.9587286,-0.27240455,0.0039155246,-0.08690175,-0.5031814
t10,0.038605683,-0.6587062,0.047647826,0.18162625,-2.6109571,7.305432,-0.0061222585,-0.1798142,6.058264,19.566093,3.851767,-0.03611528,4.199406,3.056301,-0.27319688,13.453454,0.014591666,-0.14015415,3.3366387
t11,0.03310768,-0.7336731,1.1084837,0.20447855,-2.8184006,7.909862,-0.0060367268,-0.14723676,5.1596885,23.36062,3.9767606,-0.034221526,5.8738103,5.038082,-0.16361903,14.90066,0.04670695,-0.048906803,2.9629993
t12,0.053760167,-0.48713088,0.3085293,0.1884472,-2.5096526,8.844546,0.1442322,-0.17337619,7.2640243,15.772425,5.4387407,-0.0799851,2.8729692,1.7915702,-0.16086854,12.405987,0.39963335,-0.03968412,5.3698697
t13,0.0024368104,-0.44136328,0.19827941,0.06433605,-1.0005376,0.40632513,-0.0312601,-0.013503672,2.6208696,9.26894,-0.02143868,4.1749835,2.2620206,0.329312,-0.6397635,3.571201,0.024697768,1.8905183,-0.05435241
t14,1.764218,-0.72987837,0.027200857,0.06569026,-0.27302322,-0.33523202,-0.10952621,-0.060099628,3.8835819,11.474251,-0.08376238,18.95772,0.4944033,-0.12566309,-1.9439974,-0.03306197,0.018810486,-0.14015093,-0.42669192
t15,4.0640097,-0.6618999,1.6466153,0.0759778,0.97525847,-0.41398582,-0.1557624,0.08200528,2.7223315,11.441804,-0.13552111,22.807377,0.9250765,-0.15778686,-2.0098143,-0.51436037,1.1978506,0.8715618,-0.57858366
t16,3.3924515,-0.68269473,1.2598376,0.06901969,0.7006671,-0.3956781,-0.14706641,0.008413878,2.9955897,11.028256,-0.120819464,22.0595,0.8380644,-0.15638694,-2.0008478,-0.48349774,0.7018357,0.28364682,-0.5662591
t17,0.08996054,2.6580112,0.9129703,0.122367196,-0.6251751,10.467672,1.4221917,1.0126398,-0.005746896,1.516536,8.760445,-0.17663056,2.294835,2.5082977,0.357209,1.2888552,2.292367,-0.4355267,8.251427
t18,0.4518986,-0.61922324,3.8099718,0.14813077,-2.104915,3.4484994,-0.032648705,0.30225965,0.52342165,24.068977,0.27798632,3.5416653,7.428066,5.822591,-0.37190893,11.7104225,0.087115385,1.9765198,-0.051627953
t19,3.2322724,-0.50951713,0.2753911,0.09761227,-1.1465913,-0.14743525,-0.11006179,0.795441,8.832264,7.1785583,-0.17191064,11.186988,-0.062477916,-0.23642477,-1.0532625,-0.11535619,9.110853,8.601427,-0.13624537
t20,0.34657952,-0.65049464,3.970536,0.15256916,-2.2014902,3.4087057,-0.03481582,0.17230266,0.50774163,24.607258,0.38365665,3.2687645,8.009347,5.9318767,-0.39499316,12.01085,0.08956642,1.990907,-0.06114825
t21,0.0119202,-0.7513924,3.3693137,0.19612992,-2.7680736,5.9995556,-0.020811107,-0.035231397,2.9285245,26.989834,2.0018322,0.5668562,8.013711,6.6167946,-0.16653116,15.487436,0.07664436,0.86092323,0.96025276
t22,0.30929205,-0.7207705,4.925382,0.19888705,-2.692409,5.782733,-0.024409156,1.1124643,0.65965724,30.305096,0.87122923,2.1861408,9.468521,7.668631,-0.14903408,15.442529,0.10065474,2.1764584,0.44878957
t23,0.17928815,-0.6711676,3.936184,0.16524282,-2.359367,4.0813146,-0.028207436,0.13450138,1.1642476,25.479118,0.8823057,2.382234,7.912938,6.3450794,-0.3103171,13.2435,0.08650929,1.6762898,-0.018111853
t24,0.010610865,-0.7456486,3.4298959,0.19353461,-2.7398324,5.8199472,-0.021513635,-0.030389357,2.8143365,26.88967,1.8836617,0.7235683,7.996619,6.595807,-0.17568445,15.353951,0.07748491,0.9048186,0.84496975
t25,0.109925106,3.7680132,1.0316585,0.17072174,-1.1425531,12.907153,0.99145067,0.31215182,1.0330759,3.178853,10.595419,-0.21532913,2.0997303,2.057646,0.16215026,2.6712296,2.1178548,-0.3447676,9.2936535
t26,0.083987154,1.6649429,0.82919,0.11125181,-1.0191472,12.558158,1.0538192,-0.10984041,0.0637068,0.47906747,7.238686,-0.1732795,5.8014765,1.1370362,0.4567629,0.81817496,3.0814595,-0.6327407,6.15186
t27,0.21124145,-0.64105964,4.015833,0.15561207,-2.2031274,3.523429,-0.032137148,0.08344398,0.5436921,24.537132,0.4588353,3.1180956,7.841042,6.0202928,-0.37280583,12.249933,0.09123691,1.9313346,-0.05636224
t28,0.35470766,-0.6186948,4.0012712,0.15103123,-2.1542187,3.300205,-0.035295825,0.15708488,0.29266724,24.365425,0.29694542,3.4420578,7.8708525,5.869977,-0.40934613,11.813539,0.093234755,2.016723,-0.07374029
t29,1.808954,-0.474367,4.937293,0.13781463,-1.8728507,3.065886,-0.045240603,2.0731862,-0.13421416,27.060547,-0.018084696,5.734779,10.425326,6.9627895,-0.5074314,9.37874,0.11574126,3.9262607,-0.11445539
t30,0.93721706,-0.6169409,5.134928,0.16830842,-2.271149,4.1961927,-0.03593608,1.4932476,-0.04681346,28.478441,-0.0019183675,4.234023,9.679799,7.1081176,-0.32668135,12.636916,0.10675395,3.1906495,-0.057105046
t31,1.9386683,-0.4738814,4.8097577,0.1290908,-1.7545108,2.6400442,-0.045623846,1.9673848,-0.13396063,26.507532,-0.016601995,6.1260443,10.242359,6.7770057,-0.54092276,8.902801,0.112556435,3.808098,-0.121245794
t32,0.8718033,-0.6325273,0.664883,0.11742439,-1.903031,0.31177232,-0.075864516,-0.0055385195,9.9972,8.456701,-0.09124929,7.8347664,-0.09295606,-0.20725721,-0.9573648,1.5320038,7.8836393,8.794229,0.3240907
t33,0.037413143,-0.7105896,1.1597161,0.21294646,-3.1471221,7.3250785,-0.041562565,-0.026795458,12.590827,14.424871,4.250915,0.081138216,-0.06104524,-0.11882597,-0.6911054,9.651252,6.8344774,5.7565193,6.402849
t34,0.123641916,5.139879,1.1294056,0.19142134,-1.2581087,14.392842,0.93327713,0.28954342,1.065199,3.0723078,11.99678,-0.24214439,1.8375603,2.2889004,-0.025483517,2.8936923,1.9798923,-0.4443232,10.095357
t35,0.116068944,5.1442037,1.0931321,0.17701606,-1.1362418,13.351142,0.8906276,0.51733315,0.72555053,2.591024,11.361553,-0.22796647,1.8202122,2.067137,-0.038985375,2.3152342,2.0281157,-0.42337272,9.555977
t36,0.07191134,7.0925274,0.63177365,0.08294422,-0.39028436,6.975867,0.0120767765,0.43896672,-0.029331168,-0.27120173,5.6390986,-0.12199843,0.4379786,-0.0067433496,-0.35528782,-0.32220155,1.8874109,-0.13768122,3.9524574
t37,0.52005726,-0.59466016,1.276197,0.074381016,-0.822022,0.08183482,-0.051692184,-0.09571324,1.4959311,11.608439,-0.045847323,5.786964,3.4446006,1.5742865,-0.6874743,3.4868243,0.048855323,1.8934147,-0.11464826
t38,0.8153231,-0.5694417,1.2083485,0.066751756,-0.66629684,-0.045146253,-0.05793803,-0.07543456,1.2453456,10.946121,-0.052478176,6.1961703,3.7308595,1.3268305,-0.74993134,2.4973986,0.045769513,2.249682,-0.13948922
t39,0.11226403,1.2015747,1.0540369,0.16713478,-1.3687677,16.021223,1.6895524,-0.11633498,0.7861168,2.5349271,10.393587,-0.23461598,6.8559446,2.336951,1.5955523,2.8759558,3.4109888,-0.8193466,8.868097
