,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
t1,-3.7824783,7.5638194,3.6473205,6.4209228,3.3092625,5.6781726,5.4518137,8.291829,5.890996,8.532757,7.001695,7.800337,1.9516265,4.6890893,4.425042,2.006832,6.384673,5.666176,7.180442,5.2968826,5.40879,6.72314,5.7937603,3.3631742,6.9315586,3.01694,5.707588
t4,-3.8948872,7.5958166,3.7442052,6.4431386,3.2852533,5.5790415,5.250053,8.210355,5.878028,8.541398,6.8175583,7.7880983,1.9809577,4.6543746,4.2761836,2.1497679,6.342399,5.6455317,7.1576586,5.176252,5.0554857,6.734469,5.8605227,3.377138,7.0049505,3.117168,5.383522
t17,9.401102,2.281104,3.9673135,1.1604308,3.8648918,7.440525,5.18868,6.6924295,8.661522,7.2942567,5.0358663,7.44786,4.8846817,3.3136997,6.564259,4.4741793,5.043871,6.4690733,7.649889,4.0496726,4.617338,3.8735926,5.4050207,3.906163,6.7103076,3.9047408,7.405091
t36,9.443409,2.2362063,4.0341377,1.0611157,3.9472377,7.4731746,5.1856203,6.613172,8.680211,7.234134,5.022924,7.491542,4.9442663,3.2586124,6.620716,4.516998,5.052951,6.4674997,7.6382523,4.123683,4.5765224,3.759457,5.4168086,3.9412303,6.71128,3.9570136,7.4390903
t42,9.447899,2.2213547,4.0897255,0.9917259,3.9943845,7.4874377,5.171672,6.6144533,8.698843,7.208644,5.044473,7.505121,4.959731,3.268347,6.6171255,4.5146446,5.0330048,6.476531,7.6450095,4.1621222,4.5946746,3.731785,5.426489,3.91736,6.7011833,3.988049,7.4528055
t43,9.439694,2.2599497,4.058834,1.0265543,3.9768972,7.4723115,5.1615753,6.623718,8.751773,7.199006,5.031262,7.5326066,4.995513,3.2357888,6.6075225,4.5396504,5.074125,6.495026,7.613265,4.1535788,4.5975723,3.742028,5.4437165,3.9289658,6.713437,3.9886787,7.431452
t53,9.439627,2.2047772,4.1484537,0.9062688,4.022638,7.4941382,5.1647,6.6281443,8.728166,7.1997104,5.051718,7.50874,4.9728484,3.2744286,6.6131244,4.5238233,5.040091,6.5035386,7.637295,4.172178,4.603865,3.704509,5.449439,3.9039192,6.703394,3.9959557,7.4497824
t209,10.047818,1.1530831,5.215388,-0.29476058,5.1647468,7.9622483,5.528072,6.063345,8.732028,6.297429,3.8852694,7.689063,5.725486,2.5785577,7.4908295,5.790141,4.801821,7.4796953,8.021847,5.1575255,4.1167636,2.4792,6.606526,4.374567,7.1484404,5.0199146,8.303822
t210,10.0608425,1.177035,5.2110305,-0.28427583,5.1443553,7.9563956,5.4683037,6.0670004,8.7198105,6.3189673,3.8991349,7.711803,5.737936,2.5996916,7.49959,5.768976,4.845518,7.4419875,8.02807,5.125289,4.162421,2.5096507,6.6246557,4.3786716,7.10947,4.990585,8.286716
t116,9.456091,1.8147273,4.5899816,0.38930497,4.23365,7.6079283,5.214558,6.496547,8.724865,7.0619917,4.933963,7.550911,5.0830183,3.1832058,6.881226,4.7148404,5.1031,6.747266,7.713223,4.2996492,4.502745,3.4635036,5.7087774,4.0327163,6.671547,4.1091084,7.5109844
