,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
t1,6.0477376,0.6694815,-0.09233451,8.664435,-0.23806415,4.7325544,2.899542,1.1867058,0.012386612,1.1878247,0.018544892,-0.35737863,0.1955369,-0.06806549,9.422315,16.933834,5.4255805,-0.34735063,-0.27638152,13.076791,4.5740447,-0.004899768,2.5209858,-1.1977243,0.73392177,-0.22462092,0.07946006
t4,8.035976,0.22160265,0.16776133,14.681735,-0.050759412,-0.4723997,0.0007632552,0.32859528,0.06580343,-0.054920096,1.7444541,0.8844445,0.017551964,1.4502532,7.048794,5.6247163,7.512186,-0.48666617,-0.1786075,2.6357992,-0.35021904,-0.0040384675,6.5798798,-1.85337,0.58931607,0.9979093,0.0373699
t17,1.7072443,0.2341106,0.018208724,3.974406,-0.05667143,-0.4205341,0.0461388,2.451482,0.284382,3.6737926,4.7848573,6.0969267,0.008836989,-0.050107956,-0.06252226,0.08035334,3.2161703,-0.027648818,7.3519917,-0.24541788,-0.33007878,-0.0012422546,2.5132594,1.0679941,0.61800057,8.089834,0.035248842
t36,0.019063609,0.36530867,1.5099593,1.2068795,-0.04395003,-0.7712479,0.017166918,4.8162436,0.4211735,6.2121797,5.987288,7.4144263,0.0018516714,-0.121630915,-0.13447319,-0.029375363,2.8056986,3.919016,12.416125,-0.39911768,-0.31545967,-0.0008031166,-0.039921496,5.3038135,0.8286014,13.009206,0.059426695
t42,0.02608068,0.34582722,2.3915899,0.4395063,-0.024387665,-0.72456,0.023378886,5.010297,0.3930238,5.822212,5.3659663,6.818818,0.006336363,-0.1198053,-0.12907067,-0.03131988,2.1077573,4.590154,11.546198,-0.37791413,-0.29131016,-0.000822889,-0.07269285,5.284064,0.7569928,12.656424,0.055952188
t43,0.027342401,0.3308376,2.404921,0.216696,-0.021517176,-0.6905583,0.022790177,4.847071,0.3754456,5.592386,5.072288,6.4377356,0.005916262,-0.11695226,-0.12384489,-0.031134868,1.9350289,4.578022,11.036617,-0.36213472,-0.2707435,-0.00079493603,-0.08033126,5.1773953,0.7194095,12.152287,0.05305485
t53,0.03344759,0.3178642,3.262447,0.0033101097,-0.0033092017,-0.66304433,0.030569544,5.148192,0.35861808,5.289707,4.7004395,5.9843025,0.009534924,-0.116360195,-0.124016546,-0.03320854,1.2540871,5.2760577,10.421073,-0.34811032,-0.25372007,-0.00073271507,-0.10964955,5.3491282,0.6665063,12.019654,0.052412048
t209,0.026721548,0.08756137,4.366119,0.016593454,1.3307388,-0.13156596,0.018942153,2.2099345,0.061653595,0.5115502,0.0033040321,-0.010883753,0.015283974,-0.032094404,-0.022152836,-0.027215915,-0.068658926,3.9591234,0.9535905,-0.09014414,-0.05809896,-0.00034103115,-0.16266784,2.5627558,0.09630808,3.2372787,0.01210339
t210,0.024655705,0.09258576,4.3649197,0.017297247,1.2628368,-0.08500595,0.024490269,2.139085,0.056957874,0.3903733,0.0060206563,-0.015940538,0.015441166,-0.027865447,-0.021064242,-0.02338853,-0.06460065,3.8693018,0.58587795,-0.08530535,-0.05612449,-0.00035849476,-0.15386349,2.5190783,0.09170537,2.9244123,0.010963899
t116,0.045817357,0.16141321,3.7320762,0.017396778,1.0744252,-0.31594512,0.015677607,3.670207,0.17818725,2.8132284,1.6948878,1.8556674,0.012359609,-0.085466206,-0.07490575,-0.03198055,-0.04321272,5.1029754,5.1255565,-0.18387431,-0.061636344,-0.00030351424,-0.19757701,4.325912,0.2553582,6.59951,0.025005966
t68,0.045511894,0.1961528,3.5142856,0.016216068,0.89994085,-0.39617738,0.022478916,3.99036,0.21830142,3.361895,2.280835,2.7414284,0.009848052,-0.09359402,-0.09092669,-0.032858007,-0.031370096,5.367804,6.321843,-0.21696904,-0.06616987,-0.00023781072,-0.18524538,4.8621125,0.3410933,7.6749864,0.031432923
t69,0.039236236,0.26443824,3.4406605,0.009278279,0.38965875,-0.5509284,0.02747755,4.705822,0.29765132,4.4417653,3.64896,4.5649185,0.010875458,-0.106239535,-0.109302625,-0.03424713,0.43647847,5.3837824,8.589601,-0.28996438,-0.17352305,-0.0005184895,-0.14649975,5.1434155,0.5234839,10.137495,0.043335374
