,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
t1,11.033657,0.047438383,4.7770557,6.344708,6.690855,7.4186234,6.7024994,6.3985996,4.147837,4.329143,6.3559127,5.6068687,4.0369997,6.4771376,4.8777194,4.754446,7.1056895,5.5185323,6.279615,7.015255,4.550262,4.624865,4.7798123,4.0527544,3.5609403
t7,11.037404,0.018301759,4.602372,6.3173223,6.6916914,7.531715,6.4554315,6.546053,4.194033,4.1569815,6.5077844,5.6156287,3.780081,6.673151,4.6347995,4.669178,7.0223117,5.554396,6.125153,6.9694405,4.554933,4.388364,4.8476086,3.9409857,3.3089678
t12,11.024013,-0.0064981794,4.7285857,6.368479,6.7097163,7.5971804,6.4706745,6.433323,4.141947,4.2619247,6.470602,5.643612,3.9015284,6.618433,4.74933,4.737726,7.0494595,5.553761,6.252237,7.020777,4.5173535,4.4240494,4.8119326,4.0146585,3.4519496
t13,11.07887,-0.04833717,4.7794905,6.4513702,6.731611,7.679014,6.4055724,6.4507284,4.153069,4.309951,6.4269037,5.605221,3.945699,6.6184397,4.8138347,4.7283,7.084609,5.620539,6.297287,7.058934,4.499179,4.4775867,4.771855,3.9757166,3.5204058
t57,11.270132,-0.5245761,5.505765,6.6888175,6.843603,8.41943,6.020007,6.242625,4.064705,4.6120048,6.2100043,5.598323,4.530896,6.4927073,5.2135158,4.994755,7.53835,6.0940704,7.0121355,7.534536,3.9749212,4.689371,4.3201523,3.9619865,4.304098
t92,11.24813,-0.5621648,5.498299,6.723175,6.870697,8.443738,5.940564,6.2432404,4.03122,4.616483,6.1599536,5.608837,4.533744,6.535433,5.2057977,4.9065,7.5611916,6.1171494,6.969566,7.523597,3.9407814,4.6800656,4.3422303,4.00039,4.281314
t93,11.265886,-0.5977588,5.616873,6.699968,6.7787914,8.528733,5.9185553,6.169871,4.050479,4.6883097,6.145185,5.598661,4.62589,6.47109,5.3356476,4.922608,7.6521835,6.2166443,7.0990667,7.5992785,3.8423429,4.749504,4.2783275,4.0556273,4.4123344
t28,11.061361,-0.077398546,4.82935,6.4173846,6.725688,7.701673,6.4203153,6.4116764,4.1345882,4.3146195,6.419904,5.630556,3.9950192,6.5963006,4.818048,4.769875,7.1244082,5.635604,6.3468328,7.087617,4.4499345,4.482164,4.7420135,4.0015993,3.5654554
t140,11.303621,-0.5927986,5.5941796,6.7685523,6.82321,8.470735,5.9331694,6.230434,4.0539765,4.6312103,6.1787505,5.581373,4.588881,6.544424,5.2716284,4.9376884,7.623843,6.1837597,7.075528,7.575863,3.885027,4.6831646,4.2720666,4.0120564,4.3678775
t141,11.278371,-0.58708155,5.595731,6.7378535,6.8052897,8.487177,5.926741,6.2078323,4.0522447,4.64994,6.1595488,5.590746,4.5997677,6.5132437,5.2942624,4.9286814,7.6269865,6.189026,7.075397,7.5781264,3.8740363,4.711422,4.28497,4.02629,4.378204
t91,11.323301,-0.62705886,5.660653,6.757684,6.785831,8.491586,5.913391,6.1921096,4.0062013,4.676906,6.2021637,5.620741,4.656701,6.5277863,5.3431854,4.9164653,7.6754503,6.2401347,7.1392775,7.614455,3.8259392,4.679998,4.2320843,4.0716205,4.436611
t53,11.21754,-0.54927945,5.5639825,6.6643414,6.7506003,8.501753,5.956987,6.172301,4.0934033,4.6672897,6.121337,5.5852766,4.5737305,6.4398184,5.3328757,4.9458947,7.6156096,6.1771708,7.050441,7.5723863,3.8762794,4.781061,4.33042,4.0251355,4.3727665
t54,11.258652,-0.5216689,5.413162,6.736308,6.8368654,8.387596,5.968425,6.2610717,4.0870986,4.58716,6.16387,5.5631633,4.483183,6.556513,5.1418066,4.9075994,7.5366735,6.0825434,6.884612,7.498758,3.980278,4.679455,4.3736405,3.9997356,4.196432
t51,11.261008,-0.57619697,5.4914412,6.762929,6.832948,8.456584,5.906172,6.23817,4.0664997,4.6174235,6.130279,5.569145,4.539616,6.560707,5.208992,4.8837028,7.596863,6.149631,6.9510417,7.536361,3.907711,4.6977196,4.342778,4.0241323,4.270106
t21,11.034986,-0.041500308,4.6518,6.3827553,6.684732,7.586616,6.4277453,6.532623,4.188112,4.2242203,6.492429,5.627242,3.8460224,6.6457014,4.7383685,4.665745,7.021302,5.6077127,6.1917663,7.019944,4.5660596,4.419126,4.847927,3.9313557,3.383202
t22,11.039306,-0.013074846,4.699885,6.3737774,6.7082067,7.618507,6.405639,6.473853,4.151855,4.219437,6.4823103,5.628379,3.8617857,6.654579,4.689136,4.7169585,7.0429177,5.572849,6.216267,7.018797,4.527753,4.392257,4.808618,3.9790027,3.4128356
t20,11.083054,0.06840313,4.693139,6.4834995,6.744679,7.6074867,6.3348145,6.410364,4.1456184,4.2381835,6.4434023,5.588151,3.8637936,6.7007504,4.7071714,4.709409,7.0027943,5.5312886,6.2062435,7.00847,4.6066904,4.4118404,4.799249,3.9949949,3.4527547
