,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
t1,0.17317368,-0.0066000265,7.057272,0.5084199,-0.044404577,-0.14310221,-0.52446663,4.9251146,-0.015365606,3.862978,0.48621285,1.1223274,0.30138627,-0.43192077,6.5515356,0.15794773,7.1138153,-0.59923244,1.8121718,-0.75399816,-0.25367045,-0.22144909,3.044622,1.9513177,4.53184
t7,4.9037747,-0.23469529,9.118877,0.19678487,0.2800771,-0.024067072,-0.47069684,5.322531,-0.012147378,3.1357756,0.7215964,-0.055450246,1.3941779,-0.74036646,13.877272,1.5037028,9.662431,-0.652609,4.777297,-0.3138538,-0.34503525,-0.20644447,4.7124624,3.7954638,4.546354
t12,3.15828,-0.0847601,6.507928,-0.027688695,1.1303879,0.044761874,-0.40921584,4.8736105,1.4879868,2.8829296,0.67460066,-0.06447842,2.5666854,-0.3798769,11.1587105,-0.0064282035,8.295657,-0.41132158,2.816034,-0.2974175,-0.3249316,-0.14532444,3.1590266,1.6713322,3.367185
t13,2.23718,-0.070660345,5.681669,-0.01303325,1.1463283,-0.011825094,-0.41916043,4.543147,2.097253,2.5401747,0.6164273,-0.050170317,2.840701,-0.27730027,9.556925,-0.040804677,7.4466047,-0.34242696,1.8804725,-0.2869093,-0.31027856,-0.112368524,2.4702241,1.0493085,3.0280323
t57,-0.26568294,0.66626924,-0.13597384,-0.09551867,2.6911173,1.5966393,-0.7785416,1.6207083,7.1927705,4.2786417,0.28592354,3.7609625,11.892161,3.815825,3.4985766,-0.64044523,1.3951833,3.9402802,-0.16999945,-0.17486759,-0.412248,2.2174358,0.023435732,-0.0025007268,1.8285532
t92,-0.2366081,0.60399246,-0.1026737,-0.09262088,2.5283716,1.3486161,-0.75430316,1.6974605,7.115756,4.0239906,0.32327121,3.2809062,11.594305,3.6983075,3.6502614,-0.597898,1.7251841,3.7146814,-0.16251497,-0.19132048,-0.40245664,2.1024973,0.021557849,-0.0023918971,1.7842443
t93,-0.51149905,1.2699268,-0.4062808,-0.08045339,4.9060736,4.070233,-1.1095575,0.79913616,8.533143,6.8997216,1.7540975,7.5413394,14.767422,4.88029,3.2333188,-1.0276539,-0.31690896,7.057743,-0.20863353,-0.016793692,-0.5275579,4.5793204,0.04044581,-0.003009866,2.5854778
t28,0.84730583,-0.010447682,4.3854094,-0.05946381,2.1317306,-0.010500001,-0.44559208,5.1159925,5.1205664,4.0060034,0.71030885,0.4417957,6.5247216,-0.017129065,9.511711,-0.20546354,8.307857,0.7265334,-0.006797378,-0.2646284,-0.32246906,-0.07081183,1.1993463,-0.0010531599,2.265849
t140,-0.41341168,1.1835972,-0.26562476,-0.089029625,4.331281,2.6596162,-1.0677058,1.5655745,9.839853,6.818604,0.14629638,6.2744303,15.860366,4.662029,3.9331896,-0.834682,0.8253976,6.383386,-0.19465916,-0.11455831,-0.5053249,3.1620617,0.02917035,-0.0028583643,2.3742678
t141,-0.5147301,1.4954623,-0.3849886,-0.08502138,5.2217245,3.656094,-1.2257159,1.3297783,10.329026,7.8777156,0.4441645,7.9641123,17.25389,5.285052,3.934581,-0.99688715,-0.082304835,7.70714,-0.22481607,-0.03891231,-0.5653609,4.271689,0.038350336,-0.0031628273,2.6592412
