accepted_species,estimate
t14,-0.93515456
t24,-0.9039252
t25,-0.9039252
t40,-0.18325736
t44,0.19552176
t49,-0.66958296
t51,-0.66958296
t52,-0.66958296
t54,-0.66958296
t55,-0.66958296
t43,-0.49980766
t39,0.19552176
t58,0.25734034
t41,0.19552176
t42,0.19552176
t37,-0.260387
t53,-0.7517408
t70,-0.7517408
t71,-0.7517408
t63,-0.7517408
t64,-0.7517408
t65,-0.64740103
t74,-0.5725017
t101,-0.5725017
t102,-0.5725017
t80,-0.5725017
t81,-0.5725017
t73,-0.5725017
t62,-0.6549884
t21,-0.8171423
t15,-0.93515456
t16,-0.96317136
t12,-1.0093417
t11,-1.0093417
t9,-1.0093417
