,Ev Model,Missing Type,Tree Type,Variable Type,Signal,corHMM,phylnn_fill_means,logit_eigenvecs,logit_umap,logit_umap_supervised,logit_autoencoded,logit_autoenc_supervised,xgb_eigenvecs,xgb_umap,xgb_umap_supervised,xgb_autoencoded,xgb_autoenc_supervised
0,BiSSE,mcar,ultrametric,binary,0.65005549490419,0.21238276902189948,0.17076543209876544,0.17041095731824396,0.2158200582406964,0.31894239278238434,0.1756610026973135,0.20153988797760075,0.20451213096388726,0.2343153251617795,0.22812195873891478,0.19085707055624263,0.1922914957529909
1,BiSSE,phyloNa,ultrametric,binary,0.65005549490419,0.2548597478834466,0.2623456790123457,0.2746409542419772,0.2814830689142699,0.30440735182014117,0.2623182805886562,0.2722605539910902,0.27233383791401,0.27267495410075104,0.39315681641142286,0.27259778090707126,0.21414105598830185
2,BiSSE,mcar,with_extinct,binary,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,BiSSE,phyloNa,with_extinct,binary,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,BiSSE,mcar,ultrametric,binary,0.750265323450761,0.1691759828879675,0.15655555555555556,0.16167164120869398,0.1531625601559061,0.1958993858888755,0.1545299021189852,0.16404073003377706,0.1642464622221917,0.17670794323514888,0.2312396826961479,0.1649454525437235,0.15663046367882827
5,BiSSE,phyloNa,ultrametric,binary,0.750265323450761,0.1587316480172634,0.15655555555555556,0.16367204573326347,0.1614797537100113,0.2539919111431238,0.15663795020065813,0.16417979958963025,0.16338423753938192,0.1600253026102289,0.37734125989276884,0.16084753656636966,0.16188326980029216
6,BiSSE,mcar,with_extinct,binary,0.995922035645408,0.0009792039087858292,0.0002212382474497114,0.0010139049118955057,0.0010366311658583593,0.0010196508321789863,0.001032578698052976,0.001029554352339381,0.0010510823492080618,0.0007079555177783262,0.0008608842607494572,0.0010090631996708625,0.0009240424883122507
7,BiSSE,phyloNa,with_extinct,binary,0.995922035645408,0.031725542080843765,0.04562558977073082,0.031215097755359716,0.031222165093788216,0.03105514530578597,0.031243549468492622,0.03125420247450038,0.03115204655544291,0.030841080072394528,0.03305335752099672,0.03231527515505922,0.031196844373778353
8,BiSSE,mcar,ultrametric,binary,0.190138978724799,0.07531390375415228,0.09688888888888887,0.10228854559295222,0.12451506354927777,0.11288137971993495,0.13307594531957906,0.11856829351930838,0.17783555101935805,0.08283890654618672,0.11531951568269456,0.04172482397609052,0.08953511856437743
9,BiSSE,phyloNa,ultrametric,binary,0.190138978724799,0.09062642845568594,0.0597530864197531,0.06273540674000297,0.02242301204772811,0.0016491829794580827,0.0012288166343814833,0.07991902429993206,0.22123766633905,0.030253500389753513,0.011773955836246405,0.03994296034902252,0.05919577472437417
