,models,stat,p value,hochberg_adjusted_p_value
0,phylopars_linear_autoencoded,-7.990558729368278,3.424104814927545e-14,9.587493481797127e-13
1,phylopars_linear_umap,-7.893417713617334,6.497143055031354e-14,1.7542286248584656e-12
2,linear_autoencoded_xgb_eigenvecs,6.548484111748336,2.729820450646098e-10,7.097533171679856e-09
3,phylnn_fill_means_linear_autoencoded,-6.4790913567142745,4.08012153870467e-10,1.0200303846761674e-08
4,linear_autoencoded_xgb_umap,6.048352856016712,4.6185721287424384e-09,1.1084573108981852e-07
5,phylopars_xgb_autoencoded,-5.403616786317939,1.3874274224822486e-07,3.191083071709172e-06
6,phylnn_fill_means_linear_umap,-5.389892770296924,1.4870009166702046e-07,3.2714020166744502e-06
7,linear_umap_xgb_eigenvecs,5.2590283653595495,2.860369082400601e-07,6.006775073041262e-06
8,linear_umap_xgb_umap,4.797532868159248,2.6024284694540203e-06,5.204856938908041e-05
9,linear_autoencoded_xgb_autoencoded,3.9565811963076145,9.61867952235403e-05,0.0018275491092472657
10,phylopars_linear_eigenvecs,-3.374541841690506,0.0008426997289713026,0.015168595121483447
11,xgb_eigenvecs_xgb_autoencoded,-3.3546771820169736,0.0009030733375558933,0.015352246738450186
12,phylnn_fill_means_xgb_autoencoded,-3.1890282389488904,0.0015877947586508407,0.02540471613841345
13,phylnn_fill_means_linear_eigenvecs,-2.82055179988763,0.005133133764492372,0.07699700646738558
14,phylopars_xgb_umap,-2.7347743720281854,0.006636261146118526,0.09290765604565937
15,linear_eigenvecs_xgb_eigenvecs,2.6670168297091923,0.008093424466911548,0.10521451806985012
16,linear_umap_xgb_autoencoded,2.633384563744736,0.008918661513798816,0.10702393816558578
17,linear_eigenvecs_xgb_umap,2.2709581497853386,0.023900830132515823,0.26290913145767403
18,xgb_umap_xgb_autoencoded,-1.9043909376660832,0.05787319742695997,0.5787319742695997
19,phylopars_xgb_eigenvecs,-1.8490013953754356,0.0655004230572399,0.5895038075151591
20,linear_umap_linear_autoencoded,-1.7934000970730344,0.07397658853586686,0.5918127082869349
21,phylnn_fill_means_xgb_umap,-1.6207987777658397,0.10617444458689845,0.7432211121082892
27,linear_eigenvecs_linear_umap,0.19548142449319297,0.8451563563233447,0.8451563563233447
26,linear_eigenvecs_linear_autoencoded,-0.7087186126972805,0.47908249761962163,0.9581649952392433
22,linear_eigenvecs_xgb_autoencoded,1.3500677645344927,0.17807302138311337,1.0684381282986801
25,phylnn_fill_means_xgb_eigenvecs,-0.8322853470497633,0.40594966824228085,1.2178490047268427
24,phylopars_phylnn_fill_means,-0.9680404460732303,0.3338507315726238,1.3354029262904952
23,xgb_eigenvecs_xgb_umap,-1.029935842472096,0.30391954875407806,1.5195977437703903
