accepted_species,estimate
t128,-0.90811694
t133,-0.90811694
t134,-0.90811694
t109,-0.9131629
t347,-0.61359197
t348,-0.61359197
t199,-0.30952713
t272,-0.28516906
t280,-0.28516906
t281,-0.28516906
t345,-0.28516906
t346,-0.28516906
t231,-0.28516906
t150,-0.41589367
t158,-1.3582886
t159,-1.3582886
t181,-1.4828869
t189,-1.4968098
t135,-1.3582886
t187,-1.3582886
t188,-1.3582886
t164,-1.3582886
t107,-0.9067043
t303,-0.90811694
t304,-0.90811694
t298,-0.90811694
t299,-0.90811694
t273,-0.90811694
t84,-0.6741725
t85,-0.6741725
t83,-0.6741725
t101,0.20009904
t102,0.20009904
t73,0.20009904
