"accepted_species","trait_ARD"
"t4","0"
"t6","0"
"t7","0"
"t95","1"
"t96","1"
"t23","1"
"t41","1"
"t42","1"
"t19","0"
"t31","0"
"t32","0"
"t5","0"
"t1","0"
"t85","0"
"t86","0"
"t17","0"
"t43",NA
"t44",NA
"t75","0"
"t76",NA
"t27","0"
"t13","0"
"t37","1"
"t38","0"
"t8","0"
"t26","1"
"t87",NA
"t88","1"
"t20","0"
"t21","1"
"t10","1"
"t11","1"
"t9","1"
"t35","1"
"t36","1"
"t77","1"
"t78","1"
"t54",NA
"t14","0"
"t24","0"
"t25","0"
"t28","0"
"t29","1"
"t22","1"
"t18","0"
"t55",NA
"t56","0"
"t53","0"
"t62","0"
"t63","0"
"t83",NA
"t84","0"
"t68","0"
"t69","0"
"t60","0"
"t61","0"
"t79","0"
"t80","0"
"t74","0"
"t49","0"
"t34","0"
"t30","0"
"t45",NA
"t46","0"
"t72","1"
"t73","1"
"t39","1"
"t12","1"
"t2","1"
"t15","1"
"t16","0"
"t47","0"
"t48","1"
"t99","0"
"t100","0"
"t65","0"
"t66","0"
"t64","0"
"t97","1"
"t98","1"
"t52","0"
"t58","0"
"t59","0"
"t50","0"
"t51","0"
"t33",NA
"t93","0"
"t94","0"
"t3","1"
"t40","0"
"t67","0"
"t81","0"
"t82","0"
"t70","0"
"t71","0"
"t91","0"
"t92",NA
"t57","0"
"t89","0"
"t90","0"
