accepted_species,estimate
t8,-0.0616387
t25,-0.027720794
t38,-0.027720794
t78,-0.26838848
t144,0.12770288
t201,-0.18979865
t44,-0.057421926
t121,-0.34008276
t126,-0.19765374
t260,2.5166197
t103,-0.31372607
t109,0.23658744
t133,-0.23137058
t145,-0.2181331
t61,-0.15891893
t290,0.5667426
t233,1.6414887
t285,1.2609048
t320,-0.06951843
t309,-0.23319516
t336,0.3251022
t178,-0.4138437
t227,-0.38326675
t222,0.057934184
t165,-0.38334045
t251,0.6027576
t239,1.801926
t293,1.9469708
t154,-0.09402521
t325,-0.7238683
t6,-0.047605116
t244,0.14839546
t323,-0.15462475
t128,-0.16566613
