accepted_species,estimate
t389,-1.4400744
t250,-1.3151115
t862,-1.2964485
t343,-1.9929157
t544,-0.853691
t683,0.3355311
t68,0.027068364
t397,0.5699051
t147,0.4099575
t373,0.29818344
t566,0.29954657
t478,0.1714363
t966,-0.65406626
t841,-0.97652787
t842,-0.5996399
t806,-0.8997517
t323,-0.7056695
t261,-0.60816336
t225,0.46173823
t763,-0.65578634
t221,-0.7848805
t132,-0.695847
t47,-0.39083904
t423,-0.17942289
t687,-0.09161748
t839,-0.1518888
t427,-1.7478675
t663,-1.8170068
t748,-1.7366515
t214,-1.0569208
t452,-1.3872967
t79,-2.2070694
t609,-1.2726331
t36,-0.365426
t219,0.39525282
t813,-0.68354976
t944,0.20531203
t752,-0.8000399
t824,-0.8138638
t825,-0.8138638
t817,-0.9808029
t118,-0.7514077
t890,-0.46213394
t789,-0.46213394
t517,-0.13789865
t805,0.97596866
t728,0.9824126
t925,1.3640805
t847,1.3578393
t929,0.8594232
t561,1.504202
t145,0.8809847
t982,1.8847162
t898,0.596471
t307,0.5663189
t724,0.53197765
t725,0.47637594
t957,0.9476318
t637,1.4057661
t135,1.0422189
t811,0.41075054
t812,0.53731525
t880,0.4999809
t935,1.1297289
t366,1.2588574
t287,0.52894324
t305,0.99334663
t750,-0.23725192
t43,-0.20034982
t22,-0.23725192
t81,-0.76633805
t265,-0.040529046
t123,0.22003084
t403,-0.16272923
t708,0.056897115
t606,-1.1252849
t448,-1.244212
t454,-1.0945061
t819,0.20955825
t968,-0.8796247
t77,-0.32967076
t112,-0.3293231
t735,0.937377
t675,0.9760948
t676,0.6494113
t747,1.6202825
t623,1.2097472
t923,0.6129328
t924,0.7145674
t765,-0.33275995
t497,-0.30599642
t624,0.41151553
t514,0.48796707
t588,-0.11631958
t53,0.4375133
t294,1.2810367
t737,1.4146774
t959,1.2622126
t960,1.4910839
t119,1.2650529
