"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105"
"t30",-0.0317053426086021,-0.0316668107716789,0.0294943454324748,-0.0945992012991168,0.0220399027009527,0.0160092303863768,-0.546898394154449,0.0147974165078111,-0.0407180000261124,0.00785240189165905,-0.00638307283589487,-0.00477132132544487,0.00287694387561492,-0.00521128395447545,0.0041753577399151,0.00112529431614045,0.00208556503520174,-0.0128966466128259,0.00291928576191878,-3.93819030566542e-05,-0.00081178429527654,0.000774431560160215,0.011053571577339,-1.35990053743143e-05,0.000155936676882213,0.000392515505894409,0.0010459814243006,-0.00119047915602419,-0.000961259903110696,0.000687256210351614,-0.000876395037273269,1.02335580731288e-05,0.000480043094445454,0.000190687157902182,-1.33058388182323e-05,0.00040158012806431,-0.000616802281759293,0.00344009850379624,0.000133774228175215,0.00159231366942059,-4.32267956723591e-07,-7.41069115058152e-07,-2.22651299586642e-06,-1.81804962865492e-15,-0.000536330932227686,3.37413735690128e-05,5.50521063604603e-15,5.74859659958356e-05,0.000121369935225262,4.24508915823855e-05,-3.03853907867293e-14,0.822424864561394,-0.0065411855599069,-0.000506868291462456,-0.00185107783430034,-2.11669969889949e-16,0.000131254978366968,0.000167590895379814,-0.000149325806041051,-8.5954636499428e-16,0.000154997831739639,-2.57543903383629e-05,-0.000132514200887488,8.32869589939528e-05,-2.0489611944357e-05,2.79777095199105e-05,1.67107604075552e-15,0.000113546855025015,-8.87497365926571e-05,0.000137464147350308,-0.000913811766452248,-6.45857456595402e-14,1.49503098919461e-06,2.60207782153612e-15,1.77576189992545e-05,5.82332088488726e-16,-2.27786903883175e-06,3.05438385767627e-05,-3.9113440560736e-05,-3.2707700756403e-16,1.19487461636194e-07,-1.33720808701121e-05,8.70598035829979e-17,-1.0516081123446e-16,2.78979559057609e-17,-1.55688984246137e-16,8.79718474787706e-16,4.66834269410522e-16,9.10830330421503e-16,-5.60523384628489e-16,-1.38505935820119e-05,5.33904330523051e-16,1.02138704533078e-15,-6.74876368598942e-07,4.1874404050438e-16,-4.6786146252563e-16,2.86023969387584e-15,5.4209460252816e-16,-3.11929178247287e-15,3.06174578774686e-16,2.33219420180832e-15,6.39447442461779e-15,1.62470694415904e-14,6.6928573351421e-15,0.097590007294853
"t46",-0.031768938207166,-0.0319182427411453,0.0297642326097437,-0.096037354268672,0.0223892442646051,0.0163335033287675,-0.559473461199679,0.0152308304844196,-0.0421043333116909,0.00820387946576701,-0.00677433185981098,-0.00507697459719555,0.00309847801192425,-0.00571983214636883,0.00462582753925208,0.00126088951865243,0.00238244573085684,-0.0148975394468551,0.0033841235389149,-4.57516280985977e-05,-0.000960309634660222,0.000923877008478072,0.0135227724493708,-1.68618120038359e-05,0.000193607202388299,0.000492836335588032,0.00136947222553761,-0.0015918822915082,-0.00136841583746336,0.00103302268873838,-0.00133942925506817,1.5663465905964e-05,0.000737325290300489,0.000297945986481475,-2.08671461993768e-05,0.000691763530266609,-0.00110060273550571,0.00911989823882114,0.000472582666752643,0.00809007019177784,-2.43612732093705e-06,0.000144419593896283,0.000395556143003469,5.77771329720233e-16,0.004148867574907,-0.000188526607161112,-3.10062466885479e-15,-0.00024380709076542,-0.000300071399825089,-6.98886059855131e-05,8.72685701373339e-15,-0.402170695771281,0.00276507378419251,0.000213821862939566,0.00060301909648443,6.15691857879493e-15,-2.0263848589639e-05,2.53935594954983e-05,-2.2870084848144e-05,-4.8174037140757e-15,4.12464578417356e-05,-7.72110877354505e-06,-4.56751505459396e-05,2.9419363224685e-05,-8.1263492186542e-06,1.22595932524385e-05,-3.21332131596746e-14,5.36027978263008e-05,-4.2759830789746e-05,6.7040916413049e-05,-0.000449958638989773,-0.707106781186513,7.92045910994852e-07,2.33323079594655e-15,9.63832999815593e-06,1.1466002105045e-14,-1.25036430842429e-06,1.72830275795156e-05,-2.26441969916845e-05,2.37578029440824e-15,7.08901812364382e-08,-7.97337431437932e-06,1.82675693061228e-14,-1.69243193952095e-15,-5.69546581750543e-16,5.58657234964636e-15,2.80888379213986e-15,-4.45454966129267e-15,9.67703789084992e-15,-8.29710416270971e-15,-8.83694836622003e-06,-5.42953661147064e-17,4.17993067856903e-15,-4.4209771161602e-07,1.3444931665232e-15,4.02210601766684e-16,2.6009671121518e-16,-1.56982994426058e-16,5.4049687731781e-15,-1.95256839844966e-15,7.83560562245148e-15,1.2633136392164e-14,1.95622823491096e-14,6.50983241139799e-15,0.0975900072948514
"t47",-0.0317689382071658,-0.0319182427411452,0.0297642326097431,-0.0960373542686712,0.0223892442646048,0.0163335033287667,-0.559473461199675,0.0152308304844194,-0.0421043333116908,0.00820387946576802,-0.00677433185981185,-0.00507697459719614,0.00309847801192276,-0.00571983214637079,0.00462582753925204,0.00126088951864993,0.00238244573085918,-0.014897539446856,0.0033841235389129,-4.57516280972825e-05,-0.000960309634655781,0.000923877008475264,0.0135227724493778,-1.68618120046459e-05,0.00019360720238676,0.000492836335587588,0.0013694722255376,-0.00159188229150652,-0.00136841583745862,0.00103302268873506,-0.00133942925506113,1.56634659078394e-05,0.000737325290301358,0.000297945986476936,-2.0867146210985e-05,0.000691763530267587,-0.00110060273550951,0.00911989823881672,0.000472582666749383,0.00809007019177401,-2.43612731184721e-06,0.000144419593905575,0.000395556143004375,1.6215152682115e-15,0.00414886757489157,-0.000188526607158128,-2.24147502190668e-15,-0.000243807090762705,-0.000300071399828362,-6.98886059836094e-05,2.07533346155516e-14,-0.402170695771166,0.0027650737841922,0.000213821862930752,0.00060301909648288,-5.22178182732666e-15,-2.02638485790827e-05,2.53935594825788e-05,-2.28700848670009e-05,5.58555768522244e-15,4.12464578664429e-05,-7.72110878748222e-06,-4.56751504835025e-05,2.94193632692923e-05,-8.12634920487401e-06,1.22595931867308e-05,3.26289026870357e-14,5.36027976909321e-05,-4.27598306790215e-05,6.70409161890191e-05,-0.000449958638860011,0.707106781186583,7.92045770775377e-07,-4.93708050715787e-15,9.63833003056916e-06,-1.2055420170475e-14,-1.25036419703826e-06,1.72830276910842e-05,-2.26441970528695e-05,-4.62692645530482e-15,7.08902306176006e-08,-7.97337429807593e-06,-1.8156090561464e-14,2.68993767337879e-16,6.2153269013121e-16,-2.85304291707573e-15,-1.87412375233614e-15,5.25165906181312e-15,-1.07158897449163e-14,1.22296739790041e-14,-8.83694838701816e-06,5.51197025375578e-16,-2.70890584188787e-15,-4.42097703158633e-07,-9.25686762604863e-16,-1.23291218675321e-15,1.67514518875999e-15,-1.20755695161369e-15,-6.95669578504444e-15,-5.69695464068273e-16,-6.17891137484352e-15,-1.40480526001783e-15,1.474621924644e-14,6.48966917131889e-15,0.097590007294854
"t3",-0.0590289012460024,-0.0321785740121119,0.00054109021580926,-0.217778884241687,0.0634429101754854,-0.0102288446075048,0.0387513792999894,5.93196701432974e-05,-0.0029024069560228,-0.00110061344223046,0.00382523138037369,0.000775611528383141,-0.00353239027460229,0.0117074693298404,-0.00329348583116392,-0.0012627775419476,-0.01254443875988,0.102728767218366,-0.0241809656593381,0.000726947332195737,0.00329092421904725,-0.016292860214345,-0.931217204073019,-0.00529343990208777,0.0347031370090481,0.0281788926966593,0.00561434671698589,-0.0234278041865139,-0.0133305073686512,0.00228201343368811,-0.0112703956629741,0.000124214601251885,0.00614739021940815,0.00242039880014899,-0.00016874057116602,0.00163982676106876,-0.224369392545882,0.0106854359614145,0.00192244712387385,0.00842684941700477,-2.18725668158015e-05,0.0001327824730104,0.000363572297294558,7.68712775455348e-16,0.00353687620109326,-0.000647233674751785,5.33034824367446e-16,-0.00019430428175805,-0.000858192634982908,-4.33700206475231e-05,2.59183228029119e-16,-0.0021229381395937,-0.0208996650986057,0.000149119967133022,-0.000918432248591794,6.49690407431223e-16,0.000135631116388154,8.45672200355996e-05,-0.000274546977309858,-1.70240512471323e-16,0.000339330480113254,-5.84115096292101e-05,-0.00405173454101251,0.000197025310954131,-1.35882173024375e-05,1.92255210760171e-05,9.97176943622771e-16,0.00029509104260999,-0.000223672408182426,0.000347891147687523,-0.00240315616364174,4.60048665829049e-15,1.08583507369171e-06,8.52579841996363e-16,0.000569850216723511,1.96826451214985e-16,-1.67352024050771e-06,2.26448476477519e-05,-2.91813877234597e-05,-6.82371508641676e-16,8.97066526063698e-08,-3.67017736614786e-05,-2.64426127694505e-16,2.07108555285639e-16,2.12576840764683e-16,1.32399230612745e-15,1.10197160492418e-15,4.3347723157851e-16,-2.07339987412203e-16,9.37175601533188e-16,-3.83030757166971e-05,4.26634205496762e-16,9.32995985124627e-16,-5.16532038220156e-07,7.67310330423103e-16,-4.45725017299656e-16,1.83094970974159e-15,1.69776615371314e-16,-1.616202425866e-15,-9.01452399151526e-16,7.54780174743322e-16,5.82986368196976e-15,1.66654431115678e-14,6.88167780046632e-15,0.0975900072948532
"t10",-0.0611839049689962,-0.0377413196759062,0.000653376608704347,-0.312538210393787,0.0930533064177398,-0.0178127709380021,0.077157901175957,0.000185664187533144,-0.0177915329044995,0.00419186911544225,-0.00313191593792853,-0.000540450522754089,0.00127188630937432,-0.00153965531095322,0.000228373056545845,1.96718964151982e-05,-0.000555809440900554,0.00694711861803101,-0.0017847984501416,5.62376251461872e-05,0.00033246043609216,-0.00177706597009009,-0.116430554493996,-0.000686475268662698,0.00451218147414667,0.00372208538266095,0.000723465240246011,-0.00284353785566569,-0.000997793827558262,-1.62152895263883e-05,0.000504557272836974,-6.02514874083907e-06,-0.000354333450779947,-0.000264064155432459,2.05690613926789e-05,-0.00176522365459987,0.912134333736229,0.00727166477096736,0.00115170894293781,0.0047645316875027,-1.22551784842208e-05,7.08365137176417e-05,0.000193943316126082,-1.10065433801459e-15,0.00186277617431467,-0.000340002480464038,1.1790404549059e-15,-0.000101907569689104,-0.000450899923691653,-2.30620333111645e-05,-4.684822235187e-15,-0.00214042879071956,-0.16195812466319,0.0013770058988086,-7.3904942340659e-05,4.47842429428613e-15,4.62319401952141e-05,3.4795649225148e-05,-0.000113009531311678,-8.24014606315555e-16,0.000143277412908209,-2.4926485211649e-05,-0.019446889060632,7.73507412611728e-05,-5.71608561261525e-06,8.16779518015989e-06,6.96750580175317e-16,0.000126052645522973,-9.56816923691637e-05,0.000148946402523276,-0.00102958417403255,3.75047215506186e-15,4.67806765089741e-07,6.46304061354468e-17,0.00221667357894159,-5.50508281071301e-16,-7.21937798359901e-07,9.80049371797235e-06,-1.2656512323405e-05,-5.2281031034606e-16,3.90011165928337e-08,-1.59647744491219e-05,8.5395798613068e-16,-1.78602221406807e-15,-7.46659941272808e-17,9.47404857971965e-16,2.97210818213201e-16,1.50441438063251e-16,-5.53388474300696e-16,1.25588238784751e-15,-1.67944743727337e-05,-3.08420902224194e-16,1.96786432196188e-15,-2.27340747948283e-07,7.87525775290249e-16,-3.63393267109354e-16,1.6961520655957e-15,-1.8869551904505e-16,-1.88965067886568e-15,-9.62591353986556e-16,-1.93036392343359e-16,6.16146406858583e-15,1.6920225366811e-14,6.97511110008261e-15,0.0975900072948435
"t33",-0.0618809444122575,-0.0395333627368436,0.000689519403095675,-0.342908870437088,0.102539090252425,-0.0202344726622604,0.0893967828218272,0.000225731819394497,-0.0224955626533236,0.0058492137743963,-0.00527868922992178,-0.000945497227739979,0.00273190163141433,-0.00547784764254412,0.0012629595008986,0.000390613836320146,0.00281149114996834,-0.0194542255257419,0.0043499312688671,-0.00012676260754739,-0.00044673938617999,0.00197752608513258,0.081757155072937,0.000392198527094584,-0.00252852713116757,-0.00178169220788236,-0.000205257881747601,0.000633868747756631,0.000110880670112585,9.32068888221161e-07,-2.29983812330928e-05,2.68742510833024e-07,1.50012122939214e-05,8.48085564103118e-06,-6.18939702671754e-07,-1.04497495070291e-05,0.0128107639274669,0.000237072738396965,2.39912867707982e-05,1.40808068088416e-05,2.22661582437219e-08,-4.1038361287193e-06,-1.12704068406826e-05,1.32176297102103e-15,-0.000197863447437166,4.34176174401707e-05,-2.6430745113492e-15,1.56679910773845e-05,0.00010858090546851,8.45631434169598e-06,2.22193087586788e-14,0.00652905235024313,0.895545039275056,-0.00769608110105292,-0.00219073407897994,-2.37999244318687e-14,0.00011338150149265,3.44261559171648e-05,-0.000111515672552834,4.30962523611875e-16,0.000125550265756827,-2.24633000740692e-05,-0.196228103438561,-7.7717763791129e-06,-3.18789011566914e-06,4.80757065455276e-06,-5.26398721893416e-16,7.43524452631767e-05,-5.6360792245254e-05,8.76447965430311e-05,-0.000605288432028684,7.30665528081431e-15,2.73156267383237e-07,-5.76760871936884e-16,0.00958034303982864,4.79364305320994e-16,-4.15126586549157e-07,5.64267398776467e-06,-7.27224446744724e-06,-7.79927881999995e-15,2.23601069554795e-08,-9.14909273203807e-06,-3.73626277372595e-15,-1.46337625872262e-16,-1.43786813474308e-16,-1.39142005387751e-15,-2.35134301150563e-16,-1.75967058308387e-16,2.48092598995877e-16,8.92040665612023e-16,-9.59157596259371e-06,6.74338509599687e-16,1.09534130796113e-15,-1.29865463348213e-07,1.0056718108765e-15,-8.49208497780943e-16,1.67652270170795e-15,-3.10696785387204e-16,-1.21713246226929e-15,7.46874920629941e-16,3.39458943971285e-15,6.9713932139489e-15,1.54700744136688e-14,6.40490026432186e-15,0.0975900072948487
"t41",-0.0620964137467555,-0.0400836460285944,0.000700602748007385,-0.352159348024075,0.10542623769365,-0.0209679424858446,0.093092329883345,0.000237745894441603,-0.0238986181958915,0.00633772363508507,-0.00590006295184969,-0.00106238195961535,0.00314731321212841,-0.00657366839915767,0.00154766678969896,0.000491325415907963,0.0037047590739088,-0.0263641364380229,0.00594868713203867,-0.000174328465418128,-0.000644842277189509,0.00292225195131664,0.130094123388024,0.000650902499952626,-0.00421433097254607,-0.00308104007429194,-0.00041314002428538,0.00139134514950512,0.00033330682962298,4.12893691376615e-06,-0.000119134480544473,1.41334483767272e-06,8.18454381173305e-05,5.66516323579849e-05,-4.34459383869065e-06,0.000259487933178379,-0.118545923943508,-0.000289481202641308,-1.90868600043077e-05,-8.24262940424581e-06,-1.22551082866409e-08,1.37386753823546e-06,3.7685387787509e-06,1.88806881966293e-15,4.9950082124438e-05,-9.86814358938836e-06,-1.78656152076796e-16,-3.17191990763993e-06,-1.59015711053348e-05,-8.5828141743001e-07,7.17309846868228e-15,3.26295383039632e-05,0.0114559872261673,-9.92345114280586e-05,-5.25951711852049e-05,-6.40245080703365e-15,4.63550155887594e-06,-1.66898613215169e-07,6.8409457730076e-07,3.44342737367489e-15,-3.28217512033569e-05,1.29630486692629e-05,0.898152231447914,0.000325994560745039,-4.63542375382772e-06,4.43570844804202e-06,-1.03315799406001e-14,5.80473803227001e-05,-4.26228557075236e-05,6.51825016543031e-05,-0.000444761992972767,-4.17582635137137e-14,1.89863205235118e-07,-2.20932239885687e-16,0.0387735076780211,1.76355745784506e-15,-2.65803200014025e-07,3.68416651199296e-06,-4.73958697757236e-06,-7.2242124008096e-15,1.45506931018061e-08,-5.95303194217786e-06,7.03941970410142e-15,-1.56854678669508e-15,-9.60367653517541e-16,3.42850004631457e-15,-1.04625127674048e-15,1.4275870166703e-15,-4.41475520028732e-16,4.36789891271485e-15,-6.28312742731527e-06,2.10166606014279e-15,3.0107503379874e-15,-8.56593992583099e-08,2.2655135390626e-15,-3.4011953842593e-16,2.35122688840612e-15,-9.6878000194471e-16,1.31455352327574e-15,-1.11187605321103e-15,2.38741868311058e-15,4.48824463574083e-15,1.87041477639646e-14,6.83736193357184e-15,0.0975900072948585
"t56",-0.0622187531064732,-0.0403951302974057,0.000706872520414595,-0.357376267369953,0.107053950405387,-0.0213805504693761,0.095168424586579,0.000244474502368209,-0.0246826196914868,0.00660932039888055,-0.00624294154432034,-0.00112680082880009,0.00337497550736348,-0.00716909249118785,0.0017017269280946,0.000545554665922094,0.0041818264252538,-0.0300375530498004,0.00679738715711289,-0.00019955660049828,-0.000749154987781914,0.00341806701979557,0.155220462441249,0.000784715520819512,-0.00508588041826406,-0.00375007610536089,-0.000518636344966654,0.00177308330166051,0.000443247827683979,5.68489066173801e-06,-0.000165715787240902,1.96772711499895e-06,0.000114191148014267,7.98574032560343e-05,-6.13768534520476e-06,0.000386510706205028,-0.179882361148948,-0.000519680261487188,-3.73451956737273e-05,-1.74533444905716e-05,-2.6415564638909e-08,3.50683456398066e-06,9.62377629280423e-06,-7.00307415527685e-16,0.000143360736931617,-2.97057203984548e-05,-1.76088968590528e-16,-1.00895870679614e-05,-5.98728135085767e-05,-4.01138046512084e-06,-8.85275668176519e-15,-0.00173846915203098,-0.221366577711413,0.00190037776080138,0.000475082995014986,6.53741628663833e-15,-1.75274336737724e-05,1.60608315527355e-07,-6.52668713638612e-07,9.45001852329333e-16,1.53813890836453e-05,-4.55002570767602e-06,-0.189028730374968,-6.05425655808553e-05,3.2576640485046e-07,9.672397046246e-08,5.0787617619099e-15,4.32978054213683e-06,-3.5192321689603e-06,5.51841064111087e-06,-3.74945071726634e-05,2.58508492390064e-14,-3.81786532674801e-08,1.8487339670331e-14,-0.832649523259208,-5.4939990063456e-15,-3.9039748901104e-07,2.43547039781598e-06,-2.75156702244215e-06,-4.69850182645799e-14,8.07819287877669e-09,-3.29431457432871e-06,8.7323149718805e-16,-1.27949097398114e-15,-5.56308142369887e-16,1.42959948183141e-15,4.63828476303472e-15,-5.36269434817507e-15,-2.7203038617991e-16,1.23159593795221e-16,-3.60683519653117e-06,-4.77687021793471e-15,1.22610230313008e-15,-5.07707068682185e-08,3.69838240595405e-15,1.71412832288027e-15,8.21159807707052e-16,2.8369677218476e-15,-2.99989301607629e-15,-9.82351563937413e-16,2.21228469827541e-15,6.27069199420917e-15,1.53184121669705e-14,5.08616730585865e-15,0.0975900072948842
"t59",-0.0622385803464521,-0.0404454675712009,0.000707885161222908,-0.358216473455669,0.107316021602566,-0.0214468488105974,0.095501601412263,0.00024555130975098,-0.0248078273026625,0.00665249926519676,-0.0062970914133497,-0.00113696339883222,0.00341071562919266,-0.00726188219810674,0.00172565165814642,0.000553941578311661,0.00425511133360306,-0.0305997355340002,0.00692712164087953,-0.000203410301641873,-0.00076499720953866,0.00349317142859832,0.158998137446417,0.000804757332265991,-0.00521636819168913,-0.00384993503235093,-0.000534212672226711,0.00182915998607387,0.000459176320767624,5.90793666260144e-06,-0.000172373015371795,2.04693645829618e-06,0.000118809783254531,8.31610649808745e-05,-6.39279545277436e-06,0.000404319729654863,-0.18844003381275,-0.000550567548296723,-3.97540215527666e-05,-1.86516832605181e-05,-2.82524398726432e-08,3.77666282595292e-06,1.03644395232016e-05,-2.68041511101686e-16,0.000155005673107961,-3.21654159634823e-05,5.97757544635619e-16,-1.09422828695217e-05,-6.5207472994058e-05,-4.38768639965309e-06,-7.0310087469729e-15,-0.00193560018471423,-0.2470390866718,0.00212083876397251,0.000532318338126996,9.05103238358594e-15,-1.98341025542964e-05,1.89080412221789e-07,-7.68664820420744e-07,-1.89945492087211e-15,1.88090696699627e-05,-5.66619204284231e-06,-0.243608610121951,-7.86857760838688e-05,4.49154711855387e-07,1.48413232463949e-07,-2.16015631894397e-15,8.07810364459596e-06,-7.29411230774712e-06,1.24765828679285e-05,-9.2650396308358e-05,-2.96637714392034e-15,8.82021724146638e-08,-9.2133165289886e-15,0.390572884733503,-3.86335865708625e-15,5.96193734231606e-08,7.07247368676141e-07,-1.27078238787064e-06,-0.70710678118652,4.68883349835131e-09,-1.97518054320822e-06,1.51079709877368e-14,-2.71741838467738e-15,2.68090522134025e-15,8.73586007334031e-16,1.78250999013699e-15,1.1307888080094e-14,4.75534605230968e-15,-4.83054367194192e-15,-2.76569193476993e-06,5.66295980177273e-15,-3.27910656746555e-15,-4.09017800317613e-08,7.25818073331423e-15,-2.76260070411113e-15,3.0932330919776e-15,-1.96110232279628e-15,-8.12953470127189e-15,-2.11181770081807e-16,-5.16533930635794e-15,4.80146931871528e-15,1.83652698716462e-14,4.08954924646462e-15,0.0975900072948352
"t60",-0.0622385803464521,-0.0404454675712009,0.000707885161222865,-0.358216473455669,0.107316021602567,-0.021446848810597,0.095501601412263,0.000245551309751428,-0.0248078273026628,0.00665249926519667,-0.00629709141334912,-0.00113696339883138,0.0034107156291924,-0.00726188219810672,0.00172565165814545,0.000553941578311113,0.00425511133360212,-0.0305997355339985,0.00692712164087836,-0.000203410301642076,-0.000764997209539129,0.00349317142859971,0.158998137446416,0.00080475733226668,-0.00521636819168884,-0.00384993503235029,-0.000534212672226281,0.00182915998607224,0.000459176320767379,5.90793666475963e-06,-0.000172373015374415,2.04693645891014e-06,0.000118809783256072,8.31610649808047e-05,-6.39279545387569e-06,0.000404319729656074,-0.188440033812746,-0.000550567548297399,-3.97540215535606e-05,-1.86516832608892e-05,-2.82524428661266e-08,3.77666282723856e-06,1.03644395230658e-05,-8.31610187373739e-16,0.000155005673106831,-3.21654159651393e-05,5.10109338896813e-16,-1.09422828693562e-05,-6.52074729902145e-05,-4.38768639682649e-06,-8.1840120731399e-15,-0.00193560018471499,-0.247039086671784,0.00212083876396877,0.000532318338129918,1.07554357516089e-14,-1.98341025539485e-05,1.89080413082697e-07,-7.68664819032809e-07,-2.34980953672063e-15,1.88090696641708e-05,-5.66619203821962e-06,-0.243608610121937,-7.86857760753981e-05,4.49154716469457e-07,1.4841323705391e-07,1.09258499674653e-14,8.07810364912101e-06,-7.29411230642832e-06,1.24765828740193e-05,-9.26503963136337e-05,3.59434704222394e-15,8.82021680209516e-08,-8.40609702629806e-15,0.390572884733415,7.58729292865675e-15,5.96193187267607e-08,7.07247383621491e-07,-1.27078233150334e-06,0.707106781186576,4.68885186830203e-09,-1.97518055055724e-06,-1.9476286477921e-14,3.67259187377645e-15,-1.02697744125434e-15,-6.4925688060352e-16,-2.14961726169962e-15,-5.02282238473019e-15,-3.80638576861262e-15,4.61611781629945e-15,-2.76569194245932e-06,-1.24745654235092e-15,1.41224310106065e-15,-4.09017703525163e-08,-1.31272698158553e-14,5.58239121791122e-17,1.80504061756466e-16,-9.23162036629087e-16,3.06018102819459e-15,-1.47438006083734e-15,5.87039111525137e-15,7.04592409939453e-15,1.60830251989046e-14,1.0017198149706e-14,0.0975900072948474
