"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105"
"t1",0,10.660322848573,10.1536250244923,10.660322848573,10.660322848573,5.85845266276139,10.660322848573,10.660322848573,10.660322848573,10.660322848573,10.660322848573,10.660322848573,3.22363342322077,5.85845266276139,5.85845266276139,10.660322848573,10.660322848573,9.58945007109978,10.660322848573,10.660322848573,3.22363342322077,10.660322848573,10.660322848573,10.660322848573,5.85845266276139,5.85845266276139,5.85845266276139,3.22363342322077,10.660322848573,10.660322848573,5.85845266276139,2.61879755505201,10.660322848573,10.660322848573,10.660322848573,10.660322848573,10.660322848573,3.22363342322077,10.660322848573,10.660322848573,10.660322848573,3.22363342322077,3.22363342322077,3.22363342322077,10.660322848573,10.660322848573,10.660322848573,3.22363342322077,10.660322848573,10.660322848573,3.22363342322077,3.22363342322077,10.660322848573,10.660322848573,10.660322848573,10.660322848573,3.22363342322077,3.22363342322077,10.660322848573,10.660322848573,10.660322848573,10.660322848573,5.85845266276139,5.85845266276139,5.85845266276139,3.22363342322077,10.660322848573,10.660322848573,10.660322848573,10.660322848573,10.660322848573,3.22363342322077,3.22363342322077,10.660322848573,10.660322848573,10.660322848573,10.660322848573,10.660322848573,10.660322848573,10.6517119919453,10.660322848573,10.660322848573,10.660322848573,10.660322848573,10.660322848573,10.660322848573,3.22363342322077,3.22363342322077,3.22363342322077,3.22363342322077,3.22363342322077,10.660322848573,10.660322848573,10.660322848573,10.660322848573,5.85845266276139,5.85845266276139,10.660322848573,10.660322848573,3.22363342322077,3.22363342322077,3.22363342322077,3.22363342322077,10.660322848573,10.660322848573
"t2",10.660322848573,0,7.78232213331422,5.4251196941603,8.28901995739492,13.553245914141,5.59193662742469,8.28901995739492,8.28901995739492,8.28901995739492,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,13.553245914141,5.59193662742469,8.28901995739492,7.21814717992171,8.28901995739492,8.28901995739492,13.553245914141,8.28901995739492,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,10.1884868857224,13.553245914141,12.9484100459722,8.28901995739492,8.28901995739492,8.28901995739492,8.28901995739492,5.59193662742469,13.553245914141,8.28901995739492,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,10.1884868857224,10.1884868857224,13.553245914141,5.59193662742469,5.59193662742469,13.553245914141,13.553245914141,8.28901995739492,5.4251196941603,5.4251196941603,8.28901995739492,13.553245914141,13.553245914141,8.28901995739492,8.28901995739492,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,13.553245914141,13.553245914141,5.59193662742469,5.59193662742469,8.28901995739492,5.59193662742469,5.59193662742469,13.553245914141,13.553245914141,8.28901995739492,8.28901995739492,5.59193662742469,5.59193662742469,8.28901995739492,8.28901995739492,8.28040910076721,5.4251196941603,5.4251196941603,5.59193662742469,5.59193662742469,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,8.28901995739492,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,8.28901995739492
"t3",10.1536250244923,7.78232213331422,0,7.78232213331422,7.74355145910862,13.0465480900603,7.78232213331422,7.74355145910862,7.74355145910862,4.25947674786888,7.74355145910862,7.74355145910862,13.0465480900603,13.0465480900603,13.0465480900603,7.78232213331422,7.74355145910862,6.67267868163542,7.74355145910862,7.74355145910862,13.0465480900603,7.74355145910862,7.74355145910862,7.74355145910862,13.0465480900603,13.0465480900603,13.0465480900603,13.0465480900603,7.74355145910862,9.68178906164174,13.0465480900603,12.4417122218915,4.25947674786888,7.74355145910862,7.74355145910862,7.74355145910862,7.78232213331422,13.0465480900603,7.74355145910862,7.74355145910862,4.25947674786888,13.0465480900603,13.0465480900603,13.0465480900603,7.74355145910862,9.68178906164174,9.68178906164174,13.0465480900603,7.78232213331422,7.78232213331422,13.0465480900603,13.0465480900603,7.74355145910862,7.78232213331422,7.78232213331422,4.25947674786888,13.0465480900603,13.0465480900603,4.25947674786888,4.25947674786888,7.74355145910862,7.74355145910862,13.0465480900603,13.0465480900603,13.0465480900603,13.0465480900603,7.78232213331422,7.78232213331422,7.74355145910862,7.78232213331422,7.78232213331422,13.0465480900603,13.0465480900603,7.74355145910862,7.74355145910862,7.78232213331422,7.78232213331422,7.74355145910862,7.74355145910862,7.73494060248091,7.78232213331422,7.78232213331422,7.78232213331422,7.78232213331422,7.74355145910862,7.74355145910862,13.0465480900603,13.0465480900603,13.0465480900603,13.0465480900603,13.0465480900603,7.74355145910862,7.74355145910862,7.74355145910862,7.74355145910862,13.0465480900603,13.0465480900603,7.74355145910862,7.74355145910862,13.0465480900603,13.0465480900603,13.0465480900603,13.0465480900603,7.74355145910862,7.74355145910862
"t4",10.660322848573,5.4251196941603,7.78232213331422,0,8.28901995739491,13.553245914141,5.59193662742469,8.28901995739491,8.28901995739491,8.28901995739491,8.28901995739491,8.28901995739491,13.553245914141,13.553245914141,13.553245914141,5.59193662742469,8.28901995739492,7.21814717992171,8.28901995739492,8.28901995739492,13.553245914141,8.28901995739492,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,10.1884868857224,13.553245914141,12.9484100459722,8.28901995739491,8.28901995739492,8.28901995739492,8.28901995739492,5.59193662742469,13.553245914141,8.28901995739492,8.28901995739492,8.28901995739491,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,10.1884868857224,10.1884868857224,13.553245914141,5.59193662742469,5.59193662742469,13.553245914141,13.553245914141,8.28901995739491,4.65209135160057,4.65209135160057,8.28901995739491,13.553245914141,13.553245914141,8.28901995739491,8.28901995739491,8.28901995739491,8.28901995739491,13.553245914141,13.553245914141,13.553245914141,13.553245914141,5.59193662742469,5.59193662742469,8.28901995739491,5.59193662742469,5.59193662742469,13.553245914141,13.553245914141,8.28901995739492,8.28901995739492,5.59193662742469,5.59193662742469,8.28901995739491,8.28901995739491,8.2804091007672,4.65209135160057,4.65209135160057,5.59193662742469,5.59193662742469,8.28901995739491,8.28901995739491,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.28901995739491,8.28901995739491,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,8.28901995739492
"t5",10.660322848573,8.28901995739492,7.74355145910862,8.28901995739491,0,13.553245914141,8.28901995739491,6.46448354858225,6.46448354858225,8.25024928318932,4.52011447171336,4.52011447171336,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,6.46448354858225,5.39361077110905,6.46448354858225,6.46448354858225,13.553245914141,3.90543488619541,3.90543488619541,3.90543488619541,13.553245914141,13.553245914141,13.553245914141,13.553245914141,6.46448354858225,10.1884868857224,13.553245914141,12.9484100459722,8.25024928318932,6.46448354858225,6.46448354858225,6.46448354858225,8.28901995739492,13.553245914141,6.46448354858225,6.46448354858225,8.25024928318932,13.553245914141,13.553245914141,13.553245914141,3.90543488619541,10.1884868857224,10.1884868857224,13.553245914141,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,4.52011447171336,8.28901995739491,8.28901995739491,8.25024928318932,13.553245914141,13.553245914141,8.25024928318932,8.25024928318932,3.90543488619541,3.90543488619541,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,8.28901995739492,3.90543488619541,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,6.46448354858225,6.46448354858225,8.28901995739492,8.28901995739492,6.46448354858225,6.46448354858225,6.45587269195454,8.28901995739491,8.28901995739491,8.28901995739492,8.28901995739492,6.46448354858225,6.46448354858225,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.553245914141,3.90543488619541,3.90543488619541,6.46448354858225,6.46448354858225,13.553245914141,13.553245914141,4.52011447171336,4.52011447171336,13.553245914141,13.553245914141,13.553245914141,13.553245914141,6.46448354858225,6.46448354858225
"t6",5.85845266276139,13.553245914141,13.0465480900603,13.553245914141,13.553245914141,0,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.75137572832936,3.38761871259265,3.38761871259265,13.553245914141,13.553245914141,12.4823731366677,13.553245914141,13.553245914141,8.75137572832936,13.553245914141,13.553245914141,13.553245914141,6.78456075051397,6.78456075051397,4.07973804778306,8.75137572832936,13.553245914141,13.553245914141,6.78456075051397,8.14653986016059,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.75137572832936,13.553245914141,13.553245914141,13.553245914141,8.75137572832936,8.75137572832936,8.75137572832936,13.553245914141,13.553245914141,13.553245914141,8.75137572832936,13.553245914141,13.553245914141,8.75137572832936,8.75137572832936,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.75137572832936,8.75137572832936,13.553245914141,13.553245914141,13.553245914141,13.553245914141,6.78456075051397,6.78456075051397,4.07973804778306,8.75137572832936,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.75137572832936,8.75137572832936,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.5446350575132,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.75137572832936,8.75137572832936,8.75137572832936,8.75137572832936,8.75137572832936,13.553245914141,13.553245914141,13.553245914141,13.553245914141,4.07973804778306,4.07973804778306,13.553245914141,13.553245914141,8.75137572832936,8.75137572832936,8.75137572832936,8.75137572832936,13.553245914141,13.553245914141
"t7",10.660322848573,5.59193662742469,7.78232213331422,5.59193662742469,8.28901995739491,13.553245914141,0,8.28901995739491,8.28901995739491,8.28901995739491,8.28901995739491,8.28901995739491,13.553245914141,13.553245914141,13.553245914141,4.22462806114425,8.28901995739492,7.21814717992171,8.28901995739492,8.28901995739492,13.553245914141,8.28901995739492,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,10.1884868857224,13.553245914141,12.9484100459722,8.28901995739491,8.28901995739492,8.28901995739492,8.28901995739492,4.22462806114425,13.553245914141,8.28901995739492,8.28901995739492,8.28901995739491,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,10.1884868857224,10.1884868857224,13.553245914141,4.22462806114425,3.15884303606895,13.553245914141,13.553245914141,8.28901995739491,5.59193662742469,5.59193662742469,8.28901995739491,13.553245914141,13.553245914141,8.28901995739491,8.28901995739491,8.28901995739491,8.28901995739491,13.553245914141,13.553245914141,13.553245914141,13.553245914141,4.22462806114425,4.22462806114425,8.28901995739491,4.22462806114425,4.22462806114425,13.553245914141,13.553245914141,8.28901995739492,8.28901995739492,3.15884303606895,3.15884303606895,8.28901995739491,8.28901995739491,8.2804091007672,5.59193662742469,5.59193662742469,4.22462806114425,4.22462806114425,8.28901995739491,8.28901995739491,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.28901995739491,8.28901995739491,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,8.28901995739492
"t8",10.660322848573,8.28901995739492,7.74355145910862,8.28901995739491,6.46448354858225,13.553245914141,8.28901995739491,0,6.18899188438665,8.25024928318932,6.46448354858225,6.46448354858225,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,3.61237966899735,2.54150689152414,4.05056240494285,4.05056240494285,13.553245914141,6.46448354858225,6.46448354858225,6.46448354858225,13.553245914141,13.553245914141,13.553245914141,13.553245914141,3.15688189357932,10.1884868857224,13.553245914141,12.9484100459722,8.25024928318932,3.15688189357932,3.15688189357932,4.05056240494285,8.28901995739492,13.553245914141,4.05056240494285,6.18899188438665,8.25024928318932,13.553245914141,13.553245914141,13.553245914141,6.46448354858225,10.1884868857224,10.1884868857224,13.553245914141,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,6.46448354858225,8.28901995739491,8.28901995739491,8.25024928318932,13.553245914141,13.553245914141,8.25024928318932,8.25024928318932,6.46448354858225,6.46448354858225,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,8.28901995739492,6.46448354858225,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,6.18899188438665,6.18899188438665,8.28901995739492,8.28901995739492,6.18899188438665,6.18899188438665,6.18038102775894,8.28901995739491,8.28901995739491,8.28901995739492,8.28901995739492,6.18899188438665,6.18899188438665,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.553245914141,6.46448354858225,6.46448354858225,6.18899188438665,6.18899188438665,13.553245914141,13.553245914141,6.46448354858225,6.46448354858225,13.553245914141,13.553245914141,13.553245914141,13.553245914141,4.05056240494285,4.05056240494285
"t9",10.660322848573,8.28901995739492,7.74355145910862,8.28901995739491,6.46448354858225,13.553245914141,8.28901995739491,6.18899188438665,0,8.25024928318932,6.46448354858225,6.46448354858225,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,6.18899188438665,5.11811910691345,6.18899188438665,6.18899188438665,13.553245914141,6.46448354858225,6.46448354858225,6.46448354858225,13.553245914141,13.553245914141,13.553245914141,13.553245914141,6.18899188438665,10.1884868857224,13.553245914141,12.9484100459722,8.25024928318932,6.18899188438665,6.18899188438665,6.18899188438665,8.28901995739492,13.553245914141,6.18899188438665,3.07919320264995,8.25024928318932,13.553245914141,13.553245914141,13.553245914141,6.46448354858225,10.1884868857224,10.1884868857224,13.553245914141,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,6.46448354858225,8.28901995739491,8.28901995739491,8.25024928318932,13.553245914141,13.553245914141,8.25024928318932,8.25024928318932,6.46448354858225,6.46448354858225,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,8.28901995739492,6.46448354858225,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,3.07919320264995,3.07919320264995,8.28901995739492,8.28901995739492,3.07919320264995,3.07919320264995,3.07058234602224,8.28901995739491,8.28901995739491,8.28901995739492,8.28901995739492,3.07919320264995,3.07919320264995,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.553245914141,6.46448354858225,6.46448354858225,4.04052764035873,4.04052764035873,13.553245914141,13.553245914141,6.46448354858225,6.46448354858225,13.553245914141,13.553245914141,13.553245914141,13.553245914141,6.18899188438665,6.18899188438665
"t10",10.660322848573,8.28901995739492,4.25947674786888,8.28901995739491,8.25024928318932,13.553245914141,8.28901995739491,8.25024928318932,8.25024928318932,0,8.25024928318932,8.25024928318932,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,8.25024928318932,7.17937650571612,8.25024928318932,8.25024928318932,13.553245914141,8.25024928318932,8.25024928318932,8.25024928318932,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.25024928318932,10.1884868857224,13.553245914141,12.9484100459722,2.45179051374165,8.25024928318932,8.25024928318932,8.25024928318932,8.28901995739492,13.553245914141,8.25024928318932,8.25024928318932,2.45179051374165,13.553245914141,13.553245914141,13.553245914141,8.25024928318932,10.1884868857224,10.1884868857224,13.553245914141,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,8.25024928318932,8.28901995739491,8.28901995739491,2.45179051374165,13.553245914141,13.553245914141,2.45179051374165,2.45179051374165,8.25024928318932,8.25024928318932,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.28901995739492,8.28901995739492,8.25024928318932,8.28901995739492,8.28901995739492,13.553245914141,13.553245914141,8.25024928318932,8.25024928318932,8.28901995739492,8.28901995739492,8.25024928318932,8.25024928318932,8.24163842656161,8.28901995739491,8.28901995739491,8.28901995739492,8.28901995739492,8.25024928318932,8.25024928318932,13.553245914141,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.25024928318932,8.25024928318932,8.25024928318932,8.25024928318932,13.553245914141,13.553245914141,8.25024928318932,8.25024928318932,13.553245914141,13.553245914141,13.553245914141,13.553245914141,8.25024928318932,8.25024928318932
