"accepted_species","trait_ARD"
"t1","0"
"t2","1"
"t3","0"
"t5","0"
"t6","1"
"t7","1"
"t8","1"
"t9","1"
"t10","1"
"t11","0"
"t13","1"
"t14","0"
"t19","0"
"t20","0"
"t26","0"
"t27","0"
"t23","0"
"t22","1"
"t39","1"
"t40","1"
"t49","0"
"t50","0"
"t41","0"
"t36","1"
"t33","1"
"t55","0"
"t69","0"
"t159","0"
"t160","0"
"t196","0"
"t207","0"
"t249","0"
"t252","0"
"t303","1"
"t340","0"
"t341","0"
"t231","0"
"t163","0"
"t109","0"
"t145","0"
"t328","0"
"t329","0"
"t314","1"
"t315","1"
"t151","1"
"t152","1"
"t219","1"
"t220","1"
"t210","1"
"t211","1"
"t204","1"
"t95","0"
"t88","0"
"t86","0"
"t212","1"
"t336","0"
"t337","0"
"t367","0"
"t368","0"
"t294","0"
"t373","0"
"t374","1"
"t369","0"
"t370","0"
"t123","1"
"t101","1"
"t130","0"
"t131","0"
"t52","0"
"t58","0"
"t395","1"
"t396","1"
"t288","1"
"t247","0"
"t164","0"
"t165","0"
"t148","0"
"t169","0"
"t353","1"
"t354","1"
"t237","0"
"t238","0"
"t344","0"
"t345","0"
"t275","0"
"t255","0"
"t257","1"
"t258","1"
"t112","0"
"t113","0"
"t96","0"
"t75","1"
"t74","0"
"t42","0"
"t124","0"
"t175","1"
"t176","1"
"t184","0"
"t281","0"
"t282","0"
"t279","0"
"t316","0"
"t326","0"
"t327","0"
"t260","1"
"t261","1"
"t229","1"
"t230","1"
"t156","0"
"t157","0"
"t140","0"
"t393","0"
"t394","0"
"t300","0"
"t232","1"
"t241","0"
"t242","1"
"t235","1"
"t236","1"
"t221","0"
"t201","1"
"t202","0"
"t138","1"
"t225","1"
"t363","1"
"t364","0"
"t317","0"
"t215","1"
"t119","0"
"t233","0"
"t301","0"
"t302","0"
"t280","0"
"t63","1"
"t21","0"
"t29","0"
"t30","0"
"t25","0"
"t46","0"
"t54","0"
"t76","0"
"t365","1"
"t366","1"
"t217","1"
"t285","1"
"t342","0"
"t343","0"
"t293","0"
"t381","1"
"t382","1"
"t322","1"
"t338","0"
"t339","1"
"t192","1"
"t266","1"
"t331","1"
"t332","1"
"t320","1"
"t321","1"
"t251","1"
"t185","1"
"t178","0"
"t126","1"
"t127","1"
"t143","0"
"t144","0"
"t136","0"
"t141","0"
"t142","0"
"t83","0"
"t107","0"
"t108","0"
"t106","1"
"t68","0"
"t222","0"
"t259","0"
"t270","0"
"t271","0"
"t248","0"
"t289","0"
"t397","0"
"t398","0"
"t304","1"
"t305","0"
"t265","1"
"t290","0"
"t385","1"
"t386","1"
"t351","1"
"t352","1"
"t387","1"
"t388","1"
"t346","1"
"t335","1"
"t250","1"
"t272","1"
"t273","0"
"t253","0"
"t371","1"
"t372","1"
"t333","1"
"t323","1"
"t324","1"
"t239","1"
"t355","0"
"t356","0"
"t350","0"
"t334","0"
"t132","1"
"t133","0"
"t66","0"
"t70","0"
"t71","0"
"t81","0"
"t82","0"
"t45","0"
"t59","0"
"t60","0"
"t61","0"
"t62","0"
"t53","0"
"t34","0"
"t35","0"
"t65","0"
"t93","0"
"t206","0"
"t291","0"
"t292","0"
"t198","0"
"t146","0"
"t155","0"
"t276","0"
"t277","0"
"t174","0"
"t84","0"
"t85","1"
"t48","0"
"t47","0"
"t43","1"
"t28","0"
"t72","0"
"t187","0"
"t188","0"
"t227","0"
"t330","1"
"t361","0"
"t362","0"
"t297","1"
"t180","0"
"t267","0"
"t268","0"
"t399","0"
"t400","0"
"t377","0"
"t310","0"
"t311","0"
"t295","0"
"t226","0"
"t278","0"
"t308","0"
"t309","0"
"t218","0"
"t193","0"
"t194","1"
"t170","0"
"t245","0"
"t246","0"
"t234","1"
"t205","0"
"t73","0"
"t57","0"
"t44","0"
"t77","0"
"t78","0"
"t186","1"
"t216","0"
"t223","0"
"t306","1"
"t307","0"
"t168","1"
"t114","0"
"t105","0"
"t94","1"
"t79","0"
"t80","0"
"t67","1"
"t56","0"
"t37","0"
"t38","0"
"t24","1"
"t51","0"
"t99","0"
"t115","0"
"t128","0"
"t129","0"
"t173","0"
"t199","1"
"t200","0"
"t359","0"
"t360","0"
"t286","0"
"t287","0"
"t274","0"
"t110","0"
"t111","0"
"t243","0"
"t244","0"
"t240","0"
"t383","1"
"t384","1"
"t283","1"
"t391","1"
"t392","1"
"t197","0"
"t118","1"
"t100","1"
"t312","1"
"t313","1"
"t296","1"
"t213","1"
"t214","1"
"t177","1"
"t269","1"
"t378","1"
"t379","1"
"t375","1"
"t376","1"
"t325","1"
"t298","1"
"t299","1"
"t256","1"
"t263","1"
"t264","1"
"t254","0"
"t318","1"
"t319","0"
"t195","1"
"t150","1"
"t134","1"
"t166","1"
"t167","1"
"t158","1"
"t149","1"
"t135","1"
"t125","1"
"t162","0"
"t203","0"
"t208","0"
"t209","1"
"t182","1"
"t183","1"
"t179","1"
"t171","1"
"t137","1"
"t116","1"
"t117","1"
"t104","1"
"t87","1"
"t147","0"
"t181","1"
"t357","0"
"t358","0"
"t228","0"
"t103","1"
"t102","1"
"t189","0"
"t190","0"
"t224","0"
"t349","1"
"t380","1"
"t389","1"
"t390","1"
"t284","1"
"t262","1"
"t161","1"
"t172","0"
"t347","0"
"t348","0"
"t191","0"
"t153","1"
"t154","1"
"t139","1"
"t89","1"
"t90","1"
"t91","1"
"t92","1"
"t121","1"
"t122","0"
"t120","0"
"t64","1"
"t31","0"
"t32","0"
"t97","1"
"t98","1"
"t18","0"
"t15","0"
"t12","0"
"t16","0"
"t17","0"
"t4","0"
