"accepted_species","trait_ARD"
"t1","0"
"t24","0"
"t46","0"
"t47","0"
"t23","0"
"t26","0"
"t27","0"
"t28","0"
"t33","0"
"t34","0"
"t30","0"
"t18","0"
"t2","0"
"t48","0"
"t59","0"
"t118","0"
"t119","0"
"t286","0"
"t287","0"
"t313","0"
"t314","0"
"t275","0"
"t276","0"
"t193","0"
"t241","0"
"t242","0"
"t153","0"
"t154","0"
"t74","0"
"t88","0"
"t279","1"
"t280","1"
"t268","0"
"t234","1"
"t103","0"
"t63","0"
"t56","1"
"t218","1"
"t232","0"
"t340","0"
"t367","0"
"t368","0"
"t333","0"
"t332","0"
"t334","0"
"t335","0"
"t311","0"
"t312","0"
"t201","0"
"t192","0"
"t223","1"
"t347","0"
"t361","0"
"t362","0"
"t358","0"
"t257","0"
"t258","0"
"t296","0"
"t297","0"
"t134","0"
"t108","1"
"t61","1"
"t52","0"
"t183","0"
"t184","0"
"t172","0"
"t140","0"
"t365","1"
"t366","1"
"t320","1"
"t267","1"
"t281","0"
"t282","0"
"t178","0"
"t338","0"
"t339","0"
"t240","0"
"t123","1"
"t124","0"
"t80","0"
"t173","0"
"t174","0"
"t109","0"
"t53","0"
"t29","0"
"t39","0"
"t43","0"
"t44","0"
"t42","0"
"t57","1"
"t58","1"
"t32","0"
"t21","1"
"t25","0"
"t90","0"
"t111","1"
"t112","0"
"t196","0"
"t359","0"
"t360","0"
"t325","0"
"t219","0"
"t220","0"
"t151","0"
"t229","0"
"t270","0"
"t271","0"
"t370","0"
"t371","0"
"t298","0"
"t177","0"
"t273","0"
"t345","0"
"t346","0"
"t126","0"
"t127","0"
"t163","0"
"t164","0"
"t86","1"
"t323","0"
"t324","0"
"t289","0"
"t162","0"
"t82","1"
"t283","0"
"t363","0"
"t364","0"
"t315","1"
"t225","0"
"t226","0"
"t175","0"
"t235","0"
"t236","0"
"t150","0"
"t215","0"
"t269","0"
"t341","0"
"t342","0"
"t224","0"
"t116","0"
"t117","0"
"t81","0"
"t72","0"
"t70","0"
"t71","0"
"t54","0"
"t189","0"
"t299","0"
"t354","0"
"t355","0"
"t78","0"
"t60","1"
"t62","1"
"t105","0"
"t216","0"
"t217","0"
"t188","0"
"t143","0"
"t165","0"
"t179","0"
"t210","0"
"t250","0"
"t253","0"
"t254","0"
"t194","0"
"t372","1"
"t373","1"
"t369","1"
"t376","1"
"t377","1"
"t350","1"
"t351","1"
"t278","1"
"t336","0"
"t337","0"
"t309","0"
"t285","0"
"t284","1"
"t272","1"
"t352","0"
"t353","0"
"t326","1"
"t144","0"
"t227","1"
"t228","1"
"t141","0"
"t146","0"
"t305","0"
"t306","0"
"t191","0"
"t64","1"
"t115","0"
"t166","0"
"t167","0"
"t148","0"
"t214","0"
"t274","0"
"t300","1"
"t343","1"
"t344","1"
"t11","0"
"t8","0"
"t5","1"
"t10","0"
"t12",NA
"t13","0"
"t14","0"
"t35","0"
"t79","0"
"t135",NA
"t136","0"
"t139",NA
"t249","0"
"t348","0"
"t349","0"
"t329","0"
"t290",NA
"t237","0"
"t152","0"
"t159",NA
"t213","0"
"t277","0"
"t292","0"
"t293","0"
"t356","0"
"t357","0"
"t246","0"
"t247","0"
"t221","0"
"t222","0"
"t180",NA
"t199",NA
"t206","0"
"t207","0"
"t169",NA
"t128","0"
"t129","0"
"t130","0"
"t138","0"
"t327","1"
"t328",NA
"t161",NA
"t73","0"
"t84",NA
"t85","0"
"t101",NA
"t102","0"
"t95","0"
"t96","0"
"t77","0"
"t75","1"
"t197","1"
"t198","1"
"t251","0"
"t252","1"
"t187","0"
"t202",NA
"t203","1"
"t157","1"
"t160",NA
"t170","1"
"t211","1"
"t212","1"
"t374",NA
"t375","0"
"t303","0"
"t304",NA
"t291",NA
"t243","0"
"t248","0"
"t259","0"
"t260","0"
"t244","0"
"t245","0"
"t190","0"
"t121",NA
"t149","1"
"t330","0"
"t331","0"
"t171","0"
"t195","0"
"t255","1"
"t256","0"
"t91","0"
"t92","0"
"t106","0"
"t107","0"
"t200","0"
"t307","0"
"t308",NA
"t294","0"
"t295","0"
"t262","0"
"t231","0"
"t181",NA
"t321","0"
"t322","0"
"t104","0"
"t87","0"
"t265","0"
"t266","0"
"t238","0"
"t239","0"
"t230","0"
"t176",NA
"t261","0"
"t263","1"
"t264","1"
"t209",NA
"t145","0"
"t137","0"
"t155","0"
"t156","0"
"t125",NA
"t132","0"
"t133","0"
"t68",NA
"t69","0"
"t22","0"
"t31","0"
"t93","0"
"t94","0"
"t65","0"
"t113","1"
"t114",NA
"t76","0"
"t98",NA
"t99","0"
"t89","0"
"t110",NA
"t168","0"
"t316","0"
"t317","0"
"t310","0"
"t233",NA
"t147","0"
"t158",NA
"t182","0"
"t185","0"
"t186",NA
"t204","1"
"t205",NA
"t100","1"
"t55",NA
"t38",NA
"t40","1"
"t41","0"
"t49","0"
"t50","1"
"t66",NA
"t67",NA
"t45","1"
"t51","1"
"t83","0"
"t120",NA
"t122","0"
"t131","0"
"t208","0"
"t288","1"
"t318","1"
"t319","1"
"t301","1"
"t302","0"
"t142","0"
"t97","0"
"t17","0"
"t16","0"
"t19","0"
"t20","0"
"t15","1"
"t36",NA
"t37","1"
"t9","0"
"t7","0"
"t6","1"
"t3","0"
"t4","0"
