,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
t1,10.444257,8.312845,7.6040287,6.7731433,8.134519,7.8612905,6.7974315,4.729819,4.1695514,4.9043093,4.784757,4.8302135,6.03036,7.1620617,5.3837404,7.4564533,4.294659,7.910069,2.482065,6.0971127
t2,10.453336,8.350189,7.566859,6.784575,8.170309,7.8685627,6.7846246,4.736775,4.179459,4.895181,4.750633,4.8158407,6.032638,7.141409,5.3744874,7.4543915,4.2806726,7.9194183,2.4971256,6.115848
t3,10.426809,8.248497,7.6680775,6.749595,8.076389,7.846371,6.8235803,4.715225,4.148896,4.921946,4.8399687,4.8577294,6.025165,7.198505,5.4007893,7.4631877,4.3234553,7.8911266,2.4525216,6.0640755
t4,10.3998785,8.138928,7.7772994,6.707287,7.9753394,7.816794,6.8768816,4.6911664,4.1148095,4.9558506,4.9355955,4.897537,6.0127726,7.272023,5.428074,7.477832,4.3802195,7.859551,2.3992078,6.003183
t5,10.685414,8.921538,6.9998755,7.0341945,8.694447,8.062346,6.541375,4.738676,4.336343,4.6863666,4.2752676,4.475284,6.1251197,6.8754797,5.204284,7.4703803,4.047176,8.134745,2.8101206,6.4658647
t6,10.382474,8.065025,7.850864,6.6783347,7.9065585,7.7955794,6.91469,4.6745124,4.092081,4.9790726,5.000386,4.9239516,6.00431,7.322159,5.4463162,7.4881372,4.420179,7.838076,2.3621392,5.9617915
t7,10.492387,8.743074,7.1632833,6.891729,8.470858,7.894793,6.5768533,4.8955455,4.3599954,4.8632617,4.417157,4.714423,6.1040177,6.874327,5.2788935,7.347823,4.054107,7.9691563,2.6066008,6.278331
t8,10.524812,8.687186,7.227594,6.8714237,8.458305,7.9148264,6.652763,4.8180504,4.3014803,4.8189673,4.4700193,4.669422,6.0630016,6.944881,5.262416,7.4158216,4.134129,7.9910173,2.6272657,6.258835
t9,10.579498,8.756495,7.1620884,6.962305,8.528518,7.978065,6.649031,4.825073,4.288847,4.769414,4.4096212,4.6019487,6.042907,6.920869,5.2418256,7.4301505,4.1230555,8.056155,2.7032638,6.352337
t10,10.643986,8.875699,7.0438414,6.9974203,8.648402,8.029528,6.602666,4.78355,4.308779,4.716654,4.309913,4.532451,6.060498,6.937428,5.2337236,7.4548774,4.0887756,8.118097,2.7643993,6.3953567
t11,10.612581,8.7068815,7.2343707,6.9774685,8.576627,8.018141,6.590272,4.864562,4.348701,4.78821,4.416441,4.611346,6.1006627,6.8798594,5.302104,7.372947,4.0656424,8.10175,2.7443082,6.353438
t12,10.568478,8.837518,7.075776,6.956191,8.581308,7.9522624,6.575021,4.869238,4.371205,4.783666,4.328907,4.6253786,6.0810933,6.8929234,5.2542524,7.385692,4.0519676,8.037728,2.6927423,6.345648
t13,10.63363,8.790229,7.149819,6.8930936,8.618116,7.967603,6.659727,4.756327,4.35299,4.716921,4.3495827,4.53762,6.0500736,6.9718504,5.2022905,7.475005,4.147303,8.067107,2.7363002,6.2938304
t14,10.296859,7.490108,8.423133,6.426192,7.360031,7.564205,7.2405167,4.5613804,3.9943647,5.169674,5.497207,5.093108,5.848638,7.7219286,5.487599,7.550776,4.74246,7.7001867,2.1244204,5.703857
t15,10.72676,9.093858,6.8344674,7.1249228,8.741261,8.085497,6.563768,4.7853737,4.3578663,4.6620445,4.13911,4.4846067,6.082294,6.9202256,5.188086,7.4625926,4.0330486,8.172592,2.8611274,6.532176
t16,10.554842,8.963059,6.922778,7.00603,8.589175,7.9214325,6.534563,4.895653,4.417182,4.7543755,4.23151,4.65059,6.0648813,6.9049945,5.2351885,7.386309,4.0151668,8.000626,2.6854005,6.3947735
t17,10.645766,8.9135,7.012818,7.001731,8.6623125,8.020184,6.616992,4.807381,4.328539,4.713427,4.2729344,4.53125,6.048101,6.9521112,5.223528,7.4503255,4.091609,8.116974,2.767758,6.3923607
t18,10.711248,9.039579,6.8905153,6.9992566,8.7640705,8.001317,6.6093655,4.7578654,4.3995614,4.651824,4.1679163,4.4332967,6.0548453,6.933563,5.1400266,7.4973383,4.085782,8.091678,2.8231604,6.41173
t19,10.781146,9.229019,6.692489,7.205103,8.800541,8.113404,6.537634,4.744725,4.3809824,4.5857115,4.026276,4.450945,6.0793033,6.955823,5.1702456,7.4913645,4.019567,8.193793,2.9245403,6.6170483
t20,10.227796,7.4742837,8.430651,6.4031854,7.3589425,7.638523,7.2319026,4.5229254,3.8959877,5.199962,5.5361257,5.143486,5.9245477,7.772929,5.5957766,7.5451083,4.7638836,7.6182227,2.097589,5.6297708
t21,10.645335,9.096527,6.823363,7.1395335,8.683907,8.013372,6.5430427,4.8538356,4.3978105,4.6928697,4.123034,4.56504,6.083886,6.8908033,5.1916637,7.441837,3.9930239,8.096621,2.7801561,6.5519185
t22,10.693526,9.075071,6.8465977,7.117922,8.713108,8.058004,6.557933,4.809717,4.366249,4.6781144,4.1492324,4.518046,6.081946,6.913174,5.191315,7.4555187,4.0266557,8.144585,2.8281283,6.5268664
t23,10.255112,7.5870624,8.328943,6.478368,7.4521546,7.6571116,7.187638,4.5533094,3.922523,5.144389,5.426834,5.0992074,5.9611917,7.682324,5.5829425,7.567605,4.7083077,7.6834874,2.096822,5.6654453
t24,10.296601,7.561444,8.356356,6.4666524,7.426564,7.6014047,7.205144,4.5693216,3.9807353,5.1331635,5.426837,5.078592,5.902517,7.683856,5.5221286,7.542856,4.702921,7.729097,2.1382465,5.706668
t25,10.305577,7.5121584,8.395671,6.51195,7.3719416,7.6034346,7.2248425,4.6204357,3.903063,5.217482,5.5036736,5.044649,5.925424,7.7439423,5.5774727,7.622474,4.7425714,7.733015,2.0480604,5.629431
t26,10.265921,7.6200237,8.2970495,6.4886494,7.4850426,7.665976,7.1785226,4.5493374,3.9306507,5.1155257,5.397433,5.0966964,5.9746695,7.636935,5.582705,7.563524,4.695276,7.692248,2.1046844,5.6792946
t27,10.893432,9.412753,6.5167346,7.3394833,8.8874855,8.194813,6.519045,4.6588645,4.381066,4.4675756,3.8882277,4.382914,6.064208,7.027644,5.162775,7.5340123,4.006258,8.2662735,3.0548656,6.75137
t28,10.883608,9.418903,6.51162,7.339089,8.875972,8.211056,6.5471506,4.670109,4.3530197,4.4612846,3.886369,4.4041104,6.086111,7.017979,5.167409,7.519598,4.034015,8.289351,3.0619793,6.754948
t29,10.929134,9.496472,6.438959,7.393997,8.906061,8.243443,6.544449,4.6353135,4.3435616,4.4173007,3.8346124,4.380083,6.0870676,7.0426717,5.177168,7.527417,4.0337467,8.322554,3.1138585,6.808321
t30,10.293709,7.4540453,8.455427,6.4816246,7.3251905,7.5465484,7.278289,4.6047115,3.973583,5.1661553,5.488763,5.0588493,5.895483,7.7336664,5.5158987,7.5802565,4.7745266,7.7510095,2.0580504,5.660352
t31,10.248592,7.4586644,8.4355755,6.5158653,7.34819,7.601351,7.306828,4.5841646,3.8616705,5.1433253,5.4990225,5.0879235,5.9886136,7.6666126,5.632453,7.6111054,4.804261,7.702837,1.9643714,5.567882
t32,10.125547,7.5794773,8.330694,6.461746,7.4509974,7.738854,7.1813993,4.517617,3.8190439,5.1906385,5.4537015,5.1479273,6.0449853,7.753728,5.6867795,7.589025,4.7296453,7.5917006,2.0181682,5.5612264
t33,10.14729,7.475415,8.418752,6.4335456,7.368396,7.6926823,7.2131095,4.5549283,3.8128803,5.2559357,5.5267415,5.128312,6.009253,7.831267,5.67709,7.5836,4.758395,7.5934296,2.0160024,5.542769
t34,10.297897,7.522313,8.3933,6.4984264,7.3817763,7.587285,7.238373,4.5899954,3.9541724,5.156571,5.4636416,5.068674,5.9146976,7.7052646,5.5371284,7.586907,4.740929,7.7316213,2.0726566,5.668431
t35,10.323719,7.443867,8.4544525,6.5217795,7.314637,7.571483,7.266386,4.648441,3.8763611,5.244461,5.558334,5.021932,5.9039345,7.767427,5.5886183,7.638586,4.7822933,7.7607937,2.0195673,5.601189
t36,10.955162,9.522746,6.4147153,7.4166465,8.932937,8.246058,6.510931,4.6088424,4.377513,4.3966875,3.8134782,4.348988,6.058348,7.067725,5.1595554,7.557161,4.0004807,8.3087,3.1344073,6.8294272
t37,10.979419,9.580065,6.3552046,7.472041,8.944255,8.284208,6.512755,4.584603,4.373705,4.3561387,3.7621362,4.3440113,6.0622,7.0838656,5.164147,7.563904,4.0008307,8.334723,3.1852474,6.8842115
t38,10.992426,9.560508,6.3811507,7.4447966,8.973772,8.253589,6.48494,4.5824404,4.4071684,4.3623543,3.7902346,4.318569,6.0295305,7.095296,5.137495,7.5993648,3.9675503,8.301501,3.1668763,6.855946
t39,11.727803,11.02797,5.192556,8.371628,9.545266,8.9417515,6.3711863,4.097634,4.582624,3.527153,3.1295502,4.1799855,5.894142,7.4736156,4.855891,8.249922,3.5437942,8.520022,4.1391783,7.6951356
t40,12.336309,12.309929,4.737623,8.553781,10.086476,9.927658,6.5147142,3.223428,4.289914,3.497274,3.149466,4.4367137,5.9106584,7.400281,5.2034545,7.9777017,3.0867362,9.106559,4.279451,7.694558
t41,-5.1900635,6.242734,10.376089,7.526669,-0.5709702,7.179565,11.2927,9.110734,3.5027065,3.2703526,5.140158,4.013446,8.117589,3.506865,3.0645099,7.0145783,0.32349825,5.6027656,7.1257176,4.9342875
t42,2.186259,0.63867766,-7.3692393,5.5622215,5.6259394,4.600438,6.193744,4.9044623,4.495109,5.6968393,4.7943,5.523509,10.306218,8.963024,3.3622484,3.758921,1.4407924,6.8977213,6.162531,2.5854514
t43,9.444845,0.94832164,10.223872,7.935005,5.3025613,4.375884,5.9361677,5.639787,2.7696981,3.5003304,6.603649,8.301104,6.625647,3.6605363,6.958655,5.6546946,4.440026,10.825619,0.8656618,5.567804
t44,9.469999,0.9111501,10.268989,7.9722166,5.338487,4.3587756,5.9748483,5.665223,2.7342174,3.5015526,6.586532,8.296248,6.6222053,3.707565,7.0025926,5.6025205,4.432682,10.83545,0.8626247,5.5841336
