"accepted_species","trait_ARD"
"t2","0"
"t3","0"
"t6","1"
"t15","0"
"t16","0"
"t7","0"
"t23","0"
"t24",NA
"t146","0"
"t147",NA
"t215","0"
"t216","0"
"t200","0"
"t194","0"
"t54","0"
"t76","0"
"t131","1"
"t132","0"
"t180","0"
"t181","0"
"t59","0"
"t71","0"
"t160","0"
"t161","0"
"t107","0"
"t168","0"
"t169","0"
"t93","0"
"t58",NA
"t89","0"
"t158","0"
"t159","0"
"t115","1"
"t116","1"
"t156","0"
"t157","0"
"t121","0"
"t22","0"
"t4","0"
"t5","0"
"t9","0"
"t10","0"
"t63","0"
"t64","0"
"t57","0"
"t33","0"
"t27","1"
"t49",NA
"t91","1"
"t100","1"
"t101","1"
"t74","1"
"t103","1"
"t104","1"
"t28","0"
"t29",NA
"t30","0"
"t26","1"
"t56","1"
"t82","1"
"t83","1"
"t108","1"
"t162","1"
"t163","1"
"t172",NA
"t173","1"
"t65","1"
"t195","0"
"t196","0"
"t62","0"
"t68",NA
"t69","0"
"t67","0"
"t154","0"
"t155","0"
"t97","0"
"t186","0"
"t187","0"
"t128","0"
"t46","0"
"t40","0"
"t34","0"
"t45","0"
"t178","1"
"t179","1"
"t119","1"
"t170","1"
"t171",NA
"t213","1"
"t214",NA
"t95","1"
"t94","1"
"t120",NA
"t129","1"
"t130","1"
"t122","1"
"t18","0"
"t13","0"
"t11","0"
"t8","0"
"t12","0"
"t31","1"
"t32","1"
"t55","0"
"t112","0"
"t188","0"
"t189","0"
"t203","0"
"t204",NA
"t190","0"
"t191","0"
"t140","0"
"t141","0"
"t37","1"
"t207","0"
"t208","0"
"t109","0"
"t133","0"
"t134","0"
"t184","1"
"t185","1"
"t96","0"
"t113","0"
"t177","0"
"t201","0"
"t202","0"
"t164","0"
"t198","0"
"t199","0"
"t211","0"
"t212","0"
"t174","0"
"t110","0"
"t70","0"
"t79","0"
"t105","0"
"t152","0"
"t153","0"
"t175","1"
"t176","1"
"t125","0"
"t205","0"
"t206","0"
"t60","0"
"t98","0"
"t99",NA
"t90","0"
"t77","0"
"t78",NA
"t43","1"
"t102","1"
"t148","1"
"t149","1"
"t51","0"
"t52","0"
"t50","1"
"t84","1"
"t85","1"
"t139","1"
"t197","1"
"t209","1"
"t210","1"
"t123",NA
"t80","1"
"t81","1"
"t75","0"
"t86","1"
"t106","1"
"t142","0"
"t143","1"
"t137","1"
"t138","1"
"t150","0"
"t151","1"
"t36",NA
"t17","0"
"t20","0"
"t21",NA
"t14","1"
"t35","1"
"t41","0"
"t42","0"
"t38",NA
"t39","1"
"t19","0"
"t48","0"
"t66","0"
"t192","0"
"t193","0"
"t165","0"
"t166","0"
"t167",NA
"t87","0"
"t88","0"
"t92","0"
"t144","0"
"t145",NA
"t117","0"
"t182","0"
"t183","0"
"t114","0"
"t118","0"
"t126","0"
"t127",NA
"t124","0"
"t53",NA
"t44","0"
"t61","1"
"t72","0"
"t73",NA
"t135","1"
"t136","1"
"t111","1"
"t47","1"
"t25","1"
"t1","0"
