"accepted_species","traits"
"t240",0
"t382",1
"t497",1
"t503",1
"t510",1
"t513",0
"t556",1
"t585",1
"t608",0
"t617",0
"t620",1
"t660",1
"t661",0
"t662",0
"t672",0
"t689",0
"t728",1
"t729",0
"t758",0
"t759",0
"t763",0
"t768",0
"t779",1
"t795",0
"t804",1
"t806",0
"t808",0
"t818",1
"t833",0
"t844",0
"t851",1
"t854",0
"t856",1
"t857",1
"t860",0
"t862",0
"t867",0
"t881",0
"t886",1
"t888",0
"t892",0
"t895",0
"t898",1
"t900",0
"t902",0
"t904",1
"t905",0
"t907",0
"t908",1
"t910",1
"t914",0
"t915",0
"t919",0
"t922",0
"t930",0
"t931",1
"t934",0
"t938",1
"t939",1
"t941",0
"t942",0
"t951",1
"t957",1
"t963",0
"t971",0
"t975",1
"t977",0
"t980",0
"t982",0
"t983",0
"t986",0
"t988",0
"t989",0
"t1001",0
"t1005",0
"t1021",1
"t1027",1
"t1028",0
"t1029",0
"t1031",0
"t1047",0
"t1049",0
"t1054",0
"t1056",0
"t1057",0
"t1060",0
"t1061",1
"t1062",0
"t1069",1
"t1073",0
"t1075",1
"t1076",1
"t1077",1
"t1080",1
"t1083",0
"t1084",0
"t1085",1
"t1091",1
"t1092",0
"t1093",0
"t1099",0
"t1101",0
"t1104",0
"t1105",1
"t1106",0
"t1111",1
"t1113",0
"t1115",0
"t1118",0
"t1119",0
"t1122",0
"t1125",0
"t1126",0
"t1127",0
"t1129",0
"t1131",1
"t1132",0
"t1133",0
"t1139",1
"t1140",0
"t1142",0
"t1143",0
"t1144",0
"t1145",0
"t1146",0
"t1148",1
"t1152",0
"t1153",1
"t1154",0
"t1156",0
"t1157",0
"t1158",0
"t1160",0
"t1162",0
"t1166",0
"t1167",0
"t1170",1
"t1176",1
"t1180",1
"t1186",1
"t1189",1
"t1191",1
"t1192",0
"t1195",1
"t1200",1
"t1201",1
"t1206",0
"t1207",1
"t1208",1
"t1210",0
"t1212",0
"t1213",0
"t1214",0
"t1216",0
"t1217",0
"t1218",0
"t1219",1
"t1220",0
"t1221",1
"t1223",1
"t1225",1
"t1226",1
"t1227",0
"t1229",0
"t1231",0
"t1232",0
"t1233",1
"t1234",1
"t1235",1
"t1236",0
"t1237",0
"t1238",1
"t1240",0
"t1242",0
"t1244",0
"t1246",0
"t1247",0
"t1248",0
"t1250",0
"t1251",0
"t1258",0
"t1261",1
"t1264",0
"t1266",0
"t1268",0
"t1269",0
"t1270",0
"t1271",0
"t1272",1
"t1273",0
"t1274",1
"t1276",0
"t1277",1
"t1278",1
"t1280",0
"t1285",0
"t1286",0
"t1289",0
"t1292",0
"t1293",0
"t1294",0
"t1295",0
"t1296",1
"t1297",1
"t1298",0
"t1301",1
"t1302",1
"t1305",0
"t1307",0
"t1309",0
"t1310",0
"t1311",0
"t1312",0
"t1314",1
"t1315",0
"t1316",0
"t1318",0
"t1319",0
"t1321",0
"t1323",0
"t1325",0
"t1328",0
"t1330",1
"t1331",0
"t1334",1
"t1338",0
"t1340",0
"t1342",0
"t1343",1
"t1344",1
"t1346",0
"t1349",1
"t1350",1
"t1353",0
"t1356",1
"t1359",0
"t1360",1
"t1361",0
"t1362",1
"t1363",0
"t1365",1
"t1366",0
"t1367",1
"t1368",1
"t1369",1
"t1371",0
"t1373",0
"t1374",0
"t1375",0
"t1376",0
"t1378",1
"t1380",1
"t1381",1
"t1383",1
"t1384",1
"t1385",0
"t1386",0
"t1387",0
"t1388",0
"t1389",1
"t1390",0
"t1392",1
"t1393",1
"t1396",0
"t1398",0
"t1401",0
"t1402",0
"t1404",0
"t1406",0
"t1407",0
"t1414",0
"t1416",1
"t1418",0
"t1419",0
"t1420",0
"t1421",0
"t1422",1
"t1423",1
"t1424",1
"t1425",1
"t1426",0
"t1427",0
"t1428",0
"t1429",0
"t1430",0
"t1433",0
"t1434",1
"t1436",0
"t1437",1
"t1438",0
"t1439",1
"t1442",0
"t1444",0
"t1446",0
"t1448",0
"t1450",0
"t1451",1
"t1452",1
"t1454",0
"t1455",0
"t1456",1
"t1458",1
"t1459",1
"t1461",0
"t1462",0
"t1464",1
"t1466",0
"t1467",0
"t1468",0
"t1469",0
"t1470",1
"t1472",0
"t1474",0
"t1477",0
"t1480",0
"t1481",0
"t1482",0
"t1483",0
"t1485",0
"t1486",0
"t1490",0
"t1492",0
"t1493",0
"t1494",0
"t1495",0
"t1496",0
"t1499",0
"t1501",1
"t1502",1
"t1503",1
"t1504",0
"t1505",1
"t1507",0
"t1509",0
"t1511",1
"t1512",1
"t1513",0
"t1515",0
"t1516",0
"t1517",0
"t1520",0
"t1523",0
"t1524",0
"t1525",0
