"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123","t124","t125","t126","t127","t128","t129","t130","t131"
"t1",0,8.10479689231605,7.33563819029059,7.72849963480861,8.22945580429503,14.4168409789706,9.4140358168354,9.07599642161146,9.99145773878819,10.1132592128961,12.1412070090377,9.91813842583928,10.0934281803383,12.0743919738871,9.76034832859831,10.1684148858522,10.5034013567997,10.8877144333665,10.8773048759295,11.0089751029361,14.4168409789706,12.2427062434106,11.2259924554284,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,12.7906116962122,14.4168409789706,12.9314245040832,12.5089523332935,12.7165490154805,14.4168409789706,14.4168409789706,14.4168409789706,14.1749661894797,9.38042272419444,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,13.706215841325,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,9.38042272419445,9.38042272419445,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,9.38042272419445,9.38042272419445,14.4168409789706,13.7564482606424,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,13.9703368491394,14.4168409789706,14.4168409789706,14.4168409789706,9.38042272419444,9.3394505736615,14.4168409789706,14.4168409789706,14.275517444529,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706,14.4168409789706
"t2",8.10479689231605,0,12.2576705730365,12.6505320175546,13.151488187041,19.3388733617166,14.3360681995813,13.9980288043574,14.9134901215341,15.035291595642,17.0632393917836,14.8401708085852,15.0154605630843,16.996424356633,14.6823807113443,15.0904472685982,15.4254337395457,15.8097468161124,15.7993372586754,15.9310074856821,19.3388733617166,17.1647386261566,16.1480248381744,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,17.7126440789582,19.3388733617166,17.8534568868292,17.4309847160395,17.6385813982265,19.3388733617166,19.3388733617166,19.3388733617166,19.0969985722257,13.313133902075,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,18.628248224071,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,13.313133902075,13.313133902075,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,13.313133902075,13.313133902075,19.3388733617166,18.6784806433884,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,18.8923692318854,19.3388733617166,19.3388733617166,19.3388733617166,13.313133902075,13.272161751542,19.3388733617166,19.3388733617166,19.197549827275,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166,19.3388733617166
"t3",7.33563819029059,12.2576705730365,0,0.533458259738705,1.69446174434107,10.3117449426335,2.87904175688144,4.97090038527434,5.88636170245108,6.00816317655897,8.03611097270059,5.14473385963786,3.55843412038436,7.96929593754995,4.98694376239689,3.63342082589825,3.96840729684578,6.78261839702936,6.10390030972805,6.23557053673472,10.3117449426335,8.13761020707353,6.452587889227,9.64343641276919,9.64343641276919,10.3117449426335,10.3117449426335,10.3117449426335,8.68551565987514,10.3117449426335,8.82632846774611,7.73554776709213,7.9431444492791,9.64343641276919,10.3117449426335,10.3117449426335,10.0698701531426,13.5332964049149,10.3117449426335,10.3117449426335,9.64343641276919,10.3117449426335,10.3117449426335,10.3117449426335,10.3117449426335,10.3117449426335,10.3117449426335,10.3117449426335,10.3117449426335,10.3117449426335,9.60111980498791,10.3117449426335,9.64343641276919,9.64343641276919,9.64343641276919,9.64343641276919,10.3117449426335,10.3117449426335,10.3117449426335,13.5332964049149,13.5332964049149,10.3117449426335,10.3117449426335,10.3117449426335,10.3117449426335,10.3117449426335,10.3117449426335,10.3117449426335,10.3117449426335,10.3117449426335,13.5332964049149,13.5332964049149,10.3117449426335,9.6513522243053,9.64343641276919,9.64343641276919,10.3117449426335,10.3117449426335,10.3117449426335,9.64343641276919,10.3117449426335,10.3117449426335,9.64343641276919,9.64343641276919,9.64343641276919,10.3117449426335,10.3117449426335,9.64343641276919,9.64343641276919,10.3117449426335,9.86524081280232,10.3117449426335,10.3117449426335,9.64343641276919,13.5332964049149,13.492324254382,10.3117449426335,10.3117449426335,9.50211287832758,9.64343641276919,9.64343641276919,10.3117449426335,10.3117449426335,9.64343641276919,9.64343641276919,10.3117449426335,10.3117449426335,9.64343641276919,9.64343641276919,9.64343641276919,10.3117449426335,10.3117449426335,9.64343641276919,9.64343641276919,9.64343641276919,9.64343641276919,9.64343641276919,9.64343641276919,9.64343641276919,9.64343641276918,9.64343641276918,10.3117449426335,10.3117449426335,9.64343641276919,9.64343641276919,10.3117449426335,10.3117449426335,10.3117449426335,10.3117449426335,9.64343641276918,9.64343641276918
"t4",7.72849963480861,12.6505320175546,0.533458259738705,0,2.08732318885909,10.7046063871515,3.27190320139946,5.36376182979237,6.27922314696911,6.40102462107699,8.42897241721861,5.53759530415588,3.95129556490239,8.36215738206797,5.37980520691491,4.02628227041627,4.3612687413638,7.17547984154738,6.49676175424608,6.62843198125274,10.7046063871515,8.53047165159155,6.84544933374502,10.0362978572872,10.0362978572872,10.7046063871515,10.7046063871515,10.7046063871515,9.07837710439316,10.7046063871515,9.21918991226413,8.12840921161015,8.33600589379712,10.0362978572872,10.7046063871515,10.7046063871515,10.4627315976606,13.926157849433,10.7046063871515,10.7046063871515,10.0362978572872,10.7046063871515,10.7046063871515,10.7046063871515,10.7046063871515,10.7046063871515,10.7046063871515,10.7046063871515,10.7046063871515,10.7046063871515,9.99398124950593,10.7046063871515,10.0362978572872,10.0362978572872,10.0362978572872,10.0362978572872,10.7046063871515,10.7046063871515,10.7046063871515,13.926157849433,13.926157849433,10.7046063871515,10.7046063871515,10.7046063871515,10.7046063871515,10.7046063871515,10.7046063871515,10.7046063871515,10.7046063871515,10.7046063871515,13.926157849433,13.926157849433,10.7046063871515,10.0442136688233,10.0362978572872,10.0362978572872,10.7046063871515,10.7046063871515,10.7046063871515,10.0362978572872,10.7046063871515,10.7046063871515,10.0362978572872,10.0362978572872,10.0362978572872,10.7046063871515,10.7046063871515,10.0362978572872,10.0362978572872,10.7046063871515,10.2581022573203,10.7046063871515,10.7046063871515,10.0362978572872,13.9261578494329,13.8851856989,10.7046063871515,10.7046063871515,9.8949743228456,10.0362978572872,10.0362978572872,10.7046063871515,10.7046063871515,10.0362978572872,10.0362978572872,10.7046063871515,10.7046063871515,10.0362978572872,10.0362978572872,10.0362978572872,10.7046063871515,10.7046063871515,10.0362978572872,10.0362978572872,10.0362978572872,10.0362978572872,10.0362978572872,10.0362978572872,10.0362978572872,10.0362978572872,10.0362978572872,10.7046063871515,10.7046063871515,10.0362978572872,10.0362978572872,10.7046063871515,10.7046063871515,10.7046063871515,10.7046063871515,10.0362978572872,10.0362978572872
"t5",8.22945580429503,13.151488187041,1.69446174434107,2.08732318885909,0,11.2055625566379,1.50761678611876,5.86471799927878,6.78017931645552,6.90198079056341,8.92992858670503,6.0385514736423,2.18700914962169,8.86311355155439,5.88076137640133,2.26199585513557,2.5969823260831,7.6764360110338,6.99771792373249,7.12938815073916,11.2055625566379,9.03142782107797,7.34640550323144,10.5372540267736,10.5372540267736,11.2055625566379,11.2055625566379,11.2055625566379,9.57933327387958,11.2055625566379,9.72014608175055,8.62936538109657,8.83696206328354,10.5372540267736,11.2055625566379,11.2055625566379,10.963687767147,14.4271140189194,11.2055625566379,11.2055625566379,10.5372540267736,11.2055625566379,11.2055625566379,11.2055625566379,11.2055625566379,11.2055625566379,11.2055625566379,11.2055625566379,11.2055625566379,11.2055625566379,10.4949374189924,11.2055625566379,10.5372540267736,10.5372540267736,10.5372540267736,10.5372540267736,11.2055625566379,11.2055625566379,11.2055625566379,14.4271140189194,14.4271140189194,11.2055625566379,11.2055625566379,11.2055625566379,11.2055625566379,11.2055625566379,11.2055625566379,11.2055625566379,11.2055625566379,11.2055625566379,14.4271140189194,14.4271140189194,11.2055625566379,10.5451698383097,10.5372540267736,10.5372540267736,11.2055625566379,11.2055625566379,11.2055625566379,10.5372540267736,11.2055625566379,11.2055625566379,10.5372540267736,10.5372540267736,10.5372540267736,11.2055625566379,11.2055625566379,10.5372540267736,10.5372540267736,11.2055625566379,10.7590584268068,11.2055625566379,11.2055625566379,10.5372540267736,14.4271140189194,14.3861418683864,11.2055625566379,11.2055625566379,10.395930492332,10.5372540267736,10.5372540267736,11.2055625566379,11.2055625566379,10.5372540267736,10.5372540267736,11.2055625566379,11.2055625566379,10.5372540267736,10.5372540267736,10.5372540267736,11.2055625566379,11.2055625566379,10.5372540267736,10.5372540267736,10.5372540267736,10.5372540267736,10.5372540267736,10.5372540267736,10.5372540267736,10.5372540267736,10.5372540267736,11.2055625566379,11.2055625566379,10.5372540267736,10.5372540267736,11.2055625566379,11.2055625566379,11.2055625566379,11.2055625566379,10.5372540267736,10.5372540267736
"t6",14.4168409789706,19.3388733617166,10.3117449426335,10.7046063871515,11.2055625566379,0,12.3901425691783,7.07043766289695,12.8714198439586,12.9932213180665,9.36496206703245,12.8942451781822,13.0695349326812,9.29814703188181,12.7364550809412,13.1445216381951,13.4795081091426,13.7676765385369,13.8534116282724,13.9850818552791,11.6405960369654,15.1226683485811,14.2020992077713,17.3929477313135,17.3929477313135,11.6405960369654,12.4192451974243,11.6405960369654,10.014366754207,17.296803084141,10.9338287225369,15.4850590856365,15.6926557678234,17.3929477313135,11.6405960369654,11.6405960369654,11.3987212474745,20.614499193595,11.6405960369654,17.296803084141,17.3929477313135,11.6405960369654,11.6405960369654,11.6405960369654,11.6405960369654,17.296803084141,11.6405960369654,11.6405960369654,12.4192451974243,12.4192451974243,10.9299708993198,11.6405960369654,17.3929477313135,17.3929477313135,17.3929477313135,17.3929477313135,11.6405960369654,12.4112822202561,12.4112822202561,20.614499193595,20.614499193595,17.296803084141,17.296803084141,11.6405960369654,11.6405960369654,17.296803084141,17.296803084141,11.6405960369654,11.6405960369654,12.4112822202561,20.614499193595,20.614499193595,11.6405960369654,10.9802033186372,17.3929477313135,17.3929477313135,12.4112822202561,12.4112822202561,12.4112822202561,17.3929477313135,11.6405960369654,11.6405960369654,17.3929477313135,17.3929477313135,17.3929477313135,11.6405960369654,11.6405960369654,17.3929477313135,17.3929477313135,17.296803084141,16.8502989543098,11.6405960369654,11.6405960369654,17.3929477313135,20.614499193595,20.573527043062,12.4112822202561,12.4112822202561,17.2516241968719,17.3929477313135,17.3929477313135,17.296803084141,17.296803084141,17.3929477313135,17.3929477313135,11.6405960369654,11.6405960369654,17.3929477313135,17.3929477313135,17.3929477313135,11.6405960369654,11.6405960369654,17.3929477313135,17.3929477313135,17.3929477313135,17.3929477313135,17.3929477313135,17.3929477313135,17.3929477313135,17.3929477313135,17.3929477313135,17.296803084141,17.296803084141,17.3929477313135,17.3929477313135,11.6405960369654,11.6405960369654,11.6405960369654,11.6405960369654,17.3929477313135,17.3929477313135
"t7",9.4140358168354,14.3360681995813,2.87904175688144,3.27190320139946,1.50761678611876,12.3901425691783,0,7.04929801181916,7.9647593289959,8.08656080310378,10.1145085992454,7.22313148618267,1.93852477204086,10.0476935640948,7.0653413889417,2.01351147755474,2.34849794850227,8.86101602357417,8.18229793627287,8.31396816327953,12.3901425691783,10.2160078336183,8.53098551577181,11.721834039314,11.721834039314,12.3901425691783,12.3901425691783,12.3901425691783,10.7639132864199,12.3901425691783,10.9047260942909,9.81394539363694,10.0215420758239,11.721834039314,12.3901425691783,12.3901425691783,12.1482677796874,15.6116940314597,12.3901425691783,12.3901425691783,11.721834039314,12.3901425691783,12.3901425691783,12.3901425691783,12.3901425691783,12.3901425691783,12.3901425691783,12.3901425691783,12.3901425691783,12.3901425691783,11.6795174315327,12.3901425691783,11.721834039314,11.721834039314,11.721834039314,11.721834039314,12.3901425691783,12.3901425691783,12.3901425691783,15.6116940314597,15.6116940314597,12.3901425691783,12.3901425691783,12.3901425691783,12.3901425691783,12.3901425691783,12.3901425691783,12.3901425691783,12.3901425691783,12.3901425691783,15.6116940314597,15.6116940314597,12.3901425691783,11.7297498508501,11.721834039314,11.721834039314,12.3901425691783,12.3901425691783,12.3901425691783,11.721834039314,12.3901425691783,12.3901425691783,11.721834039314,11.721834039314,11.721834039314,12.3901425691783,12.3901425691783,11.721834039314,11.721834039314,12.3901425691783,11.9436384393471,12.3901425691783,12.3901425691783,11.721834039314,15.6116940314597,15.5707218809268,12.3901425691783,12.3901425691783,11.5805105048724,11.721834039314,11.721834039314,12.3901425691783,12.3901425691783,11.721834039314,11.721834039314,12.3901425691783,12.3901425691783,11.721834039314,11.721834039314,11.721834039314,12.3901425691783,12.3901425691783,11.721834039314,11.721834039314,11.721834039314,11.721834039314,11.721834039314,11.721834039314,11.721834039314,11.721834039314,11.721834039314,12.3901425691783,12.3901425691783,11.721834039314,11.721834039314,12.3901425691783,12.3901425691783,12.3901425691783,12.3901425691783,11.721834039314,11.721834039314
"t8",9.07599642161146,13.9980288043574,4.97090038527434,5.36376182979237,5.86471799927878,7.07043766289695,7.04929801181916,0,7.53057528659945,7.65237676070733,4.79480369296404,7.55340062082304,7.72869037532208,4.7279886578134,7.39561052358207,7.80367708083597,8.13866355178349,8.42683198117772,8.51256707091324,8.6442372979199,7.07043766289696,9.7818237912219,8.86125465041218,12.0521031739544,12.0521031739544,7.07043766289695,7.07840064006517,7.07043766289695,5.44420838013859,11.9559585267819,5.59298416517779,10.1442145282773,10.3518112104643,12.0521031739544,7.07043766289695,7.07043766289695,6.82856287340605,15.2736546362358,7.07043766289695,11.9559585267819,12.0521031739544,7.07043766289695,7.07043766289695,7.07043766289695,7.07043766289695,11.9559585267819,7.07043766289695,7.07043766289695,7.07840064006517,7.07840064006517,6.35981252525136,7.07043766289695,12.0521031739544,12.0521031739544,12.0521031739544,12.0521031739544,7.07043766289695,5.76045778151265,5.76045778151265,15.2736546362358,15.2736546362358,11.9559585267819,11.9559585267819,7.07043766289695,7.07043766289695,11.9559585267819,11.9559585267819,7.07043766289695,7.07043766289695,5.76045778151265,15.2736546362358,15.2736546362358,7.07043766289695,6.41004494456876,12.0521031739544,12.0521031739544,5.76045778151265,5.76045778151265,5.76045778151265,12.0521031739544,7.07043766289695,7.07043766289695,12.0521031739544,12.0521031739544,12.0521031739544,7.07043766289695,7.07043766289695,12.0521031739544,12.0521031739544,11.9559585267819,11.5094543969507,7.07043766289695,7.07043766289695,12.0521031739544,15.2736546362358,15.2326824857029,5.76045778151265,5.76045778151265,11.9107796395128,12.0521031739544,12.0521031739544,11.9559585267819,11.9559585267819,12.0521031739544,12.0521031739544,7.07043766289695,7.07043766289695,12.0521031739544,12.0521031739544,12.0521031739544,7.07043766289695,7.07043766289695,12.0521031739544,12.0521031739544,12.0521031739544,12.0521031739544,12.0521031739544,12.0521031739544,12.0521031739544,12.0521031739544,12.0521031739544,11.9559585267819,11.9559585267819,12.0521031739544,12.0521031739544,7.07043766289695,7.07043766289695,7.07043766289695,7.07043766289695,12.0521031739544,12.0521031739544
"t9",9.99145773878819,14.9134901215341,5.88636170245108,6.27922314696911,6.78017931645552,12.8714198439586,7.9647593289959,7.53057528659945,0,2.12134955926054,10.5957858740257,8.46886193799978,8.64415169249882,10.5289708388751,8.31107184075881,8.7191383980127,9.05412486896023,5.75383325872391,9.42802838808997,9.55969861509664,12.8714198439586,7.10882506876808,9.77671596758892,12.9675644911311,12.9675644911311,12.8714198439586,12.8714198439586,12.8714198439586,11.2451905612002,9.28295980432805,11.3860033690712,11.059675845454,11.267272527641,12.9675644911311,12.8714198439586,12.8714198439586,12.6295450544677,16.1891159534125,12.8714198439586,9.28295980432805,12.9675644911311,12.8714198439586,12.8714198439586,12.8714198439586,12.8714198439586,9.28295980432805,12.8714198439586,12.8714198439586,12.8714198439586,12.8714198439586,12.160794706313,12.8714198439586,12.9675644911311,12.9675644911311,12.9675644911311,12.9675644911311,12.8714198439586,12.8714198439586,12.8714198439586,16.1891159534125,16.1891159534125,9.28295980432805,9.28295980432805,12.8714198439586,12.8714198439586,9.28295980432805,9.28295980432805,12.8714198439586,12.8714198439586,12.8714198439586,16.1891159534125,16.1891159534125,12.8714198439586,12.2110271256304,12.9675644911311,12.9675644911311,12.8714198439586,12.8714198439586,12.8714198439586,12.9675644911311,12.8714198439586,12.8714198439586,12.9675644911311,12.9675644911311,12.9675644911311,12.8714198439586,12.8714198439586,12.9675644911311,12.9675644911311,9.28295980432805,8.83645567449687,12.8714198439586,12.8714198439586,12.9675644911311,16.1891159534125,16.1481438028796,12.8714198439586,12.8714198439586,12.8262409566895,12.9675644911311,12.9675644911311,9.28295980432805,9.28295980432805,12.9675644911311,12.9675644911311,12.8714198439586,12.8714198439586,12.9675644911311,12.9675644911311,12.9675644911311,12.8714198439586,12.8714198439586,12.9675644911311,12.9675644911311,12.9675644911311,12.9675644911311,12.9675644911311,12.9675644911311,12.9675644911311,12.9675644911311,12.9675644911311,9.28295980432805,9.28295980432805,12.9675644911311,12.9675644911311,12.8714198439586,12.8714198439586,12.8714198439586,12.8714198439586,12.9675644911311,12.9675644911311
"t10",10.1132592128961,15.035291595642,6.00816317655897,6.40102462107699,6.90198079056341,12.9932213180665,8.08656080310378,7.65237676070733,2.12134955926054,0,10.7175873481336,8.59066341210767,8.76595316660671,10.6507723129829,8.43287331486669,8.84093987212059,9.17592634306812,5.8756347328318,9.54982986219786,9.68150008920453,12.9932213180665,7.23062654287597,9.8985174416968,13.089365965239,13.089365965239,12.9932213180665,12.9932213180665,12.9932213180665,11.3669920353081,9.40476127843593,11.5078048431791,11.1814773195619,11.3890740017489,13.089365965239,12.9932213180665,12.9932213180665,12.7513465285756,16.3109174275204,12.9932213180665,9.40476127843593,13.089365965239,12.9932213180665,12.9932213180665,12.9932213180665,12.9932213180665,9.40476127843593,12.9932213180665,12.9932213180665,12.9932213180665,12.9932213180665,12.2825961804209,12.9932213180665,13.089365965239,13.089365965239,13.089365965239,13.089365965239,12.9932213180665,12.9932213180665,12.9932213180665,16.3109174275204,16.3109174275204,9.40476127843593,9.40476127843593,12.9932213180665,12.9932213180665,9.40476127843593,9.40476127843593,12.9932213180665,12.9932213180665,12.9932213180665,16.3109174275204,16.3109174275204,12.9932213180665,12.3328285997383,13.089365965239,13.089365965239,12.9932213180665,12.9932213180665,12.9932213180665,13.089365965239,12.9932213180665,12.9932213180665,13.089365965239,13.089365965239,13.089365965239,12.9932213180665,12.9932213180665,13.089365965239,13.089365965239,9.40476127843593,8.95825714860476,12.9932213180665,12.9932213180665,13.089365965239,16.3109174275204,16.2699452769875,12.9932213180665,12.9932213180665,12.9480424307974,13.089365965239,13.089365965239,9.40476127843593,9.40476127843593,13.089365965239,13.089365965239,12.9932213180665,12.9932213180665,13.089365965239,13.089365965239,13.089365965239,12.9932213180665,12.9932213180665,13.089365965239,13.089365965239,13.089365965239,13.089365965239,13.089365965239,13.089365965239,13.089365965239,13.089365965239,13.089365965239,9.40476127843593,9.40476127843593,13.089365965239,13.089365965239,12.9932213180665,12.9932213180665,12.9932213180665,12.9932213180665,13.089365965239,13.089365965239
