,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
t1,0.33551735,1.0721219,4.6580925,1.5693059,6.5155497,3.1442914,0.24148701,6.979264,6.698331,4.047389,4.8829484,6.0440207,5.331151,2.6240253,3.249174,4.447593,6.705794,5.904915,4.4557195,4.430121,5.957063,5.3376827
t2,0.2708551,1.0599607,4.651488,1.532802,6.4624248,3.0978293,0.25528845,6.908843,6.691408,4.002744,4.877459,6.096093,5.3203197,2.6901214,3.239167,4.411398,6.6674685,5.9555945,4.4312325,4.4390106,5.893621,5.3841233
t3,0.3373772,1.0527657,4.705803,1.530056,6.4815917,3.1333444,0.2412785,6.9905214,6.7291336,4.0187106,4.9532814,6.0656934,5.276333,2.6524944,3.2042243,4.4084845,6.693186,5.9197164,4.4949017,4.368217,5.930924,5.3509874
t4,0.24692293,1.0132724,4.5169215,1.4893215,6.431914,3.166484,0.46396416,7.0066285,6.5453186,3.9504948,4.8589897,6.113951,5.423064,2.7466276,3.275852,4.338086,6.730315,5.983897,4.3737054,4.412528,5.8647037,5.549832
t5,0.16904937,1.0894424,4.6287065,1.3915838,6.4726844,3.0490422,0.38109785,6.8986554,6.61423,3.8556664,4.898655,6.210581,5.3566017,2.7283576,3.1902602,4.4232635,6.6367245,5.9830303,4.428595,4.488842,5.850918,5.483409
t6,0.29576454,1.0631313,4.5380497,1.4316097,6.488649,3.1103117,0.37011352,7.0024514,6.5968933,4.0090346,4.8319297,6.0952425,5.410222,2.7044346,3.2520785,4.391656,6.7470613,5.939585,4.3403554,4.4762344,5.9325476,5.472345
t7,0.27313998,1.0408925,4.5563145,1.4367765,6.463195,3.1253445,0.39069605,6.9974914,6.591058,3.9885638,4.861025,6.0971594,5.3823247,2.7386165,3.2485971,4.3586574,6.7384706,5.964076,4.3596587,4.466831,5.9113317,5.505964
t8,0.2655616,1.0495439,4.606865,1.449718,6.4769216,3.1147075,0.3631408,6.965434,6.6293764,3.9353719,4.905616,6.1382484,5.376545,2.701496,3.2136304,4.3963466,6.6755614,5.968864,4.430813,4.428392,5.8812304,5.4481874
t9,-0.60692406,-1.125788,-1.3844464,8.741033,3.9036872,4.487912,3.1013584,9.249607,4.8722916,4.6651773,4.859871,5.4707766,5.195537,2.460567,5.673882,1.6731073,6.762426,7.186803,4.5436473,3.4661028,4.069426,5.462724
t10,-2.591204,4.191422,11.243749,8.055078,3.5565214,7.685367,0.91069627,5.7690845,6.829597,5.5472093,1.831583,5.1034427,3.2925208,3.0665302,3.708659,3.5493207,6.221434,4.071914,3.3294833,5.133445,4.7561264,3.7032607
t11,0.79395884,0.6358339,4.874133,1.3211235,6.9862986,3.3944438,0.35836187,7.301188,6.817002,3.4833443,5.449432,6.496538,5.1633706,2.2357285,2.794388,4.6311374,6.2866206,6.2736893,5.2400146,3.9881291,5.991358,4.7679133
t12,0.3166366,0.95902085,4.5589166,1.4914831,6.5129824,3.2093334,0.4421142,7.0719304,6.53751,3.8976564,4.9321933,6.1207166,5.5033045,2.6950672,3.2575066,4.3623962,6.688515,6.036958,4.4706917,4.3713503,5.841252,5.4609146
t13,0.30708098,1.0018458,4.651251,1.3581457,6.504299,3.1443105,0.39593464,6.9952025,6.6100035,3.884746,4.9489822,6.1772676,5.4329243,2.707927,3.1538482,4.3746824,6.64107,6.0288167,4.487893,4.444814,5.8578854,5.4349465
t14,-0.5885069,-1.1249436,-1.3632567,8.770371,3.9208694,4.4751186,3.0876586,9.234963,4.893204,4.637176,4.8417215,5.4661317,5.217847,2.4390652,5.6662674,1.6529014,6.7649217,7.189614,4.545481,3.4906726,4.098682,5.4392304
t15,-2.2744174,4.4775314,10.199594,7.7281537,2.636,7.809935,1.5080733,4.6780577,7.3357267,5.8172483,1.2403425,5.0817986,3.0571291,2.7080407,3.5417414,2.9645724,6.5357423,3.350144,3.1294732,3.9242573,5.35864,4.090726
t16,-0.041396126,1.0416237,4.133557,1.784776,6.2494593,3.134579,0.69203144,7.052598,6.335659,4.0784106,4.6465607,5.9552107,5.247089,2.9872534,3.6529586,4.183976,7.0376754,5.910799,3.9511085,4.3630943,5.852703,5.947075
t17,-0.53230256,-1.0185683,-1.2877287,8.803074,3.9435341,4.4464784,3.1348698,9.339446,4.893474,4.643319,4.824572,5.4134903,5.310708,2.426722,5.713194,1.6220094,6.820056,7.21843,4.5651493,3.507111,4.125894,5.390062
t18,-0.5810863,-1.0248407,-1.320112,8.777614,3.947182,4.4240537,3.1258726,9.362588,4.871837,4.700613,4.8479314,5.434316,5.2923512,2.4469874,5.737658,1.6390324,6.846356,7.215104,4.5854235,3.45345,4.0527925,5.450131
t19,-2.2333379,4.583977,10.108937,7.6942306,2.7156653,7.77597,1.5043267,4.7273035,7.3736563,5.7671385,1.2619392,5.1714487,2.9554586,2.6172624,3.5692554,2.9174,6.438777,3.3968406,3.1957548,3.8209631,5.3421216,4.0403056
t20,-2.2213175,4.498871,10.117479,7.7049074,2.6428123,7.76309,1.5561668,4.6627254,7.392164,5.7797675,1.2019178,5.1382623,2.995523,2.6823602,3.578585,2.9258988,6.530202,3.3331366,3.1158838,3.8213918,5.350522,4.1416917
t21,0.94427025,0.49613637,4.802852,1.3050946,7.1033416,3.521415,0.4697096,7.35394,6.7517157,3.3210104,5.6050563,6.6178517,5.173521,2.0791743,2.7175467,4.6306205,6.1348243,6.37317,5.438544,3.8895164,5.972579,4.588657
t22,0.8494713,0.57199484,4.8464622,1.2774141,7.0193124,3.4414763,0.40177494,7.336837,6.795255,3.4215186,5.5093474,6.537592,5.209651,2.180175,2.790492,4.5835505,6.2338805,6.33341,5.310629,3.9250562,5.9479904,4.7048764
t23,0.07186266,1.0389096,4.337402,1.6308802,6.332515,3.127462,0.5640902,7.025283,6.434523,4.026379,4.7306952,6.030747,5.312613,2.884876,3.4867725,4.2606726,6.904013,5.9427047,4.1350303,4.4110403,5.858466,5.7705965
t24,-0.5293456,-1.2483585,-1.381305,8.862832,3.742414,4.5918007,3.1187847,9.138428,4.8811984,4.6199446,4.834598,5.4203415,5.1546345,2.4378967,5.574934,1.6737523,6.628409,7.1797366,4.4460545,3.5296433,4.167654,5.392486
t25,-0.56053406,-1.1886652,-1.3851241,9.057072,3.6829717,4.476695,3.1351533,9.284093,4.8368096,4.711504,4.836886,5.382205,5.2169,2.3965726,5.65814,1.6558722,6.7120323,7.13767,4.4515595,3.434195,4.098693,5.4793096
t26,0.1726184,0.9976369,4.394498,1.5892233,6.382271,3.172279,0.53963745,7.0281053,6.47752,3.9877307,4.8086767,6.0614715,5.376787,2.8219535,3.390953,4.2764163,6.8187165,5.9811473,4.2468276,4.3936872,5.8687396,5.6669173
t27,0.18816978,1.0091352,4.5069246,1.4915379,6.3904815,3.1410186,0.49609214,6.967092,6.5259075,3.9339936,4.852605,6.1222973,5.3768234,2.801194,3.2995663,4.298245,6.74027,6.0071316,4.342645,4.437501,5.8450294,5.5962477
t28,-2.4435616,4.350908,10.581291,7.802001,2.8068051,7.8266516,1.3253144,4.9336376,7.151227,5.798833,1.4271973,4.9824853,3.2350206,2.8291526,3.5318325,3.184411,6.5399246,3.5450082,3.1862895,4.377068,5.256733,3.9632826
t29,-2.2832975,4.507325,10.262305,7.760899,2.5911987,7.8202844,1.4841679,4.681023,7.3319645,5.8803363,1.2343682,5.040942,3.0762389,2.687168,3.5302756,2.9484565,6.545092,3.3234122,3.127769,3.981438,5.3594384,4.0796914
t30,-0.070002675,0.8336079,3.6114392,2.264544,6.040603,3.2075338,0.8494689,7.112873,6.091138,4.175542,4.6085544,5.8037906,5.273526,3.0785983,3.9490666,3.942076,7.0595465,6.055358,3.8450768,4.292422,5.8849206,6.058883
t31,0.2662713,0.9498511,4.30261,1.698463,6.404388,3.2603352,0.58790207,7.0729303,6.4726653,4.0515265,4.79332,6.007322,5.458889,2.7588081,3.4106681,4.2545514,6.8068147,5.989564,4.3095617,4.345519,5.893571,5.627531
t32,0.10238705,0.96479726,4.136746,1.8172405,6.2957234,3.2217999,0.68724734,7.072746,6.3601933,4.0687594,4.719478,5.963639,5.358961,2.8919668,3.5751972,4.1792293,6.9318857,5.9695067,4.099969,4.3373346,5.8746886,5.8283386
t33,-2.170814,4.547332,10.217868,7.816395,2.6566522,7.7337146,1.517798,4.6733756,7.4123197,5.8229923,1.189265,5.124515,2.939979,2.6269276,3.668321,2.8779168,6.525406,3.353459,3.1043704,3.9303997,5.228393,4.147195
t34,0.035869688,1.0704569,4.401122,1.5664723,6.354161,3.0642593,0.50072014,7.018738,6.455603,4.004865,4.731479,6.052402,5.2604213,2.9018593,3.4762375,4.294562,6.914682,5.9356685,4.1188474,4.446505,5.8533964,5.751048
t35,0.8850889,0.54564047,4.820563,1.2899704,7.046196,3.4750965,0.4344556,7.3624296,6.7671914,3.3849745,5.5451593,6.561941,5.2176247,2.143835,2.7706637,4.583609,6.1982517,6.354166,5.3550463,3.9072201,5.937313,4.6629148
t36,0.93175983,0.50527596,4.7990475,1.308639,7.0919023,3.517752,0.46949798,7.3486214,6.7453113,3.3337047,5.5888333,6.6075916,5.1782928,2.0915096,2.7301316,4.625302,6.1461782,6.366014,5.4167485,3.8993871,5.971194,4.6052494
t37,-2.3480685,4.509579,10.294437,7.7197757,2.6660397,7.786854,1.4693922,4.735836,7.298554,5.812005,1.2949891,5.0716305,3.0953813,2.685467,3.5621095,3.0183005,6.517666,3.396654,3.1778214,4.030551,5.331437,4.024327
t38,-0.037420247,1.0712292,4.295156,1.647112,6.294518,3.052302,0.56515265,7.0440636,6.3809886,4.0319734,4.6683707,6.014852,5.2200933,2.9814713,3.5947163,4.246169,7.0041113,5.9248853,4.00392,4.429007,5.84155,5.863125
t39,-0.10512744,0.9952206,3.867722,2.0135808,6.202442,3.1222146,0.8148342,7.1801524,6.225527,4.1108003,4.555602,5.8568826,5.2074375,3.0894096,3.8428066,4.054621,7.1915026,5.8935137,3.787348,4.2228756,5.8379254,6.0947323
t40,-2.211522,4.5441756,10.176553,7.754139,2.700813,7.7551184,1.5029439,4.7348027,7.380387,5.783655,1.2384673,5.147981,2.956599,2.646182,3.6106968,2.9222667,6.4825683,3.3888772,3.1488676,3.8790503,5.286281,4.0923195
t41,-0.095311366,1.0709177,4.0168567,1.882679,6.2075934,3.0920522,0.74124205,7.118559,6.282739,4.108832,4.5670815,5.922514,5.1990776,3.049554,3.7625573,4.14693,7.130743,5.873099,3.8762577,4.2909393,5.803596,6.0024786
