,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
t1,7.724603,2.669653,8.14319,1.9172099,0.008348736,7.299982,-0.87811166,-0.88257104,0.32132572,17.100851,0.053066283,15.853465,0.9324121,3.5758967,6.161528,-0.038058482,0.01757501,1.1091743,11.054537,-1.5060012,5.6632447,2.2825623
t2,7.067844,2.149637,7.065022,2.3520827,0.002813072,6.6326785,-1.1433895,-0.8194161,0.32068008,15.368265,0.048355665,15.483702,0.92173684,2.7978508,7.8959064,-0.0484818,0.026946032,1.0124896,10.385137,-1.246858,7.0537333,1.9923879
t3,6.9681425,2.3516586,7.575336,1.5964881,0.007869815,6.743051,-0.6709124,-0.79708433,0.29456002,15.6292,0.048791613,13.952744,0.83153075,3.2163093,5.19664,-0.037373964,0.020495733,0.9992119,9.937858,-1.3462036,4.96266,1.9961516
t4,2.4681792,0.021815592,7.780416,0.40275657,0.7377367,3.4715703,2.018517,-0.41928032,0.2802853,11.855421,0.058941737,5.998801,0.50482845,1.2653108,3.2525036,0.076642424,1.2877522,0.6688906,7.083946,0.4298383,4.546622,0.009059533
t5,3.0809755,0.02053319,8.943652,0.4910224,0.7622245,4.198846,2.140223,-0.5760274,0.3242665,13.725148,0.07124805,7.378525,0.5856993,1.2476472,3.8765173,0.11416757,1.4313035,0.7573487,8.080925,0.15075345,5.078134,0.0031413028
t6,4.2470846,0.0057447874,10.349095,0.77289915,0.38308045,5.362708,1.7840874,-0.6907815,0.37896377,16.657093,0.08317921,9.532409,0.73421925,1.7541509,4.7161856,0.1350424,1.324857,0.9212725,9.7455635,-0.14654571,6.1187463,0.2848006
t7,4.171358,0.0050034607,10.422113,0.7527618,0.3967241,5.384767,1.9466945,-0.69224995,0.38267705,16.722273,0.084595345,9.465444,0.7343147,1.6771368,4.659999,0.15983857,1.372223,0.9177382,9.720293,-0.13947812,6.138349,0.24674946
t8,3.212882,0.0023296834,8.608291,0.60379875,0.47298083,4.395506,1.7187238,-0.5388479,0.31309053,13.748018,0.06514373,7.5413995,0.60168606,1.3903774,3.8891408,0.0526854,1.2102215,0.7685189,8.127146,-0.039770834,5.0915003,0.056868136
t9,0.87691,0.017160228,2.0869534,2.8730302,0.42044798,1.966747,-0.7619904,-0.16215296,0.10654435,4.482673,0.015019343,7.8217587,0.3547346,0.15191069,6.863394,1.470417,0.07629264,0.3967019,4.8434715,-0.32765707,7.3760514,0.013073936
t10,-0.004931054,0.136549,5.248286,-0.86762553,0.011721391,-0.0066811247,8.12081,9.137782,1.1249082,-1.0068177,0.010058306,3.067135,0.049086586,-0.021599798,-2.4137323,2.458619,0.3119699,0.11240832,-1.6168988,-0.26260608,-0.51613504,17.798285
t11,8.655368,5.57379,5.374197,3.7877135,0.8385567,8.631792,-0.9501586,-0.86192465,0.4444631,14.118053,6.2514596,9.487845,0.36870658,1.6731228,3.3838186,-0.0052683367,0.04161669,1.0513698,10.787738,-1.7579097,1.9520559,0.05049429
t12,2.628876,0.008980884,8.05579,0.48178408,0.7093192,3.838702,2.034439,-0.4744364,0.29385903,12.604486,0.05507563,6.4503727,0.52207965,1.2454255,3.4849398,0.046791695,1.3425767,0.69873655,7.4728594,0.39473134,4.6997128,0.005285196
t13,3.5160997,0.08823382,8.886354,0.6879881,0.36072713,4.6758657,1.5792631,-0.5636563,0.32779902,14.437022,0.063863344,8.092427,0.6362155,1.5266135,4.063041,0.07288501,1.1834095,0.8087122,8.519655,-0.09911153,5.3401756,0.14833933
t14,0.8028401,0.013504133,1.8947467,2.8331332,0.40725374,1.6116456,-0.77022415,-0.14587672,0.0936474,4.1697845,0.012504325,7.2716627,0.32895577,-0.003423435,6.7943845,1.1738003,0.03110149,0.3843078,4.643075,-0.2815787,7.3747325,0.0064573223
t15,5.20778,0.6254978,4.859204,-0.2428689,0.028664561,3.072979,-0.07290538,-0.49603012,0.007681721,10.809998,0.20325677,14.154523,0.7070966,5.067804,-0.11311741,0.1231875,0.18858044,0.81031495,6.9516335,-2.0440524,-0.027723683,5.8104095
t16,0.34424263,0.08441096,7.511963,0.093126506,2.1305475,1.4213011,4.121521,-0.24965985,0.2532953,8.5460825,0.088772945,2.4364176,0.2742792,0.8741662,2.885496,0.639718,2.5225232,0.42353082,4.9284286,3.69122,4.450824,0.045584068
t17,-0.0003193727,0.027217025,0.8764004,3.2087321,0.23021339,0.4595656,-0.5562612,0.7370648,0.018009493,1.358205,0.031597316,5.281437,0.2312808,-0.01680431,5.853363,2.190977,0.06251379,0.28410846,3.1173964,-0.12311157,7.5822406,0.032661647
