accepted_species,estimate
t24,-1.8718451
t260,0.8639222
t283,0.8669831
t284,0.8484107
t272,0.90993327
t73,-0.89965415
t147,0.49148875
t155,0.00393364
t107,-0.4011535
t303,0.6777665
t306,0.8026606
t207,0.45401815
t344,0.76720876
t218,0.4479792
t287,0.6256985
t302,0.7236147
t210,0.1808885
t67,-1.262805
t86,-0.7514815
t129,-0.4643887
t6,-3.0640717
t80,-0.1802297
t125,-0.17343879
t148,0.080439016
t146,-0.051420905
t151,0.081595674
t159,0.5239897
t123,-0.2238211
t307,1.0221599
t213,0.46538305
t294,1.0147097
t161,0.28993073
t177,0.3842449
t183,0.70702034
t20,-1.9996755
t27,-1.7819926
