,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
t32,-0.013405109,10.396384,-0.09645327,-0.06178167,-0.08852018,0.008698712,1.3971616,-0.13474572,0.08183657,-0.019482045,0.004968236,-0.1613199,-0.03455978,0.08233511,0.04036058,7.0783296,0.021670202,-0.025781224,-0.09119117,0.05693567,0.015513759,-0.008970195,3.38739,0.0037426916,-0.043545514,-0.11974628,5.0388823,0.043869432,-0.013605582,-0.20077686,9.124405,-0.08029141,-0.04648531,0.026392858,-0.02140776,0.374578,-0.008385231,4.4491205,-0.011513673,-0.012980101,-0.18203093,2.4918072,0.097435,-0.11618547,0.03237091,0.008856966,6.9343367,0.006747334,0.010077943,0.117822506,0.08849082,0.0004409935,-0.18378527,0.0010060498,1.1027427,-0.086545825,-0.010907474,-0.10931018,0.0025192932,-0.014591573,0.010286297,4.686584,6.591766,-0.034969587,9.83848,13.346582,-0.006818048,3.9758084,-0.15824947,0.8086785,-0.05034495,-0.035674807,-0.21076097,-0.0067998227,-0.20451663,-0.13674888,-0.037625857,5.403612,-0.01438553,-0.0033150623,-0.004160382,-0.024541227,-0.036935266,-0.16068237,1.7915952,0.028412903,5.856206,5.587436,-0.14050366,1.993442,0.048100643,1.1510308,-0.12843275,-0.0718158,-0.019991195,-0.051615693,0.20013684,-0.10887792,-0.16227992,12.239161
t34,8.257724,-0.0701214,-0.100327015,13.72459,-0.103330135,0.005222156,-0.35157374,-0.18456922,3.3710704,-0.019626014,0.0014563429,-0.07254859,-0.046353284,10.450744,0.018146098,-0.01640491,0.0280452,-0.07332238,-0.04428675,0.048221827,0.01169176,-0.01213357,0.09702414,0.0023776188,-0.035229087,2.0683472,-0.17286134,0.11171091,-0.06213768,10.269267,-0.04390876,-0.08666484,-0.18418105,0.032888133,2.2676103,0.5337913,-0.017924441,-0.038309835,-0.02307443,-0.012597905,8.972542,-0.011670409,0.114909485,-0.20588958,0.056028888,0.015212576,-0.078762524,0.007883142,0.023636516,15.332479,0.1675995,0.0017672164,-0.15776917,16.779392,-0.3977086,-0.09250115,-0.06940226,-0.31070817,0.008060052,-0.06270994,0.008152484,0.08270313,0.09608554,6.251703,-0.0045958734,-0.078768484,-0.005653769,0.6714572,6.811762,7.897795,5.5434175,-0.11701329,13.194438,-0.010276732,9.820645,-0.17230394,-0.069584474,0.030666437,-0.017636754,-0.007179094,-0.013858607,-0.05190966,-0.077090986,-0.27493128,-0.22962199,10.767765,-0.06643839,-0.06626897,2.119632,0.0027158957,0.055413403,0.009349259,-0.18265525,-0.1263523,-0.020773007,-0.11103994,0.33198437,-0.028884502,-0.024982432,-0.040817864
t35,-0.017686732,-0.1400189,-0.11515486,-0.09321369,-0.12123039,0.012597356,-0.42337438,-0.06579129,0.13357423,3.985998,0.00549966,-0.0849951,-0.028102951,0.0569795,0.068844505,-0.06194136,0.07219788,-0.025223289,-0.12842384,0.025274156,7.485166,-0.01090097,0.088420264,0.0016881337,12.928515,-0.07930893,-0.08258482,0.099190496,-0.019576961,-0.13797472,-0.07251698,6.453578,-0.15294322,0.07179644,-0.03425999,0.6635145,-0.010770226,-0.04028175,-0.015027743,-0.025697358,5.2273293,3.5512369,0.40381125,-0.048865065,0.069632925,0.012527428,-0.0037230242,0.006493743,0.024514876,0.07262199,0.039855182,0.00027556115,-0.041243088,0.44875032,-0.21797954,-0.058431614,-0.016228082,-0.32174495,0.002466978,-0.05640901,0.009458869,0.07252598,0.07070763,-0.02960455,-0.0024271698,-0.020001741,-0.0057839975,-0.0410258,-0.47435194,-0.16586211,-0.033127192,15.566859,-0.22239965,-0.0069343485,2.1016934,9.788884,-0.018028008,0.021420985,-0.05807447,-0.004300649,-0.018117407,8.290911,-0.13193065,-0.11633941,-0.34304577,1.1075598,8.378006,-0.095560744,-0.13128713,11.165678,0.15051275,5.773126,12.277951,-0.20363253,-0.01828423,7.325316,0.27015623,7.278889,-0.41724694,-0.017778354
t45,-0.0042646853,-0.12199898,-0.0737236,-0.16978571,-0.13920656,0.011915082,-0.17314129,-0.040072564,0.11168891,-0.0007270573,0.0051126857,-0.07069543,-0.013700755,0.1105532,0.024108198,-0.034322154,0.09055649,-0.052084643,-0.13317667,0.042558108,4.2044053,-0.013747597,0.09833065,0.002561227,13.089898,-0.07396955,-0.08419998,0.053042617,-0.010225787,-0.08778914,-0.05621241,15.91291,-0.0459421,0.048772898,-0.013113747,0.59541476,2.6619396,-0.06544765,-0.007833421,-0.016334804,-0.02710677,-0.0038320567,0.35174906,-0.03663357,0.013884286,0.013850606,2.9977434,0.015281042,0.025277037,0.0942552,6.589598,0.0010034663,5.9457655,10.886794,-0.22349164,-0.0901436,-0.04527386,-0.31031477,0.004553026,-0.06403139,0.005992682,0.07337306,0.048900966,-0.02183268,-0.0038150328,-0.0053546117,-0.004807196,-0.0053406633,-0.5461314,-0.14375882,-0.02416501,13.381779,-0.07214191,4.9842267,6.2587185,12.790111,-0.022553034,0.008676772,-0.039518077,-0.0020612504,-0.019631702,5.6895547,-0.051242977,-0.2702674,-0.31585228,0.031375587,10.070055,-0.009598156,-0.21026361,10.46284,0.13952912,9.178842,1.0260774,-0.19183016,-0.013286364,2.2806609,0.18340918,8.509257,-0.115032285,-0.01847565
t48,-0.014322568,10.148013,-0.098378845,-0.052497357,-0.099441186,0.008613512,1.4890423,-0.12239151,0.080541655,-0.018043682,0.0046896064,-0.15853126,-0.035933424,0.09254954,0.037642557,1.4031675,0.03212509,-0.03368211,-0.11085694,0.044303797,0.012198489,-0.0093812095,5.758687,0.004458721,-0.03580784,-0.12408248,5.5058713,0.040071826,-0.021504126,-0.18741392,7.0958924,-0.074051745,-0.039208516,0.0149041135,-0.023454504,0.36681643,-0.008821385,2.7101083,-0.014512924,-0.008454532,-0.1406825,4.177314,0.08660132,-0.08738922,0.026512166,0.0069738016,7.5720987,0.013545509,0.0076481826,0.09565872,0.041178152,0.00027703535,-0.19799164,0.0011701415,2.8528533,-0.07112215,-0.010897396,-0.07732409,0.0035458014,-0.040919878,0.01139724,4.32031,6.6057553,-0.040851165,8.078207,13.982024,-0.0029086212,6.7386312,-0.13119401,1.3697971,-0.059321336,-0.035532545,-0.2254818,-0.0054056807,-0.18441655,-0.15507902,-0.021893535,2.8920248,-0.016937574,-0.0022628515,-0.005103589,-0.053104103,-0.039390367,-0.16887946,5.944912,0.020946182,8.110997,1.7517209,-0.08477639,0.6590666,0.07327053,1.1030195,-0.11175149,-0.051559255,-0.021646416,-0.069632664,0.35034,-0.06310499,-0.1565764,12.835794
t55,-0.013427129,0.20945933,11.779668,0.3913492,-0.009489255,0.008530654,4.7031364,-0.064584546,0.08436973,-0.006833068,0.0012951255,11.946865,-0.009679945,0.089058444,0.03017937,-0.019145027,0.048752554,-0.05547102,7.1375694,0.022237359,0.007532393,-0.0050035357,0.041280508,0.0010392419,-0.018175824,-0.074466415,8.214166,0.105526395,-0.015926352,-0.051287144,-0.02863999,-0.09963422,-0.14424671,0.06483724,-0.013554129,0.16274372,-0.00063433463,9.40995,0.8432669,-0.009814891,4.2730374,-0.015715882,0.089170106,-0.018981691,0.020726968,0.005647099,-0.025681265,0.7249524,0.031314988,0.18250476,0.073992446,0.00059240934,14.677762,0.0005977463,-0.07819444,-0.06618135,-0.0393571,14.673562,0.0040403004,-0.033032816,0.0013530297,0.09798302,0.090684175,-0.05262713,-0.0029246113,-0.035727806,-0.0044161635,5.151144,-0.015916755,7.190485,-0.041784585,-0.05184648,-0.024647133,6.169894,1.5285261,10.498353,-0.028444597,0.016700786,2.6470897,-0.0029525193,-0.0044455654,-0.11979561,6.6392245,4.3839426,-0.13016863,0.0036993548,-0.0072551104,5.3017707,8.860829,0.0034254168,0.0467976,0.003987224,-0.103714764,-0.030952312,-0.026547527,7.637167,0.17542817,-0.037964664,-0.23663573,4.3206487
t58,-0.01846233,-0.20813262,-0.17399138,-0.08920441,-0.113563396,0.012231784,-0.44857568,-0.09384216,0.1536263,12.000968,0.006082133,-0.08386673,-0.028432595,0.018659376,0.06265061,-0.06575246,0.055206884,-0.03235442,-0.15775938,0.025237503,5.849379,-0.008597854,0.08074439,0.0013693323,16.437775,-0.07064879,-0.07311397,0.13711016,-0.018088194,-0.1453244,-0.07359411,1.8919467,-0.18683773,0.07853535,-0.026655726,0.72673196,-0.015962707,-0.032149516,-0.014775399,-0.024269992,7.0383654,3.0578172,0.39842668,-0.09698658,0.07799636,0.013156072,-0.008650025,0.008361982,0.02329796,0.10989715,0.11810811,0.0002500131,-0.115145475,0.00050096033,-0.23227684,-0.06422987,-0.01700522,-0.29031804,0.0019732383,-0.057087332,0.007678885,0.11887158,0.06804872,-0.028064512,-0.0043371664,-0.036185823,-0.0076280367,-0.043379407,-0.5864072,-0.09718652,-0.027429398,13.79742,-0.26779938,-0.0065482,0.88607335,7.4695597,-0.018818958,0.02458605,-0.06622716,-0.005591122,-0.017063094,10.091753,-0.18351004,-0.082559064,-0.4040717,4.194386,8.811404,-0.11478651,-0.14285451,11.0853615,0.16973186,1.6041303,12.379783,-0.20936689,-0.022742782,7.9736304,0.31892958,8.23856,-0.43213496,-0.015572071
t64,7.513505,-0.341561,-0.12648533,7.1412888,-0.05474283,0.0032115593,-0.3040935,-0.1373278,4.849727,-0.007729458,12.849125,-0.02386768,-0.03172393,7.452977,0.020396816,-0.006599451,0.033743985,-0.110087976,-0.05892221,0.053200517,0.02410254,-0.006037936,0.073231734,0.0024546776,-0.041733928,8.500043,-0.09508075,0.17930225,-0.046475027,0.5894037,-0.058307227,-0.09991547,-0.12980606,0.038756303,7.2351384,0.5210878,2.3138518,-0.10245984,-0.022624817,-0.010188647,2.769844,-0.006534795,0.07334565,-0.10770451,0.019148808,0.014845538,-0.054966934,0.022396334,0.009280094,0.041959688,2.581307,0.001358767,-0.10029088,7.84582,-0.33395174,-0.074414,-0.025925223,-0.080249004,2.231073,5.7719293,0.006545004,3.0440984,0.055232737,-0.003955517,-0.0076812436,-0.08961283,-0.006063848,-0.0138307735,6.000368,8.54049,4.7166715,-0.118407466,12.934031,-0.008262822,1.6697384,-0.10938943,-0.011796636,0.022258805,-0.020175446,-0.0045530214,9.078735,-0.06501323,-0.14090379,2.649781,-0.44500804,5.470069,-0.049846847,-0.030186228,-0.009266187,0.004461013,0.08817924,0.0126342205,-0.27420315,-0.106218316,-0.010994052,-0.049504396,0.23894575,-0.07269605,-0.1652394,-0.033757184
t65,-0.005613258,-0.45467088,-0.23827974,8.193296,-0.036187608,0.001070054,-0.50246024,-0.07661703,4.577102,-0.006123754,14.934979,-0.14014804,-0.026334433,4.806125,0.049188502,-0.013522187,0.0339217,-0.09914511,-0.10627256,0.10902923,0.031949054,-0.007666302,0.079555325,0.0034079703,-0.059518967,12.513029,-0.11847443,0.09225261,-0.032308448,-0.098617665,-0.07499463,-0.18317282,-0.14724837,0.060954005,5.6588917,0.69127774,5.263638,-0.09642158,-0.02565671,-0.014964472,-0.09333433,-0.0023787739,0.08305901,-0.11235273,0.054453515,0.013498503,-0.056311425,0.052578744,0.010280981,0.2692717,1.3510478,0.0010155555,-0.37730634,4.7645893,-0.24868613,-0.057191417,-0.008419016,-0.13116127,12.2576065,11.392601,0.0084207775,12.013646,0.07370739,-0.0036761109,-0.016740026,-0.14248647,-0.0070135044,-0.040044025,6.6063104,2.4102905,6.393293,-0.1300416,1.4977322,-0.012674363,-0.1602258,-0.022703487,-0.050473236,0.03375989,-0.044968035,-0.0051696924,13.500458,-0.122710034,-0.22826268,14.313843,-0.65082014,6.9406505,-0.031209644,-0.012646608,-0.11919487,0.0076939515,0.15474421,0.02244589,-0.44372886,-0.10699953,-0.004362884,-0.050558805,0.18214947,-0.2031356,-0.1750553,-0.032576744
t70,-0.01927109,-0.12448308,-0.1151726,-0.10272686,-0.13208534,0.013403025,-0.47429192,-0.06302914,0.12240165,1.3033298,0.005655029,-0.106770635,-0.030518029,0.07791943,0.08197837,-0.06423721,0.07724696,-0.024235675,-0.14049892,0.031138616,8.786318,-0.012506186,0.08956517,0.0019676124,12.754024,-0.08787687,-0.09183963,0.091514446,-0.021629777,-0.13999975,-0.075092435,8.039825,-0.1585954,0.074619845,-0.043376554,0.6950178,-0.011657041,-0.053464636,-0.015723558,-0.02876917,4.9339848,4.28023,0.4259015,-0.04207199,0.07556381,0.012160678,-0.00603247,0.007965875,0.026168365,0.07071787,0.036630522,0.0002529821,-0.0536794,0.19885354,-0.2226922,-0.05958046,-0.015603727,-0.37073448,0.0023508987,-0.061708823,0.010560202,0.05774191,0.06380184,-0.03331965,-0.0020857153,-0.013542978,-0.005092363,-0.04547748,-0.44227633,-0.20722651,-0.036861006,16.956057,-0.2322852,-0.008735111,2.3952382,10.973401,-0.018357461,0.020023003,-0.058552083,-0.004659306,-0.019665027,8.402794,-0.13379206,-0.14804216,-0.31987068,0.24062261,8.758424,-0.10410923,-0.13785884,12.189708,0.157582,7.6464696,13.362073,-0.22315216,-0.018150963,8.261297,0.26286936,7.153662,-0.44342688,-0.019289719
