"accepted_species","traits"
"t1",0
"t2",0
"t3",0
"t4",0
"t5",0
"t6",1
"t7",1
"t8",1
"t9",0
"t10",0
"t11",1
"t12",0
"t13",0
"t14",1
"t15",0
"t16",0
"t17",0
"t18",1
"t19",1
"t20",1
"t21",0
"t22",0
"t23",0
"t24",0
"t25",0
"t26",1
"t27",1
"t28",NA
"t29",1
"t30",0
"t31",0
"t32",1
"t33",NA
"t34",0
"t35",1
"t36",1
"t37",0
"t38",1
"t39",1
"t40",1
"t41",0
"t42",0
"t43",0
"t44",0
"t45",0
"t46",1
"t47",1
"t48",1
"t49",0
"t50",1
"t51",NA
"t52",0
"t53",0
"t54",0
"t55",1
"t56",1
"t57",1
"t58",0
"t59",1
"t60",0
"t61",0
"t62",1
"t63",NA
"t64",0
"t65",0
"t66",0
"t67",NA
"t68",1
"t69",0
"t70",NA
"t71",NA
"t72",0
"t73",0
"t74",0
"t75",0
"t76",1
"t77",1
"t78",0
"t79",0
"t80",1
"t81",1
"t82",1
"t83",0
"t84",0
"t85",0
"t86",1
"t87",1
"t88",1
"t89",0
"t90",NA
"t91",1
"t92",0
"t93",NA
"t94",1
"t95",1
"t96",0
"t97",1
"t98",NA
"t99",0
"t100",0
"t101",1
"t102",0
"t103",1
"t104",NA
"t105",1
"t106",1
"t107",0
"t108",1
"t109",0
"t110",0
"t111",1
"t112",0
"t113",0
"t114",1
"t115",0
"t116",1
"t117",0
"t118",1
"t119",0
"t120",1
"t121",0
"t122",0
"t123",0
"t124",0
"t125",1
"t126",1
"t127",0
"t128",1
"t129",0
"t130",0
"t131",1
"t132",0
"t133",1
"t134",1
"t135",0
"t136",0
"t137",0
"t138",0
"t139",0
"t140",1
"t141",1
"t142",NA
"t143",0
"t144",NA
"t145",0
"t146",1
"t147",1
"t148",0
"t149",0
"t150",0
"t151",1
"t152",0
"t153",0
"t154",1
"t155",1
"t156",0
"t157",0
"t158",0
"t159",0
"t160",1
"t161",1
"t162",1
"t163",0
"t164",0
"t165",0
"t166",0
"t167",1
"t168",0
"t169",0
"t170",0
"t171",0
"t172",1
"t173",0
"t174",0
"t175",1
"t176",0
"t177",0
"t178",0
"t179",0
"t180",0
"t181",NA
"t182",1
"t183",0
"t184",0
"t185",0
"t186",0
"t187",1
"t188",0
"t189",0
"t190",NA
"t191",0
"t192",NA
"t193",1
"t194",0
"t195",0
"t196",NA
"t197",NA
"t198",0
"t199",0
"t200",0
"t201",0
"t202",0
"t203",1
"t204",0
"t205",0
"t206",0
"t207",0
"t208",0
"t209",0
"t210",0
"t211",1
"t212",NA
"t213",0
"t214",0
"t215",0
"t216",0
"t217",0
"t218",0
"t219",0
"t220",1
"t221",0
"t222",NA
"t223",0
"t224",0
"t225",0
"t226",0
"t227",1
"t228",1
"t229",0
"t230",0
"t231",0
"t232",NA
"t233",0
"t234",0
"t235",NA
"t236",0
"t237",NA
"t238",0
"t239",1
"t240",1
"t241",0
"t242",0
"t243",0
"t244",0
"t245",NA
"t246",1
