,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
t1,7.2187138,2.1645296,2.2933311,5.971498,4.443632,3.5992534,5.567569,6.1544986,4.8920617,5.156459,6.5713344,5.0951524,3.8843238,4.603202,7.2658443,3.4841433,5.603894,4.0704746,5.0717006,5.906097,4.9130554,4.32398,6.0988245,5.669667,3.6823764,3.1730676,6.0437717,4.146606,3.9083407,4.161826,5.4396086
t2,7.27459,2.2198248,2.2603,6.018807,4.5144286,3.6149685,5.6065273,6.1454782,4.9285216,5.2071905,6.6141806,5.07568,3.889835,4.5629926,7.219934,3.5156293,5.6201806,4.0214806,5.0541043,5.9024944,4.8295617,4.316469,6.1054263,5.735369,3.6111143,3.2559984,6.1041484,4.1231623,3.9094558,4.153518,5.4505997
t3,7.2439876,2.201735,2.2833014,5.9856105,4.458991,3.601935,5.5767107,6.149444,4.9029646,5.1715655,6.581728,5.09298,3.8887954,4.5943747,7.254086,3.4958153,5.6077857,4.0601487,5.0663424,5.9064302,4.8948994,4.327159,6.0983167,5.6860795,3.6669693,3.1912174,6.0625505,4.1434045,3.903488,4.159286,5.446248
t8,7.0664015,1.9502698,2.3158455,5.9427404,4.4267015,3.5910847,5.551323,6.1799936,4.856993,5.1062117,6.568002,5.083257,3.8619444,4.605579,7.303566,3.455403,5.6061068,4.0982413,5.0969877,5.8951693,4.925971,4.302298,6.117428,5.654984,3.698163,3.1596625,6.004449,4.143623,3.9378304,4.167319,5.4103155
t32,-0.1174437,10.203356,2.58552,2.9732876,5.984638,3.0241973,7.310412,6.4619794,4.8882337,5.3195553,6.061709,6.215691,4.32233,3.9732633,7.2978845,3.792912,4.499393,4.251095,4.8131504,5.425207,6.214887,4.3624673,6.369006,6.7767763,4.288758,3.4214714,4.899688,4.937086,5.418206,5.2998557,4.321766
t110,-0.18987453,10.275908,2.6018517,2.9330103,6.0623116,2.9802375,7.2792096,6.511691,4.83539,5.333932,6.0828276,6.2096405,4.3143806,4.0164833,7.2197084,3.7594225,4.5027,4.2841434,4.8533072,5.446831,6.208056,4.3591547,6.3794994,6.7556415,4.314219,3.3977146,4.9276824,4.9913864,5.4278603,5.2939897,4.309056
t169,-3.4469876,11.624213,2.6958344,7.8585997,6.5765734,3.2510915,7.7394733,5.3146696,3.8399854,4.2491627,6.5149875,5.4515734,3.1039858,3.975518,7.707101,3.7289147,4.853679,4.45009,6.1196404,7.7021737,6.6387043,3.3094287,6.9118357,5.0284047,4.775951,3.3737059,3.9940374,7.359829,3.0618262,5.76187,7.2497416
t213,-3.487789,11.613451,2.7225726,7.862627,6.60132,3.2609463,7.7239814,5.32707,3.8651133,4.2375326,6.5427537,5.4170327,3.1249886,3.9671001,7.69319,3.7440763,4.850827,4.4214754,6.110842,7.74021,6.6483836,3.3215437,6.9036903,5.033508,4.742884,3.381719,3.9951305,7.3830695,3.0448482,5.7924085,7.2450647
t214,-3.6647043,11.536212,2.8074713,7.895855,6.758104,3.237443,7.5953307,5.4613605,3.9614906,4.3073034,6.604144,5.2428656,3.288329,3.8093307,7.588258,3.7270908,4.9310293,4.3312907,6.057456,7.8715644,6.703947,3.4135349,6.967318,5.0635204,4.573999,3.3073895,3.8843963,7.398882,3.09258,5.890949,7.25671
t245,-3.586263,11.524106,2.7364738,7.857159,6.7286134,3.214836,7.5990834,5.471669,3.9288564,4.3310766,6.566914,5.310161,3.3282397,3.7827697,7.5959005,3.6790116,4.931759,4.3912797,6.029723,7.8532863,6.6711826,3.4441643,7.027454,5.084981,4.54935,3.2619412,3.8787594,7.361742,3.08965,5.864538,7.231564
t246,-3.5880737,11.487105,2.7760613,7.7848487,6.707477,3.2371519,7.6034865,5.4822154,3.9187639,4.3172626,6.5654263,5.304565,3.3044765,3.8408246,7.6411247,3.7552109,4.958752,4.3668528,6.0101733,7.836644,6.727621,3.40255,6.966633,5.1104665,4.5581985,3.3058076,3.9417446,7.3571467,3.1291542,5.8716187,7.2003536
t222,-3.5479214,11.435563,2.7480366,7.6745195,6.6938734,3.2088745,7.614864,5.490307,3.8904538,4.3363023,6.5215645,5.333846,3.3514967,3.823024,7.6402445,3.7390585,4.964368,4.398668,5.9247046,7.7969527,6.719946,3.4043443,7.0038958,5.1887045,4.553647,3.2844288,3.9351797,7.3238378,3.1566925,5.8433633,7.142775
t240,-3.4844232,11.540819,2.712007,7.775117,6.630851,3.2243245,7.6653233,5.4065433,3.8530254,4.3055625,6.5089846,5.4012437,3.2344882,3.8970795,7.687359,3.7315578,4.9324665,4.4301567,6.033217,7.7428613,6.694004,3.3607528,6.965761,5.1008177,4.6611357,3.3205054,3.9615815,7.3250775,3.1291995,5.798277,7.200414
t289,-3.5771458,11.4864,2.7973847,7.7105002,6.70384,3.2154086,7.5709405,5.4859943,3.9110084,4.3297977,6.5610337,5.307763,3.3402321,3.8478024,7.6422176,3.7440422,4.9991307,4.3495393,5.975304,7.836669,6.7619724,3.4014955,6.977906,5.132581,4.560395,3.296108,3.9003935,7.3462124,3.1557026,5.892515,7.2052174
t290,-3.5736337,11.409972,2.8307307,7.613302,6.727061,3.2321136,7.5753894,5.5183234,3.9487967,4.336451,6.560334,5.273354,3.391345,3.8242934,7.648891,3.7921147,4.987783,4.327458,5.906242,7.850421,6.752468,3.418755,6.952896,5.1955423,4.532924,3.3064892,3.9521608,7.354983,3.1868765,5.9068036,7.1519365
t259,-3.4824934,11.436685,2.740349,7.6161304,6.6259193,3.212973,7.6125693,5.5045123,3.8437827,4.326577,6.499324,5.392043,3.3450172,3.9155185,7.716281,3.781466,5.0154557,4.414523,5.921647,7.7588897,6.7809243,3.3576233,6.9604707,5.18947,4.547248,3.314374,3.9885335,7.2942786,3.1900342,5.832532,7.1410837
t260,-3.513547,11.424436,2.7641146,7.643599,6.660968,3.2302916,7.6131225,5.515208,3.885616,4.3242083,6.5231414,5.354204,3.3585293,3.8810937,7.6960783,3.7925644,4.985931,4.391222,5.9245377,7.7929635,6.747083,3.381157,6.9490805,5.1862607,4.529671,3.3182464,3.999546,7.322614,3.177682,5.849755,7.142773
t221,-3.627841,11.487432,2.842404,7.7790856,6.71906,3.2658825,7.567978,5.4955387,3.9473875,4.307219,6.6138854,5.263427,3.2807639,3.8739765,7.656215,3.8135438,4.992902,4.3029656,6.033517,7.890601,6.7913527,3.3967304,6.921024,5.0830383,4.5527744,3.327213,3.9607608,7.3812284,3.1403751,5.9363265,7.2195735
t313,-3.5864418,11.469094,2.7895696,7.7419596,6.718126,3.225631,7.5684648,5.516531,3.9196053,4.337829,6.562268,5.29478,3.3500936,3.8250997,7.638506,3.754429,5.0013585,4.3548245,5.985813,7.84932,6.7638574,3.4174256,6.9814367,5.1288805,4.521974,3.2891033,3.9214804,7.341042,3.1632826,5.893864,7.1879635
t314,-3.6211112,11.47524,2.8376317,7.7601085,6.743655,3.2376037,7.5299907,5.536784,3.9485939,4.3409314,6.593642,5.251517,3.35366,3.8239212,7.6332316,3.777607,5.0337443,4.3087893,6.004486,7.8915124,6.807647,3.4269555,6.9620323,5.108668,4.504848,3.2938564,3.9094927,7.355498,3.179748,5.942027,7.204012
t159,-3.49029,11.557155,2.7140024,7.8104,6.623831,3.2311997,7.67247,5.3980284,3.8532913,4.290747,6.5178437,5.4050593,3.2157907,3.9156666,7.6888194,3.7306602,4.924149,4.4292216,6.0613627,7.743692,6.691791,3.348477,6.950796,5.0761857,4.669006,3.3337862,3.9620693,7.338828,3.110875,5.797169,7.22376
t190,-3.4797163,11.627079,2.6976495,7.9078407,6.593558,3.2511816,7.7291465,5.3210783,3.8433535,4.2521963,6.527576,5.4320908,3.1074564,3.962397,7.6955295,3.7232096,4.8603745,4.441904,6.133824,7.720594,6.6443424,3.3122995,6.924585,5.014463,4.7671523,3.3647957,3.9760473,7.3636875,3.0563629,5.7696886,7.271899
t191,-3.833443,11.786286,2.7730453,8.425874,6.6951294,3.3267565,7.7471333,5.205609,3.9313922,4.176997,6.7337832,5.2767816,2.9471834,3.942457,7.605679,3.7241576,4.7403307,4.31153,6.399217,7.871021,6.5917096,3.2926872,6.926031,4.791417,4.850214,3.3788805,3.9061494,7.4657984,2.8973444,5.847709,7.493734
