"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90"
"t18",-0.108704652807017,-0.000642697128040737,0.00189726262695311,-0.046441046381606,-0.00372914055999203,0.338692537891865,-0.0529294253529867,0.0109646377695466,-0.131000990062883,0.0230059622445806,-0.064019524206609,0.00382743417091201,0.000208399619936197,-0.000273446806452712,1.13957995462546e-05,-7.94451500712469e-05,0.005498523445197,-0.0166888838574418,0.00340608963297118,-0.250265119080562,6.59318742932282e-05,-1.57403705198679e-16,-0.000349764357385618,5.19419395301048e-05,-1.71921566477938e-05,-4.3889802680939e-05,0.00776652734332741,-0.0299583191327867,0.505184779671164,-0.128261913290177,2.03013913541284e-06,8.9383796525023e-06,-4.50860313080635e-05,-3.53026588392534e-14,-1.69816198055536e-06,6.06591786526361e-05,1.66831363803556e-05,-0.00234677501068618,-2.1291858050415e-05,0.000672059296859107,-0.000817674454801334,0.000310270344342961,-3.04915490446521e-15,-9.55138529305252e-05,-2.20964548744185e-05,-3.41342967561914e-05,0.707106781186546,-3.43545230005e-05,-0.000958789793971327,6.36368047086615e-16,4.53809887479866e-15,1.53051397816979e-16,1.3992171090786e-05,1.05545892911155e-05,-1.35567409429345e-05,-2.92885083773551e-08,-1.2076658786749e-13,-9.30054905911765e-06,-1.03838344798751e-16,2.40943661579978e-05,3.33589693969505e-06,-4.60543253011393e-18,-0.000156449551780419,-7.88159754575612e-16,6.62170901418471e-17,1.52220265329893e-17,-1.04240424132178e-16,3.85744172884328e-05,-7.9654486063149e-06,-4.57894123309479e-17,-5.13963627398528e-17,-9.3305933901776e-18,-2.62571554158282e-17,6.08781987794297e-05,3.31888695275539e-16,3.47879075551994e-17,2.35821497411297e-17,-3.00367042047576e-06,5.81461919272773e-17,-1.2945937330964e-16,3.73881581685407e-17,-5.92675695966391e-17,-7.61185833723873e-17,-3.55529271307855e-17,2.32126756769669e-17,-7.60470502735372e-17,2.20085829102721e-17,2.76858267021474e-17,-2.81986976563155e-17,-3.58105914190062e-17
"t19",-0.108704652807017,-0.000642697128040799,0.00189726262695336,-0.046441046381606,-0.00372914055999199,0.338692537891865,-0.0529294253529862,0.0109646377695467,-0.131000990062882,0.0230059622445804,-0.0640195242066091,0.00382743417091205,0.000208399619936676,-0.000273446806452349,1.13957995461481e-05,-7.94451500715787e-05,0.00549852344519645,-0.0166888838574421,0.00340608963297115,-0.250265119080562,6.59318742928845e-05,-1.46740163319335e-16,-0.000349764357385733,5.19419395301312e-05,-1.71921566484262e-05,-4.38898026808982e-05,0.00776652734332857,-0.0299583191327861,0.505184779671163,-0.128261913290176,2.03013913490969e-06,8.93837965322513e-06,-4.5086031307924e-05,-3.52789952156313e-14,-1.6981619811845e-06,6.06591786513127e-05,1.66831363798886e-05,-0.00234677501068779,-2.12918580518496e-05,0.000672059296861482,-0.000817674454805554,0.000310270344344425,2.82072297186847e-15,-9.55138529316716e-05,-2.20964548772955e-05,-3.41342967467283e-05,-0.707106781186548,-3.43545230006804e-05,-0.000958789793982218,-7.32617912301915e-16,-4.46980169591767e-15,-2.19540844375187e-17,1.39921710878559e-05,1.05545892889814e-05,-1.35567409405765e-05,-2.92885044612023e-08,-1.20995898381202e-13,-9.30054905871899e-06,3.3292528177568e-16,2.40943661540213e-05,3.33589693958762e-06,-1.16555490174934e-16,-0.000156449551781774,-2.95906463141275e-16,-1.74999494840279e-16,9.63748519274023e-18,-1.58860897761598e-16,3.8574417288502e-05,-7.96544860612736e-06,1.33330394035725e-16,6.2521782176306e-18,2.59703930183604e-17,-2.47470552105269e-17,6.08781987794246e-05,3.19012066133346e-18,-7.07745210253504e-17,1.90922763882129e-17,-3.00367042269628e-06,-2.81969330104164e-17,-9.4099111678257e-17,4.28278759172854e-17,5.97398970790171e-17,-2.75222177446056e-17,-2.51699362455938e-17,2.07575930477625e-17,4.1906559371569e-19,3.53195228901558e-18,-5.95782790134862e-17,-1.71094875369967e-17,-6.32593941275654e-17
"t24",-0.108893103847894,-0.000645427369606662,0.0019095681925046,-0.0469339417844287,-0.00378120759288708,0.346156052376426,-0.0545444097598668,0.0113950292220559,-0.136232252169462,0.0239767705031756,-0.0681231724120305,0.00408524180123369,0.000226553580006657,-0.000300973790579358,1.25917789684175e-05,-8.87547663815794e-05,0.00631281694497034,-0.0193066983972877,0.00407679967613985,-0.300728186369168,8.73818482806511e-05,-9.90503027401657e-17,-0.000487982164875824,7.29255202775442e-05,-2.47162288622065e-05,-8.48565764712144e-05,-0.0798429517400328,0.141424864359118,-0.451885738464287,0.0822365906842141,6.28156576312956e-07,5.08488965926944e-06,-2.86293413598046e-05,-2.33555778270198e-14,-1.1865828649197e-06,4.46774758014653e-05,1.23063850449724e-05,-0.00186142187857879,-1.71149478906451e-05,0.000543229779454162,-0.000693202719169835,0.000265854809485618,-7.47563444144571e-17,-8.24529091312494e-05,-1.91802276076757e-05,-2.97928885126297e-05,5.55111512312578e-15,-3.03156205765462e-05,-0.000847797353841543,-4.50693562881077e-15,-0.707106781186548,7.7570237928713e-15,1.2493844752549e-05,9.42477937510016e-06,-1.21285573458516e-05,-2.62271985571991e-08,-1.08426610470538e-13,-8.35804395915782e-06,8.53707655717496e-16,2.1661896523781e-05,3.00311032309872e-06,5.36215331087504e-16,-0.000141351743381706,-1.78487999502042e-15,-7.4931863578255e-17,-2.24593909401204e-16,3.92092603003328e-16,3.5113631104591e-05,-7.25129755859541e-06,3.15066242389314e-16,1.28032940486113e-16,-1.66943585286004e-16,-6.82386036178248e-17,5.58065885575865e-05,1.41628365655697e-16,2.35638738478178e-16,-1.37055028823565e-16,-2.7622762050181e-06,-1.89201442866159e-16,3.53537874223853e-16,-2.93259548768091e-16,2.0371621836091e-16,-7.19988673442426e-17,-3.05679852752992e-16,2.56250006631941e-16,1.41423118848047e-16,-1.19935640527967e-16,1.36023743366522e-16,2.26976493502317e-16,-4.64159793271993e-17
"t25",-0.108893103847894,-0.000645427369606683,0.00190956819250457,-0.046933941784429,-0.00378120759288691,0.346156052376426,-0.054544409759867,0.0113950292220559,-0.136232252169462,0.0239767705031756,-0.0681231724120304,0.0040852418012336,0.000226553580006479,-0.000300973790579439,1.25917789684209e-05,-8.87547663818505e-05,0.00631281694497048,-0.0193066983972876,0.0040767996761403,-0.300728186369167,8.73818482805045e-05,-2.49492569558831e-16,-0.000487982164875521,7.29255202774581e-05,-2.47162288623857e-05,-8.48565764711686e-05,-0.0798429517400332,0.141424864359117,-0.451885738464288,0.0822365906842137,6.28156576141395e-07,5.08488965890729e-06,-2.86293413598976e-05,-2.36883206130605e-14,-1.18658286387235e-06,4.46774758008935e-05,1.23063850448926e-05,-0.00186142187857905,-1.7114947890638e-05,0.000543229779452712,-0.000693202719166914,0.000265854809483285,-9.59966812348177e-16,-8.2452909131896e-05,-1.91802276126404e-05,-2.97928885141935e-05,-3.94129173741931e-15,-3.03156205776244e-05,-0.000847797353847043,4.48139188267716e-15,0.707106781186548,-7.91715173250209e-15,1.24938447622358e-05,9.42477937400664e-06,-1.21285573462232e-05,-2.62271992167271e-08,-1.08713714210854e-13,-8.35804396026451e-06,-9.98792275162674e-16,2.16618965223596e-05,3.00311032398075e-06,-6.34610217758217e-16,-0.00014135174338301,1.88390684750804e-15,8.95410883520177e-17,2.68418694312021e-16,-4.48625560442742e-16,3.51136311048936e-05,-7.25129755928348e-06,-2.97933549678978e-16,-1.91609513914291e-16,4.393591331021e-17,1.44554459225991e-17,5.5806588558256e-05,3.82931030870426e-16,-2.25663450970772e-16,1.7930086719499e-16,-2.76227620471712e-06,2.97149476930643e-16,-2.07805048647082e-16,3.82744035043679e-16,-2.35963478229785e-16,-7.10392152079405e-17,2.59940215717412e-16,-2.74506331969345e-16,-5.19207929543778e-17,1.65016167125567e-16,-1.71277696090665e-16,-2.95575131851131e-16,-9.98086301359718e-17
"t12",-0.107632488616381,-0.000627013839292423,0.0018259657120791,-0.0435393181019814,-0.00341858714069902,0.292733812201269,-0.0426394283848433,0.00812202985349579,-0.0963521454610666,0.0165147946050425,-0.0338645380219753,0.00190524130192115,6.01221404549302e-05,-3.32879045149047e-05,7.35123025381534e-07,8.94674412516526e-06,-0.00369798580731042,0.0145028128020323,-0.00714294093155134,0.573502900959458,-0.00372315689312659,2.67090481573734e-16,-0.00667082024924587,0.000885778909240359,-0.000218141988904949,-0.000280829468661653,-0.116254638861492,0.179239501824081,0.0049810989350941,-0.0480152626700653,3.10937057594303e-06,1.50172496924963e-05,-7.59990503507735e-05,-5.96026720991452e-14,-2.83770638391366e-06,0.00010012213251686,2.75238966007895e-05,-0.00375157085885797,-3.37569553137087e-05,0.00106153840231966,-0.00124047745460925,0.000465339431805209,-0.707106781186547,-0.000142014011679975,-3.26320149140962e-05,-5.00523987913664e-05,-2.83106871279415e-15,-4.96138999618471e-05,-0.00138050746805875,-1.68343332137888e-15,-8.76156424274459e-16,1.70927838723561e-16,1.98432610188877e-05,1.49671348516039e-05,-1.91647533102164e-05,-4.13409262708439e-08,-1.69269847889618e-13,-1.30491161969231e-05,3.84136280166646e-16,3.37807323681438e-05,4.6661804698236e-06,2.70564092805995e-16,-0.000217436464634674,-1.04523060228538e-15,1.14196676426259e-16,-1.15923976517679e-16,-2.57007292377436e-18,5.28644196821149e-05,-1.09148493557346e-05,2.85417032321202e-16,2.78222863737477e-16,3.17535830804428e-17,2.03358814386804e-17,8.22624568436903e-05,3.4575026004924e-16,1.9723519237734e-16,-9.62229005038306e-17,-4.0313903767622e-06,1.31974134535768e-16,1.09994822029628e-16,-1.90970097129314e-17,4.20841228977038e-17,-5.38602505279525e-17,-2.90270386396879e-16,1.16940084199643e-16,-6.99380930565182e-18,2.21821476540863e-18,7.90071039919012e-17,1.89892741333526e-16,-3.50681943506656e-16
"t13",-0.107632488616381,-0.000627013839292645,0.0018259657120791,-0.0435393181019818,-0.00341858714069879,0.292733812201269,-0.0426394283848434,0.00812202985349547,-0.0963521454610676,0.0165147946050427,-0.0338645380219756,0.0019052413019211,6.0122140454991e-05,-3.32879045146911e-05,7.35123025177934e-07,8.94674412545908e-06,-0.00369798580731035,0.0145028128020325,-0.00714294093155194,0.573502900959457,-0.00372315689312618,5.1924644980683e-16,-0.00667082024924549,0.000885778909240142,-0.000218141988905441,-0.000280829468661934,-0.116254638861491,0.179239501824081,0.0049810989350934,-0.0480152626700647,3.10937057549257e-06,1.50172496922455e-05,-7.59990503504574e-05,-5.93456418926181e-14,-2.83770638369905e-06,0.00010012213251675,2.75238966001649e-05,-0.00375157085885617,-3.37569553138039e-05,0.00106153840231775,-0.00124047745460984,0.000465339431798469,0.707106781186547,-0.000142014011701091,-3.26320149135986e-05,-5.00523987922901e-05,2.77555756156289e-15,-4.96138999630628e-05,-0.00138050746805821,1.58273721942337e-15,2.0977879932308e-16,-2.16074222798961e-16,1.98432610212333e-05,1.49671348530221e-05,-1.91647533092556e-05,-4.13409252565845e-08,-1.7004898540739e-13,-1.30491161982915e-05,-3.54837890785123e-16,3.37807323659905e-05,4.6661804719232e-06,-3.6752860155802e-16,-0.000217436464634661,5.11913066244969e-16,-2.47487509991621e-17,1.25618078238312e-16,-2.70130610464412e-16,5.28644196828967e-05,-1.09148493553324e-05,-2.7906395015331e-16,-2.84687178281797e-16,-2.40516069257068e-17,-8.19315847758636e-17,8.22624568442032e-05,3.65324978258191e-16,-9.83671815425165e-17,1.54534134381589e-16,-4.0313903768355e-06,-3.78003598704066e-17,-2.0103767661709e-16,1.45296949661572e-16,-2.85417823212978e-17,-6.3797099016806e-17,2.76083677576442e-16,-9.49182423074594e-17,-1.02721154831001e-17,5.67988592977254e-18,-1.65250606516491e-16,-2.52240185909523e-16,2.62947805949368e-16
"t4",-0.106060302713203,-0.00060453627949314,0.00172586790018792,-0.0396202972481215,-0.00301243655315152,0.237273437491938,-0.0312837378351603,0.00527886529552457,-0.061970935740059,0.0102441038155315,-0.0120889863648551,0.000584119793338661,-1.16058739003383e-05,5.10552798387419e-05,-2.57468263001793e-06,2.63618110974998e-05,-0.00303896244083795,0.0100268555247605,-0.00239959402575508,0.175193032459647,0.000953054809433323,-2.88951693544366e-16,0.00322445208175544,-0.000451259678037134,0.000131907340040949,0.000426232007025251,0.44391192673003,-0.743025239694554,-0.10317561148139,0.352105861719859,-0.00524353292909226,0.000136033304718646,-0.000491455815556549,-3.34109171748788e-13,-1.36287973016607e-05,0.000405542065412168,0.000110925797327509,-0.011782165145337,-0.000101015856436541,0.00311233577662452,-0.00302728910441379,0.00108744004188772,6.25623301363475e-18,-0.000321755728635661,-7.22358770198668e-05,-0.000108222289683743,2.22044604925031e-16,-0.000102262068261101,-0.00281977791273214,1.46566482339155e-16,-2.15841932940907e-16,-3.27491879678513e-17,3.87824035981506e-05,2.92465068807388e-05,-3.71239688050556e-05,-7.97412013690515e-08,-3.23051083035573e-13,-2.47586307109288e-05,3.02144952116934e-16,6.39662293325128e-05,8.78085961424398e-06,-2.96718636451851e-17,-0.00040225753387233,-3.47681720086755e-16,4.79201355673847e-17,2.38714976927437e-17,1.20091143414188e-16,9.43438092348063e-05,-1.94726884210277e-05,1.28270868286635e-17,3.55525006307e-17,1.96818426630337e-16,7.03813213346627e-18,0.000141818862189554,7.76859170480013e-16,6.34042521909734e-18,-1.27552866831686e-17,-6.8391892849085e-06,1.0753581643967e-16,-2.60634811921558e-16,-2.44901032979108e-17,1.09056070939405e-16,-9.54496626218551e-18,-7.55204771640305e-17,-5.2055738456715e-17,-1.28835330389497e-16,5.51625168100729e-17,5.71741765454455e-17,3.3734416237854e-17,2.30450842007206e-17
"t38",-0.117394866015564,-0.000847084585923176,0.00380984119115019,0.0498524599445488,0.000188729923648642,0.0719412584883588,0.0525407944106541,-0.0213170009515891,0.409792318971718,0.16498886094951,-0.0514844114433992,0.00294513684791122,0.000133712673374497,-0.000159319461260423,6.4461111069892e-06,-4.12766024153693e-05,0.0024521755738808,-0.0267915978522437,0.000267291057710787,-0.0115074104141208,-0.000530750333478965,-5.05691565488254e-17,-0.00104435986889476,0.000139197706828262,-3.44421917788433e-05,-2.55706631236687e-05,0.406733384692887,0.299142002020693,0.0368986129147491,0.0967254930083334,-0.000260823051280462,1.60202798180268e-05,-6.96832119426973e-05,-5.19985615563714e-14,-1.20299055208029e-05,0.000381748932483878,2.12935106983276e-05,-0.00274230329851044,-2.48345165121219e-05,0.00348387998601201,-0.000860473127875012,0.00032151718001816,3.14733367253198e-16,-9.79091213636134e-05,-9.16332650694037e-05,-3.44615074449179e-05,4.9960036108132e-16,-3.49253638156642e-05,-0.00372267612010413,-5.49087650194513e-16,2.12383989095286e-15,2.83690781887283e-16,1.34556417267042e-05,1.01494130002181e-05,-1.30077294074029e-05,-2.80691670537874e-08,-1.18513929580504e-13,-8.86920631388731e-06,1.06905234782207e-15,2.29626016180887e-05,3.17298790875721e-06,9.97139869329208e-15,-0.000557571463307344,-0.707106781186548,-5.77417900143619e-15,1.84703762324293e-15,-6.82892525873028e-16,0.000133020794545511,-7.42958584042753e-06,-3.29582235772024e-16,-1.12137482463587e-16,4.07433327289389e-16,1.37144280771186e-16,0.000203160354116892,-1.68785220449745e-16,-3.37518661212006e-16,-5.53998359979588e-17,-9.86775084075833e-06,-3.37469674730606e-16,1.87689241227599e-16,-2.69614256217495e-18,2.44251131678506e-16,1.26594617538592e-16,-2.7939839764544e-16,-1.44989281014395e-17,2.23618989493633e-16,3.98354984178957e-16,1.13940496231323e-16,7.57608871040836e-18,-1.28899949648834e-16
"t39",-0.117394866015563,-0.000847084585923187,0.00380984119115004,0.0498524599445488,0.000188729923648823,0.0719412584883591,0.0525407944106541,-0.0213170009515891,0.409792318971717,0.16498886094951,-0.0514844114434,0.00294513684791133,0.000133712673374337,-0.00015931946126047,6.44611110693095e-06,-4.12766024154987e-05,0.00245217557388071,-0.0267915978522435,0.000267291057710778,-0.0115074104141211,-0.000530750333479123,-1.89010376410457e-16,-0.00104435986889451,0.000139197706828499,-3.44421917786015e-05,-2.55706631232552e-05,0.406733384692886,0.299142002020692,0.0368986129147494,0.0967254930083333,-0.000260823051280805,1.60202798180474e-05,-6.96832119427051e-05,-5.06435633433515e-14,-1.20299055207645e-05,0.000381748932484184,2.12935106985422e-05,-0.00274230329851033,-2.48345165119296e-05,0.00348387998601135,-0.000860473127874432,0.000321517180017281,-1.19122405047945e-15,-9.79091213628792e-05,-9.16332650688869e-05,-3.44615074447202e-05,1.08246744900953e-15,-3.49253638157106e-05,-0.00372267612010413,6.95945340709593e-16,-1.80665459379466e-15,-1.61443032701412e-16,1.34556417265754e-05,1.01494129990252e-05,-1.30077294085252e-05,-2.80691684275712e-08,-1.12228710929997e-13,-8.86920631165356e-06,-6.52320909022255e-16,2.296260161753e-05,3.17298790399706e-06,-1.00933138391864e-14,-0.000557571463437006,0.707106781186547,5.71227382882698e-15,-1.85072231277099e-15,5.83277643561242e-16,0.000133020794544466,-7.42958584066987e-06,1.65140901117387e-16,2.07660167634277e-16,-4.98232882831728e-16,-1.93253399812706e-16,0.000203160354116363,5.93873340897131e-16,3.29566453371136e-16,-6.65041676408019e-17,-9.86775083957237e-06,4.98832120538399e-16,-1.90634580783884e-16,-2.35786431505882e-17,-2.13398490372013e-16,-2.05672746140615e-16,6.75182560966963e-17,3.75043740538886e-16,-1.77717705651986e-16,-3.31506333172931e-16,-1.38873140291693e-16,9.39648502974913e-17,6.45883036828071e-17
"t59",-0.117699510282719,-0.000852479955707853,0.00384694429271343,0.0506490446954628,0.000192705807744664,0.0743458680669931,0.0549859893837536,-0.0226006543346025,0.434907929428745,0.175690442117678,-0.0566318527980674,0.00325523929646858,0.000152166506311688,-0.000184966613895805,7.53115428107252e-06,-4.91006751047232e-05,0.00305255711137599,-0.0337832015202304,0.000357449435125015,-0.0154959450678185,-0.000857561173146586,-1.87285231137405e-18,-0.0018727394122381,0.000252937177060001,-6.58536216396436e-05,-0.000115344196842001,-0.421700036420871,-0.246154401423429,-0.0101240525810157,-0.018534823341466,-7.45376133079892e-05,7.94140499874555e-06,-3.89038699636291e-05,-3.03361749127303e-14,-7.49324541455122e-06,0.000253218898416261,1.41503496707086e-05,-0.00199414966170942,-1.83686566181709e-05,0.00259525976233837,-0.000682140261995736,0.000258519408303349,1.56485011750353e-16,-7.95139023061578e-05,-7.49701906323349e-05,-2.84050801480105e-05,-2.22044604925031e-16,-2.92189613496787e-05,-0.0031231099571574,-5.83072717357958e-17,-1.19064646428222e-16,-4.59177591314357e-16,1.144049129229e-05,8.62992635794966e-06,-1.10892063059829e-05,-2.39596302406281e-08,-9.9134420383892e-14,-7.60781322838497e-06,-2.12627338766937e-16,1.97084012946651e-05,2.72832801115581e-06,1.69374192332369e-16,-0.000481835015140543,-1.18888635745529e-15,1.93663986930369e-16,1.87878837923308e-16,-1.11769395500331e-16,0.000116153165621575,-6.48808714540486e-06,1.71053555068485e-16,3.96173805733213e-15,-0.707106781186547,1.33591096991746e-14,0.000179145283818378,1.91594173795154e-15,-4.32429710176895e-15,7.47536420553311e-16,-8.74045822461681e-06,2.61951334835031e-16,5.80019728599263e-16,4.88630818895526e-16,6.59132832957433e-17,-2.00325597149108e-16,1.71661859908369e-16,3.32278646477373e-17,-1.40815334340444e-16,2.32479838082781e-17,-2.72422260750484e-16,1.02069077184747e-16,2.41492712929604e-17
