,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
t8,0.4803389,12.219464,-0.101302154,5.15347,2.0680661,9.960296,5.267204,0.48463607,6.3499823,1.1341771,-0.0061365287,6.5318575,-0.27540135,4.7562737,-0.24885605,-0.21341377,0.7739491,-1.3366119,0.0019708679,3.3839424
t11,2.5558527,12.407219,1.3678119,2.7092752,1.5946417,9.272528,4.6786013,0.41533053,5.771609,-0.08475371,0.6596283,7.9947777,-0.0847883,5.2650723,2.4371855,2.0722342,0.5606035,-0.8764065,0.018534284,3.6744049
t16,7.8951545,16.696411,4.43177,1.6099786,1.7757638,10.205427,3.261523,0.4666724,6.319109,-0.18544863,2.1631954,10.868337,2.557988,8.477663,9.201797,5.4978266,0.624587,-0.5345045,0.043056253,6.566903
t19,9.820934,17.355406,5.348262,0.9778929,1.7269264,9.807222,2.2762089,0.45403954,6.060592,-0.21253641,2.7078354,11.226961,4.2234044,9.35472,11.550493,6.554149,0.60437083,-0.34084043,0.051417768,7.5628185
t39,18.003283,15.299396,7.756363,-0.17126346,0.9437812,4.269107,-0.42884922,0.20367093,2.5790854,-0.30858874,4.1325855,9.380904,10.788462,9.736638,19.470205,9.669503,0.27171123,4.9107676,0.06939968,11.905503
t40,17.956614,15.319411,7.7441196,-0.17033942,0.95548487,4.2794805,-0.4254294,0.20663019,2.589571,-0.30826512,4.100877,9.396374,10.742375,9.762871,19.422945,9.630373,0.27639806,4.866254,0.06949238,11.900591
t27,15.968115,18.450762,7.935826,-0.06754293,1.4753989,7.6493063,-0.1576231,0.375068,4.67705,-0.2941099,4.273211,11.740812,9.160743,11.152152,18.284424,9.736673,0.48235705,2.1812842,0.07251274,10.915182
t28,16.609255,18.26932,8.090756,-0.08551866,1.4158546,7.2216144,-0.21713617,0.3555113,4.411725,-0.30186912,4.3447304,11.570277,9.618682,11.14689,18.84574,9.967368,0.4564064,2.7096534,0.07356441,11.277019
t149,27.662315,15.939221,10.8904505,-0.38559833,0.47559258,0.00217258,-1.1979618,0.043756746,-0.037976965,-0.41412288,6.2336907,9.316351,17.70376,11.480353,28.514582,14.027519,0.020699954,11.544798,0.095765375,17.688759
t150,27.660189,15.947102,10.900797,-0.3855846,0.47785136,0.0011697089,-1.1980318,0.04416588,-0.037608344,-0.41422462,6.2358484,9.325413,17.71416,11.479148,28.514517,14.037158,0.021364968,11.52639,0.09578839,17.679487
t80,25.787046,16.253117,10.503161,-0.3385098,0.61411107,1.1237801,-1.0536577,0.08809923,0.38978764,-0.400511,6.0090137,9.691005,16.54071,11.406685,27.096422,13.406152,0.08374507,10.115942,0.09188706,16.54438
t81,25.374275,16.393068,10.410941,-0.327408,0.6564927,1.4222379,-1.0118036,0.101532675,0.6027977,-0.39528704,5.9291263,9.809784,16.22421,11.417257,26.739576,13.256814,0.10058431,9.745716,0.09148107,16.281902
t41,19.466736,18.413042,8.980517,-0.15097123,1.2702464,5.899618,-0.42043862,0.29894102,3.580033,-0.33206633,4.9688725,11.596192,11.68069,11.654831,21.544046,11.271088,0.38407364,4.55992,0.08160043,12.905322
t46,23.436384,17.317232,10.081798,-0.26201963,0.8902945,3.1380093,-0.7874918,0.17237861,1.7357005,-0.37223923,5.597994,10.709652,14.778736,11.624444,25.087538,12.743153,0.213294,7.8412256,0.08998372,15.037679
t176,27.953426,16.433823,11.214946,-0.38548365,0.5492172,0.29962438,-1.1727948,0.044362415,0.07313137,-0.41925842,6.501929,9.995247,18.098421,11.866987,28.953388,14.648849,0.048539568,11.151101,0.09988873,17.415567
t177,27.956673,16.435535,11.217731,-0.38553914,0.54917026,0.29913247,-1.1731011,0.0443598,0.069801636,-0.41929233,6.5049634,9.996986,18.101452,11.868607,28.95661,14.650682,0.04849424,11.153245,0.09993911,17.421158
