,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
t8,10.154484,5.593586,1.6245705,3.294712,3.6901228,5.534908,3.8172174,7.4026146,6.084009,6.0190187,6.1413507,6.4967422,5.08004,4.343553,4.931232,4.3389716,5.956429,4.443986,4.4587526,5.030256
t11,10.157439,5.650038,1.5383515,3.32806,3.639333,5.4948096,3.7647836,7.427431,6.154674,5.9444785,6.1857524,6.491118,5.032184,4.3225856,4.961796,4.359012,6.001682,4.5242996,4.410417,4.9098377
t16,9.846398,6.881588,1.1341542,3.2836647,1.9356714,5.1879625,3.2822783,7.744056,6.884984,5.321105,6.6142273,7.935091,4.630349,4.112901,3.8248193,3.0162678,7.3775125,5.2565427,4.013446,2.16055
t19,9.812805,6.889437,1.1033931,3.329075,1.8933021,5.1943436,3.2482426,7.7281294,6.8701515,5.2549143,6.675387,7.937383,4.5732574,4.1021485,3.763166,3.0093973,7.4204717,5.247078,3.9769492,2.070266
t39,9.700395,7.0220523,0.9220357,3.4299207,1.7377716,5.067793,3.2783048,7.6368675,6.923308,5.125809,6.795505,8.057138,4.5141616,4.0439157,3.6879354,2.8843586,7.5484424,5.298184,3.9820485,1.804739
t40,9.739433,6.9416547,0.9587079,3.4116237,1.7053906,5.1671314,3.244449,7.6423345,6.8540235,5.1143656,6.7878785,7.9672065,4.5171404,4.0571136,3.6434455,2.966501,7.5301437,5.2890635,3.944261,1.7396163
t27,9.771031,6.9384995,1.0232791,3.3771305,1.7906388,5.1563907,3.2427714,7.667566,6.8736463,5.1788473,6.741576,7.9866023,4.5450644,4.0779347,3.7028806,2.960007,7.4876156,5.2696667,3.9674573,1.8709832
t28,9.716602,7.0412374,0.94184816,3.4078946,1.8329173,5.047056,3.3558366,7.667661,6.9629393,5.1950173,6.721781,8.00698,4.586891,4.0746584,3.7716746,2.9315991,7.4956455,5.332243,4.043579,1.9242688
t149,9.195634,7.083169,0.33123577,3.7552388,1.8077887,4.911224,3.2935715,7.0021114,6.833166,4.904299,7.157782,7.9500785,4.216577,3.7365363,3.3960843,3.0586543,7.7589283,5.146227,4.0640407,1.4494555
t150,9.207121,7.0933337,0.33432946,3.7763765,1.8114396,4.906275,3.2797625,6.979093,6.8139825,4.8817997,7.1768293,7.9456525,4.223501,3.7482123,3.4082131,3.059022,7.7440624,5.1401377,4.075549,1.4637152
t80,9.339958,7.044194,0.46609342,3.7358973,1.777563,4.941564,3.2979748,7.144594,6.788524,4.9104733,7.12196,7.9049306,4.2446933,3.8311098,3.4221823,3.0738187,7.6698146,5.15078,4.028403,1.5027364
t81,9.387231,7.0404644,0.5216152,3.69115,1.7361623,4.935275,3.3264463,7.20108,6.82683,4.9374895,7.067411,7.933919,4.288834,3.856413,3.460661,3.0660272,7.702583,5.1947255,3.9923208,1.4903946
