"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117"
"t29",-0.0747359273210035,0.0170047810324664,0.0244762682452547,0.0474633553895771,-0.104866206011321,-0.00398440247854162,0.371635399820874,-0.102749745133427,-0.000112540924598095,0.545136624664784,0.040961115612565,0.0142601195996002,0.021160442970934,-0.0187736672086955,0.0144642455150233,-0.00454697151517069,0.094853737026366,6.94690032848014e-05,-5.35667445433902e-06,0.00432125463933577,0.00230574258944502,0.0134110885867898,-1.2834658125535e-05,0.000765785499650371,-0.000382887365610448,-0.00911499721378788,-0.00256302519785922,0.000246388199717924,0.00251467514621905,2.13545826384481e-05,2.90503130563198e-05,0.000594949679136973,-1.42910646809903e-05,-0.00105253301277283,-8.86975247253401e-17,0.000183613377436689,-0.000772415530105438,-0.000745442069880525,1.76195367973518e-06,0.000656136598208021,6.4063300426362e-05,4.36263572708689e-05,0.000496442654610505,-0.000241515126469359,-0.000248665712038293,6.04498519463321e-05,-0.000124912426078421,0.00390507389085548,-7.52556346582628e-05,-2.52373009671866e-16,-0.000683932939408983,0.000106349686245768,8.67460021583813e-17,0.000803292089130778,0.000333905291389887,0.0159441753990382,-0.00542428050208526,-6.38821042509974e-05,-7.55696565595067e-05,0.000934632006583368,4.82116812655418e-06,2.44402084845247e-06,1.06345616640908e-05,0.00132602990983291,3.14160420594052e-16,3.48954502844693e-16,-1.32163314024295e-16,-2.30391151340471e-05,-0.000239318292080722,3.41847757465518e-05,-2.57209545289648e-05,-0.00134287022037885,8.90038561251693e-08,-1.65192393182978e-05,-2.07787840513701e-06,-9.66378044985481e-07,1.76925812552162e-15,-1.03840906901998e-16,1.55638669312034e-06,9.82016284796705e-05,3.26603370214782e-06,2.15716711248775e-06,3.20160630184993e-15,-2.87898230458068e-05,0.716536460282588,1.98646151217767e-15,-9.40012213788569e-15,1.26674532046104e-14,-2.89494074655123e-15,1.32187446604894e-05,-6.98212758574911e-06,4.08644382790018e-15,-4.50732087878383e-05,2.01756729819892e-15,3.32723636578065e-15,-1.83890193072676e-15,1.31064818782268e-06,-1.98037211804205e-05,9.88488631973391e-16,-9.45536084304201e-16,5.28339318669813e-16,-0.000272674124369612,1.64888960441666e-15,-4.59473454622138e-17,3.12676462869738e-16,2.80359452914197e-15,1.91715144602362e-15,-2.89277000153258e-15,-1.35719761725161e-17,6.46339395331859e-07,-7.44086565578879e-16,-2.01520174459309e-15,-2.01504347931131e-15,-1.23832812132271e-17,6.88439921547995e-15,1.38579166690935e-14,-1.00940932365334e-13
"t30",-0.0750932639128171,0.0171013446073552,0.0246956840102305,0.0479576867093147,-0.10638376995522,-0.00405530651498721,0.380757600564036,-0.105456286037033,-0.000115621233008223,0.560645466166491,0.0422758399601578,0.0149119717425647,0.0222088359066056,-0.0198170537046645,0.0152712263031619,-0.00483256495671656,0.100838347063083,7.44182417178324e-05,-5.7684382675499e-06,0.00465986968917528,0.00249032751460389,0.0144956325398126,-1.40111882465483e-05,0.000836831173349881,-0.00041927087032526,-0.0102602003407966,-0.00289453808152038,0.000278901395356509,0.00286499660228419,2.44485450622664e-05,3.32763042091895e-05,0.000693067797165858,-1.67708045382409e-05,-0.00124264706300677,3.48626559653581e-17,0.000220107237129895,-0.000932672112938925,-0.000902799810935476,2.15192108713113e-06,0.000808939849151902,7.97218663243926e-05,5.51421255313762e-05,0.000629093497444333,-0.000307540594219102,-0.000323815029836432,7.92299434277105e-05,-0.000165864832384507,0.00521597029802794,-0.000100650492889403,2.49440372158541e-16,-0.000925866596549275,0.000145763304891429,-1.3893110602802e-16,0.00116273588861939,0.00048931612958087,0.0244335790615316,-0.00835992925282603,-9.88289645289731e-05,-0.00011966321225553,0.00150331419311795,7.75871474223374e-06,4.27447353700554e-06,1.93036235590233e-05,0.00248512997175473,-3.2935935283297e-16,5.64242477514598e-16,3.83130510268523e-17,-5.12856595509131e-05,-0.000536967260967744,7.74002802410297e-05,-6.62366514839717e-05,-0.00396545687704987,4.54237371817814e-07,-0.000102835029610069,-1.57536079891485e-05,-7.92357336259197e-06,-1.8362888257446e-15,2.21305447672112e-16,0.000147060330678362,-0.000338467903673104,-6.37193619271883e-06,-3.34917497685848e-06,-3.25008041260367e-15,4.15930255950274e-05,-0.697511183104279,-2.31592903753889e-15,9.23570861112363e-15,-1.12049168916316e-14,2.90109018078751e-15,-5.82777442052198e-06,1.77556957493841e-06,-4.8539615433748e-15,9.28611419910625e-06,-1.64907693378775e-15,-2.98166783410795e-15,3.09443277625379e-15,1.91886678675644e-08,-1.12553393336291e-06,-7.20633795085401e-16,6.39568816476834e-16,1.33648547370946e-15,-4.10247173811044e-05,6.31930387042053e-16,4.15282031633135e-17,4.02548933511816e-16,-1.87051704575337e-15,-2.48145435954444e-15,8.31881667055649e-16,-2.90597555528691e-15,1.86716952214908e-07,-1.31657256053955e-15,-1.36641434743905e-15,9.23490455604007e-16,-5.40736746320385e-16,5.06525664491663e-15,1.1340404142796e-14,-9.83976219404918e-14
"t1",-0.0675517951706545,0.015035188505546,0.0197503089261848,0.0365473692428607,-0.0688241275227688,-0.00219012883287257,0.105733535752079,-0.0205632851165432,-1.67158655250168e-05,0.0499992233041353,-0.00508537318086083,-0.0212307566959195,-0.0462941922618006,0.0749278239099834,-0.0590346064298427,0.0437664850362226,-0.953633782378659,0.0496998197534959,-0.000106743754112559,0.0706508518336778,0.0316622314367521,0.171616259885405,-9.5078093480155e-05,0.00548286110413955,-0.0025755419595879,-0.0401581415001497,-0.0110030215204664,0.00104025148690536,0.0101917036922621,8.43142499487084e-05,0.000114407883362434,0.00219034856075019,-5.14760657023154e-05,-0.00373315954234728,1.73084104341558e-16,0.000631319267942851,-0.00262500699113415,-0.00252237950227336,5.89747618008075e-06,0.00217391989849186,0.000210493228263972,0.000141803789173321,0.00161130199859065,-0.000781895467150335,-0.000798237038996085,0.000193734250228183,-0.000399397717522104,0.0124776095387954,-0.000240429150955257,2.58008054136107e-16,-0.00218354514769146,0.000339557791961555,-3.83947718512167e-17,0.00258380832514178,0.00107714931935512,0.0521259518515488,-0.0177684626618524,-0.000209540627601501,-0.00025004488350155,0.00311198819766915,1.60562302146099e-05,8.4548363358108e-06,3.74935859580115e-05,0.00475568817665987,1.31764879491854e-16,9.23104232178603e-16,9.73207851579396e-17,-9.14736619408362e-05,-0.000954949870484581,0.000137194998686033,-0.000112373861994296,-0.00645737789643547,6.55026824844246e-07,-0.000143706204402055,-2.14480853536906e-05,-1.06896682994034e-05,-4.48565155567154e-17,1.6611853612644e-16,0.000178270304876557,-0.000288960021595291,-3.78740280770804e-06,-1.48167924018721e-06,-2.8504079963344e-17,1.60973153095996e-05,-0.00223238345433756,-2.14663204417054e-16,-4.90639252898836e-17,5.60057802643925e-16,3.27975942171576e-17,8.17358746520219e-06,-5.81434304082366e-06,-2.79475160807387e-16,-4.00153568226702e-05,7.35250751254908e-17,1.25573734636043e-16,2.51891402720026e-16,1.48891323736357e-06,-2.34211298500172e-05,1.65060954845315e-16,-3.89774045050265e-16,8.30016386800673e-16,-0.000350352073144535,9.00809069082676e-16,-5.61033960725838e-17,4.98836059755446e-16,7.34711309709583e-16,-1.33002517018376e-16,-1.26779721905019e-15,-9.39379170252305e-16,9.25294812397787e-07,-1.04404721666178e-15,-1.73922461433625e-15,-5.67460408922104e-16,-2.33010294571437e-16,6.00289007084844e-15,1.28391447520991e-14,-9.99178217576576e-14
"t27",-0.11729555499497,0.0350981381207715,-0.0112643480700119,0.00410927750189478,-0.0493980660465935,-0.00235918414675544,0.359239872490204,-0.175528975418372,-0.00572690816980662,-0.329054771190184,0.0126171946425039,0.00741659057184064,0.0113465929552033,-0.0172916181662941,0.0265079510325918,-0.00211288090322758,0.0438574063784217,0.000418777566254266,-3.82174462069975e-06,0.00299062847989683,0.00510154879823344,0.00841804079927949,-7.82617944512363e-06,0.00046552169448784,-0.000231502641099511,-0.0170220443504077,-0.000283507591140849,6.89711101508108e-05,0.000926334447052902,7.97846952571897e-06,1.08413450335488e-05,0.000186776288854137,-1.36302977744955e-05,-0.000238390858164043,-1.0739772348295e-16,1.51362115225839e-05,1.98886693690267e-05,3.71736158448092e-05,-3.32015039272106e-07,-0.0007582631676026,-4.09978576812246e-05,-5.6440385571574e-05,-0.000715844119208338,0.000427649963364917,0.00124312299755199,-0.000445027014338531,0.00325512199776233,-0.824130814116831,-0.0366795271695804,1.71173578177463e-15,-0.0314946175566,0.00113827768608064,-4.01822236181264e-15,0.00516355022784391,0.00216068269536707,0.130645618967518,-0.0470949552410397,-0.00057910136257302,-0.00100423913356635,0.0199651022356399,0.000105288626285774,-1.37951665888549e-05,-3.25037250454172e-05,-0.00267718945725639,2.003903189104e-16,1.12064864212723e-16,-1.32767033363242e-15,3.56831538993077e-06,2.70973216195267e-05,-2.29172156671166e-06,-1.42764611827649e-05,-0.0114357395762728,7.94638586233255e-08,-0.000242741843141422,-3.23840152368274e-06,-1.65236799631203e-06,-2.86849920776425e-16,1.47952956934323e-16,3.27716006390523e-05,-6.38376788331481e-05,-8.87464080309407e-07,-2.34966400020224e-06,2.51720467227143e-17,3.88755180056948e-06,-0.000462968784556282,2.81021340611162e-16,8.14903346843348e-16,3.29672755923247e-16,1.99613051594453e-16,2.17748381093474e-06,-1.59282193633336e-06,-5.66663988628887e-16,-1.10542960904159e-05,3.38094628286587e-16,3.27931839342169e-16,2.48622278974694e-15,4.34104829480776e-07,-6.96966370202978e-06,5.44309804244791e-16,6.61913842223298e-16,-2.70649261500637e-15,-0.0265158387471329,3.74179152687837e-15,-3.02075699908625e-16,8.80101938129859e-16,1.94920582128453e-15,1.07994012362647e-15,-7.45905114039694e-16,-2.23097480609374e-15,2.69611803170563e-07,-1.20930280329609e-15,-2.03617805668941e-15,-5.96856145647155e-16,-9.25354746529217e-17,5.54148387444989e-15,1.27910473601714e-14,-1.00046889739636e-13
"t79",-0.118708816336363,0.0356027967357501,-0.0115245931906016,0.00422045249210213,-0.0512970080187883,-0.00247280389593422,0.384048006248519,-0.188674670458344,-0.00617528876746688,-0.356005392631054,0.0138089270564567,0.00850361063138051,0.0131953838605702,-0.020584726288888,0.0315832794299641,-0.00259159767112621,0.0538596470839866,0.000533405198601963,-5.00137524314901e-06,0.00394299515718057,0.00678432694355613,0.0112419034629419,-1.10919336811873e-05,0.000664096742755815,-0.000334752234133023,-0.0309694107171097,-0.000534355509013855,0.000133452918098612,0.00194228601531901,1.79135275461436e-05,2.45277610188651e-05,0.000580309287128121,-5.17449803263155e-05,-0.00112265101838358,-1.2103695471902e-16,0.000217814435128179,-0.00306365671943991,-0.00093962112689286,2.39878034718516e-06,0.00291113827808284,0.000103800497350371,8.58847176437032e-05,0.0010146661679394,-0.000533193035243053,-0.000924056241921876,0.00028874510628787,-0.00162064079930577,0.364629961501371,0.0158066928429313,-8.94707906643133e-16,0.0106310776287406,-0.000296708792537705,1.53867493908972e-15,-0.000250612450371191,-3.77875587173204e-05,0.00878043343507531,-0.00356412764001026,-4.69540351296225e-05,-0.000111253919266814,0.00255316587716433,1.35213201037977e-05,-2.66543501450346e-06,-6.91913573651545e-06,-0.000607195015999916,-4.98890526916206e-16,3.48478105493316e-16,1.31917897642717e-15,9.76589836849649e-07,7.45458166465847e-06,-6.34060717779764e-07,-4.19682347875409e-06,-0.00349339968320908,2.57209429954286e-08,-7.91283300306825e-05,-1.06025724618381e-06,-5.41664734052558e-07,-1.07721982787295e-15,1.94146252246401e-15,1.08170185936772e-05,-2.06547784542832e-05,-2.77969918263294e-07,-7.19305612677497e-07,-1.93147083741056e-16,1.17960503027055e-06,-0.000131389056760536,2.3691701827672e-15,-7.45007841361528e-15,2.06115595899979e-14,-7.32703184668587e-16,4.64054771830263e-07,-2.18918426159671e-07,9.75337394765421e-16,-1.1497854332127e-06,1.41502881264937e-14,-2.63708307406824e-15,-1.09693643760026e-14,-1.57584899127259e-07,4.87705146488378e-06,6.17221737818888e-16,-1.59300544317907e-14,7.26271179086707e-14,0.72397432885851,-6.94046643544175e-14,1.22266969816914e-14,-3.66317833405617e-15,-3.6666707565162e-14,-1.20313785918205e-14,-1.00217136617322e-14,3.2486652546311e-15,3.42277857908182e-07,4.18745622983664e-15,4.24226985061845e-15,1.10408691865253e-14,4.7537874571611e-15,2.30065510839097e-15,1.0360802830747e-14,-9.64264483707315e-14
"t80",-0.119014134396696,0.035711463979417,-0.0115799593088309,0.00424397871768148,-0.051692892493572,-0.00249620203429465,0.389030670905994,-0.191297408296737,-0.00626440470860908,-0.361340380695277,0.0140416490220149,0.00870530805036884,0.0135334916013428,-0.0211733297771122,0.0324896931701677,-0.00267482966147281,0.0555967947305388,0.000552697809409652,-5.19562776042787e-06,0.00409891521461235,0.00705801333391551,0.0116997152160238,-1.15993584735869e-05,0.000694815805555519,-0.000350582645302981,-0.032857854883301,-0.000567799917853381,0.000141956437105172,0.00207217344477343,1.91538703002016e-05,2.6232153387422e-05,0.000625327728262061,-5.59401939635578e-05,-0.00121687690679131,2.31900182710618e-16,0.000237652279389195,-0.00335300075244803,-0.00102966329367227,2.63794323048801e-06,0.00321391251409449,0.000115034785798691,9.57803973060436e-05,0.00113273294557219,-0.000596386546440002,-0.00104265359148615,0.00032661475085987,-0.00184226531405249,0.415409382710342,0.0180168171538694,-5.3931440911767e-16,0.0121719639129016,-0.000341251644599584,1.94161263494557e-15,-0.000293797015078043,-4.44832443406906e-05,0.0104876796211355,-0.0042647937906319,-5.62514718756026e-05,-0.000134245232092092,0.00309538349573958,1.63954308920187e-05,-3.30956066807705e-06,-8.67647582520952e-06,-0.000767651144269648,1.00405757454674e-16,-1.29512571693279e-15,2.2275502364748e-17,1.28404615883455e-06,9.81747491705484e-06,-8.3658470592517e-07,-5.67370505881573e-06,-0.00482962719864564,3.78669194439762e-08,-0.000118284754117343,-1.60458816853246e-06,-8.2324094175827e-07,1.12591182581424e-15,-1.7483800650011e-15,1.72313858176334e-05,-3.71746315068963e-05,-5.45425302449871e-07,-1.48337477172124e-06,1.33771061810944e-16,2.47670342669262e-06,-0.00031171802504424,-3.32447059848569e-15,6.57669475346405e-15,-1.94428043517084e-14,6.1359675267034e-16,1.67912587145117e-06,-1.36610601566566e-06,-1.648473229926e-15,-9.87654384126295e-06,-1.40276731462e-14,2.46578957751431e-15,1.05487753084797e-14,5.85891351680451e-07,-1.15997154785339e-05,-7.34010916960655e-16,1.47478217513649e-14,-6.61065795046654e-14,-0.689298336115606,6.84839552926882e-14,-1.19097364719273e-14,3.84300939805753e-15,3.5866514314915e-14,9.99363767546115e-15,7.61267338289337e-15,-5.348337435396e-15,-2.32413955065752e-08,-6.01354423404254e-15,-7.33802982164789e-15,-1.19116773313375e-14,-5.54220876342494e-15,1.01376830529285e-14,1.50160849823201e-14,-1.02568059247073e-13
"t2",-0.121450855737872,0.0377870374197073,-0.0236552809427165,-0.0150504673242532,-0.00754838264382424,-0.000531436559617843,0.0543855583777408,-0.0205809117991942,-0.000551440174750546,-0.024159090812196,-0.000119281632450185,-0.00278246418306019,-0.00566039234685384,0.0188732237357479,-0.0366492898719245,0.00177526410254559,-0.0373344219030075,-0.000485675563718606,5.31189222381803e-06,-0.00438372127994058,-0.0144965208879121,-0.0122763641108037,1.58212289075124e-05,-0.000967118938782627,0.000508056514595844,0.118326217565576,-0.00320428533468816,-6.647477473925e-05,-0.00347932569973992,-3.72032964004668e-05,-5.15058557704898e-05,-0.00152652581142739,0.000258660701500566,0.00329041265577205,2.18159397575526e-16,-0.000699345265232467,0.0166184998706716,0.0031042850555041,-8.19673502732482e-06,-0.015865893859493,-0.000360400453977611,-0.000288764651677201,-0.0033729627378246,0.00172432147191105,0.00224582443271717,-0.000589131312686739,0.00153443088688197,-0.101566768707464,-0.00175766749603261,-1.74240978227033e-15,0.0263806155723301,-0.00140389632154045,5.95065802997884e-16,-0.0194931492598871,-0.0093908838128168,-0.852658472801245,0.32132069179985,0.00406680428783116,0.00834376169560341,-0.184441343911169,-0.000976074446076074,0.00021468366365171,0.000634653938293944,0.0640243814708105,2.18414527281399e-15,1.07056488509942e-14,-3.57135399427668e-16,-0.000635384521477159,-0.00648385609936296,0.000907540527823369,-0.000450492981370283,0.268837853939732,3.93600965396937e-06,0.0084876767621414,-0.000116217511145921,-5.71685434987585e-05,-3.41325926144023e-16,-3.19250441999517e-15,0.000853997774491142,-0.00118598845002436,-1.46077628635085e-05,0.000334506152686625,-1.39216849708164e-15,5.99102742925099e-05,-0.00656542475562872,4.27796434777325e-16,3.15427446509259e-15,8.8214296726453e-15,3.36408033399956e-16,2.6883889179767e-05,-1.83717245382206e-05,-1.55158166564212e-16,-0.000124944047681212,1.5833165590449e-15,3.96684929110874e-16,-1.97913748168445e-15,4.35732903224695e-06,-6.75405683966394e-05,-4.63422981316372e-16,1.9217550052622e-16,6.34179539178539e-17,-0.00504348482321717,7.21990883689552e-16,1.31146718312377e-15,4.8450144660844e-16,7.05998197815565e-16,2.67315493020985e-16,-7.39429257130621e-16,-1.29511475067803e-15,2.40351475119871e-06,-3.9216164458277e-16,-1.81749251537283e-15,-1.19210074189251e-15,2.72613574477591e-16,5.72698571196661e-15,1.21575467456521e-14,-1.00503979163593e-13
"t5",-0.177359702654126,0.0609380660417031,-0.0650297822703861,-0.0629986326418581,0.0464938087320091,0.000927259425700173,-0.0290473078434776,0.00846914792817982,0.00019505437734016,0.00725770711341046,1.88249932208291e-05,-0.000562295732627175,-0.00194283411652466,0.0395392181429272,-0.0984200151353724,-7.33303006986673e-05,0.000966063956043805,-0.000110598598847449,1.99912339836636e-06,-0.00202427965989923,-0.0451727117370759,-0.000749667590850564,9.08769198023174e-06,-0.000583183148588846,0.000337550196945647,0.669263093489693,-0.0550911663242241,0.00292492791341647,0.0145431435081977,9.44049808114854e-05,0.000125640861649061,0.00170917078738449,-0.658452030057721,-0.00262006749799934,-1.18514309983874e-15,0.000464141645481339,-0.108342014356807,-0.00114786723645635,3.66873531932533e-06,0.0554947057893011,0.000127072393862151,9.39306592180863e-05,0.0010800829089441,-0.000536048264257474,-0.00061564442909653,0.000156377647077862,-0.000384756637067887,0.0249721875338934,0.000430740542137024,-6.64927992503077e-16,-0.023895982852253,0.000294410334021915,1.06530086603452e-15,0.0035086245334878,0.00163795817616995,0.134974494876181,-0.0503288881430932,-0.000632655575013211,-0.0012490396411354,0.0269930432158626,0.000142746464442606,-2.89809244332945e-05,-8.43717900875004e-05,-0.00848520501261405,-1.15354973142021e-16,-3.34732648026306e-15,-6.99495110789252e-16,0.000100876564007882,0.00104953517656691,-0.000150456307759108,0.000151359240355791,0.0968973243564364,4.06775097404452e-08,0.00378375836555239,-1.01233390881894e-07,9.83892009224436e-09,1.49571766492288e-16,-4.88554702320996e-16,-5.02107392637084e-06,8.16253508694266e-06,7.95301126183999e-08,0.000192971335194704,2.22723730633787e-16,-2.53178043189708e-07,1.46864968365162e-05,-1.90917858344974e-17,1.16942438974879e-15,1.08527836918403e-15,1.29795253132796e-16,5.96095577637685e-08,-9.00698930153708e-08,-7.77393369816103e-17,-7.19098855281262e-07,2.7109009911536e-16,2.58669750434957e-18,2.62985653875825e-15,4.73293634236251e-08,-8.19790701954447e-07,2.76264231361164e-16,-5.26286557786748e-16,1.4748049737632e-15,-7.79241659093811e-05,-6.0084109314475e-16,-1.05610798819029e-16,6.8770272449939e-16,2.64093157820924e-16,2.74467560885456e-16,-1.11724255149217e-15,-3.04009309084154e-17,5.28988392067115e-08,-6.94460160398221e-16,-1.21930129129389e-15,-3.90772831827678e-16,-1.6055479373388e-16,5.35188733037878e-15,1.15910394373424e-14,-9.95210130508123e-14
"t8",-0.177790325001992,0.061152601717812,-0.0656641146658838,-0.0638708277939377,0.0479452838047309,0.000978042159174376,-0.0335553625136603,0.0102127808867418,0.000242578741583585,0.00938332279339905,3.02551468392811e-05,-0.000137881784406351,-0.000873803918869851,0.0271785271355879,-0.068697103932075,-0.000256183819058044,0.00498711304829493,-1.39542334834886e-05,5.78546546110258e-07,-0.000681940341827691,-0.0245287417407972,0.00102008852937936,2.68162879469785e-06,-0.000173400905326813,0.000101339440416835,0.169992523380701,-0.013432828223486,0.000691337448371491,0.00311615311627655,1.85603850440641e-05,2.44629327303251e-05,0.000217774122934271,0.0848889976143081,-0.000194489556473353,8.38994407568146e-16,-9.24470946661313e-07,0.0126525955393259,-6.14928728221221e-07,-2.79650707194598e-07,-0.0169072352168725,-1.89057007582582e-05,-2.20594341186735e-05,-0.000268200315509599,0.000146812456501694,0.000242129659267111,-6.70593721226986e-05,0.000193488681813059,-0.0134567750025466,-0.00023578715019653,-6.11719019600904e-16,0.0231796353827755,-0.000193929173750771,6.57714343895287e-16,-0.00349895901864844,-0.00176153075476794,-0.185003800244661,0.070949036706668,0.000908389732547457,0.00199814046412052,-0.0462453347197056,-0.000245108958164103,6.8665684829003e-05,0.000226903789043544,0.0252866153446575,1.37354186104428e-15,7.34869038378599e-15,4.51902337461152e-15,-0.000488520495205144,-0.00518748126569093,0.000761112360111989,-0.00104965792530085,-0.923592060007093,-1.5625354724482e-06,-0.0740570212404552,3.35765168734152e-05,1.56642742660654e-05,-2.02018443667916e-15,5.3049709043049e-15,-0.000148813706237614,9.13597159481572e-05,6.95679588651405e-07,0.00520050249199266,-1.82614167359786e-16,-1.95958023694345e-06,9.84964336840713e-05,4.82116565028439e-16,-7.73106251637498e-15,-2.07090707007627e-15,-2.40580451149129e-15,3.21713796267949e-07,-4.41187989048238e-07,-1.13331237285178e-15,-3.42689774387867e-06,-6.93036380579852e-16,1.47529997601145e-15,-2.36090778857686e-15,1.95874255606666e-07,-3.29122159547492e-06,-1.36792150997596e-15,8.46324850317347e-16,-1.61039611458571e-15,-0.000291068371907174,4.89244773970723e-15,8.84659740401949e-16,-1.84332091477529e-16,3.1805002620501e-16,7.93779032822564e-16,-1.7038029751641e-15,-2.95016790479473e-15,1.75089668569562e-07,-6.29234618425726e-17,-2.37202954052736e-15,1.31867300420556e-20,1.63568179671686e-16,6.22765296406805e-15,1.25939180374153e-14,-9.80692878225191e-14
"t9",-0.182542943415503,0.0631031284326687,-0.0690278043961519,-0.0677014275978937,0.0520288413288881,0.00108236261158723,-0.0386839544702512,0.0119053259332294,0.000284603571610198,0.0110837160003122,3.65764435559463e-05,-0.000182569057382163,-0.00118865920626558,0.0386281800916363,-0.097792783642479,-0.000384660931724894,0.00750471965822677,-2.24187986423692e-05,9.74735833339353e-07,-0.00116390815293489,-0.0424930920133062,0.00178001837933221,5.17535335610528e-06,-0.00033830899432201,0.000202200753526525,0.487891847334618,-0.0406826367548054,0.00217849286637629,0.0110741146548087,7.29962704361412e-05,9.72995447750812e-05,0.0013805213862197,0.726913653953033,-0.00233996191306297,2.66527383237872e-15,0.000485201032119275,-0.298507424864168,1.04041008216183e-05,2.634845090923e-06,0.10646216946486,8.96210270663178e-05,7.39713288841474e-05,0.000858079082569012,-0.000432034223952941,-0.000520276220434668,0.000133653910561163,-0.000336596637110697,0.0221362548147534,0.000383212034953352,-7.39311416384956e-16,-0.033922854674274,0.000257584513653316,-1.73894191938128e-16,0.00330231595127621,0.00156041236270257,0.134060754563387,-0.0502477916193057,-0.000633807188639184,-0.00127781520239279,0.028004533946952,0.000148165159194629,-3.24112616891258e-05,-9.76050728208022e-05,-0.0101099110693072,-3.23104151007864e-16,-7.14878873880062e-16,-3.33765467179282e-17,0.000142181512637799,0.00149143472212791,-0.000215828204407642,0.000249898905589176,0.188886128044022,2.14294148021414e-07,0.00924835359814877,-3.88842702214921e-06,-1.76757548187221e-06,3.23294881592889e-16,-1.28261394640196e-15,1.25721408124572e-05,-3.28636719133637e-06,-9.75723495099976e-09,-2.16084365885079e-05,1.56991221076337e-16,1.90212350666812e-09,1.64011722808555e-06,4.63172951530431e-17,1.68828206523884e-15,-2.11972429986201e-15,3.90675744331349e-16,1.56874387722908e-08,-2.89330111897905e-08,-4.2180176235378e-17,-2.42142886061872e-07,1.90642719170487e-16,1.27968180160227e-16,-7.82669491675007e-16,1.94212802622056e-08,-3.48390474447539e-07,4.90033380803826e-16,-3.411773721558e-16,8.89841920580161e-16,-3.57005924171374e-05,5.17072310120353e-16,-1.89070335575144e-16,3.18027237784893e-16,6.1625237203341e-16,-1.15047034298291e-15,-5.38401640526504e-16,-2.54790712525833e-15,2.69343747880438e-08,-1.04269310463854e-15,-9.23686394099984e-16,-1.11323612624636e-15,-2.25010106132756e-16,6.08516883771454e-15,1.216494119907e-14,-9.97223150020208e-14
