,0,1,2,3,4,5,6,7,8,9,10
t1,0.003980815,12.977661,-0.31472144,18.168146,0.017186265,0.101096496,0.035111167,-0.004397098,1.7501302,-0.14691232,-1.6075276
t2,4.993218,2.4589448,-0.029750597,-0.027715908,0.031050669,12.837175,0.054067254,2.2854548,19.16562,3.1198354,-1.0540197
t3,1.8593044,-0.31300223,9.651333,-0.009074238,0.011399528,4.588969,0.005048852,-0.10874984,0.67396295,2.8753366,6.600616
t4,1.3149135,-0.30184278,9.365992,0.10670739,0.01495954,1.6572535,0.4984331,-0.151176,0.36983338,6.810336,6.46456
t5,3.0083787,12.106523,-0.55353093,14.390567,0.0150848795,0.025171762,0.09656699,3.0695727,18.2291,-0.1823586,-1.9808398
t6,0.90024215,-0.12049902,7.0382433,0.04783667,0.010946605,0.46107107,0.00015880751,-0.08814837,0.18163897,3.8006384,5.0600476
t7,0.90804833,-0.11043834,7.383118,-0.0016948126,0.01030349,0.43246713,0.0017573715,-0.10354589,0.25754067,4.173524,5.234415
t8,4.632199,8.779333,-0.57442814,2.501416,0.023458296,4.0410337,0.088383265,2.5686464,23.196625,-0.051495593,-1.7396859
t9,2.973872,12.079583,-0.5615985,13.961915,0.01750108,0.017905707,0.09422643,3.022513,18.440079,-0.16731028,-1.9770181
t10,1.1389139,-0.073765635,11.070241,-0.00073711964,0.010181489,0.26118237,0.30667692,-0.15629116,0.2294242,0.23415199,7.6598268
t11,0.9468283,-0.10918678,7.2219443,-0.0010239474,0.009289936,0.5597112,0.006516304,-0.13114008,0.3684852,4.6434937,5.011251
t12,0.5769339,5.6485896,-0.2872025,6.7799582,0.016212633,1.5604887,0.03411886,1.2803819,2.9427638,-0.096771374,-0.43362248
t13,0.10297638,9.667464,-0.2853205,13.34536,0.017049154,0.007977954,0.03723165,0.40571767,1.7229934,-0.15053923,-0.9587746
t14,0.21972036,0.27952838,5.5017996,-0.004425425,0.003510067,3.5556033,8.898415,-0.033855826,-0.65234715,-0.049925335,-0.0673326
t15,3.0954206,12.511423,-0.605216,14.405198,0.016993195,0.0093162665,0.09783605,2.9882643,18.656347,-0.19137819,-2.0151308
t16,3.1695683,12.418268,-0.57146853,14.173268,0.018631311,0.011123262,0.09515391,3.0952656,19.308077,-0.18000488,-2.0451696
t17,1.4178691,-0.5506731,0.2166284,-0.005397947,0.3276722,0.62040937,0.012260406,-0.044647433,-0.12106812,-0.0016412686,8.960732
t18,1.4842793,-0.1634277,10.416046,-0.020113226,0.0052727163,10.809852,8.301042,-0.033792194,-0.30804253,0.02254207,-0.045228273
t19,1.292706,-0.47451663,-0.05094073,-0.00054844975,0.0012866012,0.09919923,0.008800316,-0.07304931,-0.17844538,-0.012147205,8.46719
t20,1.2996885,-0.49783376,-0.06214777,-0.00090050354,0.001074496,0.09144338,0.007830256,-0.07183134,-0.20664586,-0.0153385885,8.51531
