"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118"
"t1",0,6.81690971351088,9.42142621043932,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,8.39551084539318,10.1701035517956,10.0890668702818,10.1701035517956,8.70168216075695,9.77938482608654,10.1701035517956,10.1701035517956,10.1701035517956,9.82295967786651,9.30634537704581,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,9.44951614506511,10.7568496072003,11.0821011294813,9.45129271409085,9.69054776645308,9.22765933686679,10.1433970069217,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1555329640493,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,9.97848714478432,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,9.99438955324158,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956,10.1701035517956
"t2",6.81690971351088,0,5.88655848389126,6.6352358252475,3.98146752831665,6.63523582524751,6.63523582524751,2.20687482191426,3.98146752831665,6.55419914373375,6.63523582524751,5.16681443420888,6.24451709953848,6.63523582524751,3.98146752831665,3.98146752831665,6.28809195131845,5.77147765049774,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,3.98146752831665,5.01133358701254,5.91464841851704,7.40365576891557,7.72890729119664,5.91642498754278,6.15568003990501,5.69279161031872,6.60852928037359,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.6352358252475,6.63523582524751,6.63523582524751,6.63523582524751,6.6352358252475,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,3.98146752831665,6.63523582524751,6.62066523750127,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.44361941823625,3.98146752831665,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,3.98146752831665,3.98146752831665,6.6352358252475,6.6352358252475,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.6352358252475,4.83561958845856,5.01133358701254,3.98146752831665,3.98146752831665,6.6352358252475,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,3.98146752831665,3.98146752831665,6.6352358252475,6.6352358252475,6.63523582524751,6.63523582524751,6.6352358252475,6.6352358252475,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.6352358252475,6.6352358252475,6.6352358252475,6.6352358252475,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751,6.63523582524751
"t3",9.42142621043932,5.88655848389126,0,5.88564187169198,9.23975232217595,5.88564187169198,5.88564187169198,7.46515961577356,9.23975232217595,5.41610238409668,5.88564187169198,7.54994107647541,8.62764374180501,6.87881869807821,9.23975232217595,9.23975232217595,6.34693619630498,6.01506052332845,6.69408007023404,6.69408007023404,6.69408007023404,5.88564187169198,5.88564187169198,6.69408007023404,6.69408007023404,9.23975232217595,9.23975232217595,8.29777506078358,10.008172265844,10.3334237881251,6.16000786037349,6.39926291273572,5.93637448314943,6.8521121532043,6.87881869807822,8.1126215064366,6.69408007023404,6.69408007023404,8.1126215064366,8.1126215064366,5.88564187169198,8.1126215064366,8.1126215064366,6.87881869807822,9.01836246751404,6.87881869807822,6.69408007023404,6.87881869807821,6.87881869807821,6.87881869807821,6.87881869807821,5.88564187169198,9.23975232217595,6.87881869807822,6.86424811033198,6.87881869807822,6.87881869807822,6.87881869807822,6.69408007023404,6.69408007023404,6.50246366322278,9.23975232217595,6.87881869807822,6.87881869807822,8.1126215064366,8.1126215064366,9.23975232217595,9.23975232217595,6.69408007023404,6.69408007023404,6.69408007023404,6.69408007023404,6.69408007023404,6.69408007023404,6.69408007023404,6.87881869807822,6.87881869807822,6.69408007023403,9.06403832362196,9.23975232217595,9.23975232217595,9.23975232217595,6.69408007023403,6.69408007023404,6.69408007023404,6.69408007023404,6.69408007023404,5.49713906561044,9.23975232217595,9.23975232217595,5.88564187169198,5.88564187169198,5.49713906561044,5.49713906561044,6.69408007023403,6.69408007023403,6.87881869807822,6.87881869807822,8.1126215064366,8.1126215064366,6.87881869807822,6.87881869807822,9.01836246751404,9.01836246751404,5.88564187169198,5.88564187169198,6.87881869807822,6.87881869807822,6.69408007023404,6.69408007023404,6.87881869807822,6.87881869807822,6.69408007023404,6.69408007023404,5.88564187169198,5.88564187169198,5.88564187169198,5.88564187169198
"t4",10.1701035517956,6.6352358252475,5.88564187169198,0,9.9884296635322,6.33016744655143,6.33016744655143,8.21383695712981,9.9884296635322,6.55328253153447,5.58698909660983,8.29861841783166,9.37632108316126,7.62749603943447,9.9884296635322,9.9884296635322,7.09561353766123,6.7637378646847,7.44275741159029,7.44275741159029,7.44275741159029,5.58698909660983,5.58698909660983,7.44275741159029,7.44275741159029,9.98842966353219,9.98842966353219,9.04645240213983,10.7568496072003,11.0821011294813,6.90868520172974,7.14794025409197,6.68505182450568,7.60078949456055,7.62749603943447,8.86129884779285,7.44275741159029,7.44275741159029,8.86129884779285,8.86129884779285,5.21263495239666,8.86129884779285,8.86129884779285,7.62749603943447,9.76703980887029,7.62749603943447,7.44275741159029,7.62749603943447,7.62749603943447,7.62749603943447,7.62749603943447,5.21263495239666,9.98842966353219,7.62749603943447,7.61292545168823,7.62749603943447,7.62749603943447,7.62749603943447,7.44275741159029,7.44275741159029,7.25114100457903,9.98842966353219,7.62749603943447,7.62749603943447,8.86129884779285,8.86129884779285,9.98842966353219,9.98842966353219,7.44275741159028,7.44275741159028,7.44275741159029,7.44275741159029,7.44275741159029,7.44275741159029,7.44275741159029,7.62749603943447,7.62749603943447,7.44275741159028,9.81271566497821,9.98842966353219,9.98842966353219,9.98842966353219,7.44275741159028,7.44275741159029,7.44275741159029,7.44275741159029,7.44275741159029,6.63431921304823,9.9884296635322,9.9884296635322,5.21263495239666,5.21263495239666,6.63431921304823,6.63431921304823,7.44275741159028,7.44275741159028,7.62749603943447,7.62749603943447,8.86129884779285,8.86129884779285,7.62749603943447,7.62749603943447,9.76703980887029,9.76703980887029,5.21263495239666,5.21263495239666,7.62749603943447,7.62749603943447,7.44275741159029,7.44275741159029,7.62749603943447,7.62749603943447,7.44275741159029,7.44275741159029,5.21263495239666,5.21263495239666,5.21263495239666,5.21263495239666
"t5",10.1701035517956,3.98146752831665,9.23975232217595,9.9884296635322,0,9.9884296635322,9.9884296635322,2.99774316740732,4.7723358738097,9.90739298201844,9.9884296635322,8.52000827249357,9.59771093782317,9.9884296635322,4.7723358738097,4.7723358738097,9.64128578960314,9.12467148878243,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,4.7723358738097,8.36452742529723,9.26784225680174,10.7568496072003,11.0821011294813,9.26961882582747,9.50887387818971,9.04598544860341,9.96172311865828,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,4.7723358738097,9.9884296635322,9.97385907578596,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.79681325652095,4.7723358738097,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,4.7723358738097,4.7723358738097,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,8.18881342674325,8.36452742529723,4.7723358738097,4.7723358738097,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,4.7723358738097,4.7723358738097,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322
"t6",10.1701035517956,6.63523582524751,5.88564187169198,6.33016744655143,9.9884296635322,0,4.51276482007393,8.21383695712981,9.9884296635322,6.55328253153447,6.33016744655143,8.29861841783167,9.37632108316126,7.62749603943447,9.9884296635322,9.9884296635322,7.09561353766123,6.7637378646847,7.44275741159029,7.44275741159029,7.44275741159029,6.33016744655143,6.33016744655143,7.44275741159029,7.44275741159029,9.9884296635322,9.9884296635322,9.04645240213983,10.7568496072003,11.0821011294813,6.90868520172974,7.14794025409198,6.68505182450568,7.60078949456055,7.62749603943447,8.86129884779285,7.44275741159029,7.44275741159029,8.86129884779285,8.86129884779285,6.33016744655143,8.86129884779285,8.86129884779285,7.62749603943447,9.76703980887029,7.62749603943447,7.44275741159029,7.62749603943447,7.62749603943447,7.62749603943447,7.62749603943447,6.33016744655143,9.9884296635322,7.62749603943447,7.61292545168823,7.62749603943447,7.62749603943447,7.62749603943447,7.44275741159029,7.44275741159029,7.25114100457903,9.9884296635322,7.62749603943447,7.62749603943447,8.86129884779285,8.86129884779285,9.9884296635322,9.9884296635322,7.44275741159029,7.44275741159029,7.44275741159029,7.44275741159029,7.44275741159029,7.44275741159029,7.44275741159029,7.62749603943447,7.62749603943447,7.44275741159029,9.81271566497821,9.9884296635322,9.9884296635322,9.9884296635322,7.44275741159029,7.44275741159029,7.44275741159029,7.44275741159029,7.44275741159029,6.63431921304823,9.9884296635322,9.9884296635322,6.33016744655143,6.33016744655143,6.63431921304823,6.63431921304823,7.44275741159029,7.44275741159029,7.62749603943447,7.62749603943447,8.86129884779285,8.86129884779285,7.62749603943447,7.62749603943447,9.76703980887029,9.76703980887029,6.33016744655143,6.33016744655143,7.62749603943447,7.62749603943447,7.44275741159029,7.44275741159029,7.62749603943447,7.62749603943447,7.44275741159029,7.44275741159029,6.33016744655143,6.33016744655143,6.33016744655143,6.33016744655143
"t7",10.1701035517956,6.63523582524751,5.88564187169198,6.33016744655143,9.9884296635322,4.51276482007393,0,8.21383695712981,9.9884296635322,6.55328253153447,6.33016744655143,8.29861841783167,9.37632108316126,7.62749603943447,9.9884296635322,9.9884296635322,7.09561353766123,6.7637378646847,7.44275741159029,7.44275741159029,7.44275741159029,6.33016744655143,6.33016744655143,7.44275741159029,7.44275741159029,9.9884296635322,9.9884296635322,9.04645240213983,10.7568496072003,11.0821011294813,6.90868520172974,7.14794025409198,6.68505182450568,7.60078949456055,7.62749603943447,8.86129884779285,7.44275741159029,7.44275741159029,8.86129884779285,8.86129884779285,6.33016744655143,8.86129884779285,8.86129884779285,7.62749603943447,9.76703980887029,7.62749603943447,7.44275741159029,7.62749603943447,7.62749603943447,7.62749603943447,7.62749603943447,6.33016744655143,9.9884296635322,7.62749603943447,7.61292545168823,7.62749603943447,7.62749603943447,7.62749603943447,7.44275741159029,7.44275741159029,7.25114100457903,9.9884296635322,7.62749603943447,7.62749603943447,8.86129884779285,8.86129884779285,9.9884296635322,9.9884296635322,7.44275741159029,7.44275741159029,7.44275741159029,7.44275741159029,7.44275741159029,7.44275741159029,7.44275741159029,7.62749603943447,7.62749603943447,7.44275741159029,9.81271566497821,9.9884296635322,9.9884296635322,9.9884296635322,7.44275741159029,7.44275741159029,7.44275741159029,7.44275741159029,7.44275741159029,6.63431921304823,9.9884296635322,9.9884296635322,6.33016744655143,6.33016744655143,6.63431921304823,6.63431921304823,7.44275741159029,7.44275741159029,7.62749603943447,7.62749603943447,8.86129884779285,8.86129884779285,7.62749603943447,7.62749603943447,9.76703980887029,9.76703980887029,6.33016744655143,6.33016744655143,7.62749603943447,7.62749603943447,7.44275741159029,7.44275741159029,7.62749603943447,7.62749603943447,7.44275741159029,7.44275741159029,6.33016744655143,6.33016744655143,6.33016744655143,6.33016744655143
"t8",8.39551084539318,2.20687482191426,7.46515961577356,8.21383695712981,2.99774316740732,8.21383695712981,8.21383695712981,0,2.52641622689997,8.13280027561605,8.21383695712981,6.74541556609119,7.82311823142078,8.21383695712981,2.71810841792634,2.71810841792634,7.86669308320075,7.35007878238004,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,2.71810841792634,6.58993471889485,7.49324955039935,8.98225690079787,9.30750842307894,7.49502611942509,7.73428117178732,7.27139274220102,8.18713041225589,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,2.71810841792634,8.21383695712981,8.19926636938357,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.02222055011856,2.71810841792634,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,2.71810841792634,2.71810841792634,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,6.41422072034086,6.58993471889485,2.71810841792634,2.71810841792634,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,2.71810841792634,2.71810841792634,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981,8.21383695712981
"t9",10.1701035517956,3.98146752831665,9.23975232217595,9.9884296635322,4.7723358738097,9.9884296635322,9.9884296635322,2.52641622689997,0,9.90739298201844,9.9884296635322,8.52000827249357,9.59771093782317,9.9884296635322,4.49270112432873,4.49270112432873,9.64128578960314,9.12467148878243,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,4.49270112432873,8.36452742529723,9.26784225680174,10.7568496072003,11.0821011294813,9.26961882582747,9.50887387818971,9.04598544860341,9.96172311865828,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,4.49270112432873,9.9884296635322,9.97385907578596,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.79681325652095,4.49270112432873,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,4.49270112432873,4.49270112432873,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,8.18881342674325,8.36452742529723,4.49270112432873,4.49270112432873,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,4.49270112432873,4.49270112432873,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322,9.9884296635322
"t10",10.0890668702818,6.55419914373375,5.41610238409668,6.55328253153447,9.90739298201844,6.55328253153447,6.55328253153447,8.13280027561605,9.90739298201844,0,6.55328253153447,8.2175817363179,9.2952844016475,7.54645935792071,9.90739298201844,9.90739298201844,7.01457685614747,6.68270118317094,7.36172073007653,7.36172073007653,7.36172073007653,6.55328253153447,6.55328253153447,7.36172073007653,7.36172073007653,9.90739298201844,9.90739298201844,8.96541572062607,10.6758129256865,11.0010644479676,6.82764852021598,7.06690357257822,6.60401514299192,7.51975281304679,7.54645935792071,8.78026216627909,7.36172073007653,7.36172073007653,8.78026216627909,8.78026216627909,6.55328253153447,8.78026216627909,8.78026216627909,7.54645935792071,9.68600312735653,7.54645935792071,7.36172073007653,7.54645935792071,7.54645935792071,7.54645935792071,7.54645935792071,6.55328253153447,9.90739298201844,7.54645935792071,7.53188877017447,7.54645935792071,7.54645935792071,7.54645935792071,7.36172073007653,7.36172073007653,7.17010432306527,9.90739298201844,7.54645935792071,7.54645935792071,8.78026216627909,8.78026216627909,9.90739298201844,9.90739298201844,7.36172073007653,7.36172073007653,7.36172073007653,7.36172073007653,7.36172073007653,7.36172073007653,7.36172073007653,7.54645935792071,7.54645935792071,7.36172073007653,9.73167898346445,9.90739298201844,9.90739298201844,9.90739298201844,7.36172073007653,7.36172073007653,7.36172073007653,7.36172073007653,7.36172073007653,4.02399189562823,9.90739298201844,9.90739298201844,6.55328253153447,6.55328253153447,4.02399189562823,4.02399189562823,7.36172073007653,7.36172073007653,7.54645935792071,7.54645935792071,8.78026216627909,8.78026216627909,7.54645935792071,7.54645935792071,9.68600312735653,9.68600312735653,6.55328253153447,6.55328253153447,7.54645935792071,7.54645935792071,7.36172073007653,7.36172073007653,7.54645935792071,7.54645935792071,7.36172073007653,7.36172073007653,6.55328253153447,6.55328253153447,6.55328253153447,6.55328253153447
