,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
t414,9.248895,5.4770193,4.2849555,5.067974,3.7313292,5.118523,4.3960505,5.8886914,4.767743,5.7444086,4.8638268,5.990849,5.0867295,5.5958343,3.9520915,5.6079803,4.0991096,4.3958426,7.035387,3.93902,4.8559628,4.340512,4.8469152,6.658966,4.835843,3.077408,5.6591763,5.246943,5.4978895,6.8629355,6.478698,4.312049,5.320459,5.8341227,5.171876,5.5571814,4.03641,4.172153,5.3210163,4.7945204,5.5675745,6.9848638,6.3027544,5.909916,4.0339656,5.150844,2.35589,5.3756666,6.026106,6.381329,5.299135,6.4892945,4.675579,4.4593034,5.6671715,4.590395,2.2937245,2.556974,5.361956,5.202433,3.3965156,4.3778553,3.7539597,5.4864855,5.460678,5.5937667,4.06515,4.5885973,4.5303373,5.9024057,3.9840117,4.4588733,5.516234,4.7601056,5.787528,7.0390296,2.5242195,5.391217,4.466189,3.8101373,5.12276,4.7040634,4.4187355,5.699512,4.106481,4.2067657,6.739804,5.0834436,7.3818417,4.0456595,5.1926503,7.48074,3.4499426,5.582733,4.6818943,4.374733,6.474649,5.0828795,3.8551633,6.2505636
t415,9.257813,5.4743814,4.2985225,5.0877056,3.7116044,5.1376786,4.3783,5.908406,4.7571645,5.736869,4.8835588,6.0105867,5.090321,5.6022496,3.9381914,5.620013,4.080069,4.3761077,7.037778,3.9504027,4.8439946,4.356354,4.841288,6.6554365,4.830261,3.0588243,5.6455526,5.248112,5.5029607,6.882664,6.474029,4.310763,5.340177,5.832941,5.1695805,5.572634,4.0301194,4.160586,5.305326,4.7803087,5.5755396,7.004605,6.2985044,5.928631,4.021297,5.157939,2.3361347,5.38754,6.045796,6.3825336,5.2873526,6.4696317,4.662678,4.461174,5.678191,4.6100845,2.273991,2.5405388,5.3541555,5.1827826,3.405814,4.358149,3.7388823,5.502323,5.4488425,5.5987988,4.0571322,4.575774,4.5494275,5.9154143,3.9647183,4.449241,5.5042086,4.749086,5.8047824,7.049957,2.5045822,5.386177,4.4568634,3.7905335,5.107612,4.7049193,4.407095,5.7037835,4.0904217,4.1951394,6.7561827,5.078974,7.4015894,4.047061,5.202661,7.4863396,3.444162,5.5996985,4.696251,4.3585324,6.470729,5.078057,3.8527675,6.237033
t575,9.241277,5.4792333,4.273096,5.0513372,3.7479682,5.101886,4.411496,5.872051,4.776962,5.7510495,4.8471775,5.974212,5.0836444,5.5902915,3.964179,5.597484,4.115724,4.412481,7.033379,3.929077,4.866392,4.326636,4.8518243,6.662131,4.840682,3.093526,5.671124,5.245952,5.4934945,6.846306,6.4827914,4.313136,5.3038154,5.835191,5.173861,5.543731,4.041879,4.182217,5.33469,4.80691,5.560635,6.968231,6.3064995,5.893602,4.0449944,5.1446266,2.3725133,5.365313,6.009459,6.380333,5.3094087,6.50596,4.686821,4.4576316,5.6575828,4.573742,2.310354,2.5712428,5.368792,5.219089,3.3883417,4.3944983,3.7671025,5.472651,5.4709888,5.5893936,4.0721135,4.599724,4.5136995,5.891117,4.000634,4.4672384,5.5267415,4.769716,5.772527,7.0295706,2.5408638,5.395657,4.474327,3.8267717,5.1359844,4.7033186,4.428878,5.695826,4.120449,4.216856,6.7255516,5.0873427,7.365214,4.044401,5.183918,7.475942,3.4549468,5.567916,4.6693516,4.3888307,6.4781194,5.0871143,3.857188,6.2624254
t576,9.2491255,5.476954,4.2851543,5.068359,3.7309504,5.118839,4.3957696,5.8890667,4.767573,5.7442393,4.8641977,5.9912276,5.086807,5.5959516,3.9518383,5.6081867,4.098802,4.3954616,7.035458,3.9392214,4.855763,4.3407407,4.846822,6.658927,4.8357263,3.0770814,5.6589675,5.2469587,5.497979,6.8633213,6.4786644,4.312012,5.3208323,5.834158,5.171851,5.557439,4.036308,4.171948,5.3207736,4.794295,5.567718,6.985251,6.3026996,5.9102154,4.033737,5.150973,2.3554978,5.3758593,6.0264773,6.3813677,5.2989526,6.4889393,4.6753683,4.4593253,5.6673694,4.590759,2.2933369,2.556705,5.361834,5.2020726,3.3966527,4.377483,3.7537158,5.486734,5.4604807,5.5938363,4.0650177,4.5883675,4.530645,5.9026403,3.9836738,4.4586816,5.516073,4.7599206,5.7878222,7.0392466,2.5238483,5.391137,4.46602,3.809772,5.1224904,4.7040663,4.4185486,5.6996036,4.1062264,4.206565,6.74011,5.083386,7.382233,4.0456724,5.1928067,7.4808702,3.4498353,5.5830092,4.6821427,4.3744726,6.4746127,5.0828037,3.85511,6.250401
t649,9.250646,5.47651,4.2875586,5.071802,3.727501,5.1222076,4.3926344,5.892517,4.7657113,5.7429585,4.867655,5.9946766,5.087423,5.597073,3.9494107,5.610294,4.095448,4.3920107,7.035865,3.9412026,4.8536625,4.3435497,4.8458295,6.6583014,4.834765,3.07382,5.6565595,5.2471714,5.4988675,6.866774,6.477811,4.311799,5.3242826,5.833902,5.171435,5.560156,4.035196,4.169925,5.3180037,4.7917886,5.5691075,6.9887033,6.301947,5.9135156,4.031521,5.1522093,2.3520446,5.377949,6.0299277,6.381569,5.2968736,6.485497,4.6730943,4.4596577,5.669296,4.5942063,2.289884,2.5538006,5.3604584,5.198635,3.3982925,4.374034,3.7510545,5.4895325,5.458408,5.5947366,4.063604,4.5861278,4.534009,5.9049153,3.9802923,4.4570165,5.5139265,4.7579846,5.7908516,7.0411444,2.520416,5.3902497,4.464393,3.8063486,5.1198473,4.7042227,4.4164944,5.7003407,4.103387,4.2045245,6.742971,5.0825877,7.3856807,4.045925,5.194574,7.48183,3.448819,5.585994,4.684653,4.371615,6.473907,5.081952,3.854696,6.247977
t650,9.263093,5.4726577,4.305481,5.0992494,3.700233,5.147594,4.369011,5.919612,4.7517295,5.732816,4.8949585,6.022011,5.0923524,5.605793,3.930795,5.6263027,4.0701947,4.364714,7.039274,3.956462,4.837722,4.3644195,4.838284,6.653807,4.8271523,3.0488956,5.638526,5.248665,5.505604,6.894054,6.4718,4.310052,5.351472,5.832549,5.168402,5.5807776,4.026806,4.154479,5.297181,4.7728996,5.579709,7.016,6.2963424,5.938398,4.0144725,5.1616545,2.3246648,5.3936853,6.056842,6.3831944,5.28121,6.458755,4.6558723,4.461973,5.6840143,4.621181,2.2627013,2.531905,5.3501353,5.1720676,3.4105713,4.34693,3.7310283,5.510547,5.4425893,5.6013603,4.0529675,4.568942,4.5594544,5.9224143,3.9545116,4.4439707,5.498143,4.7432947,5.813881,7.0558186,2.4939766,5.383553,4.451961,3.780077,5.099562,4.7053366,4.40097,5.70617,4.0819807,4.1889734,6.7650476,5.07672,7.413026,4.0477743,5.2077966,7.4895153,3.441034,5.6085153,4.7038217,4.350017,6.46883,5.0755095,3.8513837,6.2302704
t373,9.241444,5.4793544,4.2738643,5.0520434,3.7472296,5.102873,4.410627,5.872816,4.776383,5.750631,4.8479276,5.974945,5.083717,5.590516,3.963527,5.598117,4.11469,4.411749,7.0334024,3.9296224,4.8657737,4.3275785,4.851564,6.661816,4.8404994,3.0926948,5.6703496,5.2460165,5.493738,6.8470435,6.4824753,4.313116,5.3045673,5.835054,5.1737747,5.5444956,4.0415583,4.181646,5.3338785,4.8061843,5.5610423,6.9689703,6.306242,5.8945785,4.0444217,5.1450305,2.3717854,5.3659573,6.010249,6.3803916,5.308811,6.5051513,4.6862054,4.4578323,5.658133,4.574519,2.3095977,2.5704296,5.3683343,5.218259,3.3888977,4.3937407,3.7662714,5.4735045,5.470442,5.5896907,4.0716896,4.5991783,4.5146327,5.8916745,3.9998033,4.4668574,5.5260167,4.7691402,5.773343,7.0300765,2.540025,5.3953447,4.4738545,3.8259318,5.135261,4.703367,4.428309,5.6959624,4.119648,4.21632,6.726283,5.0870824,7.365947,4.0444865,5.184481,7.476124,3.4546847,5.568852,4.6700807,4.388033,6.4778357,5.086874,3.857163,6.2615952
t374,9.250625,5.476521,4.2875557,5.0717626,3.7275355,5.122197,4.3926444,5.892487,4.765715,5.7429714,4.8676248,5.994641,5.087414,5.597062,3.9494245,5.6102834,4.0954623,4.392046,7.035856,3.9411862,4.8536744,4.3435445,4.8458376,6.6582994,4.8347793,3.073838,5.656567,5.247176,5.498863,6.8667393,6.477807,4.3118033,5.3242507,5.8338933,5.171432,5.5601435,4.0352025,4.1699395,5.318011,4.7917976,5.569101,6.988673,6.3019495,5.913505,4.031539,5.152201,2.3520758,5.3779407,6.0299053,6.381567,5.296882,6.485514,4.6731052,4.459663,5.6692853,4.5941815,2.289909,2.553807,5.3604627,5.1986485,3.3982863,4.3740664,3.7510626,5.489526,5.4584193,5.594738,4.063606,4.586145,4.5339904,5.9048996,3.9803114,4.45703,5.513927,4.757997,5.7908363,7.0411334,2.5204334,5.3902545,4.4644036,3.8063684,5.119867,4.7042203,4.4165053,5.7003293,4.1033936,4.2045383,6.742948,5.0825877,7.3856487,4.045923,5.194571,7.48182,3.448827,5.5859833,4.684639,4.3716216,6.4739037,5.0819554,3.8546982,6.247972
t744,5.1701865,10.580174,5.8223076,5.312234,5.725731,5.2351885,5.3104777,5.5930505,4.554558,4.989502,4.261758,4.876124,5.2800264,4.369078,4.9198575,4.7424126,4.31146,5.1087255,5.097506,4.521703,5.361441,4.16239,5.2440352,4.3456383,5.620852,5.9039106,5.1346583,4.1161084,5.7285237,3.8770134,6.463501,4.4479613,5.1540923,6.331569,7.08038,5.286794,4.146024,5.1720023,4.840337,4.325879,5.599535,4.9677663,5.1315975,5.276414,5.124987,5.342311,6.089114,5.702398,4.05906,5.6845374,5.622186,5.859385,4.1674504,4.723345,5.9093766,5.3595595,5.0064917,4.577023,5.001645,5.1562014,4.8156595,3.8004422,4.5322866,4.851375,6.215161,4.943434,3.734478,6.68544,4.9640913,4.736439,4.3975415,5.30726,4.362819,5.2697153,4.9078064,5.1496353,5.0126224,4.5291486,3.3235517,4.7264395,5.4422507,5.8795304,4.9072795,4.3473516,6.272269,5.6626983,4.5115056,5.7344203,3.9856496,4.717999,5.007241,6.65624,5.193042,5.2099943,3.5505404,4.9441104,4.91753,5.599362,5.7074747,4.6027455
t745,5.1567116,10.583171,5.84171,5.31967,5.7241426,5.2375555,5.3110886,5.5927477,4.5621734,4.9957438,4.259472,4.871937,5.2593718,4.37482,4.9066405,4.731046,4.30138,5.111861,5.105867,4.5285096,5.3607945,4.1576657,5.254361,4.3535213,5.624981,5.910509,5.1266813,4.1265445,5.7250586,3.8964114,6.46424,4.451569,5.1729507,6.325708,7.0773063,5.280319,4.1434536,5.164495,4.824482,4.322497,5.599185,4.9751453,5.144328,5.280653,5.11405,5.3376007,6.071081,5.6972094,4.072529,5.689973,5.6343417,5.8572016,4.152472,4.7154202,5.9153647,5.3414927,4.99866,4.569494,5.002751,5.1713567,4.828958,3.8176231,4.5336766,4.836578,6.2321315,4.9538174,3.7359712,6.692031,4.968821,4.739794,4.391087,5.3092136,4.345176,5.2630496,4.9232025,5.136437,5.005397,4.515995,3.3383157,4.7177496,5.4517365,5.895752,4.9057693,4.3556714,6.28054,5.663903,4.502989,5.741245,3.98239,4.729392,4.994982,6.641215,5.1989074,5.20368,3.5499892,4.947181,4.922396,5.604626,5.700371,4.603038
