"accepted_species","traits"
"t1",0
"t2",0
"t3",0
"t4",0
"t5",0
"t6",0
"t7",0
"t8",1
"t9",1
"t10",0
"t11",1
"t12",1
"t13",0
"t14",1
"t15",1
"t16",0
"t17",0
"t18",0
"t19",1
"t20",0
"t21",1
"t22",0
"t23",0
"t24",1
"t25",1
"t26",0
"t27",0
"t28",0
"t29",0
"t30",1
"t31",0
"t32",1
"t33",1
"t34",0
"t35",0
"t36",0
"t37",0
"t38",1
"t39",1
"t40",0
"t41",0
"t42",0
"t43",0
"t44",0
"t45",0
"t46",0
"t47",0
"t48",0
"t49",0
"t50",1
"t51",0
"t52",0
"t53",0
"t54",0
"t55",0
"t56",1
"t57",1
"t58",1
"t59",0
"t60",0
"t61",0
"t62",0
"t63",0
"t64",0
"t65",1
"t66",0
"t67",0
"t68",0
"t69",0
"t70",0
"t71",1
"t72",0
"t73",0
"t74",0
"t75",0
"t76",0
"t77",0
"t78",0
"t79",0
"t80",0
"t81",0
"t82",1
"t83",0
"t84",1
"t85",1
"t86",1
"t87",1
"t88",1
"t89",1
"t90",0
"t91",0
"t92",0
"t93",0
"t94",0
"t95",1
"t96",1
"t97",1
"t98",1
"t99",0
"t100",1
"t101",1
"t102",1
"t103",1
"t104",1
"t105",0
"t106",0
"t107",0
"t108",0
"t109",0
"t110",1
"t111",1
"t112",0
"t113",0
"t114",0
"t115",0
"t116",1
"t117",1
"t118",0
"t119",0
"t120",1
"t121",1
"t122",0
"t123",0
"t124",1
"t125",1
"t126",1
"t127",1
"t128",0
"t129",0
"t130",0
"t131",0
