,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t1,7.737995,2.7089899,6.9127517,6.3002996,3.5293837,3.796099,3.2872763,5.3588214,6.085231,3.5101414,3.6051786,8.041942,4.208055,7.215631,8.431965
t2,7.6833315,2.6658025,6.9615073,6.257318,3.5559232,3.753814,3.2534685,5.323262,6.104371,3.518733,3.584963,8.020219,4.201053,7.2095685,8.488239
t3,7.7374077,2.602938,6.9426947,6.204906,3.499932,3.694992,3.2458692,5.2818246,6.0278044,3.458304,3.661282,7.9653807,4.1203,7.2851353,8.414766
t4,7.7159204,2.7882862,6.9135714,6.3393335,3.5648265,3.8622913,3.2845273,5.3810945,6.148918,3.5286472,3.5540762,8.135282,4.286472,7.1402087,8.449116
t5,7.766502,2.5981877,6.9008493,6.249323,3.4333467,3.7055244,3.3263428,5.3445325,5.962932,3.4565635,3.7215195,7.8487153,4.045976,7.3703756,8.422458
t6,7.573765,3.0659137,6.9278746,6.5080476,3.742616,4.1631804,3.3046408,5.539571,6.4510784,3.611345,3.2717488,8.634288,4.6755514,6.7735057,8.613305
t7,7.8216715,1.8342865,6.8943076,5.860945,2.9451897,3.0366309,3.4525874,5.185876,5.374434,3.1213646,4.279859,6.8644953,3.1635976,8.138392,8.462372
t8,7.63366,3.0315626,6.9018555,6.4985876,3.675412,4.070181,3.2925296,5.4922333,6.3699336,3.6090426,3.3730252,8.52803,4.5973053,6.8729515,8.544127
t9,7.8237786,1.9151639,6.901938,5.905235,3.0033498,3.1049762,3.4399774,5.217871,5.4449205,3.157002,4.214631,6.9930596,3.2689455,8.043664,8.453341
t10,7.8814178,1.8602505,7.45636,5.7850056,2.9768252,3.1108136,3.5680332,4.8151994,5.3792257,3.3378603,4.8368874,6.603534,3.3125505,8.370851,8.200464
t11,11.963588,4.7639194,3.5873203,4.6485047,4.1620746,4.2494884,2.4995706,4.8377066,4.9856505,2.2342882,3.4485545,4.8644834,5.6575575,2.4473855,2.1319988
t12,7.6920156,1.1949497,5.4793725,5.718995,2.4195747,2.4777262,3.2139983,5.741073,4.8840933,2.3845162,3.3941367,6.386405,2.032947,8.114933,9.027613
t13,11.91073,4.681122,3.6109657,4.6575646,4.1833024,4.380704,2.476996,4.9063163,5.1082525,2.2627313,3.398637,4.735573,5.63006,2.2937078,1.9814996
t14,12.027303,4.9158063,3.325477,4.327628,4.124245,4.0941215,2.4573882,4.6882925,4.5924034,2.07904,3.7471852,5.400986,6.0833683,2.5593193,2.6270382
t15,7.569488,3.1743813,6.8861604,6.607671,3.7266808,4.173528,3.2742264,5.536939,6.503193,3.6786404,3.2579958,8.772629,4.8043394,6.7023597,8.608244
t16,7.629739,3.1297784,6.812494,6.5288076,3.765734,4.157379,3.380299,5.702322,6.5118275,3.6887069,3.148619,8.98216,4.965713,6.525041,8.694527
t17,7.6155944,3.0923116,6.8823304,6.5299935,3.7034426,4.130617,3.317442,5.540089,6.433911,3.6171317,3.3048122,8.671778,4.7039866,6.756946,8.580107
t18,-4.97476,5.491506,6.0592113,-0.51870686,2.7990308,-1.1617819,4.1381984,7.8850284,6.073718,6.9168463,3.6128056,1.3008494,4.365171,3.58049,7.4318705
t19,7.826883,1.9109509,6.850742,5.9154935,2.9984314,3.0952024,3.4225397,5.270807,5.4459844,3.1250439,4.149625,7.0345283,3.2484527,7.998372,8.479001
t20,7.815852,1.8178575,6.801985,5.8663173,2.92764,3.0170472,3.432883,5.2444677,5.3628798,3.0792818,4.192738,6.8868814,3.1258526,8.105726,8.500612
t21,7.835238,1.9102467,7.2131085,5.8473063,2.9991703,3.1202402,3.5135577,4.9654627,5.406676,3.262287,4.587102,6.7574506,3.2810228,8.260848,8.338145
t22,11.880466,4.659952,3.6554594,4.6883593,4.149024,4.3751106,2.5121183,4.9143286,5.101651,2.2985396,3.3652363,4.7644625,5.591788,2.3481398,2.0300567
t23,7.621409,3.184482,6.852997,6.6182456,3.695621,4.1004014,3.2417288,5.5074034,6.469109,3.7070315,3.319176,8.7829,4.812973,6.7686496,8.582411
t24,-4.9682255,5.515007,6.072739,-0.5114665,2.7489123,-1.153968,4.126003,7.932099,6.103139,6.948138,3.6586006,1.3093591,4.343828,3.54692,7.4708505
t25,-4.9295545,5.559264,6.105916,-0.4465003,2.6804864,-1.0782804,4.177214,8.007545,6.1920714,6.9799843,3.7237098,1.3433346,4.2528358,3.4834404,7.5469856
t26,-4.9371943,5.6301546,6.0937476,-0.4678731,2.6961882,-1.248855,4.0263386,7.9485226,6.120707,7.0610604,3.735736,1.4057341,4.334834,3.4567196,7.534678
t27,-4.9820004,5.461526,6.057299,-0.53296083,2.6691668,-1.1046576,4.127261,8.004162,6.120193,6.8840523,3.73466,1.244594,4.267712,3.573517,7.4771514
t28,11.971667,4.740543,3.618259,4.7249827,4.243926,4.318812,2.4151735,4.853286,5.0724363,2.2177916,3.3903599,4.7229843,5.5820465,2.2935274,1.9407464
t29,11.914812,4.7105136,3.5606663,4.608301,4.1296577,4.315548,2.5278895,4.862075,4.980717,2.278257,3.4760451,4.87332,5.695366,2.426897,2.1317842
t30,-4.905034,5.5415907,6.108888,-0.47279164,2.7836752,-1.0861418,4.2205234,7.9077907,6.1249604,6.960259,3.6339355,1.2915134,4.3366613,3.5386798,7.47362
t31,7.725934,1.9532272,7.2109427,5.831836,2.9566526,3.0956535,3.513799,4.892406,5.3512154,3.2475212,4.598053,6.6573334,3.1808503,8.374146,8.430643
t32,7.749477,1.9425616,7.2025886,5.8530383,2.9677036,3.102921,3.5090208,4.904175,5.3798423,3.244337,4.6081214,6.687388,3.2047865,8.343687,8.413337
t33,7.552607,3.300901,6.772759,6.656459,3.87286,4.2842584,3.3803308,5.7637177,6.6560745,3.7595856,2.997057,9.367729,5.2150054,6.2848053,8.835469
t34,-4.9221125,5.576133,6.0355835,-0.51599526,2.6678174,-1.0926241,4.0672164,7.9908366,6.211057,7.023722,3.783754,1.2858384,4.288278,3.4654956,7.6081905
t35,12.052799,4.900123,3.1924949,4.189687,4.0370746,4.0038376,2.4625049,4.641882,4.44159,2.0990283,3.9151475,5.577144,6.244815,2.6198685,2.8339713
t36,11.723133,4.346319,3.916243,5.092553,4.458871,4.7252336,2.4582787,5.215211,5.976769,2.3483062,2.9122806,3.8014483,5.087469,1.5014147,0.87922364
