"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118","V_119","V_120","V_121","V_122","V_123","V_124","V_125","V_126","V_127","V_128"
"t1",-0.0138363222543859,-0.0195675083360412,0.0397704383556291,-0.00593216051399532,0.00467212250862455,-0.00956085108793698,0.0105479861071053,-0.0295163407293234,0.0442109318735951,-0.030416059979566,0.0102707822929886,-0.0626139076879473,0.208520968878871,-0.0675591295488012,0.00271766612881587,-0.0833728907752808,0.00322514737985558,-0.02033174332907,0.0127228753310757,-0.00993355457748799,-0.00972831428254006,-0.00350072240505159,-0.000495692081697918,0.0149259598986197,0.0241470357911344,6.39198885595261e-17,-0.128258193725378,0.0073740114025899,-0.0314943608733325,0.00572459680119551,-0.0087251506099856,0.0916954012861159,-0.292576333256177,0.0107114123450145,-0.00132835035924395,0.000694369368938977,-0.103252930895136,0.00359608874269569,-0.0202567118526791,0.00482449736790932,1.89053926421959e-15,-0.823137523746879,0.168154058642246,-0.0846694298182232,0.00161053474085516,-0.00448376376203029,0.00361772955885267,-0.00142809520970374,-0.00408200222282104,-0.237545123516037,0.0296590014345628,-0.00049463520140418,-0.000789786907175774,-0.122735200660197,0.0217580141787719,-0.00847712511996055,-0.018047433326538,0.0636816813293836,-0.012801981454494,-0.0412250058433242,0.038143377392951,-0.000939876291331054,-0.067441078423653,0.0595035667435286,0.00243089334759447,2.63641793593949e-05,0.00113351333735585,2.13628711897622e-05,0.000482092832937416,0.000355407128267631,0.000314164496413075,2.56746014923421e-06,0.019161696651971,-0.00359852853913632,-3.92160148504749e-16,-1.83255309180993e-05,-0.000365354733370505,0.00270641568727996,-0.000243043779000398,-6.09278333574093e-05,-0.000142412485091556,-0.000184914268607161,-3.82801987606402e-05,-8.25634275732874e-05,-2.26498746436715e-06,-2.8357511186641e-05,0.0209705863978388,-0.00436968055686482,-1.65270992968531e-06,4.72629033265895e-05,3.60674803888205e-15,4.45851038380352e-16,1.11273024214903e-16,2.09142599072454e-16,3.35826255223871e-15,-5.04757097664205e-16,2.13865654786344e-16,-3.24311974844727e-17,5.58364118830035e-17,7.56980639466959e-17,8.79084673978403e-17,-2.45327846579158e-16,-3.47324165955731e-16,-2.04073953916084e-16,-2.98833223791317e-17,-2.03287907341032e-20,4.57736604696224e-17,1.04761034916412e-16,-7.05544563744942e-17,1.11713481347475e-16,-8.30160050944995e-17,-1.46769633935489e-17,-3.82011859211689e-17,1.06394114438718e-16,-3.18186232570183e-16,7.29769706036415e-17,-7.09339271348641e-17,-1.37205784928041e-16,-2.06513408804176e-16,1.72930246511438e-17,-3.72525090202441e-17,-8.71969597221467e-17,8.62211777669097e-17,2.41666970181124e-17,-5.46573420204255e-17,9.28212584919152e-17,6.25313602981015e-17,1.93015091756732e-16
"t2",0.0240962650822708,-0.0223438128222648,0.0500303838840047,-0.0350563967331474,0.00196832144427463,-0.0157712995361476,0.00472740991222869,-0.0384519299077224,0.0542526449956694,-0.0137580527090425,0.00561614489463972,-0.0478821261713321,0.155382496516589,-0.0663426865227259,0.0167727448710984,0.0948634830012468,-0.00807973840930677,-0.00433799249316287,0.0540087294451063,-0.00337903675052397,-0.0304730015099891,0.00053235377134492,2.87097413934662e-05,0.00956317083154645,0.0060164921534907,-5.25980102358381e-19,-0.086888986365898,0.0193566780167036,-0.0268743667505808,0.0104036870915771,-0.00381151301482443,0.0689670891811824,-0.174196335251324,0.00518286644289913,-0.00041048579051558,-0.000519492703274009,-0.0459898158264447,0.00119791419042438,-0.0346200372578135,-6.090280112431e-05,1.44189868364983e-16,-0.100625953000484,0.027911256573942,0.1191733449196,-0.00309432788237092,-0.000563130911536807,-1.51904025340944e-05,0.000137966489048831,0.000412950718888999,0.664807862263981,-0.0862296920192555,-0.000191243238497391,-0.000215868014353968,0.377561931320714,-0.0679913857112209,-0.000946858800749296,0.0409024089898109,0.0308991486219183,-0.0609129581047017,-0.286886484493224,0.00229150781883746,-8.93860031780403e-05,-0.00590611818632739,0.000198151478421206,-2.37131783172181e-05,-0.00400455479495911,-0.00422338934311002,-0.00176157434097873,-2.43175735076437e-05,-2.65550112289196e-05,-0.0168564310538436,-0.000106840412268947,-0.407571247792627,0.0734001437964321,-4.23769326253307e-16,0.000308599992170524,-0.000163165932500523,0.0011787543214149,-0.000109241530650772,-2.79988718185747e-05,0.00212520018065065,-8.66963807649482e-05,-1.79802155630564e-05,-3.87825908791009e-05,3.34028078261793e-05,-1.3490748270953e-05,0.0939294393835357,0.00926900704986784,5.73600630710388e-05,1.31277521616753e-05,7.5846558809577e-15,-1.16499206282263e-15,-3.58049949844333e-16,-1.26360311105838e-15,-2.90693146819416e-15,8.23773809703026e-16,3.11901197219863e-16,1.51812732907134e-16,-5.48938867986712e-16,-3.38488700115016e-16,-3.79856302717389e-16,2.45768627825199e-15,1.53364553722841e-15,-1.56706274193046e-15,4.19162655275469e-16,-4.57968613405759e-16,-5.15911555406874e-16,7.25634644736227e-16,3.89041868468091e-16,-4.43883754034403e-16,3.19529837715194e-16,-3.54020133344971e-16,-2.55876647497436e-17,-1.71304434365073e-16,1.41800024615986e-15,-1.41651229852096e-16,5.37330565036973e-16,2.26158253248974e-15,1.24646484635805e-15,-5.93635689394885e-16,3.39020158703e-17,-1.73124561637051e-15,-1.72787055062559e-15,-1.444465056677e-16,4.02021425679347e-15,1.25338701196737e-16,-2.90936539915526e-15,1.7493554734912e-16
"t23",0.0677893458347336,-0.0169307212285502,0.0411874883466828,-0.16411237813676,-0.00139391058931996,0.0347949386221711,-0.000802974571063068,0.0107899632035342,-0.0100411161272754,0.000209997317433375,-0.000150688975787648,-0.000385391856700334,0.00374875142887138,-0.00434172451210342,0.00276307609906174,0.0266917129598509,0.0094586517629443,0.00175291864385834,-0.00993981548548579,0.00109136197987728,0.0132324675387952,-0.00043922096418298,-4.20255182691184e-05,-0.000286892053384972,-0.0001697680642627,1.53199538338225e-16,-0.00752452982021611,0.0229354458560935,0.0187588094489976,0.0253283387984221,-0.000232280994349196,0.0530113342703113,0.00937810480796974,-0.0765149443340941,0.0591406250684731,-0.00135138468057135,-0.00181207068272256,-0.000571714042264377,-0.00154074963539864,-5.87948747409655e-06,1.27386204472004e-15,-0.0170947867500638,0.00912170414150634,0.620546069006506,0.0196006564673527,0.00016646350769833,1.85025963120116e-06,-1.29478811237582e-05,-3.83413562665374e-05,-0.0133226564748205,-0.00351743443957752,-3.9496041474256e-05,-8.08116238943428e-05,-0.220351023765403,-0.0496922756977054,0.00203700826426972,0.0311254288921239,-0.00106312950226092,-0.632590795554284,0.19599021673183,-0.000499905870937624,3.19999882961812e-05,0.00927912814646221,0.00387871971363541,-1.20156985386533e-05,-0.000846519765007468,-0.000129498346531892,0.000291375316376092,4.32732367162238e-06,2.05377731458953e-05,0.12433343474057,-0.000107343345451627,-0.0567168448122435,-0.172455134763228,-7.42057838868424e-16,0.000419803230693145,2.11672782246948e-06,-1.6688106564148e-05,1.06341648618225e-06,-1.49026230904596e-07,-0.131228402721177,7.3211994226476e-06,1.16075088412008e-06,2.48557189556873e-06,0.00013422158600225,4.67515007999937e-07,-0.00170865541499489,-0.000167210354665998,5.90006916185326e-05,-2.11144447618956e-07,-8.13018301116172e-15,-3.50138126486736e-15,-7.40463977364993e-15,3.39396530557466e-16,-3.53663935339824e-15,2.51014596548521e-15,-1.35302496869836e-15,-9.70763128910658e-16,2.2608993863628e-16,2.04489789978762e-16,-4.1809642907188e-16,-1.41877525471077e-15,-2.69835783111114e-16,2.96387429747651e-15,-9.2821788577072e-16,-1.40350867851865e-16,1.6130068409362e-17,-3.60114702896472e-15,-1.1585574776253e-16,5.25786343928789e-16,-4.93877997916193e-16,6.66046394319731e-16,1.41230627426191e-16,4.13160902993515e-16,2.20845572213016e-15,8.06212542916301e-16,-4.8677339775513e-16,-1.68680646331052e-14,-1.58925143559172e-15,1.16783067590355e-15,1.31990158271463e-16,5.0784322918477e-15,1.33053110916845e-15,-1.69336131829426e-15,1.00873150551864e-15,6.71692322237838e-16,3.98613217440666e-16,-2.75431094227e-15
"t57",0.0721408074803893,-0.0198972415497213,0.048652330903706,-0.216545981450118,-0.00262795392889473,0.0809466828030386,-0.00198816305845634,0.0910626561042808,-0.151326416124069,-0.0147646337433816,0.0018048613993363,0.00134030046394637,-0.0102357767827367,0.00785105721296567,-0.00338194740804504,-0.0337566670270914,-0.201370579963022,-0.000526027320698156,0.00250523697864805,-0.000223793590913887,-0.00261876682118174,8.45921122529778e-05,8.01658840869705e-06,3.01222429384945e-05,1.64406985198144e-05,1.78694263988441e-16,-0.00114158452905773,0.00415691088808219,0.00348236227071573,0.0081870219714544,-0.000132841582580721,0.0507132587826675,0.0139585741635905,-0.176878799949631,0.537343965344485,0.0025590780500118,0.00268546699698191,0.000831005305403647,0.0019011574553485,2.8912886775854e-06,8.40712562577898e-17,0.00574578285387017,-0.00251664702569629,-0.152046036315974,-0.00483424553306393,-4.31743068547144e-05,-7.49259827457268e-07,6.6687631455108e-06,1.99564516305565e-05,0.0344225385636912,-0.00214587498101743,-1.51806734236536e-05,-2.29409193202357e-05,-0.0205002478216965,0.000665353244405467,-8.15846501255576e-05,-0.00125378844089683,4.9352937998029e-05,0.0348132640941693,-0.0110452494634151,3.44157028673645e-05,-3.67135013366063e-06,-0.0018329900686366,-0.0009494759157797,5.8850363641946e-06,0.000768141111481803,0.00125136109476327,0.000788960350874642,9.86974933690643e-06,2.11853718931478e-05,0.09165530966592,-4.01225827978818e-05,-0.0022354088863052,-0.00509988243386305,8.35198754971216e-16,-5.36221472613026e-06,-3.35309356854494e-08,3.76944063636142e-07,-6.91468353457509e-08,-4.21310041592526e-08,-0.00754867395942359,3.17228966880507e-07,4.52102459994639e-08,9.64736983807802e-08,4.81621080363122e-06,1.07037022243365e-08,1.25531856682813e-05,1.2931072397675e-06,-6.29610391156825e-07,2.30543500958109e-09,-0.261036911919643,-0.174124286867464,-0.182444006026352,-0.0208052185287717,-0.243535891833514,0.116657718822498,-0.0238054855165999,-0.0244013761171284,0.00910497218308338,0.0167051104267879,-0.0113330603399619,0.0522628711907627,0.00564875514934557,0.127578289102143,-0.0137283638208082,0.00839592350326253,-0.000509698609195691,-0.127060767537304,-0.0122227793058139,0.014032409880346,-0.0125116702206718,0.0124427130700315,0.00662363137168324,-0.0155158821250769,0.0180333984917078,0.00166079277104824,0.0114899047432205,-0.477157814283405,-0.038304714661108,0.0414165264505563,0.0204650758297823,0.122672734641944,0.0314940672707825,-0.0188531148204883,0.0418988224332359,0.0555449080003751,0.00359297394036846,-0.0622454827478025
"t58",0.072140807480389,-0.0198972415497215,0.0486523309037064,-0.216545981450117,-0.00262795392889476,0.0809466828030386,-0.00198816305845612,0.0910626561042803,-0.151326416124068,-0.0147646337433812,0.00180486139933629,0.00134030046394677,-0.0102357767827361,0.00785105721296589,-0.00338194740804517,-0.0337566670270908,-0.201370579963018,-0.000526027320697989,0.00250523697864676,-0.000223793590913378,-0.00261876682118136,8.45921122529746e-05,8.01658840872955e-06,3.01222429387193e-05,1.64406985199961e-05,2.23121127193179e-17,-0.00114158452905896,0.00415691088808313,0.00348236227071604,0.00818702197145502,-0.000132841582580978,0.0507132587826665,0.0139585741635889,-0.17687879994963,0.537343965344476,0.00255907805001167,0.00268546699698263,0.000831005305403899,0.00190115745534845,2.89128867793733e-06,1.03055196667183e-16,0.00574578285387228,-0.00251664702569721,-0.152046036315956,-0.00483424553306174,-4.31743068542085e-05,-7.49259827646353e-07,6.66876314460966e-06,1.99564516295619e-05,0.0344225385636891,-0.00214587498101655,-1.51806734229828e-05,-2.29409193201786e-05,-0.0205002478216997,0.00066535324440044,-8.15846501236901e-05,-0.00125378844089358,4.93529379951684e-05,0.0348132640941438,-0.0110452494633993,3.44157028648699e-05,-3.67135013507256e-06,-0.00183299006863348,-0.000949475915779065,5.88503636409735e-06,0.000768141111482933,0.00125136109475957,0.000788960350873082,9.86974933723824e-06,2.11853718927702e-05,0.0916553096659152,-4.01225827983757e-05,-0.00223540888630778,-0.00509988243387268,7.28838333045465e-16,-5.36221472768012e-06,-3.35309351718086e-08,3.76944064209468e-07,-6.91468366897618e-08,-4.21310022125693e-08,-0.00754867395942435,3.17228967764085e-07,4.52102463178501e-08,9.64737002128752e-08,4.81621080356716e-06,1.07037017693197e-08,1.25531856614474e-05,1.29310723745652e-06,-6.2961039235984e-07,2.30543601945951e-09,0.261036911919653,0.174124286867469,0.182444006026355,0.0208052185287723,0.243535891833522,-0.116657718822501,0.0238054855166,0.0244013761171284,-0.0091049721830838,-0.0167051104267882,0.0113330603399628,-0.0522628711907636,-0.00564875514934645,-0.127578289102145,0.0137283638208084,-0.00839592350326245,0.000509698609195814,0.127060767537307,0.0122227793058139,-0.0140324098803459,0.0125116702206716,-0.0124427130700316,-0.00662363137168345,0.0155158821250772,-0.0180333984917077,-0.00166079277104838,-0.0114899047432208,0.477157814283413,0.0383047146611085,-0.0414165264505569,-0.020465075829783,-0.122672734641945,-0.0314940672707825,0.0188531148204893,-0.0418988224332373,-0.0555449080003759,-0.0035929739403675,0.0622454827478041
"t87",0.0724190588956828,-0.0200934149139917,0.049146785476247,-0.220137533903471,-0.00272006940188363,0.0845252478739347,-0.00208096956300591,0.0980697361713484,-0.163909107963892,-0.0161405201034048,0.00198947360463934,0.00151716004377093,-0.0117173513881413,0.00925814542802601,-0.00423881161675107,-0.0441276749931953,-0.273161394400009,-0.000847956604330555,0.00458172811339677,-0.000471782313874111,-0.00566248699446101,0.000186538794185087,1.78016590938485e-05,0.000107828610332662,6.31290192028115e-05,-1.52631752079619e-16,0.00229262402780602,-0.00694146069651204,-0.00567314647285269,-0.0076778949068739,7.5881458232549e-05,-0.0203760523114391,-0.00447717534367759,0.0482382725988615,-0.114640636468576,-0.000297106407214829,-0.000262671618036972,-7.99781010425824e-05,-0.000156467453694206,-9.09927679439235e-09,-1.361048844759e-16,-8.61698279178424e-05,0.000171153924431705,0.0255513173831317,0.00135603074648703,1.45758019688997e-05,3.7641943192719e-07,-3.59926950186268e-06,-1.07970238285083e-05,-0.021393714624081,0.00148993857571537,1.09476195015276e-05,1.70582189058078e-05,0.0175638688604307,-0.000823496242505752,0.000149118329384879,0.00230464148738716,-0.000107696530188585,-0.100248203553294,0.0331165269266398,-0.000138830068542808,2.23287477665741e-05,0.0134960651866558,0.0073137422039511,-4.94986142504993e-05,-0.00670989902986006,-0.0113612003186467,-0.00729126152507671,-9.14467501698629e-05,-0.000200152458464601,-0.878100104661266,0.000402515175448357,0.0395763356071215,0.10472807778386,-7.22236242177653e-15,-9.18435192187881e-05,-4.19907722073963e-07,3.20445880323079e-06,-4.68457116330583e-07,-2.71885944143837e-07,-0.0477008005275395,1.99129779072992e-06,2.83013440304038e-07,6.03864009661489e-07,3.0082997888219e-05,6.5985569948468e-08,6.47755225342619e-05,6.60196642538391e-06,-2.77403238846216e-06,9.88203129392238e-09,5.81348968744951e-15,-2.0306427117983e-15,-3.23622043121429e-15,-3.24491352547844e-16,2.24486211931064e-15,-2.54171999116275e-15,8.71216355669228e-16,-2.53528383870605e-16,6.32628388731033e-16,2.01086655628318e-16,-7.89956584365636e-17,-8.84849550829411e-16,3.03921277318134e-17,-3.58156784394347e-16,1.52392816880888e-16,3.97241197851964e-16,-3.09342047008245e-16,-6.13490537528738e-16,-1.04395000033318e-15,-9.73207204627281e-17,2.86189397070794e-16,-1.43690167074328e-16,1.83310597923152e-16,9.60806196702955e-16,3.78487819752514e-15,1.45767899069585e-16,-1.21590610810491e-15,-8.25368300535976e-15,-1.42694937403685e-15,-3.02410712076988e-16,-8.33709880392799e-16,3.84716547544599e-16,1.07213135460685e-15,4.57277031797209e-16,7.83580264433325e-16,9.4643398331744e-16,-3.39815258334871e-16,-9.00922813560778e-17
"t113",0.0729672620680657,-0.0204715309377896,0.0500988111176346,-0.22690459753473,-0.0028844358956803,0.0907620093699805,-0.00224174086987922,0.109445018180012,-0.184100082744937,-0.0183094045665345,0.00227610548155113,0.00177988654372934,-0.0138812591155278,0.0112312781199317,-0.00535971784924637,-0.0571654820461829,-0.360672363793888,-0.00119981270006694,0.00672657454452032,-0.000715648638212978,-0.00863309492874303,0.000285478153174264,2.72795135669995e-05,0.000176295027612901,0.000103884074733038,-1.04641069643685e-16,0.00458335643737433,-0.0141531845706355,-0.011600067752797,-0.0169608112771698,0.000184182785087606,-0.0536808476900317,-0.0125117277937354,0.141081954619054,-0.360871973109627,-0.00114700928798342,-0.00107944612744907,-0.000330646657808442,-0.000686104895027977,-1.69294787917876e-07,-5.20651699194183e-16,0.000644599275819641,-0.000551236303893254,-0.0485022397317404,-0.00190001845096605,-1.83090877190835e-05,-3.75396055189237e-07,3.4460411865283e-06,1.03231981743133e-05,0.0189221657717117,-0.00123963827732405,-8.92209767911875e-06,-1.36733054783564e-05,-0.0130536830880573,0.000508630936640145,-7.73484886526852e-05,-0.0011926258692861,5.20379622879381e-05,0.0438423140799933,-0.0142909663753616,5.47998638312508e-05,-7.98621983065208e-06,-0.00465177644217598,-0.00250082029737076,1.66770245102377e-05,0.00224705481965033,0.00378199134354393,0.00242063915123617,3.03478508834589e-05,6.6230574768534e-05,0.289967787129754,-0.000132042839687914,-0.0121823936251388,-0.0318512663706049,2.10205939628702e-15,2.31496883430908e-05,1.01317634744344e-07,-7.11529775077784e-07,9.67369504654351e-08,5.5097630393101e-08,0.00958406206305651,-3.98985039155256e-07,-5.66405311922148e-08,-1.20848870834389e-07,-6.01505682608683e-06,-1.31202194802106e-08,-1.17919527292884e-05,-1.19450213011347e-06,4.55151072752044e-07,-1.5871186578856e-09,0.550871949740364,0.078360360035807,-0.0426469827858049,0.0216191213722181,0.149149301039407,0.0301712123659355,-0.0666921685943978,-0.00928084228104584,0.00417791145039893,0.0124102463434427,0.0117479960615204,0.0293600181901664,0.0142657613369539,-0.0388552119145456,0.00256597607522501,-0.0159577918079641,-0.00765855407099834,0.0428021880060249,0.000951589160586228,0.00230491281461211,0.0115096291977723,0.00331071385217316,0.0172338400213904,0.00493054474817541,0.0563125059233754,-0.00330643346444906,-0.019679762652651,-0.378029638097338,-0.00628724886310749,-0.0126302937723298,-0.00940199480232437,0.0834878233224358,-0.00844655966533622,-0.0158845286705392,-0.0268887872581129,-0.000685440721591112,0.0114325550744051,-0.00222336853297828
"t114",0.0729672620680658,-0.0204715309377897,0.0500988111176348,-0.22690459753473,-0.00288443589568027,0.0907620093699801,-0.00224174086987938,0.109445018180012,-0.184100082744937,-0.0183094045665345,0.00227610548155124,0.00177988654372908,-0.0138812591155275,0.0112312781199317,-0.00535971784924613,-0.057165482046182,-0.360672363793887,-0.00119981270006697,0.00672657454452115,-0.000715648638213016,-0.00863309492874387,0.000285478153174548,2.72795135672721e-05,0.000176295027612842,0.00010388407473344,1.03643244663877e-16,0.00458335643737323,-0.0141531845706353,-0.0116000677527971,-0.0169608112771684,0.000184182785087901,-0.0536808476900327,-0.0125117277937362,0.141081954619054,-0.360871973109626,-0.00114700928798257,-0.00107944612744904,-0.000330646657804882,-0.000686104895028187,-1.69294787963033e-07,-5.95334954695496e-17,0.000644599275818253,-0.000551236303892741,-0.0485022397317407,-0.00190001845096762,-1.83090877194209e-05,-3.75396055019451e-07,3.44604118641045e-06,1.03231981741507e-05,0.0189221657717139,-0.00123963827732533,-8.92209767823271e-06,-1.36733054793639e-05,-0.0130536830880575,0.000508630936633447,-7.73484886523604e-05,-0.00119262586927518,5.20379622893988e-05,0.0438423140799947,-0.0142909663753612,5.47998638311259e-05,-7.98621983136587e-06,-0.00465177644217643,-0.00250082029736893,1.66770245109546e-05,0.00224705481965595,0.00378199134354565,0.00242063915122803,3.03478508843855e-05,6.62305747695645e-05,0.289967787129744,-0.000132042839687139,-0.0121823936251349,-0.0318512663706053,2.64338394331001e-15,2.3149688345237e-05,1.01317634783132e-07,-7.11529771910829e-07,9.67369515870694e-08,5.50976297603267e-08,0.00958406206304817,-3.98985039742406e-07,-5.66405287582352e-08,-1.20848872596773e-07,-6.01505683453576e-06,-1.31202179146515e-08,-1.17919527302772e-05,-1.19450212876428e-06,4.55151073527809e-07,-1.58711897484533e-09,-0.550871949740362,-0.078360360035805,0.0426469827858069,-0.0216191213722176,-0.149149301039407,-0.0301712123659341,0.0666921685943961,0.00928084228104608,-0.00417791145039948,-0.0124102463434425,-0.0117479960615201,-0.0293600181901654,-0.014265761336954,0.0388552119145459,-0.00256597607522493,0.0159577918079637,0.00765855407099846,-0.0428021880060242,-0.000951589160585349,-0.00230491281461193,-0.0115096291977725,-0.00331071385217302,-0.0172338400213903,-0.00493054474817627,-0.0563125059233775,0.00330643346444874,0.0196797626526516,0.37802963809734,0.00628724886310834,0.0126302937723298,0.00940199480232469,-0.0834878233224367,0.00844655966533521,0.015884528670539,0.0268887872581124,0.000685440721590737,-0.0114325550744051,0.00222336853297847
"t89",0.0713215627396452,-0.0193351721243965,0.0472375038427785,-0.206539850486074,-0.00238764170310923,0.071864364399853,-0.00175424863750362,0.0745965723918562,-0.122091170057741,-0.0116197647056147,0.0013882734510057,0.000952695411618895,-0.00701058555827755,0.00478826280131742,-0.00129810144047544,-0.00150060176173934,0.194045599533475,-0.00060508668343711,0.00233022474162904,-0.000184899021304252,-0.00212999649941024,6.80256022999644e-05,6.42154369158974e-06,2.04305863374873e-05,1.09853233170309e-05,-2.93500013745002e-16,-0.000496811386785034,0.00172833273031628,0.00143825753275678,0.00279337792886169,-3.46738187949475e-05,0.00997402040345836,0.00213699778892812,-0.0213859605911263,0.0383628751882574,-0.00013156718945204,-0.000228479115868513,-7.33131788730702e-05,-0.000224821389120278,-1.52387002466041e-06,-5.61961203446573e-17,-0.00602880784768806,0.00416594565762347,0.399729367080313,0.0184353433448111,0.000194299348414112,5.27868078257316e-06,-5.19829188476786e-05,-0.000156116407841362,-0.337113361924675,0.0261185007684405,0.000201211492822802,0.000327420439424331,0.449826565321455,0.0415488113278088,-0.000981328299596303,-0.0148953270866631,0.000421042937115659,0.192073902578067,-0.0574423602845991,0.000115638565010547,-5.85407992153945e-06,-0.00172434260868155,-0.000757296839244401,3.11872556476092e-06,0.000321909917315638,0.000386045929965576,0.000203966740860386,2.48066929719245e-06,4.1765659358012e-06,0.0145463871490306,-1.36723243749998e-06,0.00279055703111447,0.00771928314864677,5.34317565450681e-16,4.20053496091467e-05,3.55331342359697e-07,-7.63700074500259e-06,3.22819200515047e-06,2.75428148089425e-06,0.597540648425374,-2.69128654802752e-05,-3.95262357880818e-06,-8.44310394113414e-06,-0.000431617054893578,-1.128240193204e-06,0.00092501228874568,8.6349509613939e-05,-1.80912155338852e-05,5.97456193675861e-08,-1.29848807862504e-15,1.00741049855337e-15,3.23153753501918e-16,1.3913214063473e-17,1.23887912343802e-15,-1.42299822328057e-15,2.90660838477194e-15,-6.36243163655036e-16,7.68812993626593e-17,-1.65023982625621e-16,3.46263606897888e-16,-6.66582299285284e-16,-2.80360229619987e-16,4.06573743135632e-16,6.77332616918515e-17,1.22470175342573e-16,4.24283093711379e-16,-6.50313779387165e-16,-5.20881136512148e-16,1.15153763895965e-15,2.10666260495832e-16,-3.04299224811138e-16,-7.59182308883121e-16,-2.2649312094542e-16,1.40620171256235e-15,-6.98064331322865e-16,-2.28505017354158e-16,1.0683579366067e-15,-7.31868381046683e-16,4.29263525683e-16,-3.29545475970145e-16,-7.8746551685315e-16,7.54375745248661e-16,1.37262670564633e-15,1.09410710150862e-15,9.72864519651538e-16,1.1804784073005e-15,-1.06075010450345e-16
"t90",0.0721386319517202,-0.019893238635263,0.0486419198983875,-0.216419816870263,-0.00262066977611297,0.0805783991284485,-0.001977992121872,0.0896550086595771,-0.148533184659762,-0.0144094988511594,0.00175074762687467,0.0012651564250151,-0.00950741274957868,0.006849817772835,-0.00205723407883223,-0.00254120535656704,0.347552681630017,-0.0013801387472909,0.00625666576202333,-0.000591271324003068,-0.00702180195219081,0.000229570143077831,2.18517627868148e-05,0.000119573127069751,6.94131181240057e-05,9.51510621446596e-17,0.00199465182807672,-0.00588451684200859,-0.00479096760444724,-0.00578695843768999,4.80747096736813e-05,-0.010557670380245,-0.0019154918201181,0.0170578561278179,-0.0257639191211028,5.89699826835924e-05,9.18391092154108e-05,2.91704004900055e-05,8.1135339500174e-05,8.92277740756342e-08,2.78693821843848e-16,-0.000676350859666245,0.000912492082952097,0.127512495949968,0.0072456999267991,8.23972420892385e-05,2.64473800585391e-06,-2.68618446109348e-05,-8.07568723353645e-05,-0.185312158381257,0.0150882477242709,0.000118257506958038,0.000195149968746672,0.286430363152957,0.0317620917905369,-0.000930374288905467,-0.0141687001056989,0.000443949587869585,0.24188953786767,-0.0743221637563498,0.0001841304139849,-1.27342714411965e-05,-0.00437605007390052,-0.00199464070150672,8.83784899071913e-06,0.000941687953413747,0.00116674744920555,0.000625798087248536,7.62764881878392e-06,1.30569509912807e-05,0.0460200691886914,-4.49954217853341e-06,0.0152078057820935,0.0482107081772717,-6.61888586341394e-16,-0.000181344985570206,-1.07367508226768e-06,1.44158084856437e-05,-4.5162652390153e-06,-3.60196454514233e-06,-0.758658632030861,3.3848834093627e-05,4.95194595261457e-06,1.05763497199557e-05,0.000539054708786331,1.38295692743618e-06,-0.000868918972149985,-7.97649798237616e-05,1.30783041002106e-05,-4.11303739216145e-08,8.91297630229701e-15,-2.72278403366121e-15,-2.50859549532692e-15,-1.38913468293292e-15,-9.15670271935223e-16,-5.5250319140404e-16,-9.03503592568258e-16,1.26823588249017e-15,-4.37208426875042e-16,3.20970364903654e-16,7.98386301509594e-17,1.64978938224369e-15,1.8842352969868e-15,-2.36097592236774e-15,1.43173535192391e-15,-1.87968243078792e-15,-4.31977230148604e-16,3.85164626844413e-15,1.18517590393341e-15,-2.13587002008043e-15,6.86282255241152e-16,5.65878471201286e-16,3.77207656642177e-16,-1.3027242325307e-16,-9.25696301516808e-17,1.8165786931965e-15,1.33882908611331e-15,-8.2539889594204e-17,2.7744771988268e-15,-1.45459848667486e-15,-1.55229489158474e-15,-1.3270554162744e-15,-2.96380232694304e-15,1.0816310756771e-15,-2.30278591671232e-15,-4.57979858914808e-15,-6.22777102011022e-16,2.89503394089883e-15
