"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118","V_119","V_120","V_121","V_122","V_123","V_124","V_125","V_126","V_127","V_128"
"t1",-0.0072063426919825,0.00184730744590077,-0.0309072199976668,0.00383821373163169,-0.00491119009728924,0.0163468673820565,-0.0394714785358109,0.00921365612331131,-0.00178773503258525,0.00474307634418183,-0.198213286500996,0.0733951368034089,-0.0739405723711729,0.0736611913596441,-0.0206883979013642,0.0246238482689856,-1.84154149602641e-05,-0.0110292837301977,0.0171147291147278,-0.003345135249204,0.0240392699851201,0.000567546321129387,0.0837463657206163,-0.0341559278145462,-0.000153637215672526,0.00353012774344928,-0.0338684256440732,0.00226414740098796,-0.00691923231022802,0.0274759964951432,-0.000717578389680244,0.0051630256139681,-0.00778085599698432,0.00286558918232281,-0.00323977268799683,0.00518042033389355,-0.000633928585395556,0.176177016648337,-0.024356176190642,0.00017507451936829,-0.837417525780659,0.299066578650373,-0.00564466784499218,0.186321165476282,-0.00320716522543475,0.00192326804385849,-0.00165107790735119,0.106449990135999,0.00189246618820638,-0.000842124096152962,-0.0239927936625073,-0.0260908868955516,-0.00565168846317297,0.176116056930778,-0.0671737210874531,0.0906925535302013,0.0265252667441337,-0.0551391947332836,-0.0327627478157569,9.84051519490681e-07,0.0197754222587531,0.000465597231171353,0.00138203066839686,0.00265310108507168,0.0485256635054166,-0.000241070126336176,-0.00011719025209556,-0.000399269744364905,-0.0024249329017297,-0.00197083374140529,-0.000696413048756006,-2.63619887097081e-05,-0.000284094342484191,-0.000318234054455967,0.000211747203340518,0.000200723468083187,0.00130993314850276,0.011201805809441,-0.000161417804593708,-6.02426849963637e-05,-0.00876762666354417,-4.17998474104774e-05,9.38665157790259e-06,0.00958847257028076,-3.31075996866993e-05,-0.00306275203783383,-1.20931864800237e-05,-6.01653076338963e-05,0.00172960894946431,-4.11414814124116e-09,3.87254366406971e-17,-0.000280356294532348,4.9822441286081e-06,1.25748870067601e-06,1.33993688768534e-15,9.10448214129962e-17,9.14632848037578e-17,1.04299736777435e-10,2.71192781929857e-17,6.34198596456948e-07,6.81245002823221e-08,7.23180344948266e-07,3.75091052534198e-07,2.06823339416722e-16,2.39258363734594e-08,2.15787673597888e-16,1.16290899009063e-16,3.25953901654991e-17,-3.1622998956419e-05,-2.57053417904921e-17,-3.80196294763379e-16,-9.30860905121538e-17,-1.43163362049514e-16,-1.77018566116042e-17,1.40458909507751e-06,1.08706389359716e-09,1.3776152589073e-16,2.57852922483908e-17,-8.60687780832218e-09,-5.81015052332466e-17,2.63779709371755e-17,-9.71383079842594e-19,-7.22019602573499e-18,2.55540259602106e-17,-1.40735803303956e-17,-4.74751603017396e-17,9.07169667460997e-18,-1.63587418172085e-16
"t2",-0.0530857412837125,7.08385903432293e-05,-0.0181437616733487,0.0123047112795589,-0.00209675686415423,0.0107537341065229,-0.0598594427042448,0.00422659550317172,-0.000918704798973634,0.00397986679879189,-0.16673109593992,-0.0333928235009802,0.003411563469038,0.00368160711416873,-0.00733574289795959,-0.0263611905792294,6.47940163288352e-05,-0.110459515517282,-0.00250499562679232,3.94988968791627e-06,0.0088601499386341,0.000100328445575617,0.054184479080358,-0.0262258481880408,0.000476482025011062,0.000125834515723617,-0.00186184292585643,0.0110978766960767,-0.000791989312462375,0.016643742304181,-0.00191728097544996,0.0007528956706522,-0.0012750773904491,0.000473019710739229,-0.00164376740547544,0.00830695294189513,-0.000741424776403441,0.0342355851803417,0.000582906236297562,0.00053130610161265,-0.18696840183668,-0.0114599069925725,-0.00110576029063371,-0.0553614084720253,-0.000368147955899343,0.000218234653060856,-4.49692803082926e-05,-0.317223849005539,0.000158524265820268,6.62324712232567e-05,0.0786195638723658,0.00874648558062777,0.00343718871088704,-0.69143745456483,0.282308598104354,0.044680313520052,-0.171398873970475,-0.0230404104773193,-0.0135896995450356,-2.02723007510017e-07,-0.14321948176409,5.61061509993928e-05,-0.000695221345916047,-0.0226304817988125,-0.419635385025756,-0.00234042727703714,-0.000237742989944788,-0.000474320176422023,0.0226891606920221,0.018995564462176,0.00709587225690734,-1.76256696808668e-05,0.00305658147128325,-0.000202760752981275,0.000128732707764986,0.000110765032165988,0.00863309845857022,0.0060480273750559,-9.23306847588425e-05,0.000217068657772268,-0.0488750246665784,9.18665523407298e-06,4.83299430796076e-06,0.0476640335963086,-1.50468396238862e-05,-0.014025621670674,0.000269372447777165,-2.54812249164311e-05,0.000708351803179964,-1.66210592481252e-09,-9.04515862755467e-16,-0.000906873248186458,-0.000264798000795149,-7.70607101321504e-05,-9.26134084367291e-16,-2.31297664107666e-16,-1.04300353862461e-15,-1.01474610258427e-08,-1.42979446401878e-16,2.4937456203975e-07,2.67485570498624e-08,-0.000114441994105399,1.08711582380517e-06,-1.29314222946048e-15,9.32864291947419e-09,-6.13596038631895e-16,-2.18852435536464e-16,-4.60824201062412e-16,-1.22511468238556e-05,-1.09544416758573e-16,-6.5890951647235e-16,-1.79383333072682e-16,2.19278951125051e-15,5.51421846140096e-17,5.39179156152586e-07,1.35337786080087e-07,-2.21446917402952e-16,3.07528934227434e-17,-5.01217053059478e-07,-3.50695762710081e-17,1.28628745856981e-16,-9.69318925216223e-17,-8.62958051727467e-17,8.84474539716946e-17,1.58718408976559e-16,-1.97203221588865e-16,-5.43006606132768e-17,-6.25830284549559e-17
"t23",-0.101584916685283,-0.00262787610494731,0.0441942421190014,0.114184511984115,0.000617599377707143,0.000648045911398529,-0.0209323945609922,-0.000664129601757994,7.78995477671075e-05,0.000337319510065868,-0.0152743968614808,-0.0211488238711126,0.0128978122258341,-0.0109415782824275,0.00143944187793345,-0.0113415698993342,-0.00047365424715328,-0.00701772449663073,-0.00143773613458043,0.000262420565781177,-0.00447076109395042,-1.92520300760486e-05,-0.00295137867555049,0.00124225491516363,0.00593267829537836,1.79714818666333e-05,-0.000355698555519476,0.15423745500626,0.000128159460502287,0.000164922853479549,-0.00216271031997425,5.79822948482841e-05,-0.000204780559225984,8.22545018122249e-05,-0.000601475882547826,0.14112018060531,-0.000897473652950702,0.017738840894807,0.071651891078055,5.57072702850283e-05,-0.178721419890396,-0.595720807285466,0.000573949845557362,0.0161946925320856,8.32590612175515e-05,-4.19210783827245e-05,8.01859953705427e-06,0.111453441273108,-0.000103979614164387,2.96582006491231e-05,0.064049959727414,-8.57806969285016e-05,-6.51428929153829e-05,0.0190241969984715,-0.000190601746964796,-0.000734487445695462,0.00438786858491587,0.000348997126860135,0.000205309168940913,-4.43765091375307e-09,-0.000515745966599965,5.73576897316245e-06,4.00263622608121e-05,0.00755801605922728,0.00356486950781119,-3.43438375790865e-06,-8.5545682156597e-06,-0.00010686303104418,-0.660485032651145,0.0594388309384178,-0.245365475647097,1.28358042817516e-06,-0.109862827060442,1.89526748509369e-05,-7.46961724892728e-06,-4.34782015919153e-06,-0.000326130753255662,-0.00022161527763402,2.85506608689836e-06,0.000267484093482608,0.00144018875237576,-2.69527950909187e-07,-1.27284322340008e-07,-0.00119629571767045,3.33216524288024e-07,0.000307841207869889,0.001619401065752,4.85093164254817e-07,-7.66605148949296e-06,1.36905548583102e-11,-3.67713023292429e-15,6.70403039861477e-06,-0.000150131586327871,-0.000367912839950669,-2.93001765309131e-16,2.27296167416313e-16,1.79770824905386e-16,-5.77638301390842e-09,-3.08325748929528e-16,-7.00069278055226e-10,-6.66886239636439e-11,-6.53316092607983e-05,-2.19392483517561e-09,-3.3619461904303e-16,-8.67957753496559e-12,3.17956122592292e-15,-7.87431176795946e-16,-2.34181898808584e-17,-6.91307303958543e-09,2.77009738257967e-16,-1.35781543661175e-15,-3.39723597167486e-16,2.75453631705835e-15,-6.26170856843775e-16,1.5380172350818e-09,7.83505107021189e-08,-2.35679005249472e-16,-3.8009013244506e-16,-2.14003658593902e-06,2.34034928738387e-17,-8.45302307505742e-17,-3.00329041669562e-16,-2.8556324792289e-16,6.07843115967261e-16,6.25487380680921e-16,3.69993770122059e-16,5.01044106269335e-16,-3.5361377088779e-16
"t28",-0.106632307184674,-0.00290658388800802,0.0503557170996364,0.145273337839035,0.00116832578735432,-0.00460924004980368,0.0428256901738144,0.000254242761741852,-1.3743464031336e-05,9.25058447497611e-05,-0.00435259197535531,-0.00974258954043136,0.00620479516831142,-0.00534132448543234,0.000732474142394307,-0.00589272354446171,-0.000695899285471793,-0.0040706835135723,-0.000873035175136696,0.000161351504103805,-0.00278813979385178,-1.22323707599245e-05,-0.00193658806868549,0.000817438669363752,0.00409039935040321,1.29038127481989e-05,-0.00025764346046498,0.114557787855238,9.70250059416462e-05,0.000129886045447163,-0.001764162051219,4.84960814285144e-05,-0.000191824082249945,7.82873874452298e-05,-0.00064772841800496,0.171473227065279,-0.000543509476748454,0.0175118409337334,0.0803032853217919,2.39840164698567e-05,-0.156775653841656,-0.54838233135965,0.000585430593998489,0.0181670581191064,0.000101019334662066,-5.50044731908331e-05,1.37083436908269e-05,0.220595567675148,-0.000213228745787643,6.61792688698438e-05,0.147059139786287,-0.000235620910758662,-0.000197813474592094,0.0703813434909016,-0.00139568189866791,-0.0241392861051275,-0.238232101001745,-0.00248482122325963,-0.00144813907834676,2.017400329431e-08,0.00222951719479685,-1.04163062825976e-05,-5.47212144569723e-05,-0.00935039841520888,-0.00419220251086817,3.89927359936267e-06,8.92179695909319e-06,9.92409724716663e-05,0.579451206868197,-0.0452046919837049,0.291974066031424,-9.00186990496314e-07,0.15631734395395,-1.73190492880522e-05,4.92516294755658e-06,2.00752126561174e-06,0.000144246410536976,9.46086727291609e-05,-9.80713407531232e-07,-8.6612040208978e-05,-0.000462712985083346,8.60149085637351e-08,3.44907084785948e-08,0.000300008729666648,-6.73022558207135e-08,-6.11506164011058e-05,-0.000308380526338893,-7.32356535736785e-08,1.6219084357505e-07,2.27503626367185e-13,3.46945740555419e-15,1.91685272317378e-07,-4.66909004217632e-06,-1.65175703665176e-05,-2.65345288506579e-16,-2.16372807888936e-16,-2.16031676660576e-16,-4.40541167992018e-10,-1.14209950412693e-16,-6.29246394171061e-11,-6.25904426009865e-12,-6.24132618009784e-06,-2.18995047661702e-10,7.4843314459999e-16,-9.83531184112706e-13,-1.14266277804442e-15,6.98334020958003e-16,2.37330659813103e-16,-9.061828768782e-10,-5.1823139588395e-16,1.79780195216457e-15,7.22519575801308e-16,-2.36299525707629e-15,3.80815777123033e-16,2.41786728632486e-10,1.23953428118903e-08,6.11793589581198e-16,1.24569676387692e-16,-4.1351223064082e-07,6.409614066515e-17,-9.80577320559147e-17,2.24940366880665e-16,3.58526259317476e-16,-5.99296996171141e-16,-6.68842682807916e-16,-3.04147389786341e-16,-4.63266923010384e-16,-3.16103938502641e-17
"t57",-0.114922099363598,-0.0033670420638664,0.0605647130699459,0.19722881169135,0.00210371197572781,-0.0137111452886307,0.153757421428088,0.0018715430850938,-0.000175911881991355,-0.000352843972971309,0.0155437339658156,0.0119108901514545,-0.00661834090483279,0.00542766405366409,-0.00064473584935169,0.00481963501894233,0.227967848020325,0.00186638699034061,0.000301663269630756,-5.08993259548222e-05,0.000785879573119692,2.91849755207167e-06,0.000321441532488077,-0.000130525348500152,-0.00022941915864129,5.00677979602268e-07,-1.56466665779658e-05,0.0146675363674659,1.79443955425518e-05,4.19346529451053e-05,-0.000833139149487248,2.88076059119148e-05,-0.000240209344240625,0.000105837836630315,-0.00137577129051008,0.486196930606372,0.00207317105028309,-0.0534391903594825,-0.286413716524456,8.40819373334815e-05,0.053641972693757,0.160294451235084,-0.000130164438182818,-0.00334273920004344,-1.64375024177491e-05,8.09092577739825e-06,-1.58984616279378e-06,-0.0234283784963522,2.22389551666092e-05,-6.63726604990019e-06,-0.0145720490291594,2.18864116855498e-05,1.78447936703919e-05,-0.00605957056801166,0.000109500997280685,0.00177989315839878,0.0171272105921676,0.000169198134390692,9.85565026051984e-05,-1.33512008334459e-09,-0.000147017979403259,6.54517282147222e-07,3.55181523673795e-06,0.000627256436218056,0.000288115494082019,-2.73557082047751e-07,-6.68784250938029e-07,-8.58576867032674e-06,-0.0554415286640194,0.00617672426473382,0.076554764492553,-6.32197228919052e-08,-0.0047107370588631,5.27607174620373e-08,1.48778364017241e-08,-1.69631322856776e-08,-1.29864994637119e-06,-8.85802086938482e-07,1.00380857479427e-08,8.83732902772396e-07,4.716543286517e-06,-8.75954129518199e-10,-3.35187423861507e-10,-2.81608497024991e-06,5.56259183538787e-10,4.99728323441538e-07,2.44671190409698e-06,4.84302126417394e-10,-7.56390018978245e-12,6.73447947386902e-15,9.38944598231336e-15,6.72930625027842e-10,-1.73111972910284e-08,-7.97010545112985e-08,-0.707106781186546,-1.01181090015638e-14,8.02699234192388e-16,-3.32127344823129e-12,-6.86730118516609e-15,-5.64001895138074e-13,-5.80598839458773e-14,-5.89509669107892e-08,-2.16487503964328e-12,-5.14463093499331e-15,-1.25911329248078e-14,-3.43424731317352e-15,1.75495879389053e-15,-3.60383266590801e-15,-1.19978075089104e-11,1.84649595987776e-15,6.16176867044299e-15,-1.17656631519389e-15,-7.17783660684362e-15,1.07120067743029e-16,3.95639329158896e-12,2.04475123976757e-10,-3.49202517344769e-15,1.27680439269974e-15,-8.77868257304132e-09,-6.6102562390546e-16,-1.26812086457038e-15,-1.38226537878428e-16,-4.96071891229455e-16,-2.43302727933927e-15,-4.01757891677438e-16,-1.02472334802159e-16,-5.52113008258621e-16,-9.83274959420163e-17
"t58",-0.114922099363598,-0.00336704206386695,0.0605647130699458,0.197228811691351,0.00210371197572778,-0.0137111452886309,0.153757421428088,0.00187154308509386,-0.000175911881991351,-0.000352843972971715,0.0155437339658157,0.0119108901514552,-0.00661834090483304,0.00542766405366463,-0.000644735849351985,0.00481963501894319,0.227967848020325,0.00186638699034057,0.000301663269630652,-5.0899325954739e-05,0.000785879573119808,2.9184975517668e-06,0.000321441532489128,-0.000130525348500821,-0.000229419158641252,5.00677979884106e-07,-1.56466665779155e-05,0.0146675363674658,1.79443955429862e-05,4.19346529443856e-05,-0.000833139149487578,2.88076059118345e-05,-0.000240209344240682,0.000105837836630396,-0.00137577129051,0.486196930606369,0.00207317105028389,-0.0534391903594813,-0.286413716524456,8.40819373341878e-05,0.0536419726937574,0.160294451235081,-0.000130164438182543,-0.00334273920004517,-1.64375024176012e-05,8.0909257770532e-06,-1.58984616303767e-06,-0.0234283784963518,2.22389551679016e-05,-6.63726605018195e-06,-0.01457204902916,2.1886411685287e-05,1.78447936717515e-05,-0.00605957056801297,0.00010950099728297,0.00177989315840072,0.0171272105921711,0.000169198134391157,9.85565026065255e-05,-1.33512088460867e-09,-0.000147017979404756,6.54517283114398e-07,3.55181523695256e-06,0.000627256436220076,0.000288115494081139,-2.73557080589763e-07,-6.68784249647639e-07,-8.58576866933862e-06,-0.0554415286640147,0.00617672426473007,0.0765547644925443,-6.32197228724658e-08,-0.00471073705886188,5.27607175689396e-08,1.48778367624992e-08,-1.69631324685758e-08,-1.29864994363152e-06,-8.85802085399349e-07,1.00380795706398e-08,8.83732936501237e-07,4.71654329076013e-06,-8.75914634589401e-10,-3.35186698215369e-10,-2.81608497056714e-06,5.56257853240509e-10,4.99728325434302e-07,2.44671190744749e-06,4.84302431047711e-10,-7.56185045136526e-12,-5.49231456266405e-15,-1.03843379146935e-14,6.72875467909277e-10,-1.73111651036277e-08,-7.97014229747518e-08,0.70710678118655,1.00983337493769e-14,-4.96777340710686e-16,-3.36253349451929e-12,6.91646443848971e-15,-5.54073977923248e-13,-5.83000663303454e-14,-5.89509961492336e-08,-2.1610514481499e-12,5.38587446500162e-15,-9.22065274737318e-15,3.5660681318556e-15,-1.71133271111301e-15,3.39358051324847e-15,-1.20009505737389e-11,-1.82613370408643e-15,-5.93865327225424e-15,1.29337144713013e-15,8.23782079467746e-15,8.12276228688828e-17,3.95880503515890e-12,2.04462615252501e-10,3.42924614879308e-15,-1.28605622452511e-15,-8.77868469757164e-09,1.63414188451976e-16,1.24823728117446e-15,-2.5030979421483e-17,2.7551118035815e-16,2.63505160192237e-15,4.1767210566711e-16,1.82946031189406e-16,2.57836639396489e-16,5.07953926014716e-16
"t87",-0.115546763406543,-0.00340238988128377,0.0613555987059451,0.201364137622523,0.00218206524183614,-0.0145212645291733,0.163787522718057,0.00202351757792523,-0.000191387129805811,-0.000399282615450321,0.0176278684430327,0.0145012635406755,-0.00819754122958691,0.00676914078572285,-0.000823100133297956,0.00624251854412526,0.308812884443088,0.00276228827911226,0.000499835825996657,-8.79981683063105e-05,0.00143843962953146,5.86643761758474e-06,0.000821234111596514,-0.000343021194846346,-0.00146457305562249,-4.16288378120907e-06,8.17331612675901e-05,-0.0350990485558169,-2.93699330258107e-05,-3.995447318976e-05,0.000574120135335475,-1.67244593050511e-05,9.13196503652424e-05,-3.89450938540287e-05,0.000432251499027162,-0.141749601853873,-0.000373973797916752,0.00621303816623876,0.0326512701046969,-8.73761800025632e-06,-0.000329844852918607,7.88272786606398e-05,1.34363973950139e-06,0.000135424644743164,1.20910090165894e-06,-8.95344797009518e-07,3.91992432200198e-07,0.007520387421254,-7.52826670843726e-06,2.51749543603844e-06,0.00572309096367139,-1.03510658733836e-05,-9.18011573972088e-06,0.00356814738115409,-8.50994209772651e-05,-0.00168806452118996,-0.0177187987157965,-0.000215341473225782,-0.00012570837942278,1.9332087275741e-09,0.000216768782583681,-1.57454183690351e-06,-1.11848080893848e-05,-0.0022136555797289,-0.00108198768073302,1.07439271716654e-06,2.94363687153666e-06,4.46127593291545e-05,0.312932408021921,-0.0421270836958102,-0.823100076331154,9.95773015702889e-07,0.106885827444904,-1.31732482264125e-06,-1.07898863623587e-06,-2.42348259496859e-07,-1.60889973880185e-05,-9.90136829206057e-06,7.13681213903786e-08,5.75095098963089e-06,3.03596708924703e-05,-5.58610234476208e-09,-1.7609314332802e-09,-1.37328586142338e-05,2.29603238148412e-09,2.04055630209621e-06,9.73146270939737e-06,1.70686645993258e-09,-1.88024940669246e-11,1.5878322411146e-15,4.2242737143097e-16,1.4856398106622e-09,-3.79982908184215e-08,-1.69489802319332e-07,-6.52046517992239e-15,1.57098865481658e-16,-5.15376331806656e-16,-6.62448419888121e-12,-5.33674697504958e-17,-1.07533439797522e-12,-1.1029678355162e-13,-1.1203705640697e-07,-4.0739499461315e-12,1.87914297013405e-16,-2.08765618142271e-14,3.1041160175024e-15,-6.92798362964739e-16,3.41551065123415e-16,-2.11457723669339e-11,8.46015290699992e-17,9.14900858245982e-16,-1.64246441355453e-16,-1.80368303278006e-15,-2.6838849019514e-16,6.610264297622e-12,3.40782439656581e-10,-6.34785077976653e-17,-2.13768412259011e-16,-1.36438715419017e-08,1.00515010907395e-15,-2.12420069643589e-17,4.38223307921292e-16,5.54031437358203e-16,2.25492422154855e-17,-6.27369588585268e-17,-1.75983650561088e-16,5.01569015738423e-16,-4.11727447887715e-17
"t113",-0.116458952490819,-0.00345337234373019,0.0624894135985561,0.207187446557561,0.00228877319438003,-0.0155822499266671,0.176792557042485,0.00221582793612207,-0.000210781515643115,-0.000454389496547964,0.0200942296946163,0.0173372629350715,-0.00989894985940559,0.00820554574865995,-0.0010103076470262,0.0077186388490208,0.389940566615515,0.00361308930944815,0.000677830468007096,-0.000120731626345114,0.00200184596928928,8.3336659091604e-06,0.00121486527843834,-0.000509414067014879,-0.00233543743572192,-7.12859674269033e-06,0.00014224147869675,-0.064020140559618,-5.55137592654631e-05,-8.09794063813957e-05,0.00122810060325297,-3.69537970447862e-05,0.000221120402835496,-9.50315207379985e-05,0.0010963404058588,-0.366434460327516,-0.00110365966090814,0.0209754538346572,0.110924765949314,-3.05805602690357e-05,-0.002976692911071,0.00158242742212984,-1.5635110402026e-05,-0.000651025473115255,-3.99827086003e-06,2.29493641235533e-06,-6.12356693529626e-07,-0.0100110162678771,9.70679345268805e-06,-3.03313784975412e-06,-0.0067544643419846,1.0956841037392e-05,9.25765830402363e-06,-0.003332838656668,6.82854181754816e-05,0.00122130562342357,0.0122732092991452,0.000135057293001395,7.87618753523428e-05,-1.14365983812021e-09,-0.000127217731460672,7.6117789599698e-07,4.95085248353351e-06,0.000947705957696804,0.000455305546580284,-4.46713621164198e-07,-1.18893519313393e-06,-1.73399214835942e-05,-0.119514919208799,0.0155153825008099,0.283154951296461,-3.29020874813081e-07,-0.0343519096358643,4.20898271439923e-07,3.31422924507353e-07,6.46626864250809e-08,4.20798602691051e-06,2.54686667757603e-06,-1.65268858947037e-08,-1.29366422136662e-06,-6.80315932160072e-06,1.24762333004612e-09,3.6282758931806e-10,2.72400409358567e-06,-4.10189237184087e-10,-3.61674820670635e-07,-1.69075318308978e-06,-2.66617078539593e-10,1.67288448718605e-12,6.48272182034978e-16,-4.7533138567651e-16,-8.67578589264922e-11,2.15754998710913e-09,8.09102881162256e-09,-6.09302143651948e-15,3.57541736778684e-16,1.30155161607851e-16,1.7325164185123e-13,1.00598265429946e-14,2.08598678982957e-14,1.35231259807251e-15,1.37606150642108e-09,3.61539741503186e-14,3.25068770658007e-15,1.26766514134715e-15,-2.52316486747943e-14,7.48984577846061e-15,-1.45243967874571e-14,-3.0997647753727e-13,1.20787291457117e-14,4.25348603422e-14,5.39645891003889e-14,0.707106781186548,-8.35138897973078e-15,2.52132138477417e-13,1.2697552242504e-11,-1.65710832376944e-14,-1.68743108932849e-15,-9.26622182323179e-10,4.04577582505068e-16,-1.1310537949514e-16,-2.51145285361392e-15,-3.62163714530846e-16,1.24560654653836e-15,6.93284966291344e-16,3.18104633606766e-16,-5.05638898259716e-16,7.57427954163246e-16
"t114",-0.116458952490819,-0.00345337234373022,0.0624894135985561,0.20718744655756,0.00228877319438081,-0.0155822499266669,0.176792557042485,0.00221582793612204,-0.00021078151564306,-0.000454389496548138,0.0200942296946162,0.0173372629350715,-0.00989894985940516,0.0082055457486598,-0.00101030764702631,0.00771863884902051,0.389940566615515,0.00361308930944829,0.000677830468006992,-0.000120731626344947,0.00200184596928935,8.33366590919293e-06,0.001214865278438,-0.000509414067014893,-0.00233543743572241,-7.12859674259665e-06,0.00014224147869675,-0.0640201405596182,-5.55137592654301e-05,-8.09794063812014e-05,0.00122810060325286,-3.6953797044971e-05,0.000221120402835558,-9.50315207381468e-05,0.00109634040585929,-0.366434460327516,-0.00110365966090733,0.0209754538346574,0.110924765949314,-3.05805602687715e-05,-0.0029766929110718,0.00158242742212953,-1.56351104012432e-05,-0.000651025473116032,-3.99827085970864e-06,2.29493641199885e-06,-6.12356693345962e-07,-0.0100110162678798,9.70679345288451e-06,-3.03313784956395e-06,-0.00675446434198289,1.09568410377042e-05,9.25765830370965e-06,-0.00333283865667067,6.82854181746212e-05,0.00122130562342383,0.0122732092991439,0.000135057292999924,7.87618753533351e-05,-1.14365993607195e-09,-0.000127217731460117,7.61177894752587e-07,4.95085248455028e-06,0.000947705957696224,0.000455305546580062,-4.46713619838978e-07,-1.1889351938701e-06,-1.73399214815728e-05,-0.119514919208805,0.0155153825008102,0.283154951296462,-3.29020875397097e-07,-0.0343519096358678,4.20898271055899e-07,3.31422924902355e-07,6.46626878672324e-08,4.20798602620773e-06,2.54686667722215e-06,-1.65268872776307e-08,-1.29366422582181e-06,-6.80315932253227e-06,1.24761981694648e-09,3.62826098782324e-10,2.7240040937071e-06,-4.10186048938521e-10,-3.61674822600515e-07,-1.69075318778847e-06,-2.66618448415486e-10,1.66904641149546e-12,-1.10621360492268e-15,6.61000773403141e-16,-8.67571437867393e-11,2.1575476688384e-09,8.09102690853223e-09,8.99300192875172e-15,-4.70831995780872e-16,-1.79613119582676e-16,1.74154514392234e-13,-9.8503773711301e-15,1.41559852973074e-14,1.35594224013061e-15,1.37605376895954e-09,3.86503511877137e-14,-3.56984824561709e-15,-9.54707438019577e-16,2.34665920649331e-14,-6.86254157178396e-15,1.41598001896122e-14,-3.21780423758345e-13,-1.19832159510966e-14,-4.39451577319237e-14,-5.40095497112257e-14,-0.707106781186548,8.56255588944893e-15,2.28450230178753e-13,1.2637594563411e-11,1.64472481162745e-14,1.90862719149103e-15,-9.26625336819757e-10,-7.82365885253392e-16,1.9806030624571e-16,2.36419822196815e-15,8.13642888947793e-17,-1.33374123697549e-15,-8.04334783667125e-16,-1.58495286136806e-16,1.68455409043787e-16,-7.09881586405815e-16
"t88",-0.115046300057577,-0.0033740347719143,0.0607207780545417,0.198038642443936,0.00211882350696749,-0.0138642140215213,0.155641343082139,0.00189963307692217,-0.000178751780625253,-0.000360910971880304,0.0159044290279697,0.0122703374856269,-0.0068117816123956,0.00558075914220385,-0.000657480142861572,0.00485300050115171,-0.243141032453951,0.00216844664239731,0.000356817631575213,-6.09511832040848e-05,0.000958637545563135,3.6824785096545e-06,0.000448670275746188,-0.000184586474137549,-0.000546813644216792,-7.43155227161951e-07,1.06216182853003e-05,0.000717401723727654,4.21628305297128e-06,1.61655892595286e-05,-0.000355324468978236,1.25244352391727e-05,-9.87507756115315e-05,4.29866054946892e-05,-0.000514303297616425,0.171543487022237,0.000105510129563311,0.0833937567911122,0.516011697942972,-0.000347581226490247,0.0640461552323271,0.180068864417198,-0.00013760496043119,-0.00345116661335398,-1.67923379364651e-05,8.21091447019947e-06,-1.59667461992067e-06,-0.0234701399792458,2.22686599786709e-05,-6.64021545973689e-06,-0.0145747971911534,2.18634795091516e-05,1.78172653281846e-05,-0.00604583112437862,0.000109107752149729,0.00177175775642094,0.0170404463933265,0.000168079625016276,9.79029926033298e-05,-1.32443170088217e-09,-0.00014580661948993,6.4054839837499e-07,3.41031151772451e-06,0.000594363844742874,0.000270533861956246,-2.54924176691651e-07,-6.08417313922925e-07,-7.41242669627081e-06,-0.0461052050677974,0.00448915544602267,0.00503729062735517,1.36460322295093e-07,0.0979112661220604,-5.04773875435738e-06,2.50658856927708e-07,-2.64502604074932e-09,-4.14415748747725e-07,-3.69648293373909e-07,7.08379323352982e-09,6.55692114055073e-07,3.51897233355838e-06,-6.56556530971293e-10,-2.71879458609871e-10,-2.33767043267274e-06,4.81246198341429e-10,4.33316196229994e-07,2.13286287835439e-06,4.31318884118936e-10,-7.01678819214901e-12,9.2400248210108e-16,-1.29003671930813e-15,6.30172763906207e-10,-1.62186039091711e-08,-7.48288147986464e-08,-2.89521507748752e-15,1.60518056620348e-15,9.2283654783256e-15,-3.15014615339176e-12,-9.31606197597616e-15,-5.3496677146176e-13,-5.14220223866313e-14,-5.57144586715636e-08,-2.04639456553308e-12,1.81302659896788e-14,-2.51252925967638e-13,0.707106781186546,2.94286270876538e-15,-1.45666253511985e-14,-1.13902515213758e-11,-1.44684762636201e-16,3.57547574043842e-15,-3.98804300671453e-16,2.42910658106185e-14,-9.29219713475638e-15,3.76218052970846e-12,1.94456277984929e-10,-4.77743456860272e-15,1.98929010383716e-15,-8.37217331559997e-09,-8.02596991021868e-16,-1.50761603824056e-15,-8.3462174565855e-16,-1.99937952917087e-17,2.61568475542903e-15,-4.49811004266988e-16,8.47443871984394e-16,-5.66546602604005e-19,-1.29638925324042e-16
