,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
t1,-0.72673094,-0.13506877,0.055213533,2.5686967,5.296317,1.011039,3.4171298,-0.00555563,2.6379771,0.049421195,7.7859664,-0.03306972,7.2354198,0.03600507,0.07308058,0.0019127993,-0.0042211977,3.2162356,-0.08075672,-0.3654501,-0.061431065,-0.043771066,-0.49235424,-0.09007729,2.0208588,3.2605896,0.17313339,4.9201417,0.69195074,-0.06587126,2.898368,-0.01772391,0.3316015,-0.025941944,-0.1034006,2.6012077,-0.0037161305,1.8495206,0.32175073,-0.12330251
t2,-0.41876945,-0.12945767,0.06255129,1.5078739,5.0634727,1.7297245,3.6233313,-0.0074123475,2.5891325,0.030156717,7.815227,0.12131511,5.8568664,0.033463288,0.06295304,0.0014799543,-0.0032314346,3.7984285,-0.08186916,-0.13856365,-0.011701288,-0.026852371,-0.2692687,-0.065573014,2.9059794,3.80357,-0.031487375,5.1480823,1.9263475,-0.023359623,2.2485142,-0.0012692895,0.17319696,-0.018444799,-0.10894265,2.6271696,-0.017254217,2.3199751,0.2765035,-0.06946319
t3,-0.4002573,-0.12697728,0.06229263,1.4126374,4.9740157,1.8366973,3.7177253,-0.007489033,2.6789005,0.033169355,7.794884,-0.007008685,5.746889,0.032718834,0.062402185,0.0013022036,-0.00230277,3.8739643,-0.06917208,-0.1227954,-0.013801702,-0.018972447,-0.2692409,-0.060601838,3.074192,3.7095866,-0.042358506,5.2200847,2.0300198,-0.011968823,2.3329713,0.08608785,0.03315662,-0.01799278,-0.116631046,2.6986222,-0.020737482,2.4131742,0.26946938,-0.06615281
t4,-0.86567265,-0.13185525,0.05231017,3.0955935,5.3799615,0.5991992,3.2967668,-0.0046648444,2.8472915,0.05724984,7.549966,-0.048497792,7.7000327,0.037571575,0.07809519,0.0019857,-0.0033326598,2.8530428,-0.08689501,-0.4547339,-0.07509103,-0.04440054,-0.58562595,-0.09569931,1.6793405,2.7630353,0.4530486,4.8113966,0.102492526,-0.091649,3.166109,-0.019732883,0.19002622,-0.027991792,-0.0996275,2.6143785,0.19462982,1.5733296,0.35855606,-0.14292306
t5,-1.4220071,-0.09634177,0.0440329,5.4397473,6.5326595,0.048511904,1.9524977,-0.001606279,3.0929754,0.068993896,6.7059364,-0.060387176,9.589942,0.054302916,0.09392514,0.0033689744,0.121779464,1.6539477,-0.1109121,-0.82825345,-0.14478451,-0.06720036,-0.9242106,-0.12174581,-0.004568162,1.2958728,2.2420585,4.861052,-0.17373736,-0.12337654,4.291201,-0.013871108,-0.005505127,-0.035613053,-0.049889725,2.1046195,2.2189589,0.63796735,0.633987,-0.21360236
t6,-1.5709223,-0.09253937,0.04347413,6.194888,6.9826345,0.07364353,1.5897667,-0.0005135061,3.171286,0.06777681,6.483457,-0.046959665,10.385754,0.06064934,0.09887795,0.0037217306,0.21642682,1.2744071,-0.106405616,-0.927808,-0.1630712,-0.07061407,-1.033721,-0.13020141,-0.014150309,0.88310087,2.8531487,5.059227,-0.23644729,-0.11694979,4.7787066,-0.013589082,-0.010532445,-0.037897732,-0.03111648,1.870959,3.0136328,0.39354575,0.7589026,-0.2367282
t7,-1.4938544,-0.094476685,0.04416776,5.7722483,6.7776036,0.058239542,1.7816919,-0.0011605505,3.1481678,0.06794646,6.636686,-0.055083472,9.932569,0.057318117,0.09666128,0.0035515758,0.13612115,1.483449,-0.1094938,-0.87444395,-0.14964184,-0.068385355,-0.97274727,-0.1252782,-0.009678483,1.1244363,2.4837554,4.95264,-0.20193705,-0.12206033,4.5091624,-0.013705083,-0.007897281,-0.036629405,-0.04075316,2.0150807,2.5836816,0.51624584,0.69004464,-0.22382075
t8,-1.4807528,-0.090230174,0.039092593,6.1423,6.4913344,0.06467148,1.5120882,-4.2246662e-05,2.9718356,0.06279575,6.0764804,-0.037657678,9.848679,0.057106044,0.09480072,0.0036183186,0.4034905,1.3475037,-0.10102108,-0.8950028,-0.17157659,-0.06580839,-0.9768147,-0.12568969,-0.016074555,0.89433414,2.7505078,4.7880816,-0.1994413,-0.12680599,4.506821,-0.006789108,0.29869917,-0.036803704,-0.03446774,1.6855389,2.8920875,0.24831377,0.70403737,-0.22790346
t9,-1.680706,-0.08852124,0.03879394,7.203878,6.920915,0.097367816,1.078597,0.644287,3.0552478,0.0642475,5.7480087,-0.023240339,10.946617,0.065624006,0.10057736,0.0040617962,0.5807458,0.91260433,-0.1018797,-1.0152638,-0.18827099,-0.07621619,-1.1220076,-0.14277604,-0.025560772,0.21608205,3.654219,5.118429,-0.2742265,-0.12305705,5.2151423,-0.0061175954,0.15857978,-0.040046085,-0.010217241,1.3428837,3.8605018,-0.014896703,0.8732506,-0.2602341
t10,-1.9309077,-0.070988655,0.03465289,9.298746,6.594448,0.1355445,-0.010595696,1.9167557,2.9707365,0.057434354,4.1748724,0.30553818,11.3768835,0.07644009,0.102916986,0.004526244,1.7841018,-0.011810391,-0.09745319,-1.1928648,-0.1645336,-0.07532611,-1.2551488,-0.16229127,-0.053354695,-0.40356368,5.1521773,4.8883066,-0.39832506,-0.1517701,6.0919724,-0.009625078,0.56195205,-0.041361466,1.0490872,-0.002305479,5.352776,-0.2013572,1.0765668,-0.30174223
