,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
t1,12.0111885,0.37972686,1.750887,6.1312003,5.064202,4.0145655,3.7487612,1.7457656,4.502126,4.7543473,6.1892743,4.4305778,5.3888173,7.8875265,6.8457384,6.5469646,5.029666,4.6472583,4.1622324,5.4578075,2.9296255,4.550446,5.4387426,3.476515,4.7719097,4.540017,3.385087,2.5991397,3.39032,5.0195355,5.3259625,4.720916,5.484778,5.455256,4.177342,3.6373785,4.4458027,2.7017598,2.7098043,4.015908
t2,12.02289,0.3496551,1.7790228,6.1175547,5.1059136,3.9953978,3.7528768,1.7087439,4.496356,4.7190523,6.1565547,4.474882,5.4137845,7.849208,6.848494,6.5341177,4.9958334,4.607794,4.173141,5.4814444,2.9293208,4.553641,5.437183,3.48731,4.7260175,4.5206356,3.3694818,2.612834,3.3553128,5.025104,5.3604307,4.680515,5.4624915,5.4765534,4.167127,3.6297946,4.415637,2.7390943,2.692316,4.053568
t3,12.015914,0.36390722,1.7321637,6.128297,5.053649,4.010929,3.7730052,1.7334604,4.5028334,4.726755,6.1931734,4.4474897,5.3967905,7.8887,6.8396444,6.545587,5.0082083,4.626463,4.1620355,5.467398,2.925955,4.550838,5.432614,3.4846954,4.7526383,4.5402536,3.3781397,2.6045349,3.379774,5.0146728,5.3456464,4.7052975,5.4758053,5.4695635,4.1740813,3.6223862,4.417533,2.719784,2.7002718,4.033125
t4,11.98173,0.395451,1.8473496,6.143613,5.100116,3.9795828,3.7332983,1.7491499,4.530417,4.7528906,6.1062365,4.4396176,5.439019,7.792988,6.845917,6.501282,5.005564,4.650287,4.2096863,5.450742,2.9364915,4.5338264,5.4523067,3.4619892,4.765065,4.5252805,3.336367,2.6128168,3.3683858,5.016082,5.3164325,4.695884,5.4837356,5.483355,4.184002,3.658181,4.4451447,2.7085638,2.7356038,4.023567
t5,11.882299,0.49348775,2.0208771,6.206534,5.07558,3.9189186,3.7191682,1.835875,4.6325064,4.7929335,5.9405174,4.370593,5.5457487,7.628747,6.8342237,6.382008,4.998992,4.748748,4.3392572,5.3667665,2.9285686,4.4818525,5.4981236,3.423143,4.842833,4.541068,3.2090921,2.623515,3.3915505,4.9685235,5.2138004,4.726268,5.520185,5.5358124,4.2474966,3.7323165,4.4914565,2.6543546,2.8495262,3.9779866
t6,11.890444,0.5136852,2.063033,6.201433,5.0985694,3.9613376,3.7497199,1.8637372,4.6073966,4.7859387,5.9460998,4.361976,5.5155964,7.6476493,6.8135266,6.369108,5.0018697,4.786802,4.3312254,5.386812,2.9181926,4.447428,5.4585857,3.3945918,4.84754,4.542347,3.2296188,2.5844285,3.4459262,4.9749904,5.2046165,4.777169,5.5301805,5.4966784,4.2333417,3.747894,4.4936423,2.6412213,2.8540716,3.963797
t7,11.908875,0.48102006,2.0244076,6.185729,5.0947146,3.9417748,3.730903,1.8292888,4.6041207,4.785267,5.9709177,4.379289,5.517908,7.661633,6.83473,6.4056144,5.0032234,4.746012,4.3091426,5.389646,2.9199042,4.4822917,5.4766574,3.4204562,4.8313875,4.540707,3.238655,2.6044621,3.4090345,4.9813247,5.22881,4.7420444,5.5200896,5.512037,4.2268925,3.7306879,4.485891,2.6534388,2.8218298,3.9748824
t8,11.870378,0.527178,2.0795522,6.213639,5.090594,3.9442673,3.753656,1.8731136,4.6291566,4.7893476,5.920913,4.350003,5.5386233,7.6206408,6.809365,6.354614,4.995472,4.7943163,4.352826,5.3704963,2.9191108,4.4404545,5.4717326,3.3915148,4.860698,4.5485067,3.2064917,2.5918238,3.4423952,4.9618564,5.1887565,4.7774496,5.5361133,5.513784,4.248569,3.7555587,4.4940577,2.6343794,2.8708751,3.95767
t9,11.858796,0.5402891,2.0989478,6.22258,5.0812764,3.9411283,3.763273,1.8827938,4.638747,4.7881246,5.90441,4.344288,5.5462847,7.60608,6.798507,6.3330545,4.9931393,4.812102,4.366672,5.367323,2.925625,4.427684,5.4738894,3.3863184,4.8667173,4.5487914,3.1938055,2.5937502,3.4444237,4.956943,5.181572,4.783404,5.5378246,5.5197697,4.2569966,3.7547219,4.491927,2.6334832,2.8864694,3.9569378
t10,11.371927,1.4471198,3.2407115,7.119304,5.7743015,3.9210966,4.0045805,2.118442,4.35029,4.753809,4.8697133,4.497597,5.2907286,7.0951385,5.241689,4.800212,5.628148,5.8985376,5.557495,6.241882,4.6024475,3.3109987,5.65847,2.4629762,4.693895,3.4022899,3.205275,2.8138115,3.395306,5.5751295,4.949798,5.2487574,5.230748,5.503677,4.97916,3.759591,5.3436594,3.310249,4.2413855,4.387915
t11,11.983985,0.38862625,1.8608897,6.139269,5.1174498,3.9676826,3.7184832,1.7410477,4.527959,4.7558184,6.097608,4.447766,5.4413767,7.7838063,6.8508334,6.5025644,5.0076437,4.6445184,4.211949,5.4538093,2.9446409,4.543291,5.464549,3.4682226,4.7560782,4.521393,3.3364801,2.6227427,3.3527615,5.0199494,5.3231506,4.681448,5.4785423,5.491611,4.183015,3.6559265,4.447665,2.718192,2.731202,4.0303955
t12,11.9318285,0.45382705,1.9834216,6.173179,5.110501,3.950007,3.72329,1.8007216,4.577746,4.7764983,6.0036635,4.404224,5.494,7.690534,6.8360114,6.430069,5.005588,4.714487,4.282004,5.414212,2.9341512,4.4973707,5.4722266,3.4307096,4.805041,4.5270824,3.2683187,2.6108525,3.3891401,4.99812,5.2590933,4.7219467,5.5049806,5.5031276,4.212977,3.7087064,4.478827,2.6770356,2.7973802,3.9954581
t13,12.052358,0.32694712,1.6811143,6.11647,5.039372,3.9944408,3.7935653,1.7116808,4.480611,4.7039185,6.239883,4.46036,5.3812346,7.9370036,6.848608,6.578401,5.005432,4.589345,4.1490145,5.476602,2.9037886,4.586825,5.454773,3.5187566,4.7302203,4.559431,3.3931642,2.6186845,3.360078,5.0170045,5.3789873,4.6844497,5.4747157,5.4932218,4.171775,3.6171582,4.398646,2.7295675,2.666232,4.027402
t14,11.399311,1.4138805,3.2433605,7.111385,5.777266,3.8990793,3.987832,2.1368728,4.319654,4.743382,4.8947496,4.482177,5.294345,7.106926,5.2559724,4.815,5.6219835,5.892128,5.553447,6.229749,4.586671,3.326748,5.645137,2.4791234,4.7037,3.4159365,3.2106168,2.8089378,3.381265,5.5506577,4.947191,5.268065,5.234546,5.4922194,4.974294,3.7531595,5.3464646,3.29556,4.2512584,4.3690047
t15,11.406473,1.409047,3.2217252,7.118468,5.793197,3.8031259,4.000731,2.1572816,4.262472,4.7657957,4.865418,4.425829,5.2699704,7.098118,5.2581854,4.7864027,5.6401067,5.915872,5.573717,6.2630563,4.614588,3.3274894,5.6244864,2.4850156,4.770791,3.409202,3.2129583,2.8177998,3.3277762,5.5607014,4.9150743,5.30228,5.24299,5.475766,5.005357,3.735007,5.354044,3.2755594,4.2873354,4.2930145
t16,11.402751,1.4322624,3.175003,7.1229553,5.7485995,3.7743437,4.020863,2.1534414,4.24042,4.7662716,4.805115,4.403404,5.306764,7.0590653,5.283828,4.8063383,5.6125755,5.953862,5.582743,6.2701263,4.595152,3.3455439,5.650877,2.5067573,4.781592,3.431043,3.2016478,2.8458042,3.3126822,5.549342,4.9403696,5.312539,5.2284017,5.5110784,5.030598,3.724076,5.3140616,3.2488973,4.283567,4.268206
t17,11.981999,0.39613456,1.8389204,6.151743,5.114803,3.9792995,3.7085757,1.75121,4.523432,4.7642,6.1042676,4.4472218,5.433913,7.797456,6.838386,6.5009236,5.022541,4.6497846,4.2158318,5.4617715,2.9561825,4.531679,5.457144,3.4530787,4.7581253,4.5015116,3.3467474,2.6184008,3.3572223,5.0396233,5.3163238,4.6863356,5.477746,5.4757285,4.17984,3.6604488,4.4688683,2.715875,2.7429225,4.029206
t18,11.369846,1.4591067,3.2248101,7.127551,5.772674,3.8600972,4.0171266,2.1271794,4.3119154,4.7650228,4.828183,4.467272,5.2915254,7.083424,5.243556,4.7902064,5.633175,5.917155,5.568889,6.259497,4.6132207,3.312452,5.6567516,2.465893,4.724683,3.4012153,3.2044613,2.8242495,3.367609,5.581171,4.9433384,5.2683372,5.232281,5.504408,4.998862,3.7523437,5.3406024,3.2984812,4.259786,4.346167
t19,11.382469,1.4470885,3.2087188,7.127734,5.7795467,3.8029013,4.019632,2.146062,4.269502,4.774554,4.8144274,4.426743,5.2807755,7.0787783,5.2528815,4.7784853,5.6376505,5.9333005,5.581109,6.277543,4.6244907,3.3198369,5.6421323,2.477868,4.768654,3.4041061,3.2068932,2.829288,3.3302696,5.577819,4.9248786,5.2962317,5.2367444,5.4929037,5.018198,3.7374542,5.343092,3.2781873,4.2834773,4.2953024
t20,11.959895,0.41748887,1.8826774,6.158407,5.0976014,3.973343,3.734317,1.7702212,4.550483,4.7559924,6.0725303,4.430724,5.460452,7.761966,6.8379693,6.475275,5.002326,4.6719766,4.236824,5.4406834,2.9390326,4.514603,5.4511313,3.44578,4.776426,4.5195847,3.3132293,2.6110117,3.3770177,5.0111723,5.2962527,4.703952,5.4884005,5.4880595,4.1921296,3.6718802,4.454308,2.7012994,2.760846,4.019057
t21,11.43269,1.3759351,3.2128515,7.119944,5.8017316,3.7573693,3.9868896,2.1878877,4.218832,4.7712646,4.8864856,4.391197,5.264838,7.1061997,5.28516,4.7874384,5.637052,5.9288993,5.5849495,6.265856,4.612059,3.3498733,5.603305,2.5153947,4.802624,3.4325233,3.227887,2.8195033,3.29554,5.531604,4.8967576,5.336754,5.2436213,5.456487,5.0116444,3.7134762,5.3589745,3.2421012,4.3139825,4.2526593
t22,11.406814,1.4145252,3.2166693,7.1175103,5.808945,3.7816682,3.9957829,2.1741395,4.2452507,4.77121,4.854303,4.407936,5.2544026,7.094126,5.252007,4.7648287,5.643957,5.9361,5.5933385,6.2828913,4.637151,3.3266454,5.610995,2.4918187,4.7904468,3.403263,3.2155159,2.8182478,3.3087864,5.558482,4.8956356,5.3217645,5.2416015,5.4611735,5.0212145,3.7184074,5.365053,3.2645018,4.3088617,4.2752976
t23,11.989483,0.3704145,1.6746897,6.1521745,5.057555,4.047624,3.761196,1.7358141,4.512041,4.7151017,6.219769,4.466008,5.381194,7.929748,6.8092914,6.5491786,5.015424,4.622374,4.151765,5.4909167,2.9819775,4.5119777,5.3885264,3.4436688,4.7430606,4.4938836,3.4145253,2.5946116,3.3834426,5.023581,5.34682,4.702309,5.450265,5.434136,4.16241,3.5936317,4.426914,2.753901,2.7242987,4.0786204
t24,11.972115,0.37711486,1.6819123,6.1739144,5.0287304,4.022381,3.784248,1.7494935,4.5353594,4.7011795,6.1644545,4.472669,5.422897,7.869523,6.7910895,6.5111303,4.9884906,4.6169915,4.190193,5.4877276,2.991406,4.5058384,5.3997407,3.4436007,4.732927,4.4909625,3.359661,2.6156187,3.360729,5.021492,5.3508444,4.6724753,5.4482384,5.4777384,4.1704917,3.5822482,4.40291,2.7657688,2.7452545,4.081507
t25,11.246416,1.6295401,3.330639,7.1171923,5.7590513,4.050023,4.040244,2.0686023,4.4252377,4.73024,4.7241936,4.589522,5.320677,7.077351,5.118705,4.735187,5.6360397,5.905761,5.5649095,6.285853,4.682975,3.214459,5.7396827,2.3612413,4.5938444,3.3191926,3.1797402,2.8151553,3.4698782,5.6578994,4.998792,5.194944,5.2248588,5.547384,4.996536,3.8215044,5.3757405,3.4145,4.230355,4.5103207
