"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112"
"t12",0.144630979047653,-0.00100947037246268,0.00430716288440027,-0.00494021205764224,-0.00153884405320727,0.00179532513774021,-3.57577135642041e-05,0.0511508012674235,-0.00104964898785216,0.000982902292877391,-0.00251478947445535,0.00251370124037081,-0.000528204026471922,0.00943247720195721,-1.50597778652027e-05,-0.00377914520429966,0.0278022895471503,0.192715345112671,-0.00774759138148639,0.00583685962128856,-0.00211406858697218,0.0158932986215248,-0.000969606597395308,0.0448332331278402,-0.0265032553786295,0.0140660759645909,-0.127922545866408,0.673252083442499,-0.595018537092893,0.00225337720309441,-0.103634477063209,0.00180420873712241,-0.236797891289606,1.88792643980994e-16,0.0101550247407465,-0.019260611190694,0.000633891871115476,-0.00226854731652802,-4.77523672823031e-05,-1.00309203373061e-12,0.0219723463237324,0.063124344797324,-7.88902737808214e-06,-0.0147185912838719,0.064853408038963,-0.072924501330466,9.96774804362848e-17,0.00138195682424804,0.14507802752768,-0.00105683334347129,-1.68604313489094e-17,-0.000541694662575361,-0.00039788242105263,-2.42665095468776e-16,-0.000444442244670108,0.00188313795620468,0.000440301481438993,-0.00434280027546629,-0.000215003200891087,-0.00102018724401988,0.0013851183191599,-1.8656891672498e-05,-0.000149399487989251,-0.000700342058681925,-1.41524523250847e-05,0.000202248641104431,6.28896869828592e-15,0.000626234400389553,-4.65183046753774e-13,-0.00136984576699671,-2.01479298970101e-05,-4.54198549417644e-05,0.000455582527994057,3.94810774095974e-05,1.21329641639355e-05,0.00130887403495107,-4.16507708620608e-06,-0.000311959450563872,-7.52462650838064e-05,-3.57857307602606e-17,-1.84244928732457e-08,3.41619296095707e-06,3.39888305802811e-06,5.36584523327923e-06,3.0076379558245e-16,0.000685834958297727,-1.52637708580697e-05,-1.5207154734876e-06,0.00123796906819111,3.58327218637071e-07,5.84964960759406e-18,-6.76293986180286e-06,-3.5663803992779e-17,-2.40581982104763e-08,0.000886845382431559,-1.89817824971071e-18,-5.0954669240301e-18,3.11185830620279e-17,-3.21365513173951e-17,1.68864475537142e-17,-2.27113211480755e-17,6.9950648841437e-17,5.23251893989205e-19,-2.29946345744152e-17,-9.85106037331237e-17,6.9982737283086e-18,8.14515122367469e-17,-7.06093343410192e-18,8.35638403800951e-17,9.16096489050767e-17,-6.65081813922572e-07,5.41129778851654e-17
"t43",0.172367263674051,-0.0012544140863879,0.0074780532610143,-0.0104055911657197,-0.00406468624742162,0.00555016836025072,-0.000122884983140194,0.300939215801393,0.00757206237952271,-0.00531587210287474,0.00528363936119263,-0.00443711794910759,0.00078680600827285,-0.00759632675449316,1.15608205026614e-05,0.00169877712542158,-0.0121185362622658,-0.0739851727269872,0.00278173467555121,-0.000907860069750197,0.0002530453644995,-0.00179263801287627,0.000105462849887405,-0.00318458249009411,0.00181017742879118,-0.000825164819634868,0.00663784488768573,-0.0289459562094614,0.0229109747688943,-1.50081900545317e-05,0.000183218103273361,1.01648367271097e-05,-0.00729215190950824,-4.52863390080714e-17,0.000390055172709742,-0.00079029150902693,3.40693322069665e-05,-0.000206302859347621,-5.991267240186e-06,-1.95297482983995e-13,0.0996408317438112,-0.00127016188185963,1.28422943523902e-07,-5.10388592614604e-06,-0.000435953061435533,0.000604234121050019,-9.87494467977585e-16,-4.4686968072739e-05,-0.0174303320273067,0.000173038978615723,8.48036428596764e-16,9.07063687184901e-05,7.85049117132291e-05,-5.31853689230303e-16,0.000252497046379423,-0.415027375721608,0.00367939395173923,-0.00309712829812385,0.00013871500774153,0.823710289753018,0.000633406878815072,-7.91844721749553e-06,-6.56821930970066e-05,-0.0485341488455629,-4.74868357278674e-06,6.38678173719851e-05,2.62701496241453e-15,0.000180525052488269,-1.29324006205701e-11,-0.000459589682460141,-5.56652093163169e-06,-1.25312610361419e-05,0.000123578960852796,1.06401709045651e-05,3.26295803539293e-06,0.000413945956323143,-1.11088970336026e-06,-9.79315819532568e-05,-1.98691948749354e-05,-3.50279827934865e-16,-4.83701125239714e-09,8.85997675023923e-07,8.80705069001068e-07,1.38803942248568e-06,1.41016636362455e-15,0.000176015699870899,-3.89563903585059e-06,-3.87908268463192e-07,0.000365774896581481,9.07433064361617e-08,-1.28184537565326e-16,-1.70757058593674e-06,-1.25188399648259e-16,-6.0727600628964e-09,0.000258427303684271,1.1710747954793e-16,-3.69239156698517e-17,5.12321445516213e-17,-1.19930296987274e-16,-5.24897587767124e-17,2.76956285228119e-17,1.48354940050938e-16,-1.87769957253858e-16,1.42399048471586e-16,2.87534010306463e-16,-1.44771797375339e-16,4.73369592205207e-16,-5.28834251129099e-17,7.68501213427898e-17,2.72520762826065e-16,-1.68411758818523e-07,1.96808780048622e-16
"t110",0.174268120330785,-0.00127109841545631,0.00768336098045336,-0.0107472645007424,-0.00421489562425325,0.00583753226573468,-0.000129390983122468,0.318476731404505,0.00813586176218679,-0.00572486218419552,0.00577136140474373,-0.00486743705421804,0.000867311648135688,-0.00858444730877744,1.30975769899725e-05,0.00199522712526681,-0.0142715458249338,-0.0882405733494051,0.00337577683925749,-0.00112769833785002,0.00033511669361561,-0.00239185250829407,0.000141356471830308,-0.00449754921937376,0.00256848860084759,-0.00119656457471844,0.0097230313314929,-0.0432934450520057,0.0346145549716775,-2.53884884785182e-05,0.000317649047348031,1.83944115268533e-05,-0.0155987806444098,-7.43474309774907e-17,0.00104668122989844,-0.00220780560111531,0.000113587976447385,-0.000873537534114494,-2.74698130469139e-05,-9.57081400443808e-13,0.539988052505539,-0.0120923423390015,1.32648844094467e-06,6.17748845081183e-05,0.00206711232254975,-0.00257332596932198,4.69346270183848e-16,9.86916703217474e-05,0.0192854612596253,-0.00016486204332284,-6.89897648596096e-16,-8.5523914149554e-05,-6.5006040494335e-05,2.65208385584918e-16,-0.00015187616387898,0.182924989253764,-0.00158052545344348,0.00102045821140165,-2.80139344312397e-05,-0.147826545616802,-1.59621523547416e-05,-1.20054004498224e-07,-1.67910107961107e-06,-0.00176399353438007,-2.8647599488336e-07,7.74837586460413e-06,1.49591874655931e-16,3.59648476504983e-05,-2.83040272062394e-12,-0.000101919129521782,-1.36518473332947e-06,-3.09479415226123e-06,3.32656513065294e-05,2.96553813789913e-06,9.24578334126398e-07,0.000118090912032987,-3.25828432018675e-07,-2.88661457692783e-05,-6.16087441680169e-06,-1.51305261286692e-16,-1.55061045380315e-09,3.06099698634192e-07,3.06092089410348e-07,4.87845603903618e-07,4.52968837286805e-16,6.54626046244472e-05,-1.51745368393074e-06,-1.51869354127588e-07,0.00014751169646212,3.83347153089059e-08,1.28650699191216e-15,-7.62840003100427e-07,1.20044580830936e-16,-2.74515516552365e-09,0.000117885395167916,1.43127123322687e-16,7.31261547441419e-16,1.40602139986777e-16,2.64660687128833e-15,1.64008440431912e-16,-8.61221184918561e-16,1.3987293354381e-15,-6.60411830575247e-15,-2.40667086507794e-15,-0.707106781186548,-6.07678720118999e-15,-2.34959837476346e-15,-2.22633019593409e-15,-2.20285524863084e-16,1.6738799580192e-16,-8.65677461933293e-08,-1.04457737973878e-16
"t111",0.174268120330785,-0.00127109841545614,0.00768336098045319,-0.0107472645007425,-0.00421489562425316,0.00583753226573464,-0.00012939098312236,0.318476731404505,0.00813586176218671,-0.0057248621841957,0.00577136140474375,-0.00486743705421815,0.000867311648135797,-0.00858444730877752,1.30975769901903e-05,0.00199522712526676,-0.0142715458249338,-0.0882405733494058,0.00337577683925738,-0.00112769833784979,0.000335116693615655,-0.00239185250829409,0.000141356471830302,-0.00449754921937389,0.00256848860084754,-0.00119656457471838,0.00972303133149295,-0.0432934450520058,0.0346145549716776,-2.538848847858e-05,0.000317649047348191,1.83944115268488e-05,-0.0155987806444106,-2.79183264837554e-17,0.00104668122989797,-0.00220780560111578,0.000113587976446833,-0.000873537534114659,-2.74698130470206e-05,-9.57123335020882e-13,0.539988052505538,-0.0120923423390011,1.32648844059758e-06,6.17748845079796e-05,0.00206711232254984,-0.00257332596932187,2.18923966859163e-16,9.86916703219533e-05,0.019285461259626,-0.00016486204332314,-7.82538718267185e-16,-8.55239141497343e-05,-6.50060404943539e-05,4.40704948775052e-16,-0.000151876163878805,0.182924989253763,-0.00158052545344381,0.00102045821140118,-2.8013934430835e-05,-0.147826545616802,-1.59621523550077e-05,-1.20054004447655e-07,-1.67910107945926e-06,-0.00176399353437801,-2.86475995046855e-07,7.74837586434652e-06,1.3811680722112e-17,3.59648476503217e-05,-2.8305997090278e-12,-0.000101919129521326,-1.36518473385917e-06,-3.09479415202875e-06,3.32656513061436e-05,2.96553813703243e-06,9.24578334837752e-07,0.000118090912033423,-3.25828431983607e-07,-2.88661457689369e-05,-6.16087441654268e-06,2.06602967121948e-16,-1.55061038177497e-09,3.06099698148e-07,3.06092089088938e-07,4.87845604192624e-07,-6.07592234310583e-16,6.5462604623107e-05,-1.51745368333338e-06,-1.51869354814837e-07,0.000147511696462243,3.83347152758909e-08,-1.08540857972845e-15,-7.62840002739516e-07,-1.994659822417e-16,-2.74515498246683e-09,0.000117885395170458,-1.12921868175995e-16,-7.19274113068942e-16,-1.62249987808039e-16,-2.17403775356181e-15,-2.34087875724498e-16,5.36081332730791e-16,-1.39982630644984e-15,6.3448606401012e-15,2.35722050519616e-15,0.707106781186548,6.14552113815564e-15,2.33961431211935e-15,2.24523173875041e-15,3.79912221198432e-16,1.09162888240638e-16,-8.65677447158842e-08,3.87618381095593e-16
"t45",0.172802208120695,-0.00125821854340136,0.00752385963766267,-0.0104811838718332,-0.00409770415885721,0.00561185626922349,-0.00012427897748971,0.304664405774655,0.00768865571563308,-0.00540009928438351,0.0053814817927893,-0.00452274779634263,0.000802677067934559,-0.00778163166579815,1.18474980294054e-05,0.00174982089848118,-0.0124869058535986,-0.0763504043438538,0.00287602823058969,-0.000940594887882657,0.000262959163823371,-0.00186299370535255,0.000109602973906157,-0.00330400787292496,0.0018774559423666,-0.000854215609582847,0.0068639337442286,-0.0298489071596853,0.0235882167452998,-1.49889512428758e-05,0.000181126796952348,9.83498523273417e-06,-0.00609861987926749,1.44052193556489e-16,0.000189996174322027,-0.000314293290893549,-4.22158359279724e-06,0.000261712112833396,1.07656339592842e-05,4.5065775070021e-13,-0.320366016336602,0.0160345913632893,-1.90406524186945e-06,-0.00249945932770941,0.0110438437050167,-0.0118575473738092,2.94910212214069e-15,0.000236142252036267,0.0290436971363509,-0.000227187994416453,3.99650244835704e-16,-0.000117133265159275,-8.24612528478849e-05,-3.74153782469764e-16,-0.000158713069038407,0.15611720781222,-0.00132593168615037,0.00073034743295589,3.59151074334597e-06,0.000889483991089774,-9.52386373849301e-05,6.84950426997061e-06,0.000122016488360486,0.855643632632249,-7.41771610966876e-06,4.79797175970254e-05,-8.76974650245549e-16,0.000121058904345966,-9.67257126909862e-11,-0.000308304826690494,-3.75914161250624e-06,-8.4682150607777e-06,8.43848237801125e-05,7.3038221884583e-06,2.24586936853348e-06,0.000285241302323687,-7.69244528859104e-07,-6.78751417297493e-05,-1.39081822483059e-05,-1.29009361082772e-16,-3.40993605112551e-09,6.35613741555223e-07,6.32752893144749e-07,1.00005837235762e-06,7.17798564937077e-17,0.000128710836460091,-2.88555181774997e-06,-2.87745304863109e-07,0.000273669631003137,6.88449305501171e-08,-3.04732741655139e-16,-1.31824969435181e-06,-8.2852618386109e-17,-4.70584424893987e-09,0.000200841093833368,-8.12550295783689e-17,-3.03656351407592e-17,2.08923521156405e-16,-2.0288114519568e-16,3.538487771304e-17,-1.2010645538064e-16,9.77781677361931e-17,1.59044524483219e-16,-1.57017838278202e-16,-1.45263790095912e-15,3.62462978952534e-17,-1.54352524110264e-16,6.15835429550826e-17,1.08111908181944e-16,-1.78437459266793e-16,-1.36158233850136e-07,2.00842528822268e-16
"t100",0.173155028695681,-0.00126131061399354,0.00756154857358804,-0.0105436795476125,-0.0041251031534981,0.00566375414770378,-0.00012545303959263,0.307817896265263,0.0077889403968725,-0.00547272670113805,0.00546720212113881,-0.00459814250023986,0.000816731772196615,-0.00795095452983717,1.21103309911718e-05,0.00179912489220478,-0.0128442226992008,-0.0786924135512708,0.00297225597787101,-0.000975522100555612,0.000275284954839522,-0.00195237054318402,0.000114934255130917,-0.00348945370185687,0.00198406066248246,-0.000905283247415958,0.00728370847353316,-0.031758049955575,0.0251284760244963,-1.6180666870971e-05,0.000196053765240498,1.06938619193644e-05,-0.00673786835166981,-6.70078461782206e-18,0.000213679449049787,-0.000354447633834121,-4.81310109929126e-06,0.000301980905099459,1.24643892328229e-05,5.2332417901333e-13,-0.373268960826866,0.0189641936222363,-2.2554408585644e-06,-0.00306271332418732,0.0138652928707639,-0.0149545315705134,-4.21566408579222e-16,0.000310426276210732,0.0416337590830773,-0.000335009923093767,8.79833974754766e-17,-0.000173093790872372,-0.000125403938898701,5.696124226629e-16,-0.000264070400956603,0.293801993278403,-0.00252607307675099,0.00161752702629044,1.26511928795189e-05,0.00374410638180212,0.000161709201521849,-4.87038647955818e-06,-6.79209056463803e-05,-0.360097389032162,1.35612141465353e-06,9.30101435982734e-06,-2.99500869426603e-16,5.49990994704501e-05,0.707106781255252,-0.000156128000842756,-2.08081171604696e-06,-4.71451347570749e-06,5.02469040902396e-05,4.46023353612115e-06,1.38754425084343e-06,0.000177058961250112,-4.86602128633983e-07,-4.3078049595968e-05,-9.12138246221729e-06,-5.74968836174333e-16,-2.28280594463127e-09,4.44447486306928e-07,4.43917572717122e-07,7.0594423502865e-07,-9.1042514010783e-16,9.36274708649459e-05,-2.14838151161201e-06,-2.14767185817173e-07,0.000207186116699196,5.32471731391843e-08,-3.79346330084924e-16,-1.04476824259816e-06,4.43423771221451e-16,-3.74816797973119e-09,0.000160574325723453,-4.66996789833484e-17,-6.60183648806241e-16,-1.25720802424639e-16,-1.7672750253098e-16,1.09773331661247e-16,1.78668338735929e-16,-4.05309289714784e-16,-1.32088228026264e-16,7.99246835784726e-18,5.21713933697852e-16,3.35870040905653e-17,-9.90952283968183e-18,-8.44246368144926e-18,3.6008632384844e-17,2.36808943553027e-16,-1.14049306166623e-07,-1.53308826519615e-16
"t55",0.173155028695914,-0.00126131061399542,0.00756154857361291,-0.0105436795476533,-0.00412510315351622,0.00566375414773799,-0.000125453039593527,0.30781789626733,0.00778894039693808,-0.00547272670118549,0.00546720212119473,-0.00459814250028914,0.000816731772205466,-0.00795095452994692,1.21103309912247e-05,0.00179912489223649,-0.0128442226994313,-0.0786924135527776,0.00297225597793284,-0.000975522100578609,0.000275284954847343,-0.0019523705432406,0.000114934255134392,-0.00348945370197349,0.00198406066254947,-0.000905283247448398,0.00728370847379617,-0.0317580499567684,0.0251284760254577,-1.61806668722807e-05,0.000196053765248935,1.06938619199445e-05,-0.00673786835205653,1.45997095192648e-16,0.000213679449064162,-0.00035444763385787,-4.81310110002136e-06,0.000301980905121913,1.24643892336575e-05,5.23448716392643e-13,-0.373268960857552,0.0189641936239172,-2.25544085803457e-06,-0.00306271332450314,0.0138652928723182,-0.0149545315722136,3.96537852425952e-17,0.000310426276249136,0.041633759089481,-0.000335009923148117,-6.36279048439609e-16,-0.000173093790900001,-0.0001254039389195,-3.43523107720259e-16,-0.000264070401007112,0.29380199334048,-0.00252607307728952,0.00161752702666854,1.26511928831075e-05,0.00374410638287277,0.000161709201588076,-4.870386482269e-06,-6.79209056787499e-05,-0.360097389216139,1.35612141466879e-06,9.30101436526481e-06,3.33968993788653e-15,5.49990996820155e-05,-0.707106781117843,-0.000156127996769773,-2.08081172914182e-06,-4.7145134615857e-06,5.02469040127109e-05,4.46023353022955e-06,1.38754424918187e-06,0.000177058961058909,-4.86602128075664e-07,-4.30780495581617e-05,-9.12138245598372e-06,8.77546527177581e-16,-2.28280302687712e-09,4.44447488993782e-07,4.43917571298942e-07,7.05944235947634e-07,6.00506214769634e-16,9.36274708271097e-05,-2.14838151073488e-06,-2.14767186975979e-07,0.000207186116634309,5.32471730701812e-08,3.92583849757539e-16,-1.04476824201067e-06,-5.06480665848085e-16,-3.74816769558972e-09,0.000160574325688748,4.23768087451203e-17,6.8704825215812e-16,1.24719051687087e-17,-1.29454480614102e-16,3.30997311376742e-16,6.33737063044665e-17,6.67644399437264e-17,-5.58696339219194e-17,3.12479841992139e-17,3.05436240190404e-16,-2.29154214302788e-16,5.30163962579797e-16,-2.72163911684851e-17,7.63582491671945e-17,2.37847072087804e-17,-1.14049306893575e-07,7.55236616355428e-17
"t41",0.171887227695815,-0.00125019547620383,0.00742574487984288,-0.0103182903390696,-0.00402622273354165,0.00547601278702976,-0.00012120506599698,0.296398396773022,0.00742487754511492,-0.00520896842249332,0.00515517768903985,-0.00432351487025522,0.000765497186433027,-0.00733127537228342,1.11480495121796e-05,0.00161761064012822,-0.0115282159223151,-0.070050320138623,0.00261625909466012,-0.000845869702141161,0.000229119038531063,-0.00161727337300593,9.49336484159097e-05,-0.0027889535023279,0.00158113253987269,-0.000711734924377956,0.00569074715545103,-0.024494654434111,0.0192613494200806,-1.15820833132469e-05,0.000138301477896584,7.35602027879538e-06,-0.00421396694904419,4.26093700151835e-17,0.000118489898752974,-0.000192605999666536,-2.40250708804981e-06,0.000135852040467097,5.43167008623248e-06,2.22113749408983e-13,-0.152823820127602,0.00656541314819975,-7.65926196121026e-07,-0.000587984677003932,0.00113979217478757,-0.000917102581244805,-2.38536210851497e-15,-4.21012338283873e-05,-0.0244347397914615,0.000250534709023917,8.84935432057781e-16,0.000131607467584296,0.000116895846567566,-3.24995725486906e-16,0.000404285362430626,-0.747873774344684,0.00672479121279405,-0.00716384651943847,-0.000313547993102338,-0.526976224947006,0.000534764466234812,-7.50333761363376e-06,-6.57426133286675e-05,-0.0785003962253615,-4.33731527900616e-06,6.36651692261698e-05,1.66457668255722e-15,0.000187976809646412,-1.92291770619645e-11,-0.000482426231102204,-5.88385024652021e-06,-1.32516827301567e-05,0.00013138570959003,1.13350250568582e-05,3.47923725058411e-06,0.000441546749925283,-1.18670749158163e-06,-0.000104642122717127,-2.12836352899987e-05,-8.30398535822761e-17,-5.18915839261813e-09,9.53332503112309e-07,9.47838055050795e-07,1.49442111307578e-06,-6.46432743347141e-16,0.000189833869749368,-4.20620199615e-06,-4.18877367423266e-07,0.000395196764364568,9.81041348631773e-08,4.82449259630977e-16,-1.84671146774689e-06,2.09289066830386e-16,-6.56766523832210e-09,0.000279486067377176,-1.10090918735046e-16,1.28715216816222e-18,-1.40687251958551e-16,-1.51137394753198e-16,-2.48797013819385e-16,-1.23623156116851e-16,1.90000296046522e-16,4.9870376989882e-16,-9.54555117720556e-17,-2.38054420769948e-16,3.25660455296071e-16,-9.98815766974909e-17,-7.57131948010938e-17,4.25603548945034e-17,-3.31434456114445e-17,-1.81880310735972e-07,-5.63063687627108e-17
"t69",0.197485305305853,-0.00148928417261389,0.0125265376542574,-0.0224446007466895,-0.0121138227565342,-0.00964911272112495,0.000171993866680531,-0.174435129503801,0.00108274239444911,-0.00102612293075643,0.00212051700579813,-0.00197569544862986,0.000385165192527404,-0.00509511273801455,7.94816694969227e-06,0.00165880939570004,-0.0122105600783228,-0.0891728761699178,0.00528562900851644,0.00169886628807336,0.000164919243799726,-0.00126959239200965,7.82176862604736e-05,-0.00393218335467477,0.00238787219970386,-0.341708762825791,0.00889511904084429,-0.154711517561496,-0.136148554776454,-1.41662237307483e-05,0.000202414404173429,1.43585868755754e-05,-0.0577248046854744,2.10703897878013e-16,-0.000352365941376512,0.000510849963855527,-3.17864126851941e-06,-2.66582078742413e-05,-7.71284450024365e-07,-1.99038779693941e-14,0.000608007346353294,0.00285366820845273,-3.76200683388768e-07,-0.00227428636144699,0.185476798658039,0.10663480540698,-3.73628888824187e-15,-0.000138422292927188,-0.00360596563779192,1.59303031582111e-05,-1.39933646607628e-16,7.74503506612055e-06,0.0473086267495644,-1.86539377649891e-17,3.42311917871053e-07,3.53172967973731e-05,4.32680890194372e-06,-7.422956959942e-05,-5.90720488476148e-06,-3.98223332852975e-05,6.77251765626701e-05,-1.05760547440775e-06,-8.82395246250896e-06,-5.31397933888423e-05,-9.70751262120804e-07,1.97193172494092e-05,3.33686078804785e-15,0.000203693095960399,-1.24523995812671e-12,-0.429457187113633,4.60046229797105e-06,9.51646173516363e-06,-4.05311231803979e-05,-2.76578889589677e-06,-9.94851484564339e-07,-0.00476097144192051,1.22687484871677e-07,0.000645682243583963,9.34813583072401e-07,-1.19364827279081e-15,5.17444264031393e-11,6.23839075469662e-08,6.81746133094226e-08,1.26401060115523e-07,-0.707106781186547,3.23899426188158e-05,-1.55756628847479e-06,-1.78271493890069e-07,0.132221766812442,-1.30024573079355e-08,-6.94950334696192e-16,-3.48320609192932e-08,-8.76084711929282e-16,-2.3773026156812e-10,0.000522724088114828,-6.84517077437107e-16,3.97283631884476e-16,-1.13166145772909e-16,4.38760509710873e-16,-3.6465211464828e-16,-3.28878364400788e-17,-3.47195151392677e-16,2.24136711230874e-16,-6.54740131332238e-17,-2.41215995109967e-16,-4.55520371745499e-16,-8.53626412815876e-17,-1.93125635182373e-16,5.16979144294669e-16,1.51504455576241e-16,-2.51273812371285e-08,-4.34907143687003e-16
"t70",0.197485305305853,-0.0014892841726139,0.0125265376542574,-0.0224446007466896,-0.0121138227565342,-0.00964911272112497,0.000171993866680587,-0.174435129503802,0.00108274239444884,-0.00102612293075637,0.0021205170057978,-0.00197569544862961,0.000385165192527386,-0.00509511273801438,7.94816694963454e-06,0.00165880939570025,-0.0122105600783229,-0.0891728761699179,0.00528562900851651,0.00169886628807333,0.000164919243799726,-0.00126959239200963,7.82176862603725e-05,-0.00393218335467481,0.00238787219970392,-0.341708762825791,0.00889511904084432,-0.154711517561496,-0.136148554776454,-1.41662237307101e-05,0.000202414404173706,1.4358586875506e-05,-0.0577248046854744,1.65982838094469e-16,-0.000352365941376524,0.000510849963855701,-3.17864126830858e-06,-2.66582078744895e-05,-7.71284450174281e-07,-1.98759905259546e-14,0.00060800734635297,0.00285366820845293,-3.76200683273246e-07,-0.00227428636144656,0.185476798658039,0.10663480540698,-3.72674104170337e-15,-0.00013842229292723,-0.00360596563779242,1.5930303158166e-05,-6.41008209713718e-16,7.74503506600563e-06,0.0473086267495643,-1.60481885674542e-16,3.42311917611712e-07,3.53172967975275e-05,4.32680890185308e-06,-7.42295696000012e-05,-5.90720488442711e-06,-3.98223332873952e-05,6.77251765628783e-05,-1.05760547561553e-06,-8.82395246234091e-06,-5.31397933891467e-05,-9.70751262025096e-07,1.97193172493931e-05,3.6157563072502e-15,0.000203693095960491,-1.24388465629631e-12,-0.429457187113631,4.60046229775996e-06,9.51646173578041e-06,-4.05311231813361e-05,-2.76578889340427e-06,-9.94851485589771e-07,-0.00476097144192078,1.22687484914845e-07,0.000645682243584473,9.34813583736746e-07,9.21440031665891e-16,5.17437222700368e-11,6.23839127507114e-08,6.81746046441112e-08,1.26401067737176e-07,0.707106781186549,3.23899426089755e-05,-1.55756628505873e-06,-1.78271493427539e-07,0.132221766812435,-1.30024580104803e-08,8.42896846165276e-16,-3.48320612969005e-08,7.40433202234134e-16,-2.37730185425205e-10,0.000522724088115564,5.69172988282089e-16,-2.98271512250339e-16,2.16817757280607e-16,-8.68369595989354e-18,2.83279255786032e-16,2.99352946277758e-17,6.94237106269962e-16,-2.4982033522495e-16,3.46388588531313e-17,9.32986849811764e-16,4.64911181209318e-16,-4.80140602866642e-16,2.65287502695767e-16,-3.72002939679006e-16,6.34866400703012e-17,-2.51273815699443e-08,3.94884936273391e-16
