,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t1,10.228579,4.19124,5.749016,4.2578726,8.011295,4.9786124,7.242115,1.368878,6.4346576,3.8665986,5.365283,7.4856787,5.733674,4.372356,3.2215745,5.425667,4.520289,3.0686324,4.4163995,5.440711,6.3061204,6.2245955,5.2192903
t2,10.187841,4.163002,5.7550554,4.274187,7.982312,4.984861,7.2327785,1.3796629,6.4052286,3.895855,5.347765,7.470416,5.7628684,4.355576,3.241745,5.4503508,4.5223894,3.0639262,4.387804,5.4203067,6.303609,6.1934404,5.2373767
t3,9.662284,3.757991,5.769292,4.3425994,7.9620852,5.0232797,7.2280936,1.5164369,6.424104,3.9634292,5.0506167,7.712744,5.905894,4.351151,3.2134087,5.57945,4.7377343,2.8897219,4.296065,5.46307,6.2964416,6.0469575,5.185695
t4,9.562954,3.66451,5.802387,4.346652,7.939214,4.9833765,7.214947,1.559805,6.427366,3.9893913,4.9727435,7.728539,5.9164214,4.3409576,3.2439635,5.609786,4.744869,2.8862822,4.259319,5.44937,6.245712,6.0065446,5.17168
t5,9.660269,3.7630646,5.768794,4.340107,7.9771724,5.028305,7.2253747,1.5145217,6.4358096,3.956547,5.0574183,7.7293034,5.901932,4.359854,3.1963263,5.5801597,4.7491965,2.8864908,4.2993965,5.479746,6.307772,6.053726,5.178614
t6,9.749702,3.839989,5.712433,4.323279,7.948361,5.051536,7.2686663,1.46809,6.4091697,3.936908,5.0847387,7.6747313,5.8588567,4.368604,3.2401216,5.5273347,4.711248,2.901212,4.347683,5.4347396,6.2644677,6.0858502,5.1846175
t7,9.725585,3.8348951,5.719439,4.341285,7.9969797,5.0763497,7.2480607,1.5019103,6.454601,3.9251194,5.1010365,7.7900124,5.9091663,4.381142,3.1433842,5.558975,4.8119946,2.8239744,4.323197,5.506337,6.356844,6.068669,5.161298
t8,9.992082,4.002706,5.8055797,4.3168993,7.966476,4.9929976,7.2208753,1.4510086,6.415224,3.9389727,5.2007694,7.5398436,5.855689,4.3607697,3.2437184,5.5592475,4.582636,2.9844882,4.3186193,5.436087,6.3018684,6.098305,5.218395
t9,10.026575,4.048238,5.7980857,4.30068,7.993082,4.9901156,7.231654,1.4305328,6.437633,3.9104154,5.2293153,7.543066,5.828784,4.382098,3.230529,5.5416274,4.5850825,3.002523,4.344521,5.455033,6.3077207,6.1448603,5.201527
t10,9.895728,3.969359,5.743919,4.294479,8.002328,5.017483,7.241961,1.4369854,6.4589086,3.9019463,5.169414,7.670091,5.810622,4.4082556,3.1987174,5.5299945,4.6861477,2.9499938,4.358334,5.481567,6.288707,6.1516566,5.158545
t11,10.016872,4.051541,5.735145,4.2757683,8.016599,5.0647755,7.2550025,1.3559606,6.418442,3.899233,5.2614794,7.5659833,5.7516537,4.413988,3.2539263,5.4900613,4.6161313,3.0202835,4.4110518,5.4678063,6.2805343,6.2280107,5.2028646
t12,9.372614,3.4855058,5.8188386,4.3498993,7.923715,4.961583,7.192063,1.5645391,6.4128103,4.0231614,4.876173,7.7247505,5.915397,4.3172884,3.3067873,5.613746,4.727841,2.9312823,4.254705,5.425783,6.188555,6.0155616,5.166686
t13,10.125492,4.1163974,5.71026,4.2692204,7.962573,5.0398664,7.243582,1.3171054,6.34615,3.925666,5.3349366,7.4570813,5.7183156,4.364069,3.3054938,5.437423,4.5277534,3.1012228,4.421584,5.395279,6.256912,6.230011,5.264062
t14,10.002569,4.0448136,5.736845,4.2807736,8.000832,5.0599103,7.2525544,1.3615247,6.4093404,3.9103937,5.2498784,7.556567,5.764829,4.411851,3.2663262,5.506005,4.607714,3.0227308,4.3968053,5.456446,6.269951,6.205132,5.206117
t15,9.362462,3.472561,5.8752203,4.356797,7.8730054,4.909381,7.189446,1.5952448,6.3725624,4.0534606,4.8547955,7.667953,5.9242024,4.291231,3.344018,5.649872,4.677993,2.947708,4.210119,5.3772388,6.157008,5.9636292,5.2121763
t16,9.928512,3.8666546,5.8580666,4.380002,7.8525505,4.957344,7.1851053,1.4885206,6.273497,4.0450125,5.1596303,7.383073,5.9681196,4.227053,3.3055215,5.6029987,4.5045543,3.0295703,4.251455,5.327378,6.3408027,6.0274844,5.3529243
t17,10.0354185,4.0520434,5.6580296,4.294951,7.954176,5.070489,7.2267237,1.3517913,6.3633432,3.9474187,5.245281,7.636895,5.7189684,4.3548985,3.1832879,5.443099,4.685693,2.9633482,4.4043627,5.4249063,6.3339605,6.220484,5.2218857
t18,10.092202,4.111962,5.702107,4.2679935,8.017346,5.0509906,7.2524734,1.3459426,6.416346,3.8861208,5.311753,7.564649,5.7237835,4.395075,3.219375,5.441738,4.6145277,3.0185442,4.4278035,5.462075,6.3113956,6.25197,5.2077255
t19,9.459863,3.5434601,5.876985,4.3604326,7.868557,4.9165435,7.188859,1.5677648,6.3472958,4.0551896,4.915902,7.602525,5.92703,4.275553,3.3501997,5.637208,4.6347013,2.9709694,4.221324,5.3628793,6.186904,5.980736,5.2441974
t20,10.625735,4.390092,5.8335576,4.42825,7.8012733,4.832697,7.119419,1.4671063,6.21801,3.9652967,5.448898,7.0695353,5.9714384,4.108691,3.2001443,5.4475756,4.2530527,3.1151268,4.2829175,5.174846,6.484668,6.0178986,5.525152
t21,9.381181,3.4872463,5.8739247,4.3586497,7.877539,4.915551,7.191196,1.5923676,6.3738713,4.049102,4.86941,7.659656,5.929778,4.292117,3.341166,5.6476407,4.6762033,2.9413273,4.21258,5.3797894,6.171111,5.965155,5.213597
t22,6.794033,1.2566456,5.705665,4.249427,7.615242,4.5829396,6.8463097,1.8121823,6.33663,4.334149,3.2098985,8.176579,5.7431226,4.219647,3.7250116,5.7439647,4.654406,3.8098226,4.265803,5.1339617,5.089629,6.1103945,4.9098144
t23,6.868861,1.3119651,5.7966332,4.3387604,7.5259676,4.525405,6.8461227,1.7844955,6.369934,4.3344173,3.2766528,8.109455,5.7233934,4.227212,3.690798,5.748315,4.6881413,3.7662902,4.185746,5.063466,5.1365824,6.066072,4.942716
t24,6.7049494,1.1693945,5.7103043,4.245208,7.5544477,4.5222464,6.831271,1.7968168,6.3476186,4.369976,3.1437962,8.169177,5.7174077,4.195537,3.7108555,5.76719,4.703739,3.8426647,4.23054,5.074809,5.0553985,6.087307,4.91373
t25,6.667354,1.1483978,5.64238,4.1745553,7.6318216,4.5778537,6.809842,1.8367172,6.3355083,4.3641005,3.1126697,8.216717,5.722423,4.2008343,3.7426345,5.756711,4.6639285,3.8807676,4.290497,5.1371207,5.0206194,6.1250134,4.8848863
t26,10.114979,3.9179106,5.881742,4.3716807,7.8078065,4.920572,7.1469913,1.4382908,6.1873765,4.1187153,5.2737103,7.198466,5.9726133,4.132108,3.3625612,5.577889,4.3634114,3.1433709,4.2235913,5.2834096,6.3555,6.0596256,5.436845
t27,10.512102,4.286802,5.8229556,4.3425417,7.8437805,4.887234,7.1602325,1.4576436,6.295819,3.98947,5.4400783,7.255093,5.9035115,4.17983,3.221514,5.479654,4.3541775,3.130036,4.2748876,5.2870345,6.3795905,6.1080213,5.38967
t28,10.410109,4.2697244,5.785846,4.3185515,7.9128103,4.9219866,7.190014,1.4153643,6.34643,3.9263337,5.40804,7.3371716,5.83312,4.2596846,3.2200043,5.4452987,4.4191003,3.0956998,4.3426642,5.3355093,6.3575,6.1440907,5.332798
t29,10.069356,3.9474258,5.884403,4.432254,7.7800803,4.940325,7.1648436,1.4746628,6.169385,4.0739665,5.204634,7.210887,6.040385,4.157011,3.3198407,5.6168647,4.4003787,3.085589,4.249212,5.23069,6.420103,5.9832892,5.4699016
t30,10.726398,4.214018,5.944089,4.4002523,7.6422186,4.817158,7.0772414,1.612991,6.152135,4.224956,5.477443,7.0512533,6.139923,3.9480345,3.2422204,5.641078,4.2175326,3.2147985,4.0298305,5.187353,6.4236965,6.0134444,5.5293555
t31,10.320781,4.055322,5.9013653,4.4076624,7.728361,4.898708,7.137493,1.5171274,6.1722746,4.1395864,5.320271,7.153489,6.0706058,4.076253,3.2973297,5.61322,4.3308096,3.1438901,4.1667213,5.2293763,6.405738,6.0111794,5.480363
t32,6.4168253,0.919116,5.546751,4.068283,7.5527716,4.4504166,6.834653,1.7727585,6.3479624,4.421389,2.9520743,8.201558,5.708459,4.134975,3.6938267,5.7918367,4.750537,3.9471042,4.267009,5.0263844,4.9430323,6.073132,4.8756533
t33,6.4574285,0.9645533,5.5321083,4.0476184,7.6731086,4.5360956,6.870506,1.7662882,6.281622,4.393337,2.9505057,8.252409,5.763695,4.156163,3.7329912,5.7886324,4.7260513,3.8953116,4.3464007,5.131774,4.997915,6.0949903,4.8966107
t34,6.41239,0.91224205,5.5220814,4.0535426,7.604133,4.467002,6.839616,1.7695405,6.3485627,4.4348054,2.9260318,8.212785,5.699603,4.1227474,3.6917849,5.7991304,4.7526016,3.9617205,4.287253,5.062755,4.9317856,6.080448,4.866305
t35,6.483023,0.9837421,5.5155315,4.0358586,7.6677904,4.5347257,6.8612604,1.7762392,6.2856936,4.4103055,2.9619086,8.259957,5.7473416,4.1414876,3.725203,5.7946005,4.73313,3.9127624,4.3463426,5.1301055,4.984096,6.105448,4.888305
t36,6.494209,0.9896366,5.539049,4.0160007,7.735956,4.6019135,6.8297625,1.8162823,6.2364554,4.430121,2.9462693,8.30427,5.73715,4.1253314,3.762045,5.80925,4.732575,3.8868186,4.3672347,5.1975675,5.0460153,6.164042,4.910545
