"accepted_species","traits"
"t30",1
"t41",0
"t48",0
"t55",0
"t56",1
"t63",0
"t64",0
"t67",0
"t70",0
"t71",0
"t72",1
"t75",0
"t76",0
"t80",0
"t81",0
"t85",0
"t86",0
"t92",1
"t93",1
"t97",0
"t99",0
"t100",0
"t101",0
"t105",1
"t107",1
"t108",0
"t109",0
"t110",1
"t111",0
"t112",0
"t113",0
"t114",0
"t116",1
"t117",0
"t118",1
"t119",1
"t120",0
"t122",0
"t123",1
"t124",1
"t125",0
"t127",1
"t128",0
"t129",1
"t132",0
"t134",0
"t135",0
"t136",1
"t137",1
"t138",1
"t139",1
"t140",1
"t142",0
"t143",1
"t144",1
"t145",1
"t146",0
"t147",0
"t148",0
"t150",1
"t151",0
"t152",0
"t153",0
"t155",0
"t157",0
"t159",1
"t160",1
"t161",1
"t162",1
"t163",0
"t164",0
"t165",0
"t166",1
"t167",1
"t168",1
"t170",0
"t171",0
"t172",1
"t173",1
"t174",0
"t175",0
"t176",1
"t177",1
"t178",1
"t179",1
"t180",1
"t181",1
"t182",0
"t183",1
"t184",1
"t185",0
"t186",0
"t187",0
"t188",0
"t189",1
"t190",1
"t191",1
"t192",1
"t193",0
"t194",0
