,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
t1,15.700772,-1.0658345,8.120906,-0.14866953,8.516272,17.171097,21.558731,0.14792839,11.104597,-0.6054003,-1.4539757,6.97416,1.0954326,-0.1358071,-0.024176905,21.53256,-0.3238067,-0.957514,-0.34219638,0.17627646,-0.08697622,0.34765837,0.8673936,2.1416087
t2,13.423827,-0.9868709,7.0624843,-0.17633493,6.9763393,14.278339,18.890886,0.12345118,10.946676,-0.526456,-1.4021217,6.9987583,1.9357786,-0.09602063,0.78273326,19.055922,-0.37708524,-0.81071264,-0.40755144,0.15570734,0.5436408,0.29857194,0.5664653,1.3860195
t3,16.87749,-1.1316241,8.835239,-0.13783702,9.37414,18.88665,23.209183,0.16173993,11.529883,-0.6527262,-1.4918269,7.0009613,0.5519527,-0.16007885,-0.060206242,22.897474,-0.32203758,-1.0417527,-0.3498955,0.18712632,-0.1701567,0.36303505,1.1252939,2.3230681
t4,10.093589,-0.8928075,5.6965795,-0.2006302,4.5835657,9.949603,14.854775,0.08857008,10.818642,-0.41642863,-1.2666674,6.561482,2.9359272,-0.044422492,2.3373573,15.373714,-0.4364718,-0.5913901,-0.5258599,0.122361735,2.4678254,0.23261762,0.120984346,0.5784872
t5,16.329664,-1.1114154,8.760526,-0.15078068,8.985677,18.28131,22.771378,0.15435955,11.498662,-0.6174878,-1.4862381,7.309602,0.9415847,-0.14369692,-0.029793398,22.360033,-0.3355343,-1.0024996,-0.35604987,0.1861738,-0.12609042,0.3505534,0.82324696,2.1055243
t6,19.75564,-1.2938961,10.558389,-0.12421885,11.351382,22.431458,26.980337,0.19029483,12.442283,-0.7475238,-1.4985592,7.3992777,0.09440447,-0.21398246,-0.115645446,26.10622,-0.30225036,-1.2180971,-0.34422743,0.21335088,-0.31039697,0.40905645,1.1603919,2.9523423
t7,-0.06896729,-1.0309538,2.7810452,-0.14598052,-1.3162125,-0.11574614,4.753805,0.014747587,12.76357,-0.5747311,-0.66440386,7.3843374,5.873456,5.992171,12.688764,4.303871,-0.48855454,0.8073102,-1.3064005,0.00925633,5.084338,0.070892066,-0.017579168,2.3652165
t8,-0.057364725,-1.0032436,2.7409205,-0.15259697,-1.2377656,-0.07897886,4.955645,0.017140882,12.547807,-0.53814435,-0.6720053,7.3017583,5.8041964,5.9660788,12.36846,4.6633015,-0.4963683,0.41318217,-1.2804337,0.015895324,4.9910364,0.07192889,-0.018806681,2.0835857
t9,-0.054252066,-1.0005518,2.7313573,-0.15312563,-1.2284249,-0.07410427,4.9876533,0.01728305,12.535465,-0.5343992,-0.6768649,7.3056235,5.769792,5.931765,12.295999,4.7075877,-0.49731666,0.35237458,-1.2778999,0.0171508,4.97579,0.07235343,-0.01716046,2.0309868
t10,-0.0593379,-1.009984,1.7714102,-0.12079897,-1.6211046,-0.21662065,2.8542235,0.007288465,12.54318,-0.5942139,-0.4812919,6.8985996,5.1187363,5.5289397,12.610491,3.195853,-0.4080559,1.7028925,-1.270091,0.62162673,4.514411,0.038750466,0.9251164,3.4155188
t11,-0.08477361,-1.1450096,2.705712,-0.08637014,-1.8686646,-0.38361356,2.3108602,0.28216478,13.785107,-0.6661251,-0.41435996,7.638727,5.525015,4.2584877,13.780171,1.6536721,-0.3420017,3.3032799,-1.4099529,2.5552633,5.449217,0.03845629,0.3191456,4.795216
t12,-0.062057838,-1.13782,2.1730824,-0.10806659,-1.9003078,-0.32570797,2.3615017,0.005245868,13.967971,-0.67270774,-0.43802193,7.6963677,5.571595,5.201772,14.120634,2.4936762,-0.3800952,2.6763742,-1.4117966,1.6394205,5.12504,0.045325596,0.8074775,4.637605
t13,-0.048036113,-1.1078454,1.7904587,-0.121010415,-1.8627876,-0.28790286,2.3773167,0.0026843774,13.792719,-0.65954894,-0.4395825,7.5283036,5.4162803,5.633164,14.002551,2.876181,-0.3927785,2.2284968,-1.379423,1.0651098,4.807919,0.048318315,1.0757138,4.4568067
t14,0.04981846,-0.74081296,1.2252687,-0.13296606,-0.99468964,-0.014236403,3.2953176,0.018560238,9.78556,-0.36897343,-0.45576406,5.2164345,3.4038467,4.583818,8.615085,4.113237,-0.38697305,-0.050249152,-0.94497854,0.020966394,3.365377,0.028451808,0.8929128,1.4901544
t15,0.72899425,-0.9693889,3.5427032,-0.17494887,-0.94218785,0.5467167,5.8597665,0.034423493,12.579768,-0.46018773,-0.89345926,7.4103594,6.0374217,4.156011,10.101392,6.9852133,-0.5481836,-0.08565677,-1.2613031,0.0339176,5.4618917,0.08930459,-0.02704055,0.6155108
t16,-0.049981397,-1.0941652,1.7933025,-0.122397125,-1.8206794,-0.26893812,2.5223408,0.0041018263,13.607721,-0.6469912,-0.45265636,7.4554386,5.345284,5.670589,13.741205,3.030319,-0.40117195,2.0911307,-1.3687621,0.9208413,4.761027,0.047260724,1.0795509,4.2223754
t17,-0.114339836,-1.063165,3.6532214,-0.024874112,-1.4858376,-0.4905975,1.427133,0.82654357,11.934423,-0.5543297,-0.27540177,7.342492,4.3784275,1.3107871,12.305859,-0.13657919,-0.18173221,4.689638,-1.2507213,4.3518386,5.159994,0.011804502,-0.0095328465,4.9212003
t18,4.37852,-0.9333596,4.52101,-0.19748114,-0.3002604,3.4074419,8.490097,0.06089316,12.497504,-0.37265286,-1.1534681,7.311063,5.8088245,1.3363497,6.3905687,10.649502,-0.5702769,-0.25531,-1.0961546,0.065165184,5.417298,0.15236384,-0.0140975285,-0.17049201
t19,3.5762959,-0.9336741,4.034788,-0.1909543,-0.45027724,2.789642,7.5999475,0.051085815,12.381081,-0.39705297,-1.0623603,7.136561,5.6210594,2.0654933,7.2918735,9.598287,-0.5564005,-0.21529157,-1.1070687,0.058427144,5.1934614,0.12962312,-0.014058971,-0.10056332
t20,3.066621,-0.6315064,0.907693,-0.13898496,-0.46557212,1.9392146,4.781546,0.025534645,8.323671,-0.28078318,-0.55219495,4.519979,1.6465373,2.3312726,4.536168,5.8686943,-0.31446397,-0.15136549,-0.659137,0.048196707,2.1443546,0.05142477,1.7662543,0.6656213
t21,3.3565948,-0.93950546,4.0810614,-0.1970846,-0.4877808,2.6091394,7.438233,0.050215382,12.49356,-0.3912703,-1.046463,7.2056055,5.6620903,2.2514296,7.515252,9.474656,-0.5674321,-0.20110543,-1.1387937,0.056084264,5.2418704,0.1256997,-0.015336099,-0.074409604
t22,8.710781,-0.88997775,4.595603,-0.20832165,1.6719598,7.214692,11.514208,0.08279484,12.084126,-0.41197145,-1.3134363,6.761588,4.154789,-0.030767621,2.492527,14.363621,-0.51514846,-0.47966963,-0.79443794,0.09167988,3.4506898,0.20158197,1.3092096,0.015059669
t23,6.4896407,-0.91537005,4.971354,-0.20623696,0.3357804,5.06687,10.024395,0.07375242,12.573313,-0.35220274,-1.3249824,7.176474,5.578154,-0.0018353506,4.487411,12.708376,-0.57092327,-0.3474533,-0.98730695,0.08241515,4.971839,0.19505498,0.2257576,-0.17569818
t24,4.6745925,-0.93949866,4.829407,-0.20201354,-0.255904,3.5431004,8.792392,0.061812274,12.686362,-0.36096677,-1.2058386,7.450406,6.0012336,1.1860151,6.2674217,11.067969,-0.5844587,-0.26333022,-1.1164092,0.06886882,5.5968575,0.15953211,-0.024803052,-0.22241434
t25,4.0714474,-1.0517676,-0.03356003,-0.22993533,-1.6632569,-0.02147381,1.1582463,0.015322844,14.237618,-0.6629805,-0.49862748,7.1225133,3.4253204,7.437095,13.525995,6.845375,-0.49183878,0.20061085,-1.2200499,0.035548463,2.3819351,0.06437692,3.8600476,4.766522
t26,7.2286925,-1.0119802,-0.013867823,-0.27226788,-1.1131048,2.1539228,2.3943427,0.025766427,13.913632,-0.5926291,-0.6492954,6.6351395,2.2568073,6.046062,10.959546,9.073028,-0.5119397,-0.10244055,-1.0263715,0.062808655,1.6802073,0.09638273,4.5819077,4.361956
t27,-0.07956273,-0.9180602,2.2245238,-0.07034586,-1.4841009,-0.32749343,1.9816321,0.2616154,10.852451,-0.50240976,-0.3132902,6.087457,4.073746,3.124485,10.489356,1.181661,-0.26268247,2.7789915,-1.123345,2.1905727,4.308126,0.018475259,0.21821496,3.540795
t28,-0.0020409648,-0.64667636,1.0913445,-0.11931211,-0.82325834,-0.034420483,2.973228,0.01222728,8.322457,-0.30099207,-0.3619294,4.5141463,2.7505674,3.9183998,7.276098,3.6245046,-0.34385473,0.018708229,-0.8110874,0.016314242,3.0274122,0.0021454275,0.83723813,1.0814859
t29,5.085904,-1.0406014,-0.025185274,-0.24651654,-1.5291115,0.35822904,1.3401468,0.017575392,14.165048,-0.64171034,-0.5424067,7.068775,3.0685985,7.1373754,12.8053875,7.5313654,-0.4996407,-0.011542163,-1.1721193,0.043775894,2.1651351,0.071612135,4.0844574,4.6306
t30,5.8129377,-1.0323285,-0.016576046,-0.25647676,-1.4134628,0.96936464,1.5869615,0.01847163,14.077854,-0.62570006,-0.5851245,7.023889,2.7377737,6.83295,12.204228,8.036759,-0.5084245,-0.033222795,-1.1350852,0.050648786,1.9592568,0.076232165,4.28701,4.438764
t31,-0.20135254,-1.1765581,5.7191696,1.6398367,-1.0918576,-0.72887063,0.2441492,3.316271,9.7758875,-0.41548595,-0.058039386,8.707083,3.298234,-0.06100408,12.291647,-0.8696087,2.0497603,8.022178,-1.1491326,8.418918,5.457153,0.06964071,-0.05666834,5.724753
